Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;9.0;10.1999998093;4;21.0;1;8.0;12.0;6;20.0;
4;2;11.0;10.0;3;21.0900000334;1;8.0;11.0;6;20.0;
5;2;12.0;10.0;3;21.1871190071;1;8.0;10.0;6;20.0;
6;2;13.3561353683;10.0;3;21.2917383909;1;9.0;10.0;6;20.0;
7;2;14.3875217438;10.0;3;21.817143321;1;9.5;10.0;6;20.0;
8;2;14.5451431274;10.1999998093;3;22.2793469429;1;9.5;10.0;6;20.3999996185;
9;2;14.683804512;10.3632001877;3;23.5656701326;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.0697002411;10.9097137451;3;24.691826582;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;15.4075479507;11.3658018112;3;25.6707911491;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;17.4075469971;11.7372808456;3;26.5228655338;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;19.4075469971;12.0336990356;4;27.2714657784;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;20.6411628723;12.2662630081;4;27.9399077892;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;21.7336921692;12.446267128;4;28.3811409473;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;22.8338241577;12.5;4;28.7401795387;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;23.9415359497;12.5;4;29.1239151955;1;15.7228336334;12.4808797836;6;25.0;
18;2;25.0566558838;12.5;4;29.5311965942;1;16.7228336334;12.5;7;25.0;
19;2;24.5;13.5;4;29.960246563;1;17.625;12.5;7;25.0;
20;2;24.5;13.9880743027;4;30.4086403847;1;17.625;12.5;7;25.0;
