Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;2;10.0;10.1999998093;4;21.0;1;9.0;10.0;5;20.0;
7;2;11.3000001907;10.0;4;21.0299999714;1;9.5;10.0;5;20.0;
8;2;11.3090000153;10.0;4;21.4708906412;1;9.5;10.0;5;20.3999996185;
9;2;11.4412670135;10.1999998093;4;21.8393678665;2;9.59000015259;10.5;4;21.7264003754;
10;2;11.5518102646;10.3632001877;4;22.1466006041;2;9.88844013214;10.3632001877;4;22.0603717566;
11;2;11.6439800262;10.4951858521;4;23.2541460991;2;9.96358394623;10.4951858521;4;23.2074631453;
12;2;11.9762439728;11.0209560394;4;24.1846234798;2;10.2216796875;11.0209560394;4;24.1828715801;
13;2;13.9762439728;11.4571752548;5;24.9517599344;2;12.0082511902;11.4571752548;3;25.0006883144;
14;2;15.9762439728;11.8107032776;5;25.5757399797;2;14.0082511902;11.8107032776;3;25.6814495325;
15;2;17.0303173065;12.0916318893;5;26.0792449713;2;16.0082511902;12.0916318893;3;26.2481688261;
16;2;18.0495643616;12.3113050461;5;26.4845746756;2;17.0885848999;12.3113050461;3;26.723449707;
17;2;19.0694179535;12.4808797836;5;26.5909943581;2;18.1192131042;12.4808797836;3;26.9068236351;
18;2;20.0898723602;12.5;5;26.6611413956;2;19.1518688202;12.5;4;27.0611462593;
19;2;21.1109161377;12.5;5;26.7332159281;2;20.0887584686;12.5;4;27.2247776985;
20;2;22.0199642181;12.5;6;26.8071684837;2;20.1255760193;12.5;4;27.3977591991;
