Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;8.0;10.1999998093;5;21.0;1;8.0;12.0;6;20.0;
4;2;9.19999980927;10.0;5;21.0900000334;1;8.0;11.0;6;20.0;
5;2;9.21800041199;10.0;5;21.1871190071;1;8.0;10.0;6;20.0;
6;2;10.3561353683;10.0;5;21.2917383909;1;9.0;10.0;6;20.0;
7;2;11.3875217438;10.0;5;21.4042263031;1;9.5;10.0;6;20.0;
8;2;11.4212675095;10.0;5;21.9389723539;1;9.5;10.0;6;20.3999996185;
9;2;11.5816917419;10.1999998093;5;22.4109756947;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;11.7232933044;10.3632001877;5;22.831872344;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;11.8495616913;10.4951858521;5;24.1073114872;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;12.2321929932;11.0209560394;4;25.2262470722;2;9.95943069458;11.5209560394;5;23.9143505096;
13;2;14.2321929932;11.4571752548;4;26.2035200596;2;11.7228336334;11.9571752548;5;24.6214065552;
14;2;16.2321929932;11.8107032776;4;27.060199976;2;13.7228336334;12.3107032776;5;25.1832637787;
15;2;17.4756546021;12.0916318893;4;27.819549799;2;15.7228336334;12.5916318893;5;25.6226100922;
16;2;18.5716552734;12.3113050461;4;28.5040667057;2;16.7228336334;12.8113050461;5;25.9617595673;
17;2;19.6752662659;12.4808797836;4;28.912750721;2;17.7228336334;12.9808797836;5;26.0;
18;2;20.7863998413;12.5;4;29.3074398041;2;18.7228336334;13.0;6;26.0;
19;2;21.9048061371;12.5;4;29.7249407768;2;19.625;13.0;6;26.0;
20;2;22.9174823761;12.5;5;30.1631817818;2;19.625;13.0;6;26.0;
