Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;2;9.0;11.6999998093;5;24.0;1;8.0;11.0;6;20.0;
5;2;9.80000019073;11.5;5;24.1499999762;1;8.0;10.0;6;20.0;
6;2;10.9450006485;11.5;5;24.320775032;1;9.0;10.0;6;20.0;
7;2;11.9962329865;11.5;5;24.5146545172;1;9.5;10.0;6;20.0;
8;2;12.3543958664;11.5;5;25.209203124;1;9.5;10.0;6;20.3999996185;
9;2;12.5627613068;11.7299995422;5;25.8372550011;2;9.59000015259;10.5;4;21.7264003754;
10;2;12.7511768341;11.9106416702;5;27.4536044598;2;9.88844013214;10.3632001877;4;22.0603717566;
11;2;13.2360811234;12.5274600983;5;28.8882269859;2;9.96358394623;10.4951858521;4;23.2074631453;
12;2;14.9998464584;13.0216779709;5;30.174726963;2;10.2216796875;11.0209560394;4;24.1828715801;
13;2;16.9998474121;13.4066829681;5;31.3539347649;2;12.0082511902;11.4571752548;4;25.0006883144;
14;2;18.9998474121;13.6998376846;5;32.4664516449;2;14.0082511902;11.8107032776;4;25.6814495325;
15;2;20.5348720551;13.9190797806;5;33.3860225677;2;16.0082511902;12.0916318893;4;26.2481688261;
16;2;21.7621917725;14.0;5;34.2269949913;2;17.0885848999;12.3113050461;4;26.723449707;
17;2;23.0144844055;14.0;5;35.1469092369;2;18.1192131042;12.4808797836;4;26.9068236351;
18;2;24.2904586792;14.0;5;36.1369771957;2;19.1518688202;12.5;4;27.0611462593;
19;2;24.8410930634;14.0;7;37.1836385727;2;20.0887584686;12.5;4;27.2247776985;
20;2;25.155090332;14.0;7;38.2688102722;2;20.1255760193;12.5;5;27.3977591991;
21;2;23.155090332;15.0;7;39.3707761765;2;20.1644954681;12.5;6;27.5800426006;
22;2;24.155090332;14.0;7;40.4656934738;2;20.2055091858;12.5;6;27.7714805603;
23;2;22.3999996185;15.0;9;41.5295543671;2;20.24858284;12.5;7;27.9718174934;
24;2;23.3999996185;14.0;9;42.5402727127;2;20.2936592102;12.5;7;28.1806821823;
25;2;24.3999996185;14.0;9;43.4795351028;2;20.3406524658;12.5;7;28.3975830078;
26;2;23.3999996185;15.0;10;44.3340778351;2;20.3894557953;12.5;7;28.6219055653;
27;2;23.3999996185;16.0;10;45.0962123871;2;20.4399280548;12.5;8;28.8529140949;
28;2;23.3999996185;17.0;11;45.7636127472;3;19.625;13.5;7;29.089756012;
29;2;22.7290840149;18.0;11;46.3385124207;3;18.5451946259;13.5;7;29.3314704895;
30;2;21.9015541077;19.0;11;46.8265895844;3;17.5995807648;14.5;8;29.5770010948;
31;2;21.0479774475;20.0;11;47.2357692719;3;16.6548252106;15.5;8;29.8252120018;
32;2;20.1707305908;21.0;12;47.57513237;3;15.7106723785;16.5;8;30.0749063492;
33;2;19.8725395203;22.0;13;47.85405159;3;15.1418533325;17.5;8;30.3248500824;
34;2;19.9562149048;23.0;14;48.0;3;15.198091507;18.5;8;30.5737948418;
35;2;20.0;24.0;14;48.0;3;15.2541036606;19.5;7;30.8205022812;
36;2;20.0;25.0;15;48.0;3;15.3096132278;20.5;7;32.0637698174;
37;2;20.0;26.0;16;48.0;3;16.3643493652;21.5;7;32.3224534988;
38;2;20.0;27.0;16;48.0;3;17.4180526733;22.5;7;32.5756855011;
39;2;21.0;25.0;17;48.0;3;17.7045288086;23.5;8;32.8224941492;
40;2;20.0;26.0;18;48.0;3;17.760061264;24.5;8;33.0620197058;
41;2;20.0;27.0;19;48.0;3;17.813955307;25.5;10;33.2935268879;
42;2;21.0;26.0;20;48.0;3;16.247926712;27.5;8;33.5164097548;
43;2;22.0;26.0;20;48.0;3;16.2526321411;29.5;9;33.7301940918;
44;2;23.0;26.0;21;48.0;3;16.2573738098;31.5;10;33.9345362186;
45;2;24.0;26.0;21;48.0;3;16.2621517181;33.5;11;34.1292183399;
46;2;25.0;26.0;23;48.0;3;17.2669620514;32.5;11;34.3141394854;
47;2;26.0;25.0;23;48.0;3;16.2718048096;34.1742858887;12;34.4893065691;
48;2;27.0;24.0;24;48.0;3;16.2766742706;35.2817497253;13;34.6548230648;
49;2;28.0;24.0;25;48.0;3;17.2815723419;33.3823738098;14;34.8108748198;
50;2;28.3999996185;24.0;25;48.0;3;18.0;34.3823738098;15;34.9577178955;
51;2;28.3999996185;24.0;25;48.0;3;20.2914428711;32.5;17;35.0956655741;
52;2;28.3999996185;24.0;26;48.0;3;20.0;33.5;19;35.2250775099;
53;2;28.3999996185;24.0;27;48.0;4;21.301399231;34.5;15;58.346346736;
54;2;28.3999996185;24.0;27;48.0;5;23.9314041138;33.5;15;69.7640995979;
55;2;28.3999996185;24.0;27;48.0;5;26.936422348;34.5;15;71.3128210306;
56;2;28.3999996185;24.0;28;48.0;5;27.9664554596;35.5;16;72.6007355452;
57;2;28.3999996185;24.0;28;48.0;6;28.971496582;36.5;15;73.6577298641;
58;2;26.3999996185;25.0;28;48.0;6;29.6499996185;37.5;18;74.5191143751;
59;2;25.3999996185;26.0;28;48.0;6;30.5560626984;38.5;18;75.2198330164;
60;2;24.3999996185;27.0;29;48.0;6;30.6269779205;39.5;19;75.5193400383;
61;2;23.3999996185;28.0;29;48.0;6;30.6918525696;40.5;20;75.7817819118;
62;2;22.3999996185;29.0;29;48.0;6;30.7509002686;41.5;20;76.0196379423;
63;2;21.3999996185;30.0;30;48.0;6;30.8044185638;42.5;20;77.2344332933;
64;2;20.3999996185;31.0;30;48.0;6;31.8527469635;44.5;21;77.5578374863;
65;2;20.0;32.0;30;50.3999996185;6;32.8962631226;46.5;22;77.8770223856;
66;2;19.0;31.0;30;52.2983989716;6;33.222328186;48.5;23;78.0910960436;
67;2;19.0;31.0;31;53.7626743317;6;33.2704963684;50.5;23;78.2939716578;
68;2;19.0;31.0;31;54.8711605072;6;33.3161430359;52.5;24;78.5165400505;
69;2;18.0;30.0;32;55.5283432007;7;33.3662223816;53.5;23;78.7601912022;
70;3;17.0;29.0;31;55.8745994568;7;33.0340576172;54.5;24;79.0262167454;
71;3;16.0;28.0;31;56.0;8;33.4808998108;55.5;19;89.3157497644;
72;3;17.0;29.0;31;56.0;8;34.546043396;57.5;19;93.0207338333;
73;3;18.0;30.0;31;56.0;8;35.952167511;60.0;20;96.1305141449;
74;3;19.0;31.0;32;56.0;9;37.3074111938;62.3899993896;19;98.7374402285;
75;3;20.0;32.0;32;56.0;9;38.6203613281;64.6872558594;19;100.940637589;
76;4;21.0;33.0;31;56.0;9;39.8997879028;66.9097442627;19;103.482492447;
77;4;21.2000007629;34.0;31;56.0;9;41.7735061646;69.0;19;104.551946163;
78;4;21.2000007629;35.0;31;56.0;9;42.6003952026;72.0;19;105.609325647;
79;4;21.2000007629;36.0;31;56.0;9;43.5257949829;73.0;19;106.560629964;
80;4;21.2000007629;37.0;31;57.0;9;43.4930496216;75.0;20;108.507843852;
81;4;22.2000007629;39.0;32;56.9750000238;10;44.5522460938;79.0;20;109.506645083;
82;4;23.2000007629;41.0;32;56.9525000453;10;42.2197036743;82.0;20;110.494949937;
83;4;23.4857501984;43.0;32;56.9322500229;10;40.5360412598;85.9840011597;21;111.451457381;
84;4;23.479675293;45.0;33;56.9140250087;11;40.6022415161;90.9840011597;20;112.286465764;
85;4;24.2000007629;44.0;33;56.8976225257;11;41.1830596924;92.9840011597;21;113.062427402;
86;4;23.4692878723;45.0;33;57.8828603029;11;42.6493148804;94.9840011597;21;113.822877645;
87;4;24.2000007629;47.4414291382;34;57.8195742369;11;43.6662826538;97.7840042114;22;114.561337829;
88;5;26.2000007629;46.4347877502;33;57.7626168132;11;44.6839828491;99.7840042114;23;115.272505403;
89;5;25.2000007629;48.0;33;57.7113551497;11;44.7024002075;101.148071289;23;115.952410698;
90;5;25.2000007629;50.4234275818;33;57.6652196646;11;45.5477523804;105.21647644;23;116.598460793;
91;5;26.2000007629;49.0;34;57.6236976981;11;45.9598426819;109.556793213;26;117.209383368;
92;5;25.2000007629;50.0;35;57.5863279104;11;46.520942688;112.675048828;28;117.785081387;
93;5;25.2000007629;51.0;35;57.5526950955;11;46.7785110474;115.796798706;29;118.326435328;
94;5;26.2000007629;49.0;35;57.5224255323;11;46.8326454163;118.921897888;29;118.835082293;
95;5;25.2000007629;50.0;36;57.495182991;12;46.8835105896;122.050170898;29;119.313188314;
96;5;25.2000007629;51.0;36;57.47066468;13;46.9313201904;124.06754303;30;119.763240576;
97;5;26.2000007629;49.0;36;58.448598206;13;46.9763259888;127.148445129;30;120.187870502;
98;5;26.2000007629;51.0;36;58.5087384582;13;47.018787384;128.842926025;30;120.574124336;
99;5;27.2000007629;53.0;37;58.5764006376;13;48.041809082;127.981819153;30;120.807875633;
100;5;28.2000007629;52.0;37;58.6516276598;13;47.0807876587;130.122741699;30;121.044655561;
