Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;13.1000003815;6;23.0;2;7.15000009537;13.0;3;21.0599999428;
3;1;8.0;12.1000003815;6;23.0;2;8.15900039673;12.0;3;21.1229639053;
4;1;9.0;11.5;6;23.0;2;8.16844463348;11.0;3;21.1889609098;
5;1;9.60000038147;11.5;6;23.0;2;8.17834377289;10.0;3;21.2580518723;
6;1;10.6000003815;11.5;6;23.0;2;9.2830619812;10.0;3;21.3302885294;
7;1;11.6000003815;11.5;6;23.0;2;9.7993144989;10.0;3;21.4057120085;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.81628513336;10.0;2;21.8984082937;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.92714214325;10.1999998093;1;22.3222295046;
10;1;12.1463851929;11.9106416702;6;24.0;2;10.0225009918;10.3632001877;1;22.688400507;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;10.1048898697;10.4951858521;1;23.8809107542;
12;2;14.4463853836;12.6000003815;5;27.1876003742;2;10.3732051849;11.0209560394;1;24.9034298658;
13;2;16.4463844299;13.0788002014;5;27.9616949558;2;12.1703767776;11.4571752548;3;25.7698295116;
14;2;18.4463844299;13.4505519867;5;28.5574967861;2;14.1703767776;11.8107032776;3;26.500371933;
15;2;19.4739151001;13.7328653336;5;29.0106461048;2;16.170375824;12.0916318893;3;27.1177392006;
16;2;20.4834403992;13.943564415;5;29.1558350325;2;17.284236908;12.3113050461;3;27.6441450119;
17;2;21.4931354523;14.0;6;29.1887089014;2;18.3263702393;12.4808797836;3;27.878672123;
18;2;22.5029983521;14.0;6;29.2221269608;2;19.3705348969;12.5;3;28.0836718082;
19;2;22.7666378021;14.0;6;29.2560760975;2;20.3188266754;12.5;5;28.2969486713;
20;2;22.7768230438;14.0;6;29.2905418873;2;19.625;13.4890842438;5;28.5179448128;
21;2;22.7871627808;14.0;6;29.3255085945;2;19.625;13.9071779251;5;28.7459800243;
22;2;22.7976531982;14.0;6;29.3609591722;2;19.625;13.9983921051;5;28.9802544117;
23;2;22.8082866669;14.0;6;29.3968753815;2;19.625;14.0921020508;5;29.2198557854;
24;2;22.8190612793;14.0;6;29.4332377911;2;20.5744667053;12.5;5;29.4637694359;
25;2;22.3999996185;14.4299716949;6;29.4700255394;2;20.6293487549;12.5;5;29.7108941078;
26;2;22.3999996185;14.7350130081;6;29.5072168112;2;20.6849517822;12.5;5;29.9600582123;
27;2;22.8521652222;14.0;6;29.5447884798;2;19.625;13.5;5;30.2100424767;
