Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;4;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;4;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;4;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;4;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;4;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.5;10.0;3;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;9.59000015259;10.1999998093;3;20.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;1;9.66343975067;10.3632001877;3;20.9903717041;
11;1;12.2000007629;12.0;6;25.2000007629;1;9.72283363342;10.4951858521;2;22.0419120789;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;9.95943069458;11.5209560394;1;23.9143505096;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;11.7228336334;11.9571752548;1;24.6214065552;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;13.7228336334;12.3107032776;1;25.1832637787;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;15.7228336334;12.5916318893;2;25.6226100922;
16;1;18.1463851929;13.943564415;7;28.0;3;16.7228336334;12.8113050461;2;25.9617595673;
17;1;19.1463851929;14.0;7;28.0;3;17.7228336334;12.9808797836;3;26.0;
18;1;20.1463851929;14.0;7;28.0;3;18.7228336334;13.0;4;26.0;
19;1;20.3999996185;14.0;7;28.0;3;19.625;13.0;5;26.0;
20;1;20.3999996185;14.0;7;28.0;3;19.625;13.0;5;26.0;
21;1;20.3999996185;14.0;7;28.0;3;19.625;13.1000003815;5;26.0;
22;1;20.3999996185;14.0;8;28.0;3;19.625;13.1000003815;4;26.0;
23;1;20.3999996185;14.0;8;28.0;3;19.625;13.1000003815;5;26.0;
24;1;20.3999996185;14.0;8;28.0;4;19.625;13.1000003815;4;26.0;
25;1;20.3999996185;14.0;8;28.0;4;19.625;13.1000003815;4;26.0;
26;1;20.3999996185;14.0;8;28.0;4;19.625;13.1000003815;4;26.0;
27;1;20.3999996185;14.0;6;28.0;4;19.625;13.1000003815;4;26.0;
28;1;20.3999996185;14.0;6;28.0;4;19.625;13.1000003815;4;26.0;
29;1;20.3999996185;14.0;6;28.0;4;19.625;13.1000003815;4;26.0;
30;1;20.3999996185;14.0;6;28.0;4;17.8500003815;13.5;5;26.0;
31;1;20.3999996185;14.0;6;28.0;4;16.8500003815;14.5;5;26.0;
32;1;20.3999996185;14.0;6;28.0;4;15.8500003815;15.5;5;26.0;
33;1;20.3999996185;14.0;6;28.0;4;14.8500003815;16.5;5;26.0;
34;1;18.3999996185;15.0;6;28.0;4;14.2250003815;17.5;5;26.0;
