Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;2;8.0;10.3000001907;5;21.0;
6;1;10.6000003815;11.5;6;23.0;2;9.22500038147;10.0;5;21.0900000334;
7;1;11.6000003815;11.5;6;23.0;2;9.74524974823;10.0;5;21.1871190071;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.76710128784;10.0;5;21.7036092281;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.88331222534;10.1999998093;5;22.1564130783;
10;1;12.1463851929;11.9106416702;6;24.0;2;9.98519229889;10.3632001877;5;22.557236433;
11;1;12.2000007629;12.0;6;25.2000007629;2;10.075378418;10.4951858521;5;23.8035871983;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;10.3558073044;11.0209560394;5;24.8916251659;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;12.1677207947;11.4571752548;4;25.8364036083;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;14.1677207947;11.8107032776;4;26.6592981815;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;15.7228336334;12.8344421387;4;27.3839819431;
16;1;18.1463851929;13.943564415;7;28.0;2;16.7228336334;13.1397161484;4;28.0334718227;
17;1;19.1463851929;14.0;7;28.0;2;18.4139690399;12.4808797836;4;28.407397747;
18;1;20.1463851929;14.0;7;28.0;2;18.7228336334;13.5;5;28.7683298588;
19;1;20.3999996185;14.0;7;28.0;2;19.625;13.6304988861;5;29.1538929939;
20;1;20.3999996185;14.0;8;28.0;2;19.625;13.7461681366;6;29.562889576;
21;1;20.3999996185;14.0;8;28.0;2;20.625;12.5;6;29.9934945107;
22;1;20.3999996185;14.0;8;28.0;3;20.7485351562;12.5;5;30.4432339668;
23;1;20.3999996185;14.0;8;28.0;3;20.8497276306;12.5;6;30.9089989662;
24;1;20.3999996185;14.0;8;28.0;3;20.9545249939;12.5;6;31.3870959282;
25;1;20.3999996185;14.0;8;28.0;3;21.0620956421;12.5;6;31.8733391762;
26;1;20.3999996185;14.0;9;28.0;3;21.1715011597;12.5;6;32.36317873;
27;1;20.3999996185;14.0;9;28.0;3;21.2817153931;12.5;6;32.8518595695;
28;1;18.3999996185;15.0;9;28.0;3;21.3916683197;12.5;6;34.3346033096;
29;1;17.3999996185;16.0;9;28.0;3;18.625;14.5;6;34.9367913008;
30;1;16.3999996185;17.0;9;28.0;3;18.625;16.5;6;35.5395778418;
31;1;15.3999996185;18.0;9;28.0;3;17.9119720459;18.5;6;36.1406068802;
32;1;14.3999996185;19.0;9;28.0;3;16.9484882355;20.5;6;36.7381622791;
33;1;13.3999996185;20.0;9;28.0;3;16.3641242981;22.5;7;37.3312059641;
34;1;12.3999996185;21.0;9;28.0;3;16.4092102051;24.5;7;37.9193723202;
35;1;12.0;22.0;11;28.0;3;16.4590568542;26.5;7;38.5029058456;
36;1;12.0;23.0;11;28.0;3;16.5139598846;28.3530502319;7;39.0825550556;
37;1;12.0;24.0;11;28.0;4;16.5741729736;29.571472168;7;39.6594274044;
38;1;12.0;25.0;13;28.0;4;17.0;28.7707824707;7;40.2348246574;
39;1;12.0;26.0;13;28.0;4;18.0;28.9514656067;7;40.81006217;
40;1;12.0;27.0;14;28.0;4;17.7883872986;25.9514656067;8;41.3862895966;
41;1;13.0;25.0;15;28.0;4;18.871137619;25.9514656067;8;41.9643244743;
42;1;12.0;26.0;16;28.0;4;16.9593696594;27.9514656067;9;42.5445075035;
43;1;12.0;27.0;17;28.0;4;17.0527744293;29.9514656067;9;43.1151270866;
44;1;13.0;25.0;17;28.0;4;17.1509037018;31.9514656067;9;44.5695996284;
45;2;12.0;26.0;14;38.0;4;19.2531604767;31.8514652252;10;45.0691392422;
46;2;13.0;27.0;14;38.3999996185;4;21.3588066101;31.8784656525;10;45.5804975033;
47;2;15.0;25.0;15;38.7743997574;4;22.3919792175;31.90599823;10;46.099367857;
48;2;15.0;26.0;15;39.1219387054;4;23.5017089844;32.4545326233;12;46.6211183071;
49;2;15.0;25.0;14;39.4420347214;4;24.6119613647;33.4545326233;13;47.1409600973;
50;2;15.0;25.0;15;39.7347183228;4;23.9249992371;34.4545326233;14;47.6541296244;
51;3;15.0;24.0;14;40.0005426407;5;24.9249992371;35.4545326233;14;48.1560735703;
52;3;17.0;24.0;14;40.2404880524;5;26.9249992371;36.4545326233;14;48.6426212788;
53;3;19.0;24.0;14;40.4558610916;5;28.5499992371;35.6304702759;14;49.1101315022;
54;3;21.0;24.0;14;40.6481971741;6;28.7594070435;34.6614875793;13;74.5555977821;
55;3;22.7944602966;24.0;15;40.8191757202;6;27.8517684937;36.6929588318;12;76.7267132998;
56;6;24.8457527161;25.0;12;41.9705476761;6;27.8517684937;36.724861145;11;78.5262680054;
57;6;26.8911647797;26.0;13;42.1050000191;7;29.5499992371;38.7571868896;11;79.9773347378;
58;6;25.8911647797;28.0;13;42.2198647261;8;30.5499992371;40.7899131775;10;82.1264138222;
59;6;25.2911643982;30.0;13;42.3452684879;8;32.5499992371;43.8230209351;10;83.0783587694;
60;6;24.3999996185;32.0;13;43.4818768501;8;33.5499992371;43.8564949036;11;83.7866016626;
61;6;25.3999996185;34.0;13;43.8003330231;9;34.7979431152;43.5;8;99.1043250561;
62;6;26.3999996185;36.0;13;44.1581524611;9;35.5499992371;44.5;8;100.150675535;
63;6;26.8100738525;38.0;13;45.5594192743;9;33.5499992371;50.5;9;102.096643209;
64;6;28.3999996185;38.0;13;47.0383449793;9;34.625;56.8825645447;9;104.073102236;
65;6;31.9567470551;40.0;13;47.609749794;9;38.0;62.9595718384;10;104.951326132;
66;6;33.4000015259;42.0;14;48.2389059067;10;41.0;69.038230896;10;105.682726145;
67;7;35.0490837097;42.0;14;48.9295675755;10;43.0;72.5194091797;11;106.367947459;
68;7;34.2999992371;44.0;14;49.6848993301;10;45.0;77.5657348633;12;107.015835166;
69;7;33.2959976196;45.0;16;50.5071732998;10;47.0;82.6134490967;14;107.635370016;
70;7;32.4422149658;46.6059188843;17;51.3974275589;11;48.9500007629;86.9466247559;13;112.014151096;
71;7;30.3999996185;48.6288757324;17;52.3551027775;11;51.6474990845;86.4721221924;16;115.605467558;
72;7;31.3999996185;48.6524085999;18;53.3776893616;12;53.1365242004;87.2003936768;15;119.54694736;
73;7;30.3999996185;50.6765136719;19;55.4604324102;12;53.6720657349;89.4641113281;15;122.059380054;
74;8;32.4000015259;51.7011871338;18;56.6361441612;12;55.0607757568;93.5423278809;18;123.772356153;
75;8;35.4000015259;50.0;19;59.869609952;12;56.1869049072;94.6356964111;19;125.048332334;
76;8;35.2191619873;52.7000007629;20;62.8112510443;12;61.814414978;98.0730361938;19;127.296118259;
77;8;33.5366821289;56.2291984558;21;65.5002908707;12;66.416519165;102.29863739;20;128.448171854;
78;8;34.369758606;56.6162643433;20;67.9767686129;12;69.3106079102;102.240982056;22;129.575541019;
79;8;36.5353660583;54.7895507812;21;70.0720255375;13;67.5444564819;107.439979553;21;131.766733289;
80;8;33.5999984741;56.9439849854;21;71.8045976162;13;70.6635818481;109.728302002;21;133.047831774;
81;8;34.5999984741;56.9922409058;22;73.4906997681;13;75.0386886597;109.872428894;23;134.384239912;
82;8;33.5999984741;59.0420074463;21;75.1078454256;14;74.2753295898;114.977142334;22;135.769652843;
83;8;34.5999984741;58.0932312012;21;76.6386387348;14;76.4138717651;114.841186523;21;137.196893454;
84;8;33.5999984741;60.14585495;21;78.0715044737;14;77.7196807861;116.010803223;23;138.658210874;
85;8;33.5999984741;62.1998023987;21;79.4006444216;15;75.865814209;118.072937012;23;140.145599723;
86;8;34.5999984741;61.2550010681;21;80.6253671646;15;77.0145568848;116.932411194;23;141.651103973;
87;9;33.5999984741;63.3113479614;21;81.7490227222;15;78.1651077271;117.168678284;18;143.167071104;
88;9;33.5999984741;65.3687515259;21;82.7778098583;15;76.3167037964;122.358535767;19;144.686323404;
89;9;34.5999984741;64.4270935059;22;83.719645977;15;77.4686279297;120.826568604;19;146.202243567;
90;9;33.5999984741;69.4862594604;21;84.5832252502;15;77.620223999;118.353492737;19;147.708776355;
91;9;32.5999984741;66.5461120605;21;85.3242840767;15;77.7708740234;120.795051575;20;149.200367689;
92;9;31.6000003815;66.6065368652;22;85.8673682213;15;77.9200363159;122.827537537;21;150.671864271;
93;9;31.6000003815;66.6673736572;21;87.3936653137;15;79.0671844482;121.352241516;22;152.118409157;
94;9;31.6000003815;67.7284851074;21;87.9434905052;15;77.2118377686;131.124710083;24;153.535356402;
95;9;31.6000003815;68.7897262573;21;88.4784495831;15;77.3535308838;136.876815796;25;154.918226123;
96;9;31.6000003815;69.850944519;22;88.9990270138;15;77.4918212891;142.62953186;26;156.262698054;
97;9;30.6000003815;70.9119949341;22;89.4720429182;15;77.6262664795;148.377792358;26;157.564661145;
98;8;29.6000003815;71.9727172852;23;89.8490809202;16;77.7564697266;154.116638184;27;158.761672974;
99;8;29.6000003815;72.0329742432;23;90.2262072563;16;77.876159668;159.841278076;26;161.539613247;
100;7;26.6000003815;67.0926208496;25;87.7167909145;17;79.1539611816;162.834518433;26;167.233752608;
