Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;13.1000003815;6;23.0;2;7.15000009537;13.0;3;21.0900000334;
3;1;8.0;12.1000003815;6;23.0;2;8.16349983215;12.0;3;21.1871190071;
4;1;9.0;11.5;6;23.0;2;8.17806816101;11.0;3;21.2917383909;
5;1;9.60000038147;11.5;6;23.0;2;8.19376087189;10.0;3;21.4042263031;
6;1;10.6000003815;11.5;6;23.0;2;9.31595134735;10.0;3;21.5249304771;
7;1;11.6000003815;11.5;6;23.0;2;9.84310913086;10.0;3;21.6541694403;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.87218856812;10.0;2;22.2087649107;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.99697208405;10.1999998093;2;22.7014135122;
10;1;12.1463851929;11.9106416702;6;24.0;2;10.1078176498;10.3632001877;2;23.1436295509;
11;1;12.2000007629;12.0;5;25.2000007629;2;10.2073163986;10.4951858521;2;24.4502608776;
12;2;14.1463851929;12.8000001907;4;27.1576004028;2;10.5013093948;11.0209560394;2;25.6018667221;
13;2;16.1463851929;13.0788002014;4;27.9411039352;2;12.3275251389;11.4571752548;2;26.6129477024;
14;2;18.1463851929;13.4505519867;4;28.5469145775;2;14.3275251389;11.8107032776;2;27.5041275024;
15;2;19.470741272;13.7328653336;4;29.0106823444;2;15.7228336334;13.087890625;3;28.2981133461;
16;2;20.1463851929;13.943564415;4;29.1671074629;3;17.5498218536;12.3113050461;3;29.0167398453;
17;2;21.1463851929;14.0;5;29.211841464;3;18.6352043152;12.4808797836;4;29.4582490921;
18;2;22.1463851929;14.0;5;29.2577478886;3;19.7259407043;12.5;4;29.883644104;
19;2;22.3999996185;14.0;5;29.3048160076;3;20.7238197327;12.5;2;30.3288545609;
20;2;22.3999996185;14.0;5;29.3530313969;3;20.8239917755;12.5;2;30.7909274101;
21;2;22.3999996185;14.0;6;29.4023760557;3;20.9279594421;12.5;2;31.2663087845;
22;3;22.3999996185;14.0;5;29.4528282881;3;21.0349197388;12.5;2;31.7509255409;
23;3;22.3999996185;14.0;6;29.5043625832;3;21.1439590454;12.5;2;32.2403049469;
24;3;22.3999996185;14.0;6;29.5569496155;3;21.2540683746;12.5;2;32.7297272682;
25;3;22.3999996185;14.0;6;29.6105561256;3;21.3641891479;12.5;2;33.2144021988;
26;3;22.3999996185;14.0;7;29.6651450396;3;21.4732398987;12.5;2;33.6896543503;
27;3;22.3999996185;14.0;8;29.72067523;3;21.5801715851;12.5;2;34.1511049271;
28;3;22.3999996185;14.0;8;29.7771017551;3;21.6839981079;12.5;2;34.5948324203;
29;3;22.3999996185;14.0;8;29.8343759775;3;17.6839981079;14.5;2;35.0175008774;
30;3;22.3999996185;14.0;8;29.8924454451;3;16.625;16.5;3;35.4164476395;
31;3;22.3999996185;14.0;8;29.9512542486;3;15.625;18.5;3;35.7897262573;
32;3;22.3999996185;14.0;9;30.0107431412;3;14.625;20.5;3;36.1361055374;
33;3;22.3999996185;14.0;10;30.0708494186;3;14.0;22.5;3;36.455031395;
34;3;20.3999996185;15.0;10;30.1315076351;3;14.0;24.5;2;36.7465581894;
35;3;19.3999996185;16.0;10;30.1926498413;3;14.0;26.5;2;37.0112600327;
36;3;18.3999996185;17.0;11;30.2542052269;3;14.0;28.5;3;37.2501325607;
37;3;17.3999996185;18.0;11;30.3161010742;3;14.0;30.0750923157;7;37.4644937515;
38;3;16.3999996185;19.0;12;30.3782629967;3;14.0;31.22514534;8;37.6558866501;
39;3;15.3999996185;20.0;12;30.4406147003;4;15.0;33.0591201782;7;38.8259963989;
40;3;14.3999996185;21.0;12;30.5030794144;4;16.0;33.4781990051;8;39.1065739393;
41;3;14.0;22.0;12;30.5655794144;4;16.0;34.5836029053;9;39.2754310369;
42;3;14.0;23.0;12;30.628036499;4;16.0;35.5999984741;9;39.4377241135;
43;3;14.0;24.0;12;30.690372467;4;16.0;36.5999984741;10;39.6183350086;
44;3;15.0;23.0;12;30.7525100708;4;16.0;37.5999984741;12;39.8187118769;
45;3;16.0;23.0;13;30.8143725395;5;16.0;38.5999984741;11;40.0402543545;
46;3;17.0;23.0;14;30.8758842945;5;17.0;36.5999984741;12;40.2842636108;
47;3;18.0;23.0;14;30.936971426;5;16.0;37.5999984741;12;40.5518820286;
48;3;19.0;24.0;15;30.9975619316;5;16.0;38.5999984741;13;40.8440244198;
49;3;20.0;24.0;16;31.0575861931;5;17.0;36.5999984741;13;41.1613030434;
50;3;21.0;24.0;16;31.1169772148;5;19.0;34.5999984741;14;41.5039470196;
51;3;22.0;24.0;17;31.1756706238;5;21.0;33.5999984741;15;41.871723175;
52;4;22.3999996185;24.0;16;31.2336053848;5;22.9249992371;32.5999984741;15;42.263862133;
53;5;23.3999996185;25.0;16;32.2907235622;5;23.9249992371;32.5;16;42.6789975166;
54;5;24.3999996185;26.0;15;32.4519710541;6;24.5499992371;32.5;16;43.1151270866;
55;5;24.3999996185;27.0;16;32.6221622229;6;24.5499992371;31.5;16;43.5695996284;
56;6;24.3999996185;28.0;15;32.8019244671;6;24.5499992371;30.5;16;44.0391392708;
57;6;24.3999996185;29.0;15;32.9918808937;6;24.5499992371;29.5;17;44.5199065208;
58;6;24.3999996185;29.0;15;33.1926361322;6;24.5499992371;28.5;17;45.007601738;
59;6;24.3999996185;29.0;15;33.4047597647;6;24.5499992371;27.5;17;45.4976010323;
60;6;24.3999996185;29.0;15;33.628767848;6;24.5499992371;27.5;18;46.9851250648;
61;6;24.3999996185;29.0;16;34.8651018143;6;25.5499992371;28.5;19;47.5154206753;
62;6;25.3999996185;30.0;16;35.1641049385;6;26.5499992371;29.5;19;48.0359215736;
63;6;26.3999996185;31.0;16;35.4779729843;7;26.5499992371;30.5;18;48.5424951315;
64;6;26.3999996185;32.0;15;35.8068035841;7;26.5499992371;31.5;19;49.0315343142;
65;6;26.3999996185;33.0;15;36.1505166292;8;26.5499992371;32.5;18;49.5000624657;
66;6;26.3999996185;34.0;15;36.5088295937;8;26.5499992371;32.5;18;49.9457974434;
67;6;26.3999996185;34.0;15;37.8812377453;8;26.5499992371;32.5;18;50.3671733141;
68;6;27.3999996185;35.0;15;38.2950550318;8;26.5499992371;32.5;17;50.7633138895;
69;6;28.3999996185;36.0;15;38.7058135271;8;26.5499992371;32.5;17;51.1339806318;
70;6;28.3999996185;37.0;16;39.1309044361;8;26.5499992371;32.5;17;52.4794896841;
71;6;28.3999996185;38.0;16;41.265997529;8;27.5499992371;33.5;18;52.8206186295;
72;6;28.8199996948;39.7000007629;16;43.0856584311;8;28.5499992371;34.5;18;54.1387000084;
73;6;29.1375198364;40.2291984558;17;44.6445598602;8;29.5499992371;36.5;18;54.4751259089;
74;6;29.369758606;40.6162643433;17;46.0017696619;8;30.5499992371;38.5;16;54.7926427126;
75;6;29.5353660583;40.8922767639;18;47.0393533707;8;30.5499992371;40.5;18;56.759483099;
76;6;29.6000003815;42.0;19;47.8746999502;9;28.7750015259;43.0;17;58.429612875;
77;7;29.6000003815;41.0;18;48.7193242311;9;29.9505004883;43.3899993896;17;59.8402651548;
78;8;29.6000003815;41.0;17;49.5692229271;9;28.1592674255;44.6872596741;17;61.0315129757;
79;8;29.6000003815;41.0;18;50.4204301834;9;29.2593841553;43.9097442627;18;61.8935707808;
80;8;27.6000003815;42.0;17;51.2691273689;9;30.2999992371;44.0;19;62.5160732269;
81;8;26.6000003815;43.0;18;52.1117343903;9;31.2999992371;44.0;19;63.0854758024;
