Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;6;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.5;10.0;6;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;12.2000007629;12.0;6;25.2000007629;1;9.72283363342;10.4951858521;6;22.0419120789;
12;1;14.1463851929;12.6000003815;6;26.1576004028;1;9.95943069458;11.0209560394;6;22.9143505096;
13;1;15.1463851929;13.0788002014;6;26.9011039734;1;11.7228336334;11.4571752548;6;23.6214065552;
14;1;16.1463851929;13.4505519867;6;27.4657306671;1;12.7228336334;11.8107032776;6;24.1832637787;
15;1;17.1463851929;13.7328653336;5;27.88712883;1;13.7228336334;12.0916318893;6;24.6226100922;
16;1;18.1463851929;13.943564415;5;28.0;2;15.7228336334;12.6113052368;5;25.9617595673;
17;1;19.1463851929;14.0;4;28.0;2;17.7228336334;12.4808797836;5;26.0299999714;
18;1;20.1463851929;14.0;4;28.0;2;18.9545841217;12.5;4;26.0605909824;
19;1;20.3999996185;14.0;4;28.0;2;19.8636322021;12.5;4;26.091766119;
20;1;20.3999996185;14.0;4;28.0;2;19.8706474304;12.5;5;26.1235172749;
21;2;20.3999996185;14.0;3;28.0;2;19.8777923584;12.5;6;26.1558350325;
22;2;20.3999996185;14.0;4;28.0;2;19.8850631714;12.5;5;26.1887089014;
23;2;20.3999996185;14.0;4;28.0;2;19.8924598694;12.5;6;26.2221269608;
24;2;20.3999996185;14.0;4;28.0;2;19.8999786377;12.5;6;26.2560760975;
25;2;20.3999996185;14.0;4;28.0;2;19.907617569;12.5;6;26.2905418873;
26;2;20.3999996185;14.0;4;28.0;2;19.9153709412;12.5;6;26.3255085945;
27;2;20.3999996185;14.0;4;28.0;2;19.9232387543;12.5;6;26.3609591722;
28;2;20.3999996185;14.0;4;28.0;2;19.9312152863;12.5;6;26.3968753815;
29;2;20.3999996185;14.0;4;28.0;2;19.9392967224;12.5;6;26.4332377911;
30;2;20.3999996185;14.0;4;28.0;2;17.947479248;13.5;7;26.4700255394;
31;2;20.3999996185;14.0;4;28.0;2;16.9557552338;14.5;7;26.5072168112;
32;2;20.3999996185;14.0;4;28.0;2;15.9641237259;15.5;8;26.5447884798;
33;2;20.3999996185;14.0;4;28.0;2;14.972577095;16.5;8;26.5827163458;
34;2;20.3999996185;14.0;4;28.0;2;14.3561115265;17.5;8;26.6209751368;
35;2;20.3999996185;14.0;5;28.0;2;14.3647193909;18.5;9;26.6595385075;
36;2;20.3999996185;14.0;5;28.0;2;14.3733959198;19.5;10;26.6983793974;
37;2;20.3999996185;14.0;5;28.0;2;14.3821353912;20.5;10;26.7374696732;
38;2;20.3999996185;14.0;5;28.0;2;14.3909301758;21.5;11;26.7767804861;
39;2;20.3999996185;14.0;6;28.0;2;14.3997755051;22.5;11;26.8162822723;
40;2;20.3999996185;14.0;6;29.0;3;14.4086637497;23.5;9;31.8559447527;
41;2;19.3999996185;15.0;6;29.0399999619;3;15.4175872803;25.5;9;32.0457373857;
42;2;19.3999996185;16.0;6;29.0811839104;3;16.4265403748;27.5;9;32.2324033976;
43;2;18.3999996185;17.0;7;29.1235535145;3;16.4355163574;29.1483879089;9;32.415545702;
44;2;17.3999996185;18.0;7;29.1671074629;3;16.4445075989;30.2199783325;10;32.5948047638;
45;2;18.3999996185;20.0;7;29.211841464;3;16.4535064697;31.2896118164;11;32.7698626518;
46;2;19.3999996185;21.0;8;29.2577478886;3;16.4625053406;32.3571434021;11;32.940444231;
47;2;20.3999996185;22.0;8;29.3048160076;3;17.4714984894;30.4224472046;11;33.1063165665;
48;2;21.3999996185;23.0;9;29.3530313969;3;16.4804782867;31.4854297638;12;33.2672903538;
49;3;22.3999996185;24.0;9;29.4023760557;3;16.4894371033;32.5460090637;13;33.4232180119;
50;3;22.3999996185;24.0;9;29.4528282881;3;17.4983673096;30.6041259766;15;33.5739920139;
51;3;22.3999996185;24.0;10;29.5043625832;3;18.5072631836;31.6041259766;15;33.7195439339;
52;3;22.3999996185;24.0;11;29.5569496155;3;19.0;32.6041259766;15;33.8598408699;
53;3;22.3999996185;24.0;11;29.6105561256;3;20.5249233246;32.5;16;33.9948823452;
54;3;22.3999996185;24.0;12;29.6651450396;3;21.5336742401;32.5;16;34.1246984005;
55;3;22.3999996185;24.0;12;29.72067523;3;21.625;32.5;16;34.2493445873;
56;3;22.3999996185;24.0;12;29.7771017551;3;21.625;32.5;17;34.3689002991;
57;3;22.3999996185;24.0;12;30.8343759775;3;22.1845302582;30.5;17;34.4834654331;
58;3;23.3999996185;25.9171886444;12;30.912445426;3;21.625;30.5;17;34.5616812706;
59;3;24.9677333832;26.0;13;30.9914501905;3;22.2013778687;28.5;17;34.5985264778;
60;4;25.2974357605;27.0;13;31.0713249445;3;21.625;28.5;17;34.6349442005;
61;4;24.3999996185;29.0;10;31.152000308;4;22.2178630829;27.5;16;34.6709127426;
62;4;25.0212554932;29.0;10;31.2334041595;4;22.2259559631;28.5;18;34.7064116001;
63;4;24.3999996185;30.0;10;31.3154615164;4;21.625;30.5;18;34.7414214611;
64;4;25.0577945709;29.0;10;31.3980941772;4;22.2418193817;30.5;18;34.7759244442;
65;4;24.7431659698;29.0;10;31.4812219143;4;21.625;32.0;18;34.8099038601;
66;4;24.3999996185;29.5825614929;11;31.5647623539;4;21.625;32.9669342041;20;34.84334445;
67;5;24.7559490204;29.0;9;32.6486312151;5;21.625;32.9903411865;14;46.3762321472;
68;5;25.3999996185;30.0;9;32.7627433538;5;23.272151947;32.0;14;46.8685543537;
69;5;26.3999996185;31.0;11;32.8776035309;5;24.2794246674;33.0;14;47.3236832619;
70;5;26.3999996185;32.0;11;32.9931179285;5;24.286567688;34.0;15;47.7407841682;
71;5;26.3999996185;33.0;12;34.5955628157;5;24.2935791016;35.0;14;48.1180152893;
72;5;26.8199996948;34.7000007629;11;35.8609372377;5;23.625;37.0;14;48.4304847717;
73;5;27.1375198364;36.8183441162;12;36.846257329;5;23.625;39.0;13;49.7084302902;
74;5;28.2820835114;36.2279243469;12;37.6133314371;5;24.625;41.0999984741;14;49.9940261841;
75;6;27.5353660583;37.5270385742;8;45.0473017693;4;23.625;34.5999984741;15;43.2509360313;
76;6;29.5989017487;37.6584396362;9;46.2688897848;4;23.8682670593;36.5999984741;14;43.4817984104;
77;7;31.6430568695;40.3960189819;8;46.4431000352;5;23.8777999878;38.5999984741;11;53.9046620131;
78;7;33.1234283447;41.7075042725;9;46.6244703531;5;24.8875999451;41.5999984741;11;55.8661674261;
79;7;31.8715000153;45.4722557068;10;46.8120219111;5;26.1279163361;44.141998291;11;57.5399600267;
80;7;29.8593502045;49.4737625122;11;47.0048131943;5;27.3194389343;46.5735549927;13;58.9611086845;
81;7;28.8484153748;52.5883865356;11;47.2019401193;5;29.1849975586;46.8708152771;14;60.167339921;
82;7;28.0672645569;54.3221931458;11;47.4025388956;5;30.3155994415;48.9097442627;14;61.0314382315;
83;7;28.6000003815;53.3617324829;13;48.6057848334;5;30.646314621;51.0;14;61.5133721828;
84;8;27.6000003815;55.9354743958;12;48.7608959079;5;31.6652259827;53.0;14;61.9643291235;
85;8;27.6000003815;57.1913566589;12;48.9221334457;5;32.467048645;54.3831596375;15;62.3854737282;
86;9;26.6000003815;60.0840873718;12;49.0883041024;5;30.2065467834;57.3216705322;15;62.7784328461;
87;9;25.6000003815;62.158290863;13;49.2583118081;5;29.3172550201;58.8058052063;15;63.1451501846;
88;9;24.6000003815;64.2320251465;13;49.4311531186;5;28.4152336121;59.8907470703;15;63.4877507687;
89;9;24.0;64.9844207764;13;49.60591501;5;27.5014953613;60.976436615;15;63.808432579;
90;9;24.0;65.1792678833;13;49.78176862;5;26.577085495;62.0628013611;15;64.0137019157;
91;9;24.0;66.2433395386;15;50.9579681158;5;26.2999992371;63.1497612;14;64.1695311069;
92;9;25.0;68.3054351807;13;52.1738454103;5;26.2999992371;64.2372283936;14;64.32665658;
93;9;27.0;71.365447998;13;52.5699905753;5;26.2999992371;65.3251037598;16;64.4848787785;
94;8;26.0;71.4233016968;15;51.8726040125;6;26.2999992371;66.4132843018;15;65.7251660824;
95;8;26.0;73.4789428711;15;52.2890509367;6;27.2999992371;68.5016708374;14;65.9272899628;
96;8;26.0;75.5323257446;15;52.7423112988;6;28.2999992371;70.590133667;14;66.1310046911;
97;8;26.0;77.5834350586;17;53.236790657;6;26.2999992371;73.6785583496;15;66.3124934435;
98;9;27.0;76.6322479248;16;53.7769697309;6;25.2999992371;76.750328064;16;66.4793050289;
99;9;26.0;77.9903945923;16;54.3671694994;6;24.2999992371;79.8107757568;16;66.6480977535;
100;9;26.0;79.2494659424;18;55.0112454295;6;23.2999992371;81.8716430664;17;66.8185675144;
101;11;27.0;78.2914886475;16;55.7122039795;6;22.2999992371;83.9327697754;17;66.9904001951;
