Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;6;20.0;
8;2;12.8999996185;11.6999998093;5;24.4599990845;1;9.5;10.0;6;20.3999996185;
9;2;14.0380001068;11.7299995422;5;24.8912833929;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.1463851929;11.9106416702;5;25.1441510916;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;15.5432462692;12.0;5;26.4454761744;2;9.72283363342;10.7951860428;5;23.0419120789;
12;2;17.5200271606;12.6000003815;5;27.5121113062;2;10.184431076;11.0209560394;5;23.9343504906;
13;2;19.5200271606;13.0788002014;5;28.3727189302;2;11.9523334503;11.4571752548;5;24.6616024971;
14;2;21.5200271606;13.4505519867;5;29.0628505945;2;13.9523334503;11.8107032776;5;25.243845582;
15;2;22.6255207062;13.7328653336;5;29.6184527874;2;15.9523334503;12.0916318893;5;25.7037609816;
16;2;23.6657829285;13.943564415;5;29.8744815588;2;16.9660930634;12.3113050461;4;26.0636560917;
17;2;24.7087287903;14.0;6;30.0267930031;2;17.9707603455;12.4808797836;4;26.1228116751;
18;2;25.7544231415;14.0;6;30.1883933544;2;18.9754657745;12.5;4;26.1438889503;
19;2;26.0565185547;14.0;6;30.3593420982;2;19.8823757172;12.5;3;26.1651208401;
20;2;26.1078033447;14.0;6;30.5396113396;2;19.8871517181;12.5;5;26.1864993572;
21;2;26.1618843079;14.0;7;30.7290761471;2;19.8919620514;12.5;5;26.2080165148;
22;3;25.3999996185;14.8187227249;6;30.9275052547;3;19.8968029022;12.5;4;26.2296639681;
23;3;25.3999996185;14.8782520294;6;31.1345529556;3;19.625;12.5;4;26.2514331341;
24;3;25.3999996185;14.9403657913;6;31.3497540951;3;19.9065723419;12.5;4;26.2733153105;
25;3;26.3999996185;14.0;6;31.5725209713;3;19.9114952087;12.5;4;26.2953014374;
26;3;26.4717559814;14.0;6;31.8021440506;3;19.9164428711;12.5;4;26.3173824549;
27;3;25.3999996185;15.0;6;32.0377955437;3;19.9214115143;12.5;4;26.3395489454;
28;3;25.3999996185;16.0;6;32.2785372734;3;19.625;13.0358200073;4;26.3617914915;
29;3;26.3999996185;14.0;6;32.523332119;3;17.9314041138;13.5;4;26.3841004372;
30;3;24.7569999695;15.0;6;32.7710599899;3;16.936422348;14.5;4;27.4064661264;
31;3;23.8313179016;16.0;6;33.0205359459;3;16.9414558411;15.5;4;27.4688786268;
32;3;22.9061603546;17.0;6;33.2705316544;3;16.9464988708;16.5;4;27.5325119495;
33;3;21.9811592102;18.0;7;33.5197997093;3;16.569814682;17.5;5;27.5973578691;
34;3;21.0559387207;19.0;7;33.76709795;3;16.584405899;18.5;5;27.6634049416;
35;3;20.3999996185;18.0;5;34.0112137794;3;16.5992660522;19.5;6;27.7306388617;
36;3;19.3999996185;18.0;6;34.2509884834;3;16.6143932343;20.5;6;27.799041748;
37;3;19.2752952576;19.0;6;34.4853386879;3;16.6297836304;21.5;7;27.8685928583;
38;4;18.3999996185;18.0;5;34.7132763863;3;16.6454334259;22.5;7;27.9392675161;
39;4;19.3999996185;18.0;5;34.9339232445;3;16.6613349915;23.5;8;28.0110378265;
40;4;21.3999996185;20.0;6;36.146522522;3;16.677482605;24.5;9;28.0838719606;
41;4;24.3999996185;23.0;6;36.4804466963;3;16.6938705444;25.5;9;28.1577345133;
42;4;26.6051330566;26.0;6;36.8206318617;3;16.7104911804;26.5;9;28.2325862646;
43;5;28.0461883545;27.0;5;52.1681447029;3;16.7273330688;27.5;9;28.3083842993;
44;5;29.7191257477;29.0;5;53.2742035389;3;16.744386673;28.5;9;28.3850818872;
45;5;30.2046260834;32.0;6;54.3095136881;3;16.7616424561;29.5;8;28.4626283646;
46;5;30.7191257477;32.9093551636;6;55.2746350765;3;17.7790908813;27.5;9;28.540969491;
47;6;31.7191257477;34.0201263428;5;56.1734828949;3;16.399848938;29.5;9;28.6200474501;
48;6;29.7191257477;35.0;6;57.0123903751;3;16.4017753601;30.5;10;28.699800849;
49;6;30.1655654907;37.0;6;57.7991530895;3;17.4258003235;30.5;10;28.780164957;
50;6;29.3999996185;40.0;6;58.5421519279;3;18.4115047455;31.5;10;28.8610720634;
51;6;31.3483905792;38.0;7;59.2496287823;3;19.0;32.5;11;28.9424510002;
52;6;30.4511833191;40.0;7;59.8354206085;3;20.8870506287;33.5;10;29.0242283344;
53;6;31.5615158081;39.0;7;60.263862133;3;21.0;34.5;13;29.106328249;
54;6;29.3999996185;42.0;8;61.6789975166;3;22.0555782318;34.0348548889;14;29.1886723042;
55;7;31.3999996185;44.0;7;62.1551270485;3;21.625;34.0779418945;14;29.2711805105;
56;7;32.9345397949;47.0;7;62.6507835388;3;21.625;33.4898262024;17;29.3537714481;
57;8;33.0708770752;50.0;5;84.9126927853;3;22.0694885254;31.1647834778;17;29.4363620281;
58;8;34.2117424011;53.5;14;86.5245136023;3;22.0740432739;30.2084312439;18;29.5030794144;
59;9;33.4000015259;57.5;5;99.4504593611;3;22.0750007629;29.252155304;19;29.5655794144;
60;9;35.4000015259;61.5;6;101.162801504;3;22.0750007629;29.2959060669;18;29.628036499;
61;9;39.4000015259;60.5;6;105.604456902;3;22.0750007629;29.3396263123;18;29.690372467;
62;9;42.8199996948;62.8990020752;8;109.372137785;3;22.0750007629;29.3832607269;19;29.7525100708;
63;9;45.6356925964;63.7610855103;9;112.551893234;3;22.0750007629;29.4267578125;18;29.8143725395;
64;9;47.1360015869;64.9223937988;9;115.237255216;3;22.0750007629;29.4700603485;17;29.8758842945;
65;9;44.301612854;66.4219665527;9;119.126119494;3;22.7220745087;27.5;18;29.936971426;
66;9;45.5999984741;69.6999969482;11;120.344519317;4;22.0750007629;28.5;17;29.9975619316;
67;10;48.5999984741;72.6999969482;11;121.481388271;4;22.0750007629;29.5;17;30.0575861931;
68;10;48.9572525024;76.6597824097;11;122.534760892;4;22.0750007629;29.6403102875;18;30.1169772148;
69;11;48.5484695435;80.6999969482;10;123.496603191;4;22.7763195038;27.6403102875;18;30.1756706238;
70;11;45.7000007629;87.6999969482;13;124.281558156;4;22.7895259857;27.5;19;30.2336053848;
71;12;46.5882530212;89.6999969482;12;124.92507267;4;22.8025608063;27.5;20;30.2907235622;
72;12;46.6122665405;93.6999969482;13;125.431071043;4;22.0750007629;28.5;20;30.346971035;
73;12;46.4561462402;98.0043563843;13;125.901833713;4;22.8280677795;27.5;20;31.4022974968;
74;12;47.6675415039;98.6999969482;13;126.339653254;4;23.8405170441;28.5;20;31.496655941;
75;12;46.2311859131;102.699996948;13;127.747287989;4;24.0750007629;30.5;18;31.5911879539;
76;13;45.3071365356;108.955749512;13;128.307723582;4;24.3182678223;32.5;16;31.6858565807;
77;12;46.8128051758;96.7261581421;13;112.869644523;5;24.3278007507;33.9936141968;12;48.87434268;
78;12;49.9691009521;98.7862091064;16;114.292634577;5;26.3967266083;34.4936141968;12;49.8456214666;
79;12;51.4292640686;98.848487854;16;114.819559038;5;27.6152648926;35.3899993896;12;50.6339617968;
80;12;52.4759559631;101.912689209;15;115.397463471;5;27.7926425934;36.6872596741;8;51.2750459909;
81;12;52.6397476196;104.58883667;17;116.030520767;5;27.9368858337;37.9097442627;6;51.653714776;
82;14;52.7030563354;109.684158325;15;116.722692817;5;28.0220851898;39.0;7;51.8536450863;
83;14;52.7722702026;114.307319641;15;117.477428436;5;28.0670681;40.0;7;52.0550912619;
84;14;55.8928184509;111.646224976;19;118.297288477;5;28.1123943329;41.0;7;52.2577911615;
85;16;57.5368270874;113.675628662;18;119.183505803;5;28.1580028534;42.0;9;52.4614825249;
86;16;56.0183525085;118.705368042;18;120.135512084;6;27.1622028351;44.0;8;52.6659039259;
87;16;57.1135520935;123.735427856;20;121.150472671;6;28.183506012;44.0;8;52.8707942963;
88;16;58.215045929;128.76574707;21;123.222900718;6;28.2959289551;45.0;7;53.075895071;
89;17;60.3222923279;128.796325684;17;129.344431162;6;27.2281627655;46.0;7;53.2809472084;
90;17;63.4344444275;131.827102661;19;130.653834134;6;26.8014717102;48.0;8;53.48569417;
91;17;65.6503829956;138.858047485;20;132.928207397;7;26.8253974915;50.0;4;53.6898796558;
92;17;68.3928222656;143.500305176;20;135.066158831;7;26.8499069214;52.0;4;53.8932495117;
93;18;70.2066116333;150.474868774;20;137.066927403;7;26.874961853;54.0;5;54.095549345;
94;19;71.4066925049;156.554107666;25;138.932641685;7;26.90051651;56.0;5;54.2965254784;
95;19;72.5932617188;161.457397461;25;140.666953802;7;26.2999992371;59.0;5;54.4959266186;
96;19;73.4916915894;165.674163818;27;143.131136388;7;26.2999992371;62.0;5;54.6935017109;
97;20;75.6381072998;167.898223877;30;144.440234244;7;26.2999992371;64.4000015259;6;54.8890023232;
98;20;77.7660217285;172.129165649;29;146.142214566;7;26.2999992371;66.4000015259;6;55.0821816921;
99;20;79.0392227173;176.366409302;30;150.25136435;7;26.2999992371;68.4000015259;7;55.2727968693;
100;20;80.1907653809;180.843963623;32;155.211056292;7;26.2999992371;70.4000015259;7;55.4606091976;
