Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;12.0;4;20.0;
4;2;9.0;11.6999998093;3;24.0;1;8.0;11.0;4;20.0;
5;2;9.80000019073;11.5;3;24.1124999523;1;8.0;10.0;4;20.0;
6;2;10.9337501526;11.5;3;24.2364046574;1;9.0;10.0;4;20.0;
7;2;11.9709215164;11.5;3;24.3725773096;1;9.5;10.0;4;20.0;
8;2;12.3117723465;11.5;3;24.9956032038;1;9.5;10.0;4;20.3999996185;
9;2;12.4986810684;11.7299995422;3;25.5367741585;2;10.5900001526;10.5;2;21.7264003754;
10;2;12.6610326767;11.9106416702;3;25.9133642912;2;11.6634397507;10.3632001877;2;22.0903717279;
11;2;12.7740097046;12.0;3;27.3876771927;2;12.7228336334;10.4951858521;2;23.2838120461;
12;2;14.8026885986;12.6000003815;3;28.6529150009;2;13.238858223;11.0209560394;2;24.3146933317;
13;2;16.8026885986;13.0788002014;3;29.7396411896;2;15.0379104614;11.4571752548;2;25.1981878281;
14;2;18.8026885986;13.4505519867;4;30.6849572659;2;17.0379104614;11.8107032776;2;25.9559320211;
15;3;20.1121520996;13.7328653336;3;31.5258455276;2;19.0379104614;12.0916318893;3;26.6120283604;
16;3;21.2380008698;13.943564415;3;32.0976057053;3;20.1704521179;12.3113050461;3;27.1901185513;
17;3;22.375667572;14.0;4;32.5955629349;3;20.7228336334;12.4808797836;4;27.4906733036;
18;3;22.1463851929;15.0;4;33.1311497688;3;21.7228336334;13.2472019196;4;27.7773330212;
19;3;22.3999996185;15.5393447876;4;33.7016744614;3;22.625;13.333199501;4;28.0890238285;
20;3;22.3999996185;15.7105026245;5;34.3031058311;3;23.3200302124;12.5;4;28.4260663986;
21;3;22.3999996185;15.8909320831;5;34.9300689697;3;23.3958644867;12.5;4;28.788336277;
22;3;22.3999996185;16.0790214539;5;35.5759468079;3;22.625;13.5;5;29.1751885414;
23;3;23.3999996185;14.0790205002;6;36.2330884933;4;22.625;14.1700754166;4;29.585392952;
24;3;24.3999996185;14.0;6;36.8931274414;4;22.625;12.5;4;30.0170898438;
25;3;22.3999996185;15.0;5;37.5473833084;4;23.625;12.5;4;30.4677705765;
26;3;21.3999996185;15.0;5;38.1873073578;4;21.8552474976;13.5;3;30.9342932701;
27;3;21.3999996185;16.0;5;38.8049325943;4;20.9602165222;14.5;3;31.4129357338;
28;3;21.3999996185;17.0;5;39.3932685852;4;20.0679111481;15.5;3;32.8994894028;
29;3;20.3999996185;16.0;5;39.9466094971;4;20.1773853302;16.5;3;33.3893885612;
30;3;20.3999996185;16.0;5;40.4607191086;4;19.0;18.5;3;33.877872467;
31;3;21.3999996185;17.0;5;40.932890892;4;19.2250003815;20.5;3;34.360165596;
32;3;20.3999996185;16.0;5;41.3618888855;4;19.2250003815;22.5;5;34.8316650391;
33;3;20.3999996185;16.0;5;41.747795105;4;19.2250003815;24.5;5;35.2881155014;
34;3;20.3999996185;17.0;5;42.0917930603;4;19.2250003815;26.5;6;35.7257604599;
35;3;20.3999996185;18.0;6;42.3959226608;5;19.2250003815;28.5;5;36.141462326;
36;3;19.7187767029;19.0;6;42.6628341675;5;19.0;30.5;5;36.5327749252;
37;3;18.7988510132;20.0;6;42.8955574036;5;19.2250003815;31.8729419708;5;36.8979701996;
38;4;19.4686660767;21.5;5;44.0973091125;5;19.2250003815;33.128578186;6;37.2360286713;
39;4;20.5291938782;22.5;6;44.2899999619;5;19.2250003815;34.3652191162;6;37.5465888977;
40;4;20.8870010376;23.0;6;44.3311839104;5;19.2250003815;35.582611084;7;37.8298740387;
41;4;20.5750007629;24.5405921936;7;44.3735535145;5;19.2250003815;36.7809143066;8;38.0865974426;
42;4;20.9120674133;25.0;8;44.4171074629;5;19.2250003815;37.9606170654;8;38.3178625107;
43;4;21.5750007629;25.0;10;44.461841464;5;20.2250003815;36.122505188;9;39.5250654221;
44;4;22.9385528564;26.0;10;44.5077478886;5;23.0;35.122505188;9;39.7398016453;
45;4;23.9523239136;27.0;11;44.5548160076;5;26.0;35.122505188;10;39.934374094;
46;4;24.5750007629;28.0;11;44.6030313969;5;28.1352329254;35.5;11;40.091766119;
47;4;25.9809112549;29.0;13;44.6523760557;5;29.1706466675;36.5;11;40.1235172749;
48;4;26.5750007629;29.7011871338;13;44.7028282881;6;29.5499992371;37.5;10;40.1558350325;
49;4;27.5750007629;29.7264137268;15;44.7543625832;6;29.8100624084;36.5;11;40.1887089014;
50;4;29.026309967;29.0;15;44.8069496155;6;29.5499992371;37.232093811;11;40.2221269608;
51;5;29.4420852661;29.0;14;44.8605561256;7;29.8249778748;35.4000015259;11;40.2560760975;
52;5;29.4581680298;29.0;16;44.9151450396;8;29.5499992371;34.3792533875;6;69.0405418873;
53;7;28.9749984741;29.832572937;8;50.72067523;8;30.5499992371;34.4000015259;7;71.0880093575;
54;7;29.9749984741;30.8603382111;8;50.9496018887;8;31.8482398987;35.4000015259;7;73.6577388048;
55;7;31.5081291199;31.0;8;51.1743346453;8;33.5499992371;38.3526687622;7;74.8989351988;
56;7;30.9749984741;32.9171905518;8;51.3943995237;8;35.8642959595;39.4000015259;8;75.8135712147;
57;7;31.5427322388;33.0;8;51.6093848944;8;37.1395797729;41.4000015259;8;77.4872926474;
58;7;31.5603752136;34.0;8;52.8189439774;8;38.5499992371;44.4000015259;10;77.7514431477;
59;7;31.9749984741;37.0;9;53.0227928162;8;40.5499992371;46.4550514221;11;78.0068379641;
60;7;33.5962562561;38.0;9;53.220710516;8;41.8171005249;48.4813537598;12;78.278624177;
61;7;32.9749984741;41.0;9;54.4125361443;8;43.278301239;47.4000015259;13;78.5674250126;
62;7;34.6327934265;43.0;11;54.6481635571;9;43.5499992371;50.4000015259;12;78.8737943172;
63;7;34.9749984741;47.0;13;54.980452776;9;44.5499992371;48.4000015259;14;79.198196888;
