Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;5;20.0;
6;2;10.6000003815;11.6999998093;5;24.0;1;9.0;10.0;5;20.0;
7;2;11.9000005722;11.5;5;24.1875;1;9.5;10.0;5;20.0;
8;2;12.2562494278;11.5;5;24.8798037767;1;9.5;10.0;5;20.3999996185;
9;2;12.4639415741;11.7299995422;5;25.5155390501;2;10.5900001526;10.5;4;21.7264003754;
10;2;12.6546621323;11.9106416702;5;26.0171086788;2;11.6634397507;10.3632001877;4;21.9903717041;
11;2;12.8051338196;12.0;5;27.6958277225;2;12.7228336334;10.4951858521;4;23.0819120407;
12;2;14.8951330185;12.6000003815;5;29.2338113785;2;13.1934309006;11.0209560394;4;23.99553442;
13;2;16.8951339722;13.0788002014;5;30.6748085022;2;14.9660997391;11.4571752548;4;24.7449600697;
14;2;18.8951339722;13.4505519867;5;32.0687556267;2;16.9660987854;11.8107032776;4;25.3503712416;
15;2;20.5272922516;13.7328653336;5;33.4635543823;2;18.7228336334;12.4417638779;3;25.8344515562;
16;2;21.8193130493;13.943564415;5;34.7013897896;2;19.7228336334;12.6748571396;3;26.2195074558;
17;2;23.1568031311;14.0;6;35.9779114723;2;21.0058269501;12.4808797836;3;26.3048160076;
18;2;24.5397586823;14.0;6;37.3957529068;2;22.016418457;12.5;4;26.3530313969;
19;3;25.2187252045;14.0;5;38.9323577881;2;22.625;12.9059095383;4;26.4023760557;
20;3;25.6797065735;14.0;6;40.5522756577;3;22.625;13.0609502792;3;26.4528282881;
21;3;26.165681839;14.0;6;42.2088899612;3;22.625;12.5;3;26.5043625832;
22;3;26.6626663208;14.0;6;43.8487539291;3;22.9634819031;12.5;4;26.5569496155;
23;3;27.154624939;14.0;6;45.4179782867;3;22.9753131866;12.5;4;26.6105561256;
24;3;27.6253929138;14.0;6;46.8692474365;3;22.9873752594;12.5;4;26.6651450396;
