Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;3;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;3;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;3;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;3;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;3;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.5;10.0;3;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;9.59000015259;10.1999998093;3;20.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;1;9.66343975067;10.3632001877;3;20.9903717041;
11;1;12.2000007629;12.0;6;25.2000007629;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;14.1463851929;12.8000001907;5;27.1576004028;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;16.1463851929;13.0788002014;5;27.9211039543;1;11.7228336334;11.4571752548;3;23.6214065552;
14;2;18.1463851929;13.4505519867;5;28.505926609;1;12.7228336334;11.8107032776;3;24.1832637787;
15;2;19.4584445953;13.7328653336;5;28.9477106333;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;20.4645595551;13.943564415;5;29.0811508894;2;14.7228336334;12.3113050461;3;24.9617595673;
17;2;21.4707298279;14.0;5;29.1018965244;2;15.7228336334;12.4808797836;4;25.0;
18;2;22.4769535065;14.0;5;29.1228116751;2;16.7228336334;12.5;4;25.0;
19;2;22.7368431091;14.0;5;29.1438889503;2;17.625;12.5;4;25.0;
20;2;22.3999996185;14.3431663513;5;29.1651208401;2;17.625;12.5;3;25.0;
21;2;22.3999996185;14.3495359421;5;29.1864993572;2;17.625;12.5;3;25.0;
22;2;22.7559490204;14.0;6;29.2080165148;2;17.625;12.5;3;25.0;
23;2;22.3999996185;14.3624048233;6;29.2296639681;2;17.625;12.5;4;25.0;
24;2;22.3999996185;14.3688993454;6;29.2514331341;2;17.625;12.5;2;25.0;
25;2;22.3999996185;14.3754301071;7;29.2733153105;2;17.625;12.5;2;25.0;
26;2;22.3999996185;14.3819942474;7;29.2953014374;2;17.625;12.5;2;25.0;
27;2;22.3999996185;14.6476507187;7;29.3173824549;2;17.625;12.5;3;25.0;
28;2;22.7952136993;14.0;7;29.3395489454;2;17.625;12.5;3;25.0;
29;3;22.801864624;14.0;5;29.3617914915;2;17.625;12.5;2;25.0;
30;3;22.3999996185;14.6808958054;5;29.3841004372;2;17.625;12.5;2;25.0;
31;3;22.3999996185;14.6920499802;5;29.4064661264;2;15.625;13.5;2;25.0;
32;3;20.8219394684;15.0;4;29.428878665;2;14.625;14.5;2;25.0;
33;3;21.3999996185;14.7144393921;4;29.4513280392;2;13.625;15.5;1;25.0;
