Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;5;20.0;
8;1;11.8999996185;11.5;5;23.4599990845;1;9.5;10.0;5;20.3999996185;
9;1;12.0380001068;11.7299995422;5;23.8212833405;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;12.1463851929;11.9106416702;5;24.0;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;12.2000007629;12.1999998093;4;26.2000007629;2;9.72283363342;10.7951860428;4;23.0419120789;
12;2;14.4463853836;12.6000003815;4;27.242600441;2;10.184431076;11.0209560394;4;23.9543504715;
13;2;16.4463844299;13.0788002014;4;28.077406764;2;11.9568338394;11.4571752548;4;24.7025904655;
14;2;18.4463844299;13.4505519867;4;28.7399452925;2;13.9568338394;12.135058403;4;25.3068172932;
15;2;19.5286502838;13.7328653336;4;29.2661576271;2;15.7228336334;12.4286975861;4;25.789717555;
16;2;20.560092926;13.943564415;4;29.4910193682;2;16.9854335785;12.3113050461;4;26.1736010313;
17;2;21.5936908722;14.0;4;29.6104347706;2;17.9954986572;12.4808797836;4;26.2577478886;
18;2;22.6295166016;14.0;4;29.7374911308;2;19.0058269501;12.5;5;26.3048160076;
19;2;22.9212474823;14.0;4;29.8723640442;2;19.9185829163;12.5;5;26.3530313969;
20;2;22.3999996185;14.561709404;4;30.0151810646;2;19.9294319153;12.5;5;26.4023760557;
21;2;22.3999996185;14.6045541763;4;30.1660137177;2;19.9405345917;12.5;5;26.4528282881;
22;2;23.0498046875;14.0;10;30.3248689175;2;19.9518871307;12.5;5;26.5043625832;
23;3;23.0974597931;14.0;5;35.4916813374;2;19.9634819031;12.5;6;26.5569496155;
24;3;24.1475048065;15.0;5;35.8163063526;3;19.9753131866;12.5;5;26.6105561256;
25;3;25.1998920441;16.0;5;36.145288229;3;19.9873752594;12.5;6;26.6651450396;
26;4;24.3999996185;18.0;4;36.477940321;3;19.9996566772;12.5;6;26.72067523;
27;4;25.3113937378;17.8079719543;4;36.8135204315;4;19.625;12.5;5;26.7771017551;
28;4;24.3999996185;18.905456543;5;37.1512322426;4;19.625;12.5;5;26.8343759775;
29;5;25.3999996185;17.9999980927;3;37.490228653;4;17.625;13.5;4;26.8924454451;
30;5;23.493598938;19.0914268494;3;37.8296144009;4;16.625;14.5;4;26.9512542486;
31;5;22.5576248169;20.1796016693;3;38.1684532166;4;15.625;15.5;3;27.0107431412;
32;5;21.6229305267;21.2644119263;3;38.5057759285;4;14.625;16.5;3;27.0708494186;
33;5;20.6892566681;22.3457756042;3;38.8405895233;4;14.0;17.5;3;27.1315076351;
34;5;19.7563304901;23.4236412048;4;40.1718902588;4;14.0;18.5;3;27.1926498413;
35;5;19.8238601685;24.9979820251;4;40.5286757946;4;14.0;19.5;3;27.2542052269;
36;5;18.3999996185;26.5687942505;4;40.8805501461;4;14.0;20.5;4;27.3161010742;
37;5;19.0;27.16639328;4;41.2265512943;4;14.0;21.5;4;27.3782629967;
38;5;18.3275299072;28.6999378204;6;41.5657618046;4;14.0;22.5;5;27.4406147003;
39;5;18.3370552063;30.7603702545;6;41.8973230124;4;14.0;23.5;5;27.5030794144;
40;5;19.0;30.3953857422;7;42.22044909;4;14.0;24.5;4;27.5655794144;
41;5;20.1784248352;30.8713245392;7;42.5029625893;4;14.0;25.5;4;27.628036499;
42;5;20.2508888245;31.8999996185;8;42.7391021252;4;14.0;26.5;5;28.690372467;
43;5;19.3768234253;32.9000015259;9;42.9691588879;4;15.0;27.5;6;28.8425101042;
44;5;20.3871631622;34.9000015259;9;43.1925549507;4;16.0;28.5;6;29.0014915466;
45;6;22.3976516724;36.9000015259;6;60.6588116884;4;16.0;30.3309841156;6;29.1676226854;
46;6;25.4082870483;39.9000015259;7;61.7300510406;4;17.0;28.4042167664;6;29.3411977291;
47;7;27.5852661133;42.9000015259;6;62.6804010868;4;16.0;29.48295784;7;29.5224924088;
48;7;29.6455497742;40.9000015259;7;63.5124268532;4;16.0;30.5674514771;7;29.7117556334;
49;7;31.2784385681;39.9000015259;8;64.2334107161;4;17.0;28.6579189301;7;29.9092007875;
50;7;32.3339080811;39.9000015259;8;64.853630662;5;16.0;29.7545566559;6;30.1149959564;
51;7;32.7869491577;40.0;9;65.3848289251;5;17.4363479614;29.7545566559;6;30.3292534351;
52;8;32.8375854492;41.0;9;65.8390060663;5;18.4715213776;30.7545566559;7;30.5520191193;
53;8;32.3995628357;42.0;9;66.1060240269;5;19.5087909698;31.7545566559;6;30.7832615376;
54;8;32.4339447021;43.0;9;66.2517069578;5;20.0;32.7545547485;6;31.0228619576;
55;8;32.4659957886;44.0;9;66.3901605606;5;21.5896263123;32.5;7;31.2706034184;
56;8;32.4958076477;45.0;10;67.5216745138;5;21.625;32.5;8;31.5261633396;
57;8;33.5234680176;47.0;10;67.5862822533;5;22.3036365509;30.5;8;31.7891061306;
58;8;34.5250015259;49.0;10;68.6461406946;5;21.625;30.5;8;33.058879137;
59;8;35.5250015259;52.0;10;68.7463190556;5;22.625;31.5;10;33.3648109436;
60;8;36.7636299133;55.0;11;68.8479633331;5;24.4510192871;29.5;10;33.6767046452;
61;8;36.5250015259;58.0;8;68.9510371685;5;24.7419281006;30.5;11;33.9936540127;
62;8;36.5250015259;60.0;11;69.0555002689;5;24.802488327;31.5;14;34.3146498203;
63;8;36.5250015259;62.0;12;71.7305098772;5;23.625;33.5;14;34.6385926008;
64;9;37.0406265259;63.7000007629;10;73.9062253237;5;24.8850631714;32.5;12;34.9643098116;
65;9;37.4489212036;65.2292022705;10;75.6561188698;5;24.7227706909;33.3320960999;12;35.2905759811;
66;9;37.7667732239;66.6162643433;11;77.0608370304;5;25.0539665222;32.5;15;35.6161344051;
67;9;38.0126190186;67.8922729492;11;78.0244660378;6;23.625;34.3792533875;14;35.9177787304;
68;9;38.1520080566;69.0;12;78.4787979126;6;23.625;35.4033813477;14;36.1988110542;
69;9;38.2212753296;70.0;13;78.8754894733;6;24.9232387543;32.5;13;36.4766350985;
70;9;36.7101173401;73.6366577148;16;79.2582755089;6;23.625;34.452671051;13;36.7501039505;
71;9;34.7101173401;76.947517395;16;79.6276527643;6;23.9392967224;34.5;13;37.0181539059;
72;9;36.5126571655;76.2586898804;17;79.984241128;6;23.947479248;35.5;13;37.2798218727;
73;9;34.5353279114;78.2697753906;17;80.3287445307;6;24.625;34.5;13;37.5342596769;
74;9;33.5999984741;81.1808929443;18;80.6619143486;6;25.2060852051;33.5550537109;13;37.7807422876;
75;9;33.5999984741;83.1920471191;19;80.9329191446;6;25.2530899048;33.5813522339;13;39.0186752081;
76;9;33.5999984741;85.2032318115;20;81.13852036;6;26.6542034149;33.5;14;39.4175949097;
77;9;33.5999984741;87.2144393921;19;81.3462393284;6;25.625;36.5;14;39.9103443623;
78;9;34.5999984741;86.2256622314;20;81.5557717085;6;27.3059501648;35.5;15;41.5998176336;
79;9;33.5999984741;88.2369003296;18;81.766795516;6;26.2179374695;39.0;16;43.1048324108;
80;9;33.5999984741;89.885597229;18;81.9789741039;6;26.0255012512;40.3899993896;17;44.4659279585;
81;9;34.5999984741;87.9332809448;19;82.1919572353;6;26.6821117401;38.6872596741;16;45.7254767418;
82;9;33.5999984741;88.9805526733;19;82.4053834677;6;27.8798751831;38.9097442627;17;46.7750778198;
83;9;33.5999984741;90.0273666382;21;82.6188827753;6;28.7376766205;40.0;18;47.7047345638;
84;9;34.5999984741;88.0736618042;23;82.8320792913;7;27.1638317108;40.0;18;48.6999483109;
85;9;33.5999984741;89.1194000244;24;83.0445942879;7;27.3120727539;39.0;18;49.7638373375;
86;9;33.5999984741;90.1645278931;24;83.2560483217;7;24.2999992371;41.0;20;50.8967812061;
87;9;34.5999984741;88.2090072632;25;83.4660652876;8;23.2999992371;43.0;17;52.0955610275;
88;9;33.5999984741;89.2528076172;26;83.6742755175;8;22.2999992371;46.0;16;53.3526451588;
89;9;33.5999984741;90.2958831787;26;83.8803174496;8;21.2999992371;49.0;16;54.6558067799;
90;9;34.5999984741;88.3382110596;27;84.0838425159;8;20.2999992371;52.0;16;55.8923275471;
91;9;33.5999984741;89.3797531128;26;84.2845162153;8;20.0;55.0;16;58.1421627998;
92;9;33.5999984741;90.4204864502;27;84.4820230007;8;21.0;59.0;17;59.4260959625;
93;9;34.5999984741;88.460395813;27;84.6760654449;8;22.0;63.0;17;60.6810843945;
94;10;35.5999984741;92.6992492676;27;84.8663686514;8;23.2432670593;65.0;17;61.8844673634;
95;10;36.5999984741;92.8527145386;27;85.0526814461;8;23.2527999878;67.0;18;63.0170644522;
96;11;36.9749984741;92.9049682617;26;85.2347779274;8;23.2625999451;69.0;18;64.0645731688;
97;11;36.9749984741;93.9559936523;28;85.4124574661;8;23.2726650238;70.0;19;65.0182437897;
98;11;36.9749984741;95.0057678223;28;85.5855467319;8;23.2829933167;71.0;19;65.8747828007;
99;11;36.9749984741;96.0542907715;28;85.7538979053;8;23.2935829163;72.0;20;66.5839548111;
100;11;36.9749984741;97.1015548706;28;85.8759311438;9;23.3044319153;73.0;20;67.1968845129;
101;11;36.9749984741;98.1185531616;29;85.9909427166;9;24.3155345917;75.0;20;67.729822278;
102;11;36.9749984741;98.7328567505;30;88.1025140285;9;23.3268871307;76.0;20;68.191621542;
103;11;38.9749984741;100.747024536;30;88.2897908688;9;24.3384819031;78.0;21;68.5915641785;
104;11;40.9749984741;102.75;31;88.485024631;9;25.3503131866;80.0;21;68.8954975605;
105;11;40.9749984741;104.75;31;88.6932830811;9;24.0;81.8052749634;23;69.0064252615;
106;11;41.2546768188;106.75;34;90.6201100349;9;24.3746566772;82.0;23;69.1173779964;
107;12;39.2737426758;110.980995178;34;92.541038394;9;25.3871517181;84.0;24;69.228263855;
108;13;39.9749984741;112.21472168;34;94.4363087416;9;24.399848938;85.0;24;69.338991046;
