Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;5;20.0;
8;2;11.8999996185;11.6999998093;5;24.4599990845;1;9.5;10.0;5;20.3999996185;
9;2;12.3380002975;11.7299995422;5;24.8612833023;2;9.59000015259;10.5;4;21.7264003754;
10;2;12.4583854675;11.9106416702;5;25.0811839104;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;12.5243558884;12.0;5;26.3343660831;2;9.94783401489;10.4951858521;4;23.1019120216;
12;2;14.4866943359;12.6000003815;5;27.3471597433;2;10.197930336;11.0209560394;4;24.037314415;
13;2;16.4866943359;13.0788002014;5;28.1478863955;2;11.9755001068;11.4571752548;4;24.810367465;
14;2;18.4866943359;13.4505519867;5;28.7717753649;2;13.9755001068;11.8107032776;4;25.4413156509;
15;2;19.5381984711;13.7328653336;5;29.254478693;2;15.9755001068;12.0916318893;4;25.9528986216;
16;2;20.5565910339;13.943564415;5;29.4306943417;2;17.0221481323;12.3113050461;4;26.3674715757;
17;2;21.5755939484;14.0;5;29.4960671663;2;18.0391197205;12.4808797836;4;26.484351635;
18;2;22.595205307;14.0;5;29.5634490252;2;19.0568122864;12.5;5;26.5662232637;
19;2;22.8690338135;14.0;7;29.6328122616;2;19.977399826;12.5;5;26.6513283253;
20;2;22.8898429871;14.0;7;29.7041202784;2;19.9965496063;12.5;5;26.7396525145;
21;2;22.9112358093;14.0;8;29.7773271799;2;20.0164222717;12.5;5;26.8311642408;
22;2;22.9331970215;14.0;8;29.8523778915;2;20.0370121002;12.5;5;26.9258141518;
23;2;22.9557132721;14.0;8;29.9292075634;2;20.0583076477;12.5;6;27.0235335827;
24;2;22.978761673;14.0;9;30.0077416897;3;20.0802955627;12.5;5;27.1242339611;
25;2;23.0023231506;14.0;9;30.0878958702;3;20.1029529572;12.5;5;27.2278065681;
26;2;23.0263690948;14.0;9;30.1695766449;3;20.1262569427;12.5;5;27.3341217041;
27;2;22.3999996185;15.0;9;30.2526805401;3;20.150177002;12.5;6;27.4430289268;
28;2;23.0758037567;14.0;9;30.3370957375;3;20.1746807098;12.5;6;27.5543570518;
29;2;23.1011276245;14.0;9;30.4227013588;3;18.1997299194;13.5;6;27.667914629;
30;2;23.1268100739;14.0;11;30.5093686581;3;17.2252807617;14.5;6;27.7834908962;
31;2;22.3999996185;15.0;10;30.5969614983;3;16.251285553;15.5;6;27.9008569717;
32;2;23.1790885925;14.0;10;30.6853370667;3;15.2776927948;16.5;5;28.0197672844;
33;2;23.2056007385;14.0;10;30.7743468285;3;14.6794471741;17.5;4;28.1399610043;
34;2;22.3999996185;15.0;10;30.863837719;3;14.7064914703;18.5;4;28.2611646652;
35;2;23.2591514587;14.0;10;30.9536523819;4;14.7337617874;19.5;3;28.3830943108;
36;2;23.2860946655;14.0;12;31.0436308384;4;14.7611961365;20.5;4;28.5054576397;
37;2;23.3130893707;14.0;12;31.1336119175;4;14.7887277603;21.5;4;28.6279573441;
38;2;22.3999996185;15.0;13;31.2234334946;4;14.8162899017;22.5;5;28.7502937317;
39;2;23.3670291901;14.0;13;31.3129341602;4;14.8438158035;23.5;5;28.8721673489;
40;2;21.3938789368;15.0;13;31.4019548893;4;14.8712377548;24.5;6;28.9932823181;
41;2;22.4205856323;17.0;12;31.4903392792;4;14.8984889984;25.5;7;29.1133489609;
42;2;22.3999996185;19.0;12;31.5779349804;4;14.9255037308;26.5;7;29.2320871353;
43;2;22.3999996185;21.0;12;31.6645948887;4;14.9522190094;27.5;8;29.3492274284;
44;2;23.3999996185;23.0;13;31.7501780987;4;14.9785766602;28.5;9;29.464515686;
45;2;22.3999996185;24.0;13;31.8345503807;4;15.0045166016;29.5;9;29.5777130127;
46;2;22.3999996185;25.0;13;31.9175856113;4;16.0299854279;27.5;10;29.688598156;
47;2;23.3999996185;24.0;15;31.9991660118;4;15.0549345016;28.5;10;29.7969703674;
48;2;23.5997505188;24.0;15;32.0791826248;4;15.0793180466;29.5;9;29.9026489258;
49;2;23.6237545013;24.0;17;32.1575365067;4;16.1030960083;27.5;10;30.0054745674;
50;4;23.6472606659;24.0;11;47.2341375351;4;15.1262321472;28.5;9;30.1053099632;
51;4;24.6702404022;25.0;12;48.0589065552;4;15.0;27.5;11;30.2020397186;
52;4;25.6926708221;26.0;12;48.8011488914;4;16.0;27.5;12;30.2955703735;
53;4;25.3999996185;28.0;13;49.4599714279;4;17.0;27.5;11;30.3858294487;
54;4;27.3999996185;28.0;13;50.0378484726;4;18.0;27.5;12;30.4727659225;
55;4;28.7564735413;29.0;13;50.5397529602;5;19.0;27.5;12;30.556347847;
56;4;29.7765274048;29.0;13;50.9722852707;5;20.625;26.5;12;30.6365623474;
57;4;30.7959575653;29.0;13;51.3428826332;5;20.8932266235;25.5;12;30.7134132385;
58;4;29.4028625488;30.0;14;52.6591858864;5;19.625;25.5;13;30.7869210243;
59;4;29.497756958;32.0;14;52.8648660183;5;20.625;23.5;13;30.8571209908;
60;4;29.5504608154;34.0;14;52.9517896175;5;19.625;23.5;12;30.9240608215;
61;4;29.0999984741;34.0;14;53.0371983051;5;19.625;24.5;13;30.9878001213;
62;4;30.0999984741;35.0;16;53.1211025715;5;20.625;22.5;12;32.0;
63;5;29.0999984741;35.0;15;53.1558350325;5;20.625;24.5;12;32.0900000334;
64;5;28.5999984741;36.5779190063;15;53.1887089014;5;21.625;26.5;12;32.1871190071;
65;5;29.5999984741;34.5943527222;15;54.6221265793;5;21.625;28.5;12;32.2917383909;
66;6;30.5999984741;35.3110656738;15;56.3591958284;5;21.625;30.5;12;32.4042263031;
67;6;31.7897510529;35.8633460999;15;57.7163255215;5;21.625;31.7000007629;11;32.5249304771;
68;6;31.4136657715;37.2740783691;15;58.7663555145;5;21.625;31.7000007629;13;32.6541694403;
69;6;32.5311965942;38.5743255615;15;59.4061765671;5;21.9971885681;31.7000007629;13;32.7922235727;
70;6;34.6270103455;36.7068481445;16;59.7143957615;5;21.625;32.7000007629;13;32.9393253326;
71;6;33.9000015259;37.7321968079;16;59.7661709785;5;22.0613479614;31.7000007629;14;33.0956480503;
72;6;33.9000015259;38.7580871582;16;60.8189917803;5;22.0965213776;31.7000007629;14;33.261295557;
73;6;34.9000015259;40.4094963074;16;60.9328240156;5;22.1337909698;31.7000007629;13;33.4362905025;
74;6;35.9000015259;41.4364128113;17;62.0505936146;6;21.625;32.7000007629;12;46.3705644608;
75;6;36.9000015259;43.4638137817;17;62.0973276496;6;22.625;32.7000007629;12;47.2014472485;
76;6;37.9000015259;45.49168396;18;62.1555413604;6;23.625;34.7000007629;11;47.9876892567;
77;6;38.1572494507;47.5199966431;18;62.2244868875;6;25.3036346436;34.7000007629;12;48.7262432575;
78;6;38.1390228271;49.2138710022;19;62.3034771085;6;25.625;36.7000007629;14;49.416113615;
79;6;37.9000015259;50.2807006836;19;62.3918771744;6;26.625;38.7000007629;14;50.058018446;
80;6;38.1078605652;50.3495063782;21;62.4890962839;6;28.4510192871;36.7000007629;15;52.1830263138;
81;6;38.0945739746;50.4202575684;21;62.5945801735;8;29.8500003815;39.4099998474;13;55.0247044563;
82;6;37.9000015259;50.797290802;21;62.7078059316;9;32.974647522;40.007270813;16;56.7680085897;
83;6;38.0718536377;50.5674781799;22;62.8282744884;9;33.1592674255;42.5078697205;16;58.3215355873;
84;6;38.0621681213;50.6438522339;22;62.9555066824;9;36.3030090332;40.7303543091;16;59.5754956007;
85;6;37.9000015259;50.7220001221;21;63.0890378356;9;35.6718673706;42.8206100464;15;60.6194653511;
86;6;37.9000015259;50.8018417358;20;63.2284139395;9;35.6914978027;41.8206100464;15;61.6397246122;
87;6;37.9000015259;50.8832969666;19;63.3731884658;9;36.1905326843;42.8206100464;13;62.4639089108;
88;6;37.9000015259;50.9662742615;19;63.5229191184;9;35.4000015259;42.402053833;11;64.3036873341;
89;6;38.026473999;51.0506706238;20;63.6771658957;9;37.3956680298;42.8206100464;11;66.2413128614;
90;6;38.0213241577;51.1363754272;20;63.835488528;9;38.0558166504;46.8206100464;11;67.3219833374;
91;6;38.0166931152;51.2232551575;19;63.9974462688;9;39.9244918823;49.8206100464;11;68.4383912086;
92;6;37.9000015259;51.4987220764;18;64.1625967026;9;41.9785232544;51.8206100464;12;69.5908201933;
93;6;38.008769989;51.40001297;19;64.3304951787;9;40.5780258179;55.8206100464;12;70.7789491415;
94;6;38.0053939819;51.4895896912;19;64.5006962121;9;40.8087234497;58.8206100464;12;72.0016635656;
95;6;38.0023536682;53.8116607666;19;64.6727527082;9;40.8890762329;58.8206100464;13;73.2568911314;
96;6;37.9996185303;53.9384803772;19;64.8462183774;10;42.8757896423;58.8206100464;11;74.541484952;
97;6;37.9000015259;54.292350769;18;65.0206489265;10;43.5067443848;59.8206100464;12;75.851167798;
98;6;37.9000015259;54.1929244995;17;65.1956037283;10;42.2915267944;61.8206100464;12;77.1522803307;
99;7;37.9929466248;54.3200454712;9;80.3706479371;10;43.5127639771;61.0;12;78.3976287842;
100;7;38.9911499023;55.4467658997;10;81.5953543186;10;42.5936355591;62.0;13;79.6582107544;
101;7;39.9895362854;56.5728302002;10;82.7242830396;10;41.9373970032;62.0;13;80.9258408546;
102;7;39.9880828857;57.6979904175;11;83.7464835346;10;41.2916793823;62.0;14;83.1922159195;
103;7;39.9867744446;58.8219985962;12;84.6579117179;10;42.6543731689;64.0;14;84.4892530441;
104;7;39.9855957031;59.9446220398;14;86.039609015;10;43.0315704346;64.0;16;85.7705724239;
105;7;40.9881362915;59.3340072632;14;87.3376739919;11;44.273475647;66.0;16;87.0293617249;
106;7;41.5841827393;59.9490394592;16;88.5583463311;11;43.5643043518;66.0;17;88.2314044237;
107;7;39.9000015259;62.3705329895;17;89.7088775337;12;43.8549804688;70.0;16;89.3308640718;
108;8;40.9961624146;61.9024658203;15;95.0464506745;12;43.7329559326;72.0;17;90.4017674923;
109;8;42.7382888794;64.5653686523;15;96.0956217051;12;44.0841369629;73.0;17;91.4402711391;
110;8;43.7864952087;67.0083007812;17;97.0001853704;12;44.4570579529;74.0;17;92.4432990551;
111;8;42.9000015259;69.2080383301;18;97.8941130638;12;44.8227348328;75.0;15;93.408439517;
112;8;43.9000015259;71.6436462402;18;98.7726337314;12;45.1796569824;76.0;14;95.3338493109;
113;8;44.1283493042;75.0743865967;18;99.6312180161;12;46.5264396667;78.0;14;96.3781787157;
114;8;45.1801338196;75.4973297119;19;100.46569699;12;47.8618392944;80.0;15;98.4042598009;
115;8;48.1133079529;70.1320724487;20;101.272369951;13;49.7894592285;83.0;14;99.5102602243;
116;8;49.5980644226;69.4306182861;19;102.048083961;13;50.8258666992;86.0;10;100.493938208;
117;8;44.3405456543;72.4306182861;20;102.790288299;13;52.1226119995;89.0;11;102.669506788;
118;8;44.3751945496;76.4306182861;20;103.497060597;14;52.5791397095;92.0;10;104.877236843;
119;8;44.289276123;80.7372131348;21;104.167099714;14;53.0491065979;95.0;10;107.095529079;
120;8;45.3296661377;81.7458343506;22;104.7997033;14;51.5336647034;97.0;10;109.304299593;
121;8;46.5074310303;84.0934143066;22;105.394713908;14;51.783996582;99.0;12;112.486643076;
122;8;46.8654708862;86.2024688721;22;105.900496989;15;54.3012428284;99.0;11;115.689944983;
123;8;44.9052963257;88.60912323;23;106.347762883;15;57.2738380432;101.0;11;117.869201899;
124;9;44.6269111633;90.8593215942;22;124.764722228;14;51.2897224426;95.0;11;103.000951409;
125;9;46.6639060974;91.090423584;22;125.152472436;14;55.0955276489;96.0;13;105.124752641;
126;9;46.6995048523;94.3031768799;22;125.512310565;14;58.6895294189;97.0;13;107.203236341;
