Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;2;8.0;12.3000001907;5;24.0;1;8.0;12.0;6;20.0;
4;2;9.19999980927;11.5;5;24.1575000286;2;8.0;11.3000001907;5;21.0;
5;2;9.83150005341;11.5;5;24.3379832506;2;8.14999961853;10.0;5;21.0599999428;
6;2;11.0013952255;11.5;5;24.5441935062;2;9.23849964142;10.0;5;21.1229639053;
7;2;12.0632581711;11.5;5;24.7790006399;2;9.75266647339;10.0;5;21.1889609098;
8;2;12.4336996078;11.5;5;25.5231239796;2;9.76751613617;10.0;5;21.6699410677;
9;2;12.6569375992;11.7299995422;5;26.2080481052;2;9.87573719025;10.1999998093;5;22.0818096399;
10;2;12.86241436;11.9106416702;5;27.8799722195;2;9.96840667725;10.3632001877;5;22.4358423948;
11;2;13.3639917374;12.5274600983;5;29.3747971058;2;10.0480642319;10.4951858521;4;23.611035943;
12;2;15.1458177567;13.0216779709;5;30.7250962257;2;10.3124837875;11.0209560394;4;24.615765214;
13;2;17.145816803;13.4066829681;5;31.9700732231;2;12.1056518555;11.4571752548;3;25.4640146494;
14;2;19.145816803;13.6998376846;5;33.1480298042;2;14.1056518555;11.8107032776;3;26.1761806011;
15;2;20.7393455505;13.9190797806;5;34.1297211647;2;16.1056518555;12.0916318893;2;26.7751014233;
16;2;21.9853019714;14.0;5;35.0259037018;2;17.2071437836;12.3113050461;2;27.2831678391;
17;2;23.2541561127;14.0;4;35.9901456833;2;18.2451515198;12.4808797836;2;27.4996597767;
18;2;24.543428421;14.0;4;37.0096769333;2;19.2852573395;12.5;3;27.687142849;
19;2;25.1029014587;14.0;4;38.0674419403;2;20.2296066284;12.5;3;27.883649826;
20;2;25.4202308655;14.0;4;39.1429023743;2;20.2738208771;12.5;4;28.0888605118;
21;2;25.7428703308;14.0;4;40.2134122849;2;20.3199939728;12.5;4;28.3023359776;
22;2;26.0640220642;14.0;4;41.256020546;2;20.368024826;12.5;4;28.5235154629;
23;3;26.3768062592;14.0;3;42.2494239807;2;20.4177913666;12.5;4;28.7517154217;
24;3;26.6748275757;14.0;3;43.1757183075;2;20.4691352844;12.5;3;28.986133337;
25;3;24.95271492;15.0;4;44.0216560364;2;20.5218811035;12.5;4;29.22585392;
26;3;24.2064971924;16.0;4;44.779214859;2;20.5758171082;12.5;3;29.4698610306;
27;3;23.433763504;17.0;4;45.445482254;2;20.6307182312;12.5;3;29.7170505524;
28;3;22.633644104;18.0;4;46.0219707489;2;20.6863365173;12.5;3;29.9662499428;
29;3;21.8065910339;19.0;4;46.5136146545;2;18.7424068451;13.5;3;30.2162384987;
30;3;20.9540843964;20.0;5;46.9276504517;3;17.7986526489;14.5;1;30.4657707214;
31;3;20.078294754;21.0;4;47.2725791931;3;16.8547973633;15.5;2;30.7136011124;
32;3;19.7817726135;22.0;4;47.5573158264;3;15.9105606079;16.5;2;30.9585089684;
33;3;19.8671951294;23.0;4;47.75;3;15.3406639099;17.5;3;31.1993217468;
34;3;19.9249992371;24.0;4;47.75;3;15.3948478699;18.5;3;31.4349379539;
35;3;19.9249992371;25.0;5;47.75;3;15.4478607178;19.5;3;31.6643476486;
36;3;19.9249992371;26.0;4;47.75;3;15.4994783401;20.5;3;31.8866472244;
37;3;19.9249992371;27.0;5;47.75;3;15.549495697;21.5;5;32.1010527611;
38;4;20.9249992371;25.0;5;47.75;3;15.5977363586;22.5;5;32.3069086075;
39;4;19.9249992371;26.0;5;47.75;3;14.0;24.5;5;32.5036902428;
40;4;19.9249992371;27.0;7;47.75;3;14.0;26.5;6;32.6910057068;
41;4;20.9249992371;26.0;9;47.75;3;14.0;28.5;7;32.8685903549;
42;4;21.9249992371;26.0;9;47.75;3;14.0;30.5;9;33.0363025665;
43;4;22.9249992371;26.0;10;47.75;3;14.0;32.5;10;33.1941108704;
44;4;23.9249992371;26.0;11;47.75;3;14.0;34.2358779907;10;33.3420877457;
45;4;24.9249992371;26.0;11;47.75;4;14.0;35.3394622803;10;33.4803924561;
46;4;25.9249992371;25.0;12;47.75;4;15.0;33.4362754822;11;33.6092615128;
47;4;26.9249992371;24.0;13;47.75;4;14.0;34.5264816284;10;33.7289934158;
48;5;27.9249992371;24.0;8;62.75;4;14.0;35.610294342;10;33.8399391174;
49;5;29.3250007629;25.0;8;63.5;4;15.0;33.6879577637;11;33.9424877167;
50;5;30.3250007629;26.0;6;64.1693744659;4;14.0;34.7597427368;11;34.0;
51;7;31.3250007629;27.0;4;64.7572898865;4;16.0;31.5;11;34.0;
52;7;32.3250007629;28.0;5;65.2662696838;5;18.0;30.5;10;34.0;
53;7;33.3250007629;29.0;6;65.7013263702;5;19.0249996185;29.5;10;34.0;
54;7;34.3250007629;29.0;6;66.0690898895;5;20.0249996185;28.5;10;34.0;
55;7;35.3250007629;29.0;6;66.3770179749;5;21.0249996185;27.5;10;34.0;
56;7;35.913105011;29.0;6;66.6327629089;5;21.6499996185;26.5;10;34.0;
57;7;35.9898300171;29.0;7;66.75;5;21.6499996185;25.5;9;34.0;
58;7;36.0250015259;29.0;7;67.75;5;21.6499996185;24.5;9;35.0;
59;7;37.0250015259;30.0;7;67.7999999523;5;22.6499996185;24.5;9;35.0499999523;
60;7;38.0250015259;31.0;7;67.8519749641;5;23.6499996185;24.5;8;35.1019749641;
61;7;38.0250015259;32.0;8;67.9059499502;5;23.8979434967;25.5;9;35.1559499502;
62;7;38.0250015259;33.0;8;70.7072479725;5;23.6499996185;26.5;13;35.2119446993;
63;7;38.8381881714;34.7000007629;8;72.9544942379;5;23.6499996185;27.5;13;35.269973278;
64;7;39.4833679199;35.9008369446;9;74.7282991409;5;23.6499996185;28.3889808655;13;35.3300433159;
65;7;39.9846496582;36.3393287659;10;76.1169053316;5;23.6499996185;28.4310302734;14;35.3921557665;
66;8;40.3684616089;36.669960022;11;77.0172789097;6;23.6499996185;28.4745101929;12;35.4563041925;
67;8;40.6038360596;36.8355789185;11;77.2936366796;6;23.6499996185;28.5194129944;13;35.5224741697;
68;8;38.6499977112;37.8968200684;11;77.4228926897;6;23.9925556183;27.5;14;35.5906432867;
69;8;37.6499977112;38.9614486694;11;77.5589778423;6;24.007894516;27.5;14;35.6607804298;
70;8;36.6499977112;40.0294876099;12;78.7018918991;6;24.0236759186;27.5;16;35.7328453064;
71;8;36.6499977112;42.100944519;12;79.001578927;6;24.0398902893;27.5;16;35.8067884445;
72;8;36.6499977112;44.1757888794;12;79.3286969662;6;24.0565261841;27.5;16;35.8825509548;
73;8;36.3499984741;46.2539596558;12;79.6853927374;7;23.6499996185;28.5;15;35.9600640535;
74;8;36.3499984741;48.3353691101;14;80.073833704;7;23.6499996185;27.5;16;37.0392494202;
75;8;36.3499984741;50.4198875427;15;80.4961498976;7;24.6499996185;29.5;16;37.1500189304;
76;8;36.3499984741;51.5073547363;15;80.9543581009;7;26.1270046234;29.5;17;37.2628662586;
77;8;36.3499984741;52.5975761414;17;81.4502646923;8;26.3841438293;30.5;16;37.3776776791;
78;9;34.3499984741;55.6903114319;19;81.9853465557;8;26.4099769592;31.5;16;38.7538249493;
79;10;33.3499984741;58.2426719666;17;82.5606110096;8;26.170747757;34.0;16;39.9047930241;
80;10;32.3499984741;58.8822288513;19;83.1764390469;8;24.9409866333;34.3899993896;16;40.8652187586;
81;10;31.3500003815;60.9807739258;20;83.8324184418;8;24.434513092;36.6872596741;16;41.6711866856;
82;10;30.3500003815;63.0805740356;20;84.5271782875;8;26.2061271667;33.9097442627;16;43.2079464197;
83;10;30.6000003815;62.1812515259;20;85.2582454681;8;28.2974739075;35.0;17;43.599570632;
84;10;29.6000003815;64.282409668;21;86.021935463;8;28.8334712982;37.0;18;43.9839795828;
85;11;29.6000003815;66.3836364746;20;88.8133058548;8;29.8963947296;37.0;17;44.269331336;
86;11;32.5999984741;67.4845275879;20;89.6361906528;8;28.8027992249;40.0;19;44.5604649782;
87;11;33.5999984741;71.5846786499;21;90.476690948;9;28.8125991821;43.0;18;44.8566507101;
88;11;33.5999984741;75.6836853027;22;91.3264247179;9;28.5499992371;46.0;20;45.1571041346;
89;11;35.5999984741;73.7811737061;23;92.176484406;9;28.5499992371;49.0;21;45.4609972239;
90;12;33.5999984741;77.8767852783;22;93.0178256631;9;28.5499992371;52.0;22;45.7674679756;
91;12;33.5999984741;80.9701766968;22;93.841681838;9;28.5499992371;54.8674163818;22;46.0756354332;
92;12;35.5999984741;78.061050415;24;94.6399729848;9;28.5499992371;56.895740509;22;46.3846102953;
93;12;35.5999984741;80.4088058472;27;95.4056599736;9;28.5499992371;58.650894165;23;46.6935094595;
94;12;36.5999984741;81.5279159546;28;96.1330131292;9;28.5499992371;59.403137207;23;47.0014685392;
95;12;37.5999984741;82.6425476074;29;96.8177605867;10;28.5499992371;59.5963973999;22;47.3076548576;
96;12;38.5999984741;83.7524719238;29;97.4571335316;10;28.5499992371;59.7880744934;23;47.6112774611;
97;12;39.5999984741;84.8575363159;30;98.0497938395;10;28.5499992371;59.9776420593;22;47.9115979671;
98;12;40.3499984741;85.9576339722;32;98.5956881046;10;28.5499992371;60.164604187;22;48.207937479;
99;12;39.3499984741;85.0527038574;32;99.0958414078;10;28.5499992371;60.3485031128;23;48.4996832609;
100;12;39.3499984741;85.1427307129;34;99.5521262884;10;28.5499992371;60.5289459229;23;48.7862933874;
101;12;40.3499984741;85.7887878418;34;99.9670316577;10;28.5499992371;60.7055664062;23;50.0672975779;
102;12;39.3499984741;84.8652648926;35;100.343448043;10;29.5499992371;61.8780593872;24;50.4022984505;
103;12;39.3499984741;84.93724823;35;100.684484065;10;30.5499992371;63.0461883545;25;50.7339348793;
104;12;40.3499984741;86.0048446655;36;101.721040905;10;30.5499992371;64.2097396851;26;51.0620187521;
105;12;39.3499984741;85.5454559326;33;102.625726163;10;30.5499992371;65.3685760498;23;51.3864190578;
106;12;39.3499984741;87.0919342041;33;103.534314811;10;30.5499992371;66.522567749;23;51.7070556879;
107;12;40.3499984741;89.6371307373;33;104.436594725;10;30.5499992371;66.6716842651;23;52.0238915682;
108;12;41.3499984741;89.1739196777;34;105.322974443;10;30.8662834167;66.8158721924;24;52.3369271755;
109;12;40.3499984741;91.6956787109;34;108.185007215;10;30.5499992371;66.9551620483;25;52.6461905241;
110;12;42.3499984741;96.1966094971;35;109.135792494;10;30.5499992371;67.0895843506;25;52.9517331123;
111;12;45.3499984741;97.6720199585;35;110.056144595;10;30.5499992371;67.2192077637;21;53.2536205053;
112;12;44.3499984741;103.118530273;36;110.942940712;11;30.5499992371;67.3441085815;20;53.5318387747;
113;12;45.3499984741;106.178222656;36;111.794799566;12;28.5499992371;69.4382629395;20;53.7480454445;
114;12;45.3499984741;109.240890503;38;112.611861944;12;27.5499992371;69.9882049561;20;53.9664099216;
115;12;48.1107788086;116.306594849;38;113.395495176;12;26.5499992371;70.0291595459;22;54.1867067814;
116;12;49.2395515442;123.375358582;39;114.14796412;12;25.5499992371;70.0695800781;23;54.4086945057;
117;12;50.5330696106;124.447189331;40;114.872109652;12;24.5499992371;70.109413147;24;54.6321165562;
118;12;49.6372146606;128.522064209;41;115.571065903;12;24.25;70.3527145386;24;54.8567006588;
119;13;50.7071075439;133.438964844;41;116.248019934;11;22.25;71.3912811279;23;57.0821604729;
120;13;50.7543525696;133.646026611;42;116.829585314;11;25.0;71.4291534424;24;57.408195734;
121;13;48.8329582214;135.419921875;44;117.323005915;11;28.0;72.4663085938;24;57.7386417389;
122;13;48.8823013306;136.765304565;45;117.825507641;12;27.2432670593;73.4663085938;25;58.073245883;
123;13;47.9325485229;138.11706543;43;118.336071968;12;28.2527999878;75.4663085938;24;58.4117344618;
124;13;48.5836029053;136.474441528;43;118.853625059;12;28.5125999451;77.4663085938;22;59.0666296482;
125;13;47.6353607178;137.836746216;45;119.377045155;12;26.5226631165;77.4663085938;24;60.7462570667;
126;13;47.6876983643;139.203140259;46;119.905170679;12;26.2938995361;78.1863098145;23;62.4754470587;
