Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;6;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;6;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.5;10.0;6;20.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;9.5;10.3000001907;5;21.3999996185;
9;2;16.3317184448;8.94309806824;4;19.6667137146;2;9.81500053406;10.1999998093;5;21.7964004278;
10;2;16.8000278473;9.3333568573;4;20.3755960464;2;9.90419006348;10.3632001877;5;22.1345227957;
11;2;18.8000278473;9.6677980423;4;20.9802966118;2;9.98026752472;10.4951858521;5;23.2873874903;
12;2;20.8000278473;9.94955635071;4;21.4904720783;2;10.2396621704;11.0209560394;3;24.268861413;
13;2;21.2000274658;10.1834592819;4;21.9175518751;2;12.027598381;11.4571752548;3;25.093021512;
14;2;22.2000274658;10.3752222061;3;22.2734507322;2;14.027598381;11.8107032776;3;25.7803837061;
15;2;23.2000274658;10.5308046341;4;22.5077478886;2;15.7228336334;12.5707674026;3;26.3539340496;
16;2;24.2000274658;10.625;4;22.5548160076;2;16.7228336334;12.830701828;3;26.8362411261;
17;2;25.2000274658;10.625;4;22.6030313969;2;18.1445922852;12.4808797836;2;27.0267930031;
18;2;26.2000274658;10.625;4;22.6523760557;2;18.7228336334;13.1080379486;3;27.1883933544;
19;2;26.75;10.625;4;22.7028282881;2;19.625;13.1565179825;3;27.3593420982;
20;2;26.75;10.625;4;22.7543625832;2;19.625;13.2078027725;5;27.5396113396;
21;2;26.75;10.625;5;22.8069496155;2;19.625;13.5158443451;5;27.7290761471;
22;2;26.75;10.625;5;22.8605561256;2;20.2390422821;12.5;5;27.9275052547;
23;2;26.75;10.625;5;22.9151450396;3;20.2836894989;12.5;4;28.1345529556;
24;2;26.75;10.625;6;22.97067523;3;19.625;13.5;5;28.3497540951;
25;2;26.75;10.625;6;23.0271017551;3;19.625;13.8399019241;5;28.5725209713;
26;2;24.75;11.625;5;23.0843759775;3;20.428817749;12.5;5;28.8021440506;
27;3;25.75;10.625;4;23.1424454451;3;20.4804821014;12.5;5;29.0377955437;
28;3;23.75;11.625;4;23.2012542486;3;20.5335044861;12.5;5;29.2785372734;
29;3;24.75;10.625;4;23.2607431412;3;18.5876712799;13.5;5;29.523332119;
30;3;25.75;10.625;4;23.3208494186;3;17.6427497864;14.5;5;29.7710599899;
31;3;23.75;11.625;4;23.3815076351;3;16.6984882355;15.5;5;30.0205359459;
32;3;24.75;10.625;4;23.4426498413;3;15.7546205521;16.5;6;30.2705316544;
33;3;25.75;10.625;4;23.5042052269;3;15.1858692169;17.5;6;30.5197997093;
34;3;23.75;11.625;4;23.5661010742;3;15.2419548035;18.5;7;30.76709795;
35;3;24.75;10.625;5;23.6282629967;3;15.2975969315;19.5;7;31.0112137794;
36;3;25.75;10.625;5;23.6906147003;3;15.35252285;20.5;7;31.2509884834;
37;3;26.75;12.625;5;23.7530794144;3;15.4064722061;21.5;7;31.4853386879;
38;3;26.75;14.625;5;23.8155794144;3;15.4592018127;22.5;7;31.7132763863;
39;3;26.75;16.625;5;23.878036499;3;15.5104875565;23.5;7;31.9339232445;
40;3;26.75;18.625;4;23.940372467;3;15.5601329803;24.5;7;33.146522522;
41;3;26.75;20.625;4;25.0025100708;3;15.0;25.5;7;33.3904466629;
42;3;27.75;21.625;4;25.1693725586;3;16.0;26.5;7;33.6263847351;
43;3;28.75;22.625;4;25.3457490206;3;16.2432670593;27.5;7;33.8539741039;
44;3;29.481918335;23.625;4;25.5322399139;3;16.2527999878;28.5;7;34.0729759932;
45;3;29.5571613312;24.625;4;25.7294387817;3;16.2625999451;29.5;14;34.2832688093;
46;3;29.639125824;25.625;6;25.9379192591;4;17.2726631165;27.5;9;45.9848387241;
47;3;29.7281990051;25.625;6;26.1582187414;4;19.2829933167;27.5;9;46.637765646;
48;4;29.8247451782;25.625;5;26.3908194304;4;21.2935829163;27.5;16;47.2455971241;
49;4;29.9290885925;25.625;6;26.6361281872;4;22.3044319153;27.5;11;47.807741046;
50;4;30.041513443;25.625;7;26.8944530487;4;23.3155345917;29.5;11;48.3246744871;
51;4;30.1622371674;25.625;7;27.1659789085;4;23.9518852234;31.5;11;48.7977662086;
52;4;30.2914047241;25.625;8;27.4507431984;4;23.9634819031;33.5;16;49.2290773392;
53;4;30.4290676117;25.625;8;27.7486100197;5;23.9753131866;35.5;14;64.5645823479;
54;4;30.5751724243;25.625;8;28.0592479706;5;24.9873752594;38.5;14;65.5848971605;
55;4;30.7295455933;25.625;8;29.3821098804;5;25.9996566772;39.5;15;66.4982945919;
56;4;31.8918838501;26.625;8;29.7739175558;6;26.0121517181;40.5;14;82.2843916416;
57;4;33.0617408752;27.625;8;30.1788516045;6;27.024848938;43.5;14;83.6006456614;
58;4;33.2385215759;28.625;9;31.5583413839;6;28.0377349854;46.5;14;84.7631462812;
59;4;33.9369430542;30.0234375;9;32.811452508;6;29.0508003235;49.5;16;85.7776340246;
60;4;34.557434082;31.3489723206;9;33.9528547525;6;30.064031601;52.5;16;86.6540307999;
61;4;36.1090431213;31.6102333069;10;34.9987894297;6;30.625;55.5;18;87.4049386978;
62;5;37.6017532349;31.8168411255;10;35.9648684263;7;31.625;57.5;17;87.9505975246;
63;5;38.6922416687;31.9782962799;10;36.6582039595;7;31.7467956543;59.5;18;88.3196678162;
64;5;39.0592803955;32.0;10;37.3110064268;7;31.816078186;61.5;18;88.6369681358;
65;5;39.4000587463;32.0;11;37.9627068043;8;31.8736209869;62.5499992371;17;88.8161010742;
66;6;37.6522789001;32.0;11;43.6093626022;8;31.8999996185;63.1500015259;18;88.8782629967;
67;6;39.9011039734;33.0;10;44.3971850872;8;31.8999996185;63.1500015259;15;88.9406147003;
68;6;42.1445045471;34.0;8;45.1694295406;8;31.8999996185;63.1500015259;15;89.0030794144;
69;6;42.71434021;35.0;10;45.9225745201;8;32.4631919861;63.1500015259;17;90.0655794144;
70;6;44.0200424194;36.0;12;46.6535766125;8;32.9000015259;64.1500015259;17;90.2180365324;
71;6;45.313079834;37.0;12;47.3599226475;8;33.9000015259;65.1500015259;18;92.5724921227;
72;6;37.313079834;41.0;12;48.0396521091;8;35.0709991455;67.5415039062;19;95.7084014416;
73;6;36.313079834;43.0;13;48.69135499;8;36.3955917358;70.8158950806;19;98.3897379637;
74;6;34.313079834;43.388343811;13;49.3141434193;8;36.6527938843;73.8798065186;21;100.676319838;
75;6;36.313079834;40.388343811;14;49.9076099396;9;37.8529281616;75.7564086914;21;102.533221245;
76;6;38.313079834;40.0;14;50.4717648029;9;38.9843826294;77.4716873169;22;103.864885807;
77;6;39.5609130859;41.0;14;51.006976366;9;39.2243118286;77.9713516235;22;104.734617352;
78;6;39.6665763855;42.0;15;51.5139017105;9;37.2512588501;79.2358322144;23;105.569779754;
79;7;39.7672348022;43.0;13;51.9934184551;9;36.2750015259;80.4582672119;23;106.236556172;
80;7;34.7672348022;44.0;14;52.4465696812;9;35.2750015259;81.5999984741;24;106.772735715;
81;7;32.8301544189;46.0;14;52.874505043;9;34.2750015259;82.5999984741;24;108.335558653;
82;7;33.0017700195;45.0;14;53.2038018703;10;34.2750015259;84.5999984741;23;108.954390526;
83;7;35.0017700195;43.0;12;53.4493303299;10;34.9749984741;86.5999984741;22;111.419254541;
84;7;32.0017700195;45.0;13;53.6122188568;10;33.9749984741;86.5999984741;22;113.550117493;
85;7;34.0017700195;45.0;14;54.7334067822;10;33.9749984741;87.5999984741;23;115.401398182;
86;7;36.4000015259;43.0;14;54.9435700178;10;33.7249984741;88.5999984741;24;117.032123446;
87;7;35.4000015259;47.0;14;55.1595458984;11;35.7249984741;87.5999984741;22;118.324443221;
88;7;35.4000015259;43.0;13;55.3814462423;11;35.7249984741;89.5999984741;23;119.395872831;
89;7;35.4000015259;46.0;13;55.6093831062;11;37.7249984741;89.5999984741;23;120.458023071;
90;6;31.4000015259;43.0;13;48.8434638977;12;37.7249984741;92.5999984741;21;129.482949495;
91;6;33.4000015259;40.0;13;49.0837854147;12;42.7084503174;97.5999984741;19;131.356035233;
92;6;33.4000015259;41.0;14;49.330424428;12;46.8075904846;102.599998474;20;133.014190793;
93;6;31.4000015259;43.0;14;49.5834317207;12;48.2187385559;108.599998474;20;135.509247303;
94;6;30.4000015259;45.0;14;49.8428189754;12;49.4530029297;114.285461426;20;135.949944019;
95;6;29.4000015259;47.0;14;50.1085512638;12;50.4584770203;119.260383606;20;136.439718485;
96;6;28.4000015259;49.0;15;50.3805339336;12;51.553565979;123.247718811;21;136.966602087;
97;6;28.4000015259;48.0;16;50.6586031914;12;51.7652931213;127.24521637;23;137.519502342;
98;6;26.4000015259;50.0;16;51.6734988689;13;51.7837181091;130.650909424;21;138.088257432;
99;6;25.4000015259;52.0;16;52.7283170223;14;52.8074188232;135.592193604;20;139.663690984;
100;6;25.4000015259;51.0;17;53.8173453808;15;54.8174705505;137.700805664;20;164.357653081;
