Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.5;10.0;5;20.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;9.5;10.0;5;20.3999996185;
9;2;16.3317184448;8.94309806824;4;19.6667137146;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;16.8000278473;9.3333568573;4;20.4405961037;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;18.8000278473;9.6677980423;4;21.1189774275;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;20.8000278473;9.94955635071;4;21.7121870518;2;9.95943069458;11.3209562302;4;23.9143505096;
13;2;22.007188797;10.1834592819;4;22.2323212624;2;11.9478340149;11.4571752548;4;24.6514065266;
14;2;23.0891532898;10.3752222061;4;22.6919423342;2;13.9478340149;11.8107032776;4;25.2438547611;
15;2;24.1782264709;10.5308046341;5;23.0412415266;2;15.9478340149;12.0916318893;4;25.7143762112;
16;2;25.274772644;10.625;5;23.2151488066;2;16.9684810638;12.3113050461;4;26.0852768421;
17;2;26.3791160583;10.625;5;23.4025228024;2;17.9756240845;12.4808797836;4;26.1558350325;
18;2;27.4915409088;10.625;5;23.6037294865;2;18.9828968048;12.5;4;26.1887089014;
19;2;28.1622371674;10.625;5;23.8190078735;2;19.625;12.8566131592;4;26.2221269608;
20;2;28.2914047241;10.625;5;24.0484457016;2;19.8999786377;12.5;5;26.2560760975;
21;2;28.4290676117;10.625;5;24.2919540405;2;19.625;13.0024299622;6;26.2905418873;
22;2;28.5751724243;10.625;5;24.549243927;2;19.625;13.0162162781;6;26.3255085945;
23;2;28.7295455933;10.625;5;24.8198068142;2;19.9232387543;12.5;7;26.3609591722;
24;2;28.8918838501;10.625;5;25.102899313;2;19.625;13.0443840027;7;26.3968753815;
25;2;24.8918838501;12.625;5;25.3975343704;2;19.625;13.0587501526;7;26.4332377911;
26;2;25.75;12.625;7;25.7024803162;2;19.947479248;12.5;7;26.4700255394;
27;2;27.75;10.625;7;26.0162696838;3;19.625;13.0880098343;7;26.5072168112;
28;2;28.75;10.625;7;26.3372173309;3;19.625;12.5;7;26.5447884798;
29;2;29.75;10.625;7;26.6634492874;3;19.625;13.1179151535;7;26.5827163458;
30;3;29.9980697632;10.625;6;26.9929418564;3;17.9811115265;13.5;8;26.6209751368;
31;3;30.195766449;10.625;7;27.3235664368;3;16.625;14.5;8;26.6595385075;
32;3;30.3941402435;10.625;7;27.6531443596;3;15.9983959198;15.5;8;26.6983793974;
33;3;30.5918865204;10.625;7;27.9795031548;3;15.0071353912;16.5;8;26.7374696732;
34;3;30.7877025604;12.625;7;28.3005337715;4;14.3909301758;17.5;6;36.7767804861;
35;3;30.9803199768;14.625;8;28.6142449379;4;15.0;18.5;6;37.2162818909;
36;4;31.1685466766;16.625;6;39.3188118935;3;14.0;19.5;6;26.8559447527;
37;4;32.3512878418;19.625;6;39.9870185852;3;14.0;20.5;6;26.8957372904;
38;4;33.5275726318;22.625;6;40.6162252426;3;14.0;21.5;6;27.9356285334;
39;4;33.6965713501;23.625;7;41.2047319412;3;15.0;22.5;7;28.0155870914;
40;4;33.8576202393;24.625;7;41.7517156601;3;16.0;24.2280006409;8;28.0967650414;
41;5;34.0102005005;25.625;6;42.257142067;3;16.0;25.2568283081;7;28.1791322231;
42;5;34.1539611816;26.625;6;42.721657753;3;16.0;26.2864875793;8;28.2626553774;
43;5;34.2887039185;27.625;6;43.1464700699;3;16.0;27.3169746399;8;28.3472980261;
44;5;34.4143638611;28.625;6;44.5332250595;3;16.0;28.3482894897;9;28.4330210686;
45;5;35.5310173035;30.625;6;44.9038939476;4;16.0;29.3804225922;9;28.5197820663;
46;5;36.6388320923;32.625;6;45.2408671379;4;16.0;30.4133720398;10;28.6075353622;
47;5;36.7380752563;33.8132171631;6;45.4423910379;4;17.0;28.4471225739;10;28.6962321997;
48;5;36.8290863037;34.8250007629;6;45.601582408;4;16.0;29.4816627502;11;28.7858208418;
49;5;36.9122581482;35.8250007629;7;46.7486097813;4;16.0;30.5169792175;11;28.8762462139;
50;5;37.98802948;36.8250007629;9;46.9028116465;4;17.0;28.5530529022;13;28.9674503803;
51;5;39.0499992371;37.8250007629;10;46.9544799328;4;18.3503131866;29.5530548096;13;29.0593717098;
52;6;39.0499992371;38.8250007629;10;48.3368679285;4;19.3623752594;30.5530548096;14;29.151946187;
53;6;39.6856269836;38.2234382629;10;49.5238200426;4;20.0;31.5530548096;15;29.2451066971;
54;6;40.2207527161;38.5489730835;11;50.5353183746;4;21.3871517181;32.5;16;29.3387830257;
55;7;40.6660842896;38.4049758911;10;51.3937399387;4;22.024848938;32.5;16;29.4329024553;
56;7;41.0336761475;39.6342468262;10;52.091971755;4;21.625;32.5;15;29.5273896456;
57;7;41.3355407715;41.4446640015;11;52.3670395613;4;22.0508003235;30.5;16;29.6221669912;
58;7;41.4588623047;39.5011367798;11;52.5831340551;4;21.625;30.5;18;29.7171547413;
59;7;41.5460586548;38.5365219116;11;53.745028019;4;21.625;29.9075202942;18;29.8122708797;
60;7;42.6000022888;40.572517395;11;53.8781950474;4;22.0909404755;27.5;19;29.9074320793;
61;7;43.6000022888;42.6090965271;12;54.0154699087;4;21.625;28.5;19;30.0025537014;
62;7;43.6000022888;41.6462554932;13;55.1568807364;4;22.118347168;27.5;20;30.0975496769;
63;8;44.6000022888;43.483959198;12;55.3024435043;4;21.625;28.5;21;30.1923332214;
64;8;41.6000022888;46.7032318115;13;55.4521609545;4;21.625;29.1212711334;21;30.2868173122;
65;8;43.6000022888;47.2260818481;14;55.6060211658;4;21.625;29.1647834778;21;30.3809142113;
66;8;39.6000022888;50.3030090332;14;55.7639968395;4;22.1741390228;27.5;22;30.4745373726;
67;8;41.2000007629;51.3819961548;14;55.9260430336;4;21.625;28.5;23;30.5655794144;
68;8;42.2000007629;52.4630241394;15;56.0920969248;4;21.625;29.2959060669;23;30.628036499;
69;9;43.2000007629;52.7866516113;14;76.2620763779;4;21.625;29.3396263123;24;30.690372467;
70;10;43.6000022888;54.4905662537;14;78.2358779907;4;22.2303333282;27.5;24;30.7525100708;
71;11;44.6000022888;56.5204696655;13;79.9829808474;4;21.625;29.5;24;30.8143725395;
72;11;45.6000022888;57.0;14;81.4798382521;4;21.625;29.4700603485;23;30.8758842945;
73;11;45.9000015259;60.5;14;82.7293565273;4;22.2720737457;27.5;20;30.936971426;
74;11;46.5;63.9273223877;14;83.7537606955;4;21.625;28.5;16;30.9975619316;
75;11;46.5;65.0832595825;15;84.5858649015;4;21.625;29.5;17;31.0575861931;
76;11;46.5;66.178565979;15;86.2615247965;4;21.625;29.6403102875;17;31.1169772148;
77;11;47.5;68.2752532959;15;87.9263547659;5;22.3263206482;27.6403102875;17;31.1756706238;
78;11;49.3999977112;71.3731765747;16;88.4246968031;5;22.3395252228;27.5;17;31.2336053848;
79;11;50.3999977112;74.4722137451;16;88.9666185379;5;22.3525619507;27.5;17;32.4153957367;
80;11;45.7999992371;80.0721969604;16;89.5567469597;5;21.8500003815;29.0;17;33.3770513535;
81;11;43.7999992371;86.8421859741;17;90.1998643875;5;22.0255012512;30.3899993896;17;34.1527268887;
82;12;41.7999992371;90.9841766357;16;90.9007402658;5;22.1592674255;31.2073860168;18;34.7779965401;
83;12;39.7999992371;91.1979675293;17;91.6638973951;5;23.0969657898;29.4298706055;18;35.1376004219;
84;12;37.7999992371;96.1407394409;17;92.4933017492;5;22.2999992371;29.0;18;35.3151242733;
85;12;36.5;101.322715759;18;93.3919775486;5;23.192325592;29.0;18;35.4907419682;
86;12;36.2999992371;103.588630676;18;94.3615577221;5;22.2999992371;30.0;18;35.6641237736;
87;12;37.2999992371;103.826034546;17;96.0784293413;5;23.2461891174;29.0;18;35.8349556923;
88;12;37.2999992371;104.516265869;17;98.9443817139;5;23.2726325989;29.0;18;37.0029411316;
89;12;37.2999992371;109.268379211;17;101.148208499;5;22.2986717224;31.0;18;37.2078030109;
90;12;39.2999992371;112.085006714;19;103.528332233;5;22.3242530823;33.0;17;37.4104697704;
91;13;39.2999992371;113.96787262;18;106.079713941;5;20.2999992371;35.0;17;37.6107113361;
92;14;39.2999992371;117.917388916;17;108.792725325;6;19.2999992371;37.0;15;37.8083184958;
93;14;39.2999992371;121.525909424;19;111.653080106;6;18.2999992371;39.0;15;38.0031045675;
94;14;39.2999992371;124.646232605;21;114.642053843;6;18.0;40.0;15;38.1949045658;
95;14;40.2999992371;125.158218384;22;117.736981153;6;18.0;41.0;16;38.3835766315;
96;14;40.2999992371;124.095809937;22;120.911972523;6;19.0;40.0;16;38.5690004826;
97;14;40.2999992371;126.062652588;21;125.138797998;6;20.0;40.0;16;38.7510772943;
98;14;43.7617721558;128.490234375;22;129.507843614;6;21.0;41.0;16;38.90617311;
99;14;46.2999992371;129.908737183;22;132.942137957;6;22.0;41.3075447083;17;39.0420517921;
100;14;48.2999992371;136.285324097;22;136.356194258;6;23.0;41.3539276123;17;39.175617218;
