Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;2;8.0;13.3000001907;5;21.0;
3;2;12.2999992371;8.625;4;18.25;2;10.0;12.0;5;21.0599999428;
4;2;12.2999992371;8.625;4;18.3624999523;2;11.0;11.0;5;21.1229639053;
5;2;13.5674991608;8.625;4;18.4864046574;2;11.1684446335;10.0;5;21.1889609098;
6;2;14.6418428421;8.625;4;18.9799406528;2;12.2675161362;10.0;5;21.2580518723;
7;2;15.7309646606;8.79749965668;4;19.4354615211;2;12.7830619812;10.0;5;21.7428686619;
8;2;16.661277771;8.94309806824;4;20.4437325001;2;12.8921451569;10.1999998093;4;22.1586660147;
9;2;17.2662391663;9.3333568573;4;21.369802475;2;12.9856996536;10.3632001877;4;23.3744058609;
10;2;17.8218803406;9.6677980423;4;22.2224977016;2;13.2592411041;10.9097137451;4;24.4179002047;
11;2;19.8218803406;9.94955635071;4;23.013872385;2;13.4940271378;11.3658018112;4;25.3010519743;
12;2;21.8218803406;10.1834592819;4;23.7574646473;2;15.4940271378;11.7372808456;4;26.0431767702;
13;2;23.2544803619;10.3752222061;4;24.4668486118;2;17.4940261841;12.0336990356;4;26.6668455601;
14;2;24.6445007324;10.5308046341;5;25.092634201;2;18.114610672;12.9065589905;4;27.194732666;
15;2;25.9069366455;10.625;5;25.5694036484;2;19.6326065063;12.446267128;4;27.4794170856;
16;2;27.1929988861;10.625;5;26.0847344398;2;20.6724796295;12.5;4;27.6658837795;
17;2;28.5021972656;10.625;5;26.6366324425;2;21.7144355774;12.5;4;27.86140275;
