Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;4;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;6;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;6;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.5;10.0;6;20.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;9.5;10.0;6;20.3999996185;
9;1;15.7317180634;8.94309806824;5;18.6667137146;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;16.2000274658;9.3333568573;5;19.3355960846;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;17.2000274658;9.6677980423;5;19.8991127014;1;9.72283363342;10.4951858521;6;22.0419120789;
12;1;18.2000274658;9.94955635071;5;20.3669185638;1;9.95943069458;11.0209560394;6;22.9143505096;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;11.7228336334;11.7571754456;5;24.6214065552;
14;1;19.4502677917;10.3752222061;5;21.0616092682;2;13.7228336334;11.8107032776;5;25.2132637501;
15;1;19.6369667053;10.5308046341;5;21.25;2;15.7228336334;12.0916318893;5;25.6832010746;
16;1;19.75;10.625;5;21.25;2;16.9614658356;12.3113050461;5;26.0535256863;
17;1;19.75;10.625;5;21.25;2;17.9684810638;12.4808797836;5;26.1235172749;
18;1;19.75;10.625;5;21.25;2;18.9756240845;12.5;5;26.1558350325;
19;1;19.75;10.625;5;21.25;2;19.8850631714;12.5;5;26.1887089014;
20;1;19.75;10.625;5;21.25;2;19.8924598694;12.5;6;26.2221269608;
21;1;21.75;10.625;6;21.25;2;19.8999786377;12.5;7;26.2560760975;
22;1;22.75;10.625;6;21.25;2;19.907617569;12.5;7;26.2905418873;
23;1;23.75;10.625;6;21.25;2;19.9153709412;12.5;7;26.3255085945;
24;1;24.75;10.625;6;21.25;2;19.9232387543;12.5;7;26.3609591722;
25;1;24.75;10.625;6;21.25;2;19.9312152863;12.5;8;26.3968753815;
26;1;24.75;10.625;6;21.25;3;19.9392967224;12.5;8;26.4332377911;
27;1;24.75;10.625;6;21.25;3;19.947479248;12.5;8;26.4700255394;
28;1;24.75;10.625;6;21.25;3;19.625;13.0880098343;9;26.5072168112;
29;1;24.75;10.625;6;21.25;3;19.625;13.1028871536;9;26.5447884798;
30;1;24.75;10.625;6;21.25;3;17.9725780487;13.5;9;26.5827163458;
31;1;24.75;10.625;6;21.25;3;16.9811115265;14.5;9;26.6209751368;
32;1;24.75;10.625;6;21.25;3;15.9897193909;15.5;9;26.6595385075;
33;1;24.75;10.625;6;21.25;3;14.9983959198;16.5;9;26.6983793974;
34;1;24.75;10.625;7;21.25;3;14.3821353912;17.5;9;27.7374696732;
35;1;24.75;10.625;7;21.25;3;15.3909301758;18.5;9;27.816780448;
36;1;24.75;10.625;7;21.25;3;16.3997764587;19.5;9;27.8974661827;
37;1;24.75;10.625;7;21.25;3;16.6519298553;20.5;9;27.9794982672;
38;1;24.75;10.625;7;21.25;3;16.6703872681;21.5;9;28.0628447533;
39;1;24.75;11.625;7;21.25;3;16.6891403198;22.5;14;28.1474699974;
40;1;24.75;12.625;7;21.25;4;16.7081794739;23.5;9;39.7333350182;
41;1;24.75;13.625;7;21.25;4;18.2829933167;23.5;9;40.2803971767;
42;1;24.75;14.625;8;21.25;4;20.747089386;22.5;9;40.7919938564;
43;1;24.75;15.625;8;21.25;4;21.3044319153;23.5;10;41.2672501802;
44;1;24.75;15.625;8;21.25;4;22.0;24.9485454559;10;41.7063001394;
45;1;24.75;15.625;9;21.25;4;23.8073635101;22.5;11;42.1101205349;
46;1;24.75;15.625;10;21.25;4;23.9634819031;23.5;11;42.4803459644;
47;1;24.75;15.625;10;21.25;4;23.625;25.0504760742;12;42.8190863132;
48;1;24.75;15.625;10;21.25;4;24.494638443;29.0504760742;12;43.1287533045;
49;1;24.75;15.625;11;21.25;4;24.5157737732;33.0504760742;12;43.4119126797;
50;1;24.75;15.625;11;21.25;4;24.5370750427;36.0504760742;13;43.6489853859;
51;1;24.75;15.625;11;21.25;4;24.5585231781;38.5;12;43.7448767424;
52;1;24.75;15.625;12;21.25;4;24.5800971985;39.5;12;43.8412610292;
53;2;24.75;15.625;9;36.25;4;24.6017837524;40.5;14;43.9380553961;
54;2;25.75;16.625;10;37.0;4;24.6235618591;41.5;15;44.0351746082;
55;2;26.75;17.625;10;37.6693744659;5;24.6454143524;42.5;14;44.1325306892;
56;2;27.75;18.625;11;38.2572898865;5;24.0909423828;43.5;15;44.2300341129;
57;3;29.75;20.625;11;39.7662696838;6;24.6892585754;44.5;15;44.3275940418;
58;3;31.75;22.625;11;40.3063263893;6;24.7112102509;45.5;15;44.4251179695;
59;3;32.75;23.625;11;40.7889546156;6;24.7331523895;45.5499992371;15;44.5225126743;
60;3;33.75;24.625;11;41.2222864628;6;24.7550640106;45.5499992371;16;44.6196844578;
61;3;34.75;25.625;11;41.6146397591;7;24.776927948;45.5499992371;15;67.4665391445;
62;4;35.75;26.3659381866;12;41.880333066;7;26.7987194061;47.5499992371;15;68.6904828548;
63;4;36.75;26.4401664734;12;43.4325711727;7;28.8204212189;49.5499992371;16;70.7211239338;
64;4;38.0346260071;26.9312858582;12;44.7622673512;7;31.0852737427;52.5499992371;16;71.6052746773;
65;5;38.6392669678;27.3583564758;8;60.8982520103;7;32.2163085938;55.5499992371;15;72.3369916677;
66;5;40.1290779114;27.6102333069;9;62.9218981266;7;33.1262321472;59.5499992371;16;72.941872716;
67;5;41.5207214355;29.8168411255;9;64.704102993;8;33.8706474304;62.3250427246;15;73.4170956612;
68;5;41.8239555359;31.3495635986;10;65.878228426;8;35.160785675;62.5200576782;16;73.5865353346;
69;6;41.8500022888;32.5119247437;10;66.9200675488;8;36.8257217407;60.5499992371;17;73.7287117243;
70;6;41.8500022888;33.6627578735;12;67.8750221729;8;37.1968917847;61.5499992371;17;73.8720649481;
71;6;41.8500022888;34.8236198425;12;68.7491750717;8;37.6249771118;63.5316619873;19;74.595864892;
72;6;41.8500022888;36.8236198425;12;69.5510716438;8;38.13331604;62.6903076172;20;76.7063902617;
73;6;41.8500022888;38.8236198425;12;70.2902441025;8;38.1739730835;64.6009368896;21;78.3476656675;
74;6;41.8500022888;40.8236198425;13;70.9760613441;9;38.7934188843;64.3618774414;17;86.7855522633;
75;7;41.8500022888;42.8236198425;11;72.5182256699;9;40.3442764282;63.9077682495;17;87.9894832373;
76;7;38.8500022888;44.8236198425;11;72.9760869741;9;41.089630127;66.3449707031;18;88.8892971277;
77;7;41.8500022888;43.8236198425;11;73.4419051409;9;39.3593826294;71.2805557251;18;89.4972958565;
78;7;37.8500022888;46.1751747131;12;73.9123017788;10;39.3593826294;74.1285858154;18;89.9978443384;
79;7;37.8500022888;46.3863143921;12;74.3837521076;10;39.3593826294;76.3102111816;18;90.4905680418;
80;7;37.8500022888;48.5971908569;12;74.8526997566;10;39.3593826294;77.4937667847;19;90.9750189781;
81;7;35.8500022888;48.5971908569;12;75.3156763315;10;39.3593826294;80.6052932739;17;91.4508321285;
82;7;36.8500022888;47.5971908569;12;75.7694160938;10;40.0999984741;83.7162704468;17;91.9177117348;
83;7;38.8500022888;48.5971908569;12;76.2109591961;10;41.0999984741;86.3573913574;17;92.3754255772;
