Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;4;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;6;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;6;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.5;10.0;6;20.0;
8;2;16.156999588;8.79749965668;3;18.8861961365;2;9.5;10.3000001907;5;21.3999996185;
9;2;16.3317184448;8.94309806824;3;19.7067136765;2;9.81500053406;10.1999998093;5;21.8264003992;
10;2;16.8240280151;9.3333568573;3;20.416779995;2;9.91094017029;10.3632001877;5;22.1992716789;
11;2;18.8240280151;9.6677980423;3;21.0226662159;2;9.99483585358;10.4951858521;5;23.4054436684;
12;2;20.8240280151;9.94955635071;3;21.5340260267;2;10.2662248611;11.0209560394;5;24.4501843452;
13;2;21.9002914429;10.1834592819;3;21.9622858763;2;12.0683965683;11.4571752548;5;25.3486692905;
14;2;22.1773719788;10.3752222061;3;22.3193571568;2;14.0683965683;11.8107032776;5;26.1225088835;
15;2;22.3916149139;10.5308046341;3;22.5548160076;2;15.7228336334;12.6734056473;5;26.7957427502;
16;2;22.5328903198;10.625;3;22.6030313969;2;16.7228336334;12.9632444382;5;27.3919057846;
17;2;22.5618190765;10.625;3;22.6523760557;2;18.2696170807;12.4808797836;5;27.7113106251;
18;2;22.591424942;10.625;3;22.7028282881;2;19.3328781128;12.5;6;28.0173821449;
19;2;22.6216964722;10.625;3;22.7543625832;2;20.3039112091;12.5;6;28.3487696648;
20;2;22.6526184082;10.625;3;22.8069496155;2;20.3784732819;12.5;6;28.7054548264;
21;2;24.6841697693;10.625;4;22.8605561256;3;20.4587268829;12.5;5;29.0869145393;
22;2;25.7163333893;10.625;4;22.9151450396;3;19.625;13.5;5;29.4920539856;
23;2;26.74908638;10.625;4;22.97067523;3;19.625;14.2968215942;6;29.9191560745;
24;2;27.7824058533;10.625;4;23.0271017551;4;19.625;14.4676628113;5;30.3658571243;
25;2;27.8162612915;10.625;4;23.0843759775;4;20.625;12.5;5;30.8291530609;
26;2;27.8506259918;10.625;4;23.1424454451;4;19.625;13.5;5;31.3054442406;
27;2;27.8854675293;10.625;4;23.2012542486;4;20.625;12.5;5;31.790620327;
28;2;27.920753479;10.625;4;23.2607431412;4;21.1528892517;12.5;5;32.2801818848;
29;2;27.956445694;10.625;4;23.3208494186;4;17.625;14.5;5;33.7693967819;
30;2;27.9925098419;10.625;4;23.3815076351;4;17.625;16.5;5;34.3034770489;
31;2;28.0289039612;10.625;5;23.4426498413;4;17.625;18.5;5;34.8297400475;
32;3;28.0655899048;10.625;4;23.5042052269;4;17.625;20.5;5;35.3438628912;
33;3;28.1025238037;10.625;5;23.5661010742;4;18.0;22.5;6;35.8419877291;
34;3;28.1396598816;10.625;5;23.6282629967;4;19.0;24.5;6;36.3208451271;
35;3;28.1769580841;10.625;5;23.6906147003;4;19.2857437134;26.5;6;36.7778372765;
36;3;28.2143688202;12.625;5;23.7530794144;4;19.2992591858;27.8134555817;5;37.2110768557;
37;3;28.2518482208;14.625;5;23.8155794144;4;19.3132362366;29.0732460022;6;37.6193834543;
38;3;28.2893486023;16.625;5;23.878036499;4;19.3276672363;30.3141555786;6;38.0022410154;
39;3;28.3268222809;18.625;5;23.940372467;4;19.3425559998;31.5358352661;7;38.3597272635;
40;3;28.3642234802;20.625;5;24.0025100708;4;19.3578948975;32.7383575439;8;39.69242239;
41;3;28.401506424;20.625;6;24.0643725395;4;21.0;32.8221511841;8;40.0013132095;
42;3;28.4386234283;20.625;6;24.1258842945;4;22.0;32.0351409912;7;40.287689209;
43;3;28.4755306244;20.625;8;24.186971426;4;21.631526947;31.9221496582;8;40.5530488491;
44;3;28.5121822357;20.625;8;24.2475619316;4;22.0;32.8221511841;8;40.799016118;
45;3;28.548538208;20.625;7;24.3075861931;4;22.0;32.1941947937;10;41.0272674561;
46;3;28.5845527649;20.625;9;24.3669772148;4;23.0;32.249622345;11;41.120018959;
47;4;28.6201858521;20.625;9;24.4256706238;4;24.9249992371;31.8274745941;11;41.2022752762;
48;4;28.6554031372;20.625;9;24.4836053848;4;26.4205112457;32.8274726868;12;41.2859115601;
49;5;28.6901626587;20.625;8;34.5407235622;4;26.9249992371;33.8274726868;14;41.3708124161;
50;5;29.7244338989;21.625;8;34.9969706535;4;28.4584312439;34.4000015259;15;41.4568536282;
51;5;30.7581825256;22.625;9;35.4266972542;4;28.9249992371;35.4000015259;14;41.5439035892;
52;5;30.7913780212;23.625;9;35.8285946846;5;29.5499992371;34.2807312012;10;53.1318233013;
53;5;30.8239936829;24.625;9;36.202038765;5;31.1421585083;34.4000015259;12;53.680467844;
54;5;30.8560028076;25.625;9;37.547021389;5;32.1621055603;35.4000015259;12;54.1930701733;
55;5;31.8873825073;27.625;9;37.8840608597;5;32.1821784973;36.4000015259;13;54.6686503887;
56;6;32.9181098938;29.625;7;54.1527090073;5;32.2023468018;37.4000015259;13;55.1072380543;
57;6;34.5232162476;33.0499992371;8;57.159188509;5;32.2225723267;38.4000015259;14;55.5097062588;
58;6;36.4634819031;36.7019500732;7;59.818985939;5;32.4678230286;38.5;14;55.8775889874;
59;6;37.2714538574;40.2397842407;7;62.1360093355;5;32.4880599976;39.5;14;56.2128987312;
60;6;37.9550170898;41.932926178;8;64.1328401566;5;32.5082473755;40.5;14;56.5179545879;
61;6;38.5288467407;43.3668518066;9;66.1110091209;5;32.3033447266;42.4000015259;15;56.7952349186;
62;7;39.0104637146;44.818069458;10;68.3935980797;5;32.3233222961;43.4000015259;15;57.0250804424;
63;7;39.4172821045;44.012878418;10;70.1578352451;6;32.3431434631;44.4000015259;13;57.1123232841;
64;7;39.6379470825;44.0523338318;10;71.6401609182;6;31.5499992371;46.4000015259;14;57.1985738277;
65;7;39.8105354309;44.0523338318;10;72.9333673716;6;31.5499992371;48.4000015259;15;57.2836937904;
66;7;39.9814033508;46.0523338318;11;74.0568298101;6;32.4013290405;47.4000015259;16;57.367552042;
67;7;37.9814033508;49.0523338318;12;75.0321397781;6;32.4201965332;48.4000015259;16;59.338552475;
68;8;36.9814033508;52.0523338318;11;75.8807157278;6;32.7776107788;49.9179992676;17;61.0065307617;
69;8;36.2000007629;55.0523338318;12;76.2500168085;6;32.1168823242;52.3261756897;17;63.4102240801;
70;8;36.2000007629;57.9000015259;12;76.5758144855;6;34.3205337524;53.641784668;18;64.6307982206;
71;8;36.2000007629;59.9000015259;13;76.8927016258;6;34.4822921753;56.8827819824;18;65.5203344822;
72;8;36.2000007629;61.9000015259;13;77.1998858452;6;35.820186615;57.3015594482;18;66.094017148;
73;8;36.2000007629;63.9000015259;13;77.4967536926;6;36.0185203552;58.4105300903;19;66.5390828848;
74;8;36.2000007629;64.9000015259;12;77.782869339;6;34.1139183044;60.4295005798;20;66.8471056223;
75;8;36.2000007629;65.9000015259;12;78.0579583645;7;33.1784439087;61.4486083984;19;67.1074786186;
76;8;36.2000007629;66.2518157959;13;78.3218986988;7;32.232219696;62.4678497314;21;67.3650330305;
77;8;36.2000007629;66.3408660889;13;79.5746991634;7;31.2853279114;63.4872169495;21;67.6191114187;
78;8;37.2000007629;67.4238357544;13;79.8664834499;7;28.9794311523;65.5066986084;21;67.8691192865;
79;8;38.2000007629;68.5008468628;14;80.1494450569;7;29.6749992371;65.5262908936;22;68.1145308018;
80;8;38.2000007629;67.5720825195;13;80.4239035845;8;29.375;65.5459899902;20;68.3548913002;
81;8;38.2000007629;69.6377639771;13;80.6902302504;8;29.375;65.5657730103;19;68.5898195505;
82;8;38.2000007629;71.6981430054;13;80.9488325119;8;30.375;66.585647583;20;68.819008708;
83;8;38.2000007629;71.7535018921;14;81.14189291;8;29.375;66.6055908203;20;69.0422229767;
84;8;38.2000007629;71.7750015259;15;81.2939671278;8;29.9534397125;68.6256103516;21;69.2592952251;
85;8;38.2000007629;71.7750015259;15;81.4478851557;8;29.9847679138;70.645690918;21;69.470122695;
86;8;38.2000007629;71.7750015259;14;81.6034716368;8;30.0144748688;72.6658172607;17;70.6746606827;
87;8;38.2000007629;71.7750015259;15;81.7605451345;8;29.375;76.6859893799;16;71.0229167938;
88;8;38.2000007629;71.7750015259;18;81.9189190865;8;31.375;78.706199646;16;71.3857200146;
89;8;38.2000007629;71.7750015259;18;82.078401804;8;32.3911476135;81.7020492554;16;71.7654924393;
90;9;39.2000007629;74.7750015259;18;82.2387981415;8;32.458152771;83.7520370483;19;72.1647791862;
91;9;39.2000007629;74.7750015259;18;82.3999092579;9;32.5294036865;85.8023452759;18;72.586185813;
92;9;38.2000007629;77.7750015259;19;82.5615340471;9;32.1596870422;87.8529205322;19;73.0156327486;
93;9;39.2000007629;77.5750045776;20;82.7234694958;9;32.1749992371;89.4851760864;19;73.4100803137;
94;9;38.2000007629;79.5750045776;20;82.8855113983;9;32.7531700134;88.9547119141;21;73.8395136595;
95;9;38.2000007629;81.5750045776;20;83.0474553108;9;32.1749992371;91.0058441162;22;74.3054599762;
96;9;39.2000007629;80.5750045776;26;83.2090973854;9;32.1749992371;93.0570755005;23;74.8088783026;
97;9;38.2000007629;82.5750045776;26;83.3702344894;9;33.010848999;92.1083450317;23;76.349986434;
98;9;38.2000007629;84.5750045776;27;84.8890337944;9;34.1135368347;94.159614563;23;76.9680861235;
99;9;38.2000007629;86.5750045776;28;86.4364483356;9;33.2245521545;97.2108383179;24;77.6225919724;
100;9;38.2000007629;88.5750045776;28;87.9973900318;10;34.3435211182;101.30355072;24;78.3105459213;
101;9;38.2000007629;90.2201309204;28;89.5573649406;10;35.7225990295;104.37361145;24;79.0277369022;
102;10;39.2000007629;89.2201309204;27;92.1030991077;10;35.8650550842;107.443397522;26;79.7687221766;
103;10;39.2000007629;92.2201309204;28;94.682946682;11;35.1749992371;108.512870789;26;80.5269422531;
104;11;42.2000007629;93.2201309204;27;96.2900314331;12;35.4579925537;108.581939697;25;81.2949384451;
105;11;42.2000007629;97.2201309204;28;97.8593133688;12;36.0254554749;111.050575256;25;82.0646593571;
106;11;42.2000007629;101.22013092;28;99.3844379187;12;36.4737739563;111.118690491;28;83.8278406858;
