Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;2;12.2999992371;8.625;5;18.25;1;8.0;11.0;6;20.0;
5;2;13.5;8.625;5;18.3624999523;1;8.0;10.0;5;20.0;
6;2;14.5674991608;8.625;5;18.4864046574;1;9.0;10.0;4;20.0;
7;2;15.6418428421;8.625;5;18.9799406528;1;9.5;10.0;3;20.0;
8;2;16.3879642487;8.79749965668;5;19.4354615211;1;9.5;10.0;3;20.3999996185;
9;2;16.661277771;8.94309806824;5;20.4437325001;1;9.59000015259;10.1999998093;3;20.7264003754;
10;2;17.2662391663;9.3333568573;5;21.369802475;2;9.66343975067;10.6632003784;2;21.9903717041;
11;2;19.2662391663;9.6677980423;5;22.2224977016;2;9.94783401489;10.4951858521;2;23.0819120407;
12;2;21.2662391663;9.94955635071;4;23.013872385;2;10.1934309006;11.0209560394;2;23.99553442;
13;2;22.7882003784;10.1834592819;4;23.7574646473;2;11.9660997391;11.4571752548;2;24.7449600697;
14;2;23.2544803619;10.3752222061;4;24.4668486118;2;13.9660997391;11.8107032776;2;25.3503712416;
15;2;23.6801109314;10.5308046341;4;25.092634201;2;15.9660997391;12.0916318893;2;25.8344515562;
16;2;24.0555801392;10.625;4;25.5694036484;2;16.9954986572;12.3113050461;2;26.2195074558;
17;2;24.3416423798;10.625;4;26.0847344398;2;18.0058269501;12.4808797836;2;26.3048160076;
18;2;24.6508407593;10.625;4;26.6366324425;2;19.0164165497;12.5;3;26.3530313969;
19;2;24.9819793701;10.625;4;27.2218022346;2;19.9294319153;12.5;2;26.4023760557;
20;2;25.3330802917;10.625;4;27.8355960846;2;19.9405345917;12.5;2;26.4528282881;
21;2;27.7013587952;10.625;4;28.4720544815;2;19.9518871307;12.5;2;26.5043625832;
22;2;29.0832328796;10.625;3;29.1240577698;2;19.9634819031;12.5;2;26.5569496155;
23;2;30.4744338989;10.625;3;29.7835845947;2;19.9753131866;12.5;3;26.6105561256;
24;2;31.8701515198;10.625;4;30.442070961;3;19.9873752594;12.5;2;26.6651450396;
25;2;32.2652435303;10.625;4;31.0908403397;4;19.9996566772;12.5;3;26.72067523;
26;2;32.6545028687;10.625;5;31.7215557098;4;19.625;12.5;3;26.7771017551;
27;2;33.0329360962;10.625;5;32.3266487122;4;20.024848938;12.5;3;26.8343759775;
28;2;33.3959884644;10.625;5;32.8996829987;4;19.625;13.2337503433;3;26.8924454451;
29;2;33.7398071289;10.625;4;33.4356050491;4;18.0508003235;13.5;3;26.9512542486;
30;2;31.7398090363;11.625;4;33.9308757782;4;17.064031601;14.5;4;27.0107431412;
31;2;30.7398090363;12.625;4;34.3834724426;4;16.0774173737;15.5;4;28.0708494186;
32;3;29.7398090363;13.625;3;34.7927808762;4;16.0909404755;16.5;4;28.1815075874;
33;3;28.7398090363;15.625;4;35.1594133377;4;16.4795894623;17.5;4;28.2946248055;
34;3;27.7398090363;17.625;4;35.4849748611;4;16.7412910461;18.5;4;28.4101551771;
35;3;26.75;19.625;5;35.7718133926;4;16.7672843933;19.5;4;28.5280457735;
36;3;26.75;21.625;5;36.0227775574;4;16.0;20.5;4;29.6482362747;
37;4;26.75;23.625;4;48.9910039902;4;17.0;21.5;4;29.8006579876;
38;4;28.75;22.625;4;49.8172397614;4;18.0;22.5;4;29.9558261633;
39;4;30.75;22.625;4;50.4715299606;4;18.8764266968;23.5;4;30.1136497259;
40;4;28.75;24.625;4;51.9994401932;4;18.0;24.5;4;30.2740279436;
41;5;30.75;25.625;3;57.5282527208;4;18.0;25.5;4;30.4368507862;
42;5;33.75;28.625;4;58.1545248032;4;18.0;26.5;4;30.601999402;
43;5;35.75;31.625;4;58.7278686762;4;18.0;27.5;4;30.7693448067;
44;5;36.75;34.625;5;59.2517454624;4;18.0;28.5;5;30.9387488365;
45;5;37.75;37.625;6;59.7302470207;4;18.0;29.5;5;31.1100642681;
46;6;38.75;39.625;5;60.1677652597;4;19.0;27.5;6;31.2831345797;
47;6;39.75;40.625;5;60.5557324886;4;18.0;28.5;6;31.4577947855;
48;6;40.75;41.625;6;60.7589621544;4;18.0;29.5;6;31.6338715553;
49;6;41.75;42.3250007629;6;60.960283637;4;19.0;30.5;6;31.811183691;
50;6;41.9000015259;42.3250007629;7;61.1595635414;4;20.0;32.5;7;31.9895424843;
51;6;41.9000015259;42.3250007629;8;61.3566935062;4;21.0;34.5;7;32.1687527895;
52;7;41.9000015259;42.3250007629;7;63.3016811609;4;22.0;36.5;10;32.348613143;
53;7;42.7212524414;42.8741874695;7;64.9738277197;5;24.0;39.5;10;33.5289174318;
54;7;43.4135932922;43.3280448914;7;66.3993666172;5;25.625;39.5;10;33.7394543886;
55;7;43.9891433716;43.69764328;7;67.6082735062;5;25.625;39.5;12;33.9506013393;
56;7;44.4622039795;43.9950752258;8;68.4962739944;5;25.625;39.5;11;34.162135005;
57;7;44.8475418091;44.1782951355;7;68.9984705448;5;25.625;39.5;11;34.3738293648;
58;8;42.873588562;45.2000007629;6;70.5350329876;4;23.625;33.5;8;33.4296222925;
59;8;42.873588562;48.2000007629;7;71.7806612253;4;23.625;32.5;9;33.6080827713;
60;9;43.873588562;52.2000007629;6;71.980036974;4;23.625;32.5;10;33.7854789495;
61;9;43.873588562;57.0;6;72.1836701632;4;23.625;32.5;10;33.961599946;
62;9;42.873588562;61.0;10;72.3913136721;4;23.625;32.5;11;34.1362389326;
63;9;41.873588562;65.0;10;72.6026980877;5;23.625;32.5;11;34.3091950417;
64;9;40.873588562;68.0;10;72.8175336123;5;23.625;32.5;11;34.480273962;
65;9;40.873588562;71.5875549316;10;73.0355112553;5;23.625;32.5;12;34.649289608;
66;9;40.8685760498;72.0169525146;14;74.2563064098;5;23.625;32.5;12;34.7941217422;
67;9;41.4683036804;73.053024292;13;74.5395799875;5;23.625;32.5;12;34.9191503525;
68;9;40.4683036804;74.0;14;74.8279458284;5;23.625;32.5;12;35.042825222;
69;10;40.4000015259;75.8460464478;15;75.121114254;5;23.625;32.5;12;35.1649916172;
70;11;40.4000015259;73.9071121216;15;75.4187815189;5;23.625;32.5;12;35.2855041027;
71;11;39.4000015259;75.9678726196;15;75.7206321955;5;23.625;32.5;13;36.4042267799;
72;11;39.4000015259;73.0281677246;16;76.0263404846;5;24.625;33.5;13;36.5510337353;
73;11;38.4000015259;75.0878753662;18;76.3355715275;5;25.625;34.5;13;36.6964015961;
74;11;39.4000015259;78.1468353271;18;76.6479824781;5;25.8636322021;35.5;15;36.8508244753;
75;11;40.4000015259;81.2049407959;19;76.9632234573;5;25.8730335236;36.5;15;38.2784482241;
76;12;40.4000015259;82.2620544434;18;78.4262784719;4;23.8500003815;33.0;15;38.2967429161;
77;12;42.4000015259;82.2620544434;18;78.7902590036;4;24.0255012512;33.3899993896;16;39.2727019787;
78;12;44.4000015259;84.0;20;79.1571671963;4;24.1592674255;33.6872596741;15;40.0957744122;
79;12;42.4000015259;87.0;21;79.5266259909;4;24.2593841553;33.9097442627;15;40.6499450207;
80;12;42.4000015259;91.0500030518;22;79.8982505798;4;24.2999992371;34.0;16;41.0180864334;
81;12;44.4000015259;91.0500030518;23;80.2716509104;4;24.2999992371;34.0;16;41.379711628;
82;12;41.4000015259;94.0500030518;24;80.6464289427;4;24.2999992371;34.0;16;41.7338943481;
83;12;41.4000015259;97.0500030518;25;81.0221809149;4;22.2999992371;35.0;17;42.0797915459;
84;12;42.4000015259;97.0500030518;25;81.3984966278;4;21.2999992371;36.0;17;42.4166536331;
85;12;42.4000015259;96.6155319214;26;81.7749598026;4;20.2999992371;37.0;17;42.7438282967;
86;12;43.4000015259;96.677986145;29;82.1511482;4;19.2999992371;38.0;19;43.060765028;
87;12;42.4000015259;95.7403259277;29;82.526635766;4;18.2999992371;39.0;19;43.3670158386;
88;13;41.4000015259;97.8024597168;29;82.9009922743;4;18.0;40.0;20;43.6622331142;
89;13;42.4000015259;97.8643264771;30;83.7401257753;4;18.0;41.0;20;43.9461669922;
90;13;42.2000007629;98.0384063721;30;84.6145403385;4;18.0;42.0;21;44.2186617851;
91;13;40.2000007629;101.218063354;30;85.522837162;4;18.0;43.0;20;44.4796478748;
92;13;40.2000007629;101.402816772;31;86.443066597;4;18.0;44.0;19;44.7291369438;
93;13;39.7999992371;101.592163086;32;88.3534762859;4;18.0;45.0;20;44.9672124386;
94;14;39.7999992371;104.785484314;29;92.8900504112;3;16.0;41.0;20;41.6050868034;
95;14;41.7999992371;111.982139587;30;94.1106212139;3;16.0;42.0;20;41.7701916695;
96;14;44.7999992371;110.181411743;31;96.3580256701;3;16.0;43.0;21;41.8739199638;
97;14;44.7999992371;112.382553101;32;97.7465852499;3;16.0;44.0;20;41.9625864029;
98;14;46.7999992371;116.584777832;33;100.258579254;3;16.0;45.0;21;42.0;
99;14;48.7999992371;118.787261963;33;102.721424699;3;16.0;46.0;21;42.0;
100;14;49.4000015259;119.989196777;35;105.132608652;3;16.0;47.0;21;42.0;
