Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;4;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;4;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;4;17.25;1;8.0;10.0;6;20.0;
6;1;13.8999996185;8.625;4;17.25;2;9.0;10.3000001907;5;21.0;
7;2;15.5;8.625;3;18.5949993134;2;9.72500038147;10.0;5;21.0900000334;
8;2;16.156999588;8.79749965668;2;18.8861961365;2;9.74524974823;10.0;5;21.5980186462;
9;2;16.3317184448;8.94309806824;2;19.7067136765;2;9.85955429077;10.1999998093;5;22.0418490171;
10;2;16.8240280151;9.3333568573;2;20.416779995;2;9.95941543579;10.3632001877;5;22.4332156181;
11;2;18.8240280151;9.6677980423;2;21.0226662159;2;10.0474739075;10.4951858521;5;23.6659361124;
12;2;20.8240280151;9.94955635071;2;21.5340260267;2;10.3248357773;11.0209560394;5;24.7393633127;
13;2;21.9002914429;10.1834592819;2;21.9622858763;2;12.1334619522;11.4571752548;5;25.6686143875;
14;2;22.9271316528;10.3752222061;2;22.3193571568;2;14.1334609985;11.8107032776;5;26.4751701355;
15;2;23.9546756744;10.5308046341;2;22.5548160076;2;16.1334609985;12.0916318893;5;27.1828548908;
16;2;24.9829177856;10.625;2;22.6030313969;2;17.2988891602;12.3113050461;5;27.8148901463;
17;2;26.0118465424;10.625;2;22.6523760557;2;18.3647880554;12.4808797836;5;28.1711652279;
18;2;27.0414524078;10.625;3;22.7028282881;2;19.4363460541;12.5;6;28.5145654678;
19;3;27.6216964722;10.625;2;22.7543625832;2;19.625;13.5;6;28.8830828667;
20;3;27.6526184082;10.625;2;22.8069496155;2;20.4986934662;12.5;6;29.2759313583;
21;3;27.6841697693;10.625;2;22.8605561256;2;20.5870838165;12.5;6;29.6917257309;
22;3;27.7163333893;10.625;2;22.9151450396;2;20.6806373596;12.5;6;30.1284441948;
23;3;27.74908638;10.625;2;22.97067523;2;20.7789001465;12.5;6;30.5834169388;
24;3;27.7824058533;10.625;2;23.0271017551;2;20.881269455;12.5;6;31.0533499718;
25;3;26.75;11.5135507584;2;23.0843759775;2;20.9870033264;12.5;7;31.5343885422;
26;3;26.75;11.5421876907;2;23.1424454451;3;19.625;13.5;7;32.0222206116;
27;3;26.75;11.5712223053;3;23.2012542486;4;20.625;12.5;5;32.5122156143;
28;3;26.75;11.6006269455;3;23.2607431412;4;21.3152484894;12.5;6;32.9995918274;
29;3;26.75;11.6303710938;3;23.3208494186;4;17.625;14.5;6;33.4795999527;
30;3;26.75;11.6604251862;3;23.3815076351;4;16.625;16.5;6;33.9477081299;
31;3;26.75;11.6907539368;3;23.4426498413;4;15.625;18.5;6;34.399772644;
32;3;26.75;11.7213249207;3;23.5042052269;4;14.625;20.5;6;34.8321838379;
33;3;26.75;11.7521028519;3;23.5661010742;5;14.0;22.5;5;47.9919710159;
34;4;26.75;11.7830505371;2;23.6282629967;5;15.0;24.5;5;49.0143671036;
35;4;27.75;13.7830505371;2;23.6906147003;5;16.0;26.5;4;50.9568557739;
36;4;28.2143688202;15.7830505371;3;23.7530794144;5;18.0;28.1897277832;5;51.8659379482;
37;4;28.2518482208;17.7830505371;3;23.8155794144;5;20.0;29.4215488434;6;52.6929039955;
38;4;28.2893486023;19.625;3;23.878036499;5;21.2479438782;30.6341228485;6;53.4394925833;
39;4;28.3268222809;20.625;4;23.940372467;5;22.2600898743;31.8277015686;8;54.1093255281;
40;4;28.3642234802;20.625;4;24.0025100708;5;23.272687912;33.0028572083;10;54.707382679;
41;4;28.401506424;20.625;5;24.0643725395;5;24.2857437134;34.1604194641;10;55.239505291;
42;4;28.4386234283;20.625;5;25.1258842945;6;25.2992591858;35.3014068604;10;55.7119733095;
43;4;29.4755306244;21.625;5;25.2444714308;6;25.4551544189;36.4269638062;10;56.1181646585;
44;4;30.5121822357;22.625;7;25.3652601242;6;26.5375003815;35.5383033752;11;56.2724741697;
45;4;31.2191562653;23.625;7;25.4882365465;6;25.5375003815;36.6657295227;11;56.3406432867;
46;4;31.2929420471;24.625;7;25.6133821011;6;27.5375003815;34.6657295227;11;56.4107804298;
47;4;31.3680286407;25.625;9;25.7406725883;6;29.9111766815;34.6657295227;11;56.4828453064;
48;4;31.4444046021;25.625;9;25.8700777292;6;31.4624996185;34.6657295227;11;56.5567884445;
49;4;31.5220470428;25.625;9;26.0015597343;7;32.8690261841;35.5;8;74.6325509548;
50;4;28.75;27.3554191589;11;26.135073185;7;34.4625015259;37.5;8;76.6100636721;
51;5;28.75;28.0675373077;9;26.2705639601;7;37.0875015259;38.8720436096;8;77.4941494465;
52;5;28.75;28.1352825165;9;26.4079675674;7;39.0875015259;39.9274749756;9;78.2597210407;
53;5;28.75;28.2039833069;9;26.5472095013;7;40.5645065308;39.5;9;78.9161212444;
54;5;28.75;28.2736053467;11;26.6882038116;7;41.5830154419;41.5;9;79.4756500721;
55;5;28.75;28.3441009521;11;27.6277272701;7;42.6018295288;42.5;9;79.9517859221;
56;5;29.2281265259;28.8138637543;12;28.5272805691;7;43.8809967041;42.5;10;80.3578656912;
57;5;29.6187667847;29.2636394501;12;29.3017759323;7;44.0875015259;44.3320960999;10;80.51603055;
58;5;29.9322776794;29.650888443;13;29.9698987007;7;42.9624786377;45.2807312012;11;80.6378993988;
59;5;30.1802082062;29.9849510193;13;31.5500590801;7;41.6875;47.2215309143;11;80.7610096931;
60;5;31.3739547729;31.2750282288;13;31.912447691;7;41.2996063232;46.4033813477;12;80.8851950169;
61;5;32.4000015259;32.4262237549;14;32.2355048656;8;39.9857406616;47.5;11;81.0102833509;
62;5;32.4000015259;33.5562705994;14;32.562079072;8;39.7148475647;47.5;15;81.1360981464;
63;5;32.4000015259;34.6865615845;13;32.8916008472;8;39.0625;50.4778137207;15;83.7929799557;
64;5;32.4000015259;35.8167724609;13;33.2234977484;8;38.4300918579;50.5130462646;15;86.0097106695;
65;5;32.4000015259;36.6117477417;13;33.5571955442;8;38.7335281372;50.8966140747;16;87.8471741676;
66;5;32.4000015259;36.7785987854;13;33.892124176;8;38.0563163757;50.0658912659;20;89.3681992292;
67;6;32.4000015259;36.9460601807;10;49.2277206182;8;38.2569503784;50.2386817932;20;91.156221509;
68;6;33.7524032593;34.6079788208;10;50.6134316921;8;40.3000030518;52.4144859314;19;91.6600618362;
69;6;37.4000015259;34.8256645203;10;51.9036949873;8;39.3000030518;55.5927886963;20;92.1399581432;
70;6;39.5347862244;35.8698272705;11;53.0874387026;9;37.3000030518;59.773021698;21;92.4872754812;
71;6;40.0411376953;36.9155807495;11;54.1605005264;9;36.3000030518;62.6749954224;21;92.7913012505;
72;6;38.1840820312;38.9629058838;10;55.1246738434;9;35.3000030518;66.816734314;22;93.0966976881;
73;6;37.324016571;40.0;10;55.9862449169;9;34.3000030518;70.5640106201;24;93.4025838375;
74;7;36.4607162476;43.0;10;56.754404068;10;33.3000030518;73.727355957;24;93.708088398;
75;7;35.5939826965;42.1139030457;9;57.4397935867;10;32.3000030518;76.2373580933;24;94.0123639107;
76;7;34.7236328125;44.1670608521;9;58.0533618927;11;32.0999984741;81.0506973267;22;95.3145979643;
77;7;33.8495101929;46.2215156555;9;58.5068449974;11;31.1000003815;85.2096252441;23;95.6740242243;
78;7;32.971496582;48.277179718;10;58.8170411587;11;32.0999984741;87.3660736084;25;96.0328962803;
