Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;8.0;11.0;5;20.0;
5;1;12.8999996185;8.625;6;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;6;17.25;1;9.0;10.0;5;20.0;
7;2;15.5;8.625;5;18.5949993134;2;9.5;10.3000001907;4;21.0;
8;2;16.156999588;8.79749965668;4;19.0086960793;2;9.72500038147;10.0;4;21.4999996424;
9;2;16.4052181244;8.94309806824;4;19.9590197802;2;9.8375005722;10.1999998093;4;21.9353003502;
10;2;16.9754104614;9.3333568573;4;20.8212013245;2;9.93544197083;10.3632001877;4;22.3176362514;
11;2;18.9754104614;9.6677980423;4;21.6040585041;2;10.0214681625;10.4951858521;4;23.5373773575;
12;2;20.9754104614;9.94955635071;4;22.3198496103;2;10.2959108353;11.0209560394;4;24.5968167782;
13;2;22.3717861176;10.1834592819;4;22.9825873375;2;12.1013889313;11.4571752548;4;25.5111111403;
14;2;22.7895545959;10.3752222061;4;23.6066508293;2;14.1013889313;11.8107032776;4;26.3018171787;
15;2;23.1639919281;10.5308046341;4;24.1438384056;2;16.1013889313;12.0916318893;4;26.9928781986;
16;2;23.4863033295;10.625;4;24.5303442478;2;17.2561435699;12.3113050461;4;27.6076834202;
17;2;23.7182064056;10.625;4;24.9557936192;2;18.3181667328;12.4808797836;4;27.9463441372;
18;2;23.9734764099;10.625;4;25.4206562042;2;19.385761261;12.5;4;28.2720229626;
19;2;24.2523937225;10.625;4;25.9244441986;2;20.3612060547;12.5;4;28.6230447292;
20;2;24.5546665192;10.625;4;26.4655370712;2;20.4401855469;12.5;5;28.9990065098;
21;2;26.879322052;10.625;5;27.0410437584;2;20.5247764587;12.5;6;29.3989467621;
22;2;28.2246265411;10.625;5;27.6467266083;2;20.6147632599;12.5;6;29.8212919235;
23;2;29.5880355835;10.625;5;28.2770137787;2;20.7097911835;12.5;7;30.2638244629;
24;2;30.9662094116;10.625;4;28.9251141548;2;20.8093605042;12.5;7;30.7236814499;
25;2;28.9662094116;11.625;4;29.5832462311;2;20.9128284454;12.5;7;31.19739151;
26;2;27.9662094116;12.625;4;30.2429685593;3;19.625;13.5;6;31.680949688;
27;2;26.9662094116;13.625;3;30.8955907822;3;20.625;12.5;6;32.1699318886;
28;2;26.75;14.625;3;31.5326251984;4;19.625;13.5;4;44.9487199783;
29;2;26.75;15.625;4;32.1462278366;4;18.625;15.5;4;46.105465889;
30;3;25.75;14.625;3;32.7295866013;4;18.625;17.5;4;47.2031183243;
31;3;25.75;14.625;4;33.2772102356;4;18.625;19.5;4;48.2330007553;
32;3;23.75;16.625;4;33.7850942612;4;18.625;21.5;4;49.1891946793;
33;3;24.75;16.625;4;34.2507610321;4;19.0;23.5;4;50.0684261322;
34;3;25.75;17.1253814697;4;34.6731872559;4;20.0;25.4707565308;4;50.8697938919;
35;3;26.75;17.3365936279;4;35.0526351929;4;21.0;26.7524986267;5;51.5943956375;
36;3;26.75;19.3365936279;5;35.3904361725;4;22.0;28.0164375305;6;52.2449111938;
37;3;26.75;21.3365936279;5;35.6887378693;4;23.0;29.2616424561;6;52.8251914978;
38;3;26.75;23.3365936279;5;35.950261116;4;24.0;30.487657547;7;53.3398809433;
39;3;26.75;25.3365936279;6;36.1780767441;4;25.0;31.6944618225;7;53.7248744965;
40;3;26.75;27.3365936279;6;36.3754148483;4;27.0;33.5824127197;7;54.9673805237;
41;3;26.75;28.187707901;6;36.5;4;29.0;34.752166748;7;55.235170126;
42;3;26.75;28.25;6;37.5;4;30.0;35.9396209717;8;55.4817347527;
43;3;27.75;29.25;5;37.6050000191;4;31.0;37.1122131348;9;55.7087682486;
44;3;28.75;30.25;6;37.7198647261;4;33.0;38.1122131348;10;55.9180356264;
45;3;28.75;31.25;6;37.8452684879;4;34.0;39.1122131348;11;56.019973278;
46;3;28.75;32.25;7;37.9818768501;4;34.0750007629;40.1122131348;11;56.0800433159;
47;3;28.75;33.25;8;38.130333066;4;35.0750007629;42.2713813782;10;56.1421557665;
48;4;28.75;33.25;7;38.2912415266;4;36.0;45.2713813782;12;56.2063041925;
49;4;28.75;33.25;7;38.4651488066;4;36.0;46.5194129944;13;56.2724741697;
50;4;28.75;33.25;7;38.6525228024;4;36.0;47.5657310486;15;56.3406432867;
51;4;28.75;33.25;8;38.8537294865;4;36.0;48.6134490967;15;56.4107804298;
52;4;28.75;33.25;8;39.0690078735;5;36.0;49.6625442505;13;66.4828453064;
53;4;28.75;33.25;8;39.2984457016;6;38.3898887634;47.5;16;66.956788063;
54;4;28.75;33.25;9;39.5419540405;7;40.4065284729;47.5;15;67.4069507122;
55;4;28.75;33.25;9;39.799243927;7;41.0;48.5;15;67.832002759;
56;4;28.75;33.25;10;41.0698068142;7;39.0;50.8720436096;16;68.2312841415;
57;5;29.75;34.25;9;42.8651961088;8;38.0;52.9274749756;10;83.6047372818;
58;5;31.2281265259;35.9343757629;9;44.4714593887;8;39.4770050049;54.5;10;84.7028179169;
59;5;31.6187667847;37.5113296509;10;45.9077295065;8;40.4955101013;57.5;10;86.6957740784;
60;5;31.9322776794;38.9909553528;10;47.1963300705;8;41.5143318176;61.5;10;88.9523515701;
61;5;32.1802062988;40.3851699829;11;48.3599095345;9;44.5334320068;63.5;9;92.0527383089;
62;5;32.3739547729;40.7062835693;13;49.2129696608;9;44.3391876221;68.5;12;94.9575657845;
63;5;32.4000015259;40.8627510071;13;49.9949909449;9;46.8904838562;71.2807312012;14;97.4411150217;
64;5;32.4000015259;40.9757080078;12;50.6125621796;9;46.2245597839;75.3422775269;13;99.5551651716;
65;5;32.4000015259;41.0;13;51.1910846233;9;48.7631340027;75.4143753052;13;101.069853187;
66;5;32.4000015259;41.0;14;52.7756865025;9;50.8321800232;76.4664382935;14;102.20363307;
67;6;33.4000015259;43.0;12;53.4428914785;10;52.4804458618;76.5;14;103.208600163;
68;6;35.4000015259;43.0;12;54.1580492258;11;47.5;82.1997070312;13;103.815903902;
69;6;36.4000015259;44.0;12;54.883014679;12;45.5;86.519317627;9;134.304059744;
70;6;35.4000015259;46.0;14;55.6159443855;12;45.5;90.9569091797;11;138.066067457;
71;6;34.4000015259;48.0;14;56.35531497;12;46.5;95.2005386353;11;140.937896132;
72;6;34.4000015259;51.0;14;57.0999275446;12;47.2533454895;96.2005386353;11;143.060000777;
73;6;34.4000015259;54.0;15;57.8488867283;12;47.2000007629;102.200538635;13;144.587563992;
74;6;34.4000015259;57.0;15;58.6015527248;13;46.4484405518;104.919326782;11;146.47734189;
75;6;34.4000015259;61.0;14;59.3574728966;13;46.2000007629;109.919326782;12;146.745342612;
76;6;34.4000015259;65.0;14;60.0141031742;13;48.2000007629;115.919326782;12;147.288308978;
77;6;34.4000015259;69.0;11;60.659072876;14;50.4263305664;118.919326782;15;147.784578681;
78;6;34.4000015259;73.0;10;61.2916305065;14;48.4451980591;124.919326782;17;148.120338202;
79;6;34.4000015259;77.0;9;61.9111170769;14;49.4637565613;128.919326782;16;148.459517241;
80;6;34.4000015259;81.0;10;62.5169274807;14;53.7459564209;134.121765137;17;148.801571727;
81;6;34.4000015259;85.0;10;63.1084835529;14;58.3801574707;138.203521729;19;149.145929933;
82;7;35.4000015259;86.0;10;63.68521595;14;61.514591217;140.218063354;22;149.491998434;
83;7;34.4000015259;89.9108047485;10;64.1351861954;14;63.3491973877;144.355041504;22;150.839161396;
84;7;35.4000015259;90.0097503662;11;64.572930336;14;66.3839111328;146.491485596;25;151.216789961;
85;7;35.4000015259;90.1098480225;12;65.0063323975;14;66.8186798096;151.627166748;27;151.594834685;
86;7;34.4000015259;93.2107086182;12;65.4336509705;14;66.9594802856;156.761825562;28;151.97264266;
87;7;35.4000015259;93.3119277954;13;65.8532443047;14;67.9972610474;158.895233154;29;152.349560022;
88;7;35.4000015259;93.4131011963;13;67.2635912895;15;67.0349578857;164.027145386;29;152.724936128;
89;7;35.4000015259;97.5138168335;13;67.9033124447;16;67.0724945068;169.157348633;28;153.098130584;
90;7;36.4000015259;102.65914917;13;68.5858067274;16;69.1098098755;167.957382202;30;153.468517661;
91;7;36.4000015259;106.661155701;14;69.320872426;16;67.1468429565;172.101333618;30;153.835491419;
92;7;36.4000015259;109.959823608;15;70.1198160648;17;67.1835479736;176.243179321;20;154.198471785;
93;7;36.4000015259;113.246871948;19;70.9951832294;17;69.2024230957;181.887207031;21;154.556906223;
94;7;38.4000015259;109.521774292;22;71.9602079391;17;70.2556915283;183.956878662;22;155.89263916;
95;7;36.4000015259;111.784164429;22;73.0278868675;17;72.2858886719;185.271789551;22;157.221175671;
96;7;36.4000015259;114.033798218;21;74.209602356;17;75.3191223145;185.235031128;22;157.576331139;
97;7;38.4000015259;110.270553589;16;75.5132708549;17;77.4546279907;186.036499023;23;157.928255439;
98;7;36.4000015259;112.494415283;17;76.9411001205;17;78.5928268433;187.195739746;27;160.076293349;
99;7;36.4000015259;114.70552063;17;78.4872207642;17;80.7076263428;189.775390625;28;161.361591339;
100;7;38.4000015259;110.904052734;16;80.1307959557;17;82.8271484375;192.378799438;28;164.967876911;
