Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.5;10.0;5;20.0;
8;2;16.156999588;8.79749965668;3;18.8861961365;1;9.5;10.0;5;20.3999996185;
9;2;16.3317184448;8.94309806824;3;19.696713686;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;16.8180274963;9.3333568573;2;20.396187067;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;18.8180274963;9.6677980423;2;20.9908788204;2;9.94783401489;10.4951858521;4;23.0619120598;
12;2;20.8180274963;9.94955635071;2;21.4904358387;2;10.1889305115;11.0209560394;4;23.9545464516;
13;2;21.8741378784;10.1834592819;2;21.9062794447;2;11.9568777084;11.4571752548;4;24.6819883585;
14;2;22.8935279846;10.3752222061;2;22.2503181696;2;13.9568777084;11.8107032776;4;25.2644146681;
15;2;23.9132537842;10.5308046341;3;22.4721269608;2;15.7228336334;12.415977478;3;25.7245066166;
16;2;24.933303833;10.625;3;22.5060760975;2;16.9707603455;12.3113050461;3;26.0845712423;
17;2;25.9536724091;10.625;3;22.5405418873;2;17.9754657745;12.4808797836;2;26.1438889503;
18;2;26.9743518829;10.625;3;22.5755085945;2;18.9802093506;12.5;3;26.1651208401;
19;2;27.5453052521;10.625;3;22.6109591722;2;19.8871517181;12.5;3;26.1864993572;
20;2;27.566576004;10.625;3;22.6468753815;2;19.8919620514;12.5;3;26.2080165148;
21;2;27.5881252289;10.625;4;22.6832377911;2;19.8968029022;12.5;3;26.2296639681;
22;2;27.6099433899;10.625;4;22.7200255394;2;19.9016742706;12.5;3;26.2514331341;
23;2;27.6320152283;10.625;4;22.7572168112;3;19.9065723419;12.5;2;26.2733153105;
24;2;27.6543292999;10.625;4;22.7947884798;3;19.625;13.0093259811;3;26.2953014374;
25;2;27.6768722534;10.625;3;22.8327163458;3;19.9164428711;12.5;2;26.3173824549;
26;3;27.6996307373;10.625;2;22.8709751368;3;19.625;13.0269527435;2;26.3395489454;
27;3;27.7225856781;10.625;2;22.9095385075;3;19.625;13.0358200073;2;26.3617914915;
28;3;27.7457237244;10.625;2;22.9483793974;3;19.9314041138;12.5;2;26.3841004372;
29;3;27.76902771;10.625;1;22.9874696732;3;19.625;13.0536403656;2;26.4064661264;
30;3;27.7924823761;10.625;1;23.0267804861;3;17.9414558411;13.5;2;27.428878665;
31;3;27.8160686493;10.625;2;23.0662822723;3;17.9464969635;14.5;2;27.491328001;
32;4;27.8397693634;10.625;1;23.1059447527;3;17.95154953;15.5;2;27.554988265;
33;4;27.8635673523;10.625;1;23.1457372904;3;17.1998729706;16.5;2;27.6198509932;
34;4;27.8874416351;10.625;1;23.1856285334;3;16.589466095;17.5;2;27.6859048605;
35;4;26.75;12.625;2;23.2255871296;3;16.6043281555;18.5;2;27.7531353235;
36;4;26.75;14.625;2;23.265581131;3;16.6194553375;19.5;2;27.8215247393;
37;4;26.75;16.625;2;23.3055787086;3;16.6348419189;20.5;3;27.8910521269;
38;4;26.75;18.625;2;23.3455479145;3;16.6504859924;21.5;3;27.9616931677;
39;4;26.75;20.625;2;23.385456562;3;16.6663818359;22.5;3;28.0334197283;
40;4;26.75;20.625;2;23.42527318;3;16.6825199127;23.5;3;28.1062002182;
41;4;26.75;20.625;2;24.4649660587;3;16.6988964081;24.5;4;28.1799992323;
42;4;27.75;21.625;2;24.5045039654;3;16.7154998779;25.5;4;28.2547777891;
43;4;28.75;22.625;2;24.543856144;3;16.7323246002;26.5;5;28.3304929733;
44;4;28.75;23.625;2;24.5829925537;3;16.7493610382;27.5;6;28.4070981741;
45;4;28.75;24.625;2;24.6218836308;4;16.7665977478;28.5;5;28.4845429659;
46;4;28.75;25.625;2;24.6605007648;4;16.7840213776;29.5;6;28.5627732277;
47;4;28.75;25.625;3;24.6988155842;4;17.8016242981;27.5;7;28.6417313814;
48;4;28.75;25.625;3;24.7368011475;4;16.8193893433;28.5;7;28.7213561535;
49;4;28.75;25.625;4;24.7744314671;4;17.837305069;28.5;8;28.8015831709;
50;4;28.75;25.625;5;24.8116812706;4;18.4163246155;29.5;8;28.8823447227;
51;5;29.75;26.625;4;25.8485264778;4;19.4211101532;30.5;11;28.963570118;
52;5;30.75;27.625;4;25.9249441624;4;20.4659404755;31.5;10;29.0451860428;
53;5;31.3740005493;28.625;5;26.002096653;4;21.4305782318;32.5;7;29.1271169186;
54;5;30.75;29.625;5;26.0799651146;4;22.118347168;31.5;8;29.2092846632;
55;5;30.75;30.625;6;26.158528924;4;21.625;32.5;8;29.2916095257;
56;5;30.75;30.625;6;26.2377659082;4;22.0694885254;31.1212711334;9;29.3740103245;
57;5;30.75;30.625;6;27.2269912958;4;22.0740432739;30.1647834778;10;29.4406147003;
58;5;31.2281265259;31.0234375;8;28.0754915476;6;22.6241397858;27.5;8;49.5030794144;
59;5;31.6187667847;31.3489723206;8;28.8004832268;6;22.625;28.5;9;50.7655801773;
60;5;32.9322776794;32.3911170959;8;29.4211661816;6;24.0750007629;30.5;9;51.8456363678;
61;5;34.0266265869;32.6261062622;8;29.9564677477;6;25.6663093567;30.5;11;52.7483310699;
62;5;34.2651062012;32.8166465759;9;30.2170934677;6;26.6803340912;31.5;14;53.4888439178;
63;5;30.3739547729;34.8464279175;7;30.4390233755;6;27.6943149567;32.5;12;54.0880179405;
64;6;31.3739547729;34.5482444763;6;30.6655218601;6;28.258234024;32.5;12;54.5685780048;
65;6;29.3739547729;35.6156959534;7;30.8964191675;6;26.7220745087;33.5;13;54.936971426;
66;7;30.3739547729;34.6833877563;7;31.1315159798;6;27.7358188629;32.5;16;54.9975619316;
67;7;31.3739547729;34.7512626648;9;31.3705832958;6;28.7494525909;32.5;16;55.0575861931;
68;7;29.3739547729;35.8192520142;10;31.6133612394;6;26.7629585266;33.5;17;55.1169772148;
69;7;30.3739547729;34.8873023987;10;31.8595583439;7;25.7763214111;34.5;13;73.4256706238;
70;7;31.3739547729;38.8192520142;10;32.1088516712;7;28.0750007629;34.5;14;74.3961045742;
71;7;32.3739547729;40.8192520142;11;32.3608869314;7;31.8025627136;36.5;14;75.2546026707;
72;8;32.4000015259;42.8192520142;10;32.6152800322;7;33.0633583069;38.5;14;76.0038841963;
73;8;32.4000015259;44.8192520142;11;32.8716187477;7;34.0881576538;40.5;14;76.6512943506;
74;9;32.4000015259;46.8192520142;10;33.1294637918;7;34.7382049561;42.5;15;78.2070903778;
75;9;32.4000015259;48.8192520142;10;33.388353467;7;34.9884910583;43.5;18;81.0952651501;
76;9;32.4000015259;50.8192520142;10;33.6478060484;7;35.430065155;45.0;18;83.4236482382;
77;9;32.4000015259;52.8192520142;8;33.9073238373;7;35.7808609009;46.3899993896;19;85.2757400274;
78;9;32.4000015259;54.8192520142;9;34.1663985252;7;36.0566444397;47.6872596741;19;86.5900808573;
79;9;32.4000015259;55.5585250854;10;34.4245147705;7;34.1989784241;49.9097442627;22;87.3547362089;
80;9;30.4000015259;56.6235580444;10;34.6811556816;7;33.2820472717;52.0;22;87.8457198143;
81;9;29.4000015259;57.6880226135;12;34.9358096123;7;31.3830604553;55.0;23;88.0355930328;
82;9;28.4000015259;58.7518692017;12;35.1879732609;8;30.399274826;58.0;21;88.2255921364;
83;9;27.4000015259;59.8150558472;12;35.4255943298;8;28.9659118652;61.0;21;88.4154126644;
84;9;26.4000015259;60.8717689514;12;35.6267387867;8;30.1735744476;61.0;23;88.604757905;
85;9;25.4000015259;61.9112319946;13;35.8255829811;8;29.7950553894;63.0;24;88.7933402061;
86;9;24.4000015259;62.9507141113;14;36.0216913223;8;29.2088317871;65.0;25;88.9808821678;
87;9;23.4000015259;63.9901771545;14;36.2146577835;8;29.2270050049;68.0;24;89.1671190262;
88;9;22.4000015259;65.0295715332;14;36.4041080475;8;29.2455120087;71.0;26;89.3517975807;
89;9;21.4000015259;66.068862915;16;36.5897016525;8;29.2643299103;74.0;26;89.5346784592;
90;9;22.4000015259;65.5388565063;14;36.7711350918;8;29.2834320068;77.0;25;89.7155354023;
91;9;23.4000015259;64.5889205933;14;36.9481422901;8;29.3027915955;80.0;25;89.8941557407;
92;9;24.4000015259;63.6386756897;15;37.1204957962;9;28.75;84.0;24;90.0703413486;
93;9;25.4000015259;62.6880722046;17;37.2880048752;9;28.75;87.8422775269;24;90.2439072132;
94;9;26.4000015259;61.7370529175;18;37.4505176544;9;29.3621063232;88.8664093018;25;90.4146826267;
95;9;27.4000015259;60.7855758667;20;37.6079170704;9;29.3821792603;90.923500061;25;90.5825102329;
96;9;28.4000015259;59.8335838318;21;37.7601208687;9;29.4023475647;92.9782333374;26;90.747246027;
97;9;29.4000015259;58.8810348511;22;37.9070794582;10;28.75;96.0306167603;26;90.908757925;
98;9;30.4000015259;57.9278869629;23;38.0487725735;10;29.4428253174;97.0806732178;26;91.0669276714;
99;9;31.4000015259;57.9740982056;23;38.1852076054;10;29.463060379;99.1284408569;27;91.2216486931;
100;9;32.4000015259;58.0196228027;24;38.3164179325;10;28.75;102.173942566;26;91.348202467;
