Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;4;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;4;17.25;2;8.0;11.5;5;21.0;
5;1;12.8999996185;8.625;4;17.25;2;8.14999961853;10.0;5;21.0599999428;
6;1;13.8999996185;8.625;4;17.25;2;9.0;10.529999733;5;21.1229639053;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.5;10.5614814758;5;21.1889609098;
8;3;16.156999588;8.79749965668;3;18.8861961365;2;9.5;10.5944805145;5;21.6699410677;
9;3;16.3317184448;8.94309806824;3;19.6867136955;2;9.59000015259;10.8349704742;5;22.0818096399;
10;3;16.8120269775;9.3333568573;3;20.3757920265;2;9.66343975067;11.0409049988;5;22.4358423948;
11;3;18.8120269775;9.6677980423;3;20.9596945047;2;9.72283363342;11.217921257;5;23.6254906654;
12;3;20.8120269775;9.94955635071;3;21.4480694532;2;9.95943069458;11.8127450943;5;24.6470454931;
13;3;21.8487186432;10.1834592819;3;21.8523409367;2;11.7228336334;12.3235225677;5;25.5146756172;
14;3;22.1114063263;10.3752222061;3;22.1844209433;2;13.7228336334;12.7573375702;5;26.2489478588;
15;3;22.3106536865;10.5308046341;3;22.3938889503;2;15.7228336334;13.1244735718;5;26.8728489876;
16;3;22.4363327026;10.625;3;22.4151208401;2;16.7228336334;13.4364242554;5;27.4088890553;
17;3;22.4490718842;10.625;3;22.4364993572;2;17.7228336334;13.7044448853;6;27.6564292908;
18;3;22.4618988037;10.625;3;22.4580165148;2;18.7228336334;13.8282146454;6;27.8780703545;
19;3;22.4748096466;10.625;3;22.4796639681;2;19.625;13.9390354156;6;28.1118252277;
20;3;22.4877986908;10.625;3;22.5014331341;2;19.625;14.0559129715;6;28.35729146;
21;3;24.5008602142;10.625;3;22.5233153105;2;19.625;14.514374733;6;28.6138794422;
22;3;25.5139884949;10.625;3;22.5453014374;3;19.625;14.6683273315;5;28.8808050156;
23;3;26.5271816254;10.625;3;22.5673824549;3;19.625;14.8284835815;6;29.157087326;
24;3;27.540430069;10.625;3;22.5895489454;3;19.625;14.9942522049;6;29.4415531158;
25;3;27.553730011;10.625;3;22.6117914915;3;20.6243495941;12.9942522049;6;29.7328500748;
26;3;27.567073822;10.625;3;22.6341004372;3;20.6898918152;12.5;6;30.0294647217;
27;3;27.5804595947;10.625;4;22.6564661264;3;20.7566299438;12.5;6;30.3297505379;
28;3;27.5938796997;10.625;4;22.678878665;3;20.8241939545;12.5;7;30.6319608688;
29;3;27.6073265076;10.625;4;22.7013280392;4;17.625;14.5;6;30.9342865944;
30;3;26.75;11.3506641388;4;22.7238043547;4;16.625;16.5;6;31.2349004745;
31;3;26.75;11.3619022369;4;22.7462974787;4;15.625;18.5;6;31.531999588;
32;3;26.75;11.3731489182;4;22.7687973976;4;14.625;20.5;6;31.8238492012;
33;3;26.75;11.3843984604;4;22.7912938595;4;14.0;22.5;6;32.1088232994;
34;3;26.75;11.395647049;5;22.8137768507;4;14.0;24.5;6;33.3854403496;
35;4;26.75;11.4068880081;4;22.8362361193;4;15.0;26.1468963623;6;33.6923913956;
36;4;26.75;11.4181184769;4;22.8586617708;4;16.0;27.3871517181;6;33.9897475243;
37;4;27.7151966095;13.4181175232;4;22.8810436726;4;16.2432670593;28.6177062988;7;34.2766048908;
38;4;27.7286262512;15.4181175232;4;22.9033719301;4;16.2527999878;29.8377456665;7;34.5522717237;
39;4;27.742023468;17.4181175232;4;22.9256366491;4;16.2625999451;31.0466480255;7;34.8162640333;
40;4;27.7553825378;19.4181175232;4;22.9478281736;4;16.2726650238;32.2439804077;7;35.0682957172;
41;4;27.7686958313;20.625;5;22.9699368477;4;16.2829933167;33.4294929504;8;35.3082664013;
42;4;27.781961441;20.625;6;22.9919531345;4;16.2935829163;34.6031036377;9;35.5362398624;
43;4;27.7951717377;20.625;7;23.0138677359;4;16.3044319153;35.7648887634;10;35.7524241209;
44;4;27.8083209991;20.625;9;23.0356714725;4;16.3155345917;36.9150428772;10;35.9571474791;
45;4;27.8214035034;20.625;9;23.0573554039;4;16.3268871307;38.0538864136;11;36.1508364677;
46;4;27.8344135284;20.625;9;23.0789107084;4;17.3384819031;36.1818275452;11;36.3339910507;
47;4;27.8473472595;20.625;10;23.1003289223;4;18.0;36.2993392944;11;36.5071663857;
48;5;27.8601970673;20.625;9;23.1216015816;4;19.0;35.8564491272;12;36.6651450396;
49;5;27.8729610443;20.625;9;23.1427206993;4;20.0;34.9986305237;12;36.72067523;
50;5;26.75;21.5713615417;10;23.1636784077;4;21.0;35.9986305237;13;36.7771017551;
51;5;26.75;21.5818386078;10;23.1844670773;4;21.625;36.9986305237;13;36.8343759775;
52;6;26.75;21.5922336578;9;23.2050794363;4;21.625;37.9986305237;13;36.8924454451;
53;6;26.75;20.625;9;23.2255084515;4;21.625;38.9986305237;13;36.9512542486;
54;6;27.75;20.625;9;23.2457473278;4;21.625;39.9986305237;14;37.0107431412;
55;6;27.9474487305;20.625;9;23.25;4;21.625;39.3096694946;14;37.0708494186;
56;6;27.9500007629;20.625;9;24.25;4;21.625;38.3637657166;14;37.1315076351;
57;6;28.9500007629;21.625;9;24.2899999619;4;21.625;38.4183578491;15;37.1926498413;
58;6;29.9500007629;22.625;9;25.1738590002;4;21.625;38.4733848572;15;37.2542052269;
59;6;30.4431266785;24.0234375;10;25.9147319794;4;21.625;38.5287857056;15;37.3161010742;
60;6;30.8486499786;25.3489723206;10;26.5299220085;4;21.625;38.5844917297;16;37.3782629967;
61;6;31.1769218445;26.6102333069;10;27.0387243032;4;21.625;38.6404380798;17;37.4406147003;
62;6;31.4394855499;27.4699668884;12;27.4601724148;4;21.625;38.6965522766;19;37.5030794144;
63;6;31.6477279663;27.6686077118;12;27.6050890684;4;21.625;38.7527694702;19;38.5655794144;
64;6;31.6881313324;27.7291030884;12;27.709582448;4;23.625;37.8090209961;20;38.6480364799;
65;6;31.7023410797;27.7695083618;12;28.8170577288;4;26.2163085938;35.8090209961;20;38.730568409;
66;6;32.7164001465;28.8115310669;13;28.9674975872;4;26.7143764496;35.5;21;38.8130918741;
67;6;33.7303009033;29.8551673889;13;29.1220520735;4;26.7329444885;35.5;21;38.8955234289;
68;6;33.7440414429;30.9004020691;13;29.2679853439;5;26.751493454;35.5;20;38.9777808189;
69;6;33.75;31.9472160339;14;29.4082608223;6;26.7700004578;34.5;20;47.5597831011;
70;6;32.4000015259;34.9472160339;15;29.5527285337;6;27.7884502411;34.5;20;47.9814510345;
71;7;32.4000015259;37.5531387329;14;29.7012789249;6;26.1323757172;37.5;20;48.3862507343;
72;7;32.4000015259;39.5760879517;16;29.8537783623;6;26.8871517181;40.5;20;48.7727577686;
73;9;32.4000015259;41.5996246338;13;30.0100688934;6;27.8919620514;43.3052787781;20;49.1399556398;
74;9;32.4000015259;43.6237335205;13;30.1699677706;6;28.8968029022;45.3581047058;21;50.4872237444;
75;9;30.7155361176;45.2587966919;13;30.3332687616;6;30.9016742706;47.410243988;22;50.8543086052;
76;9;29.4000015259;47.166633606;13;30.4997417927;6;32.5290412903;49.4616508484;22;52.6404454708;
77;9;28.4000015259;48.2498703003;13;30.6691343784;6;33.1330032349;52.0715065002;23;54.1662349701;
78;9;27.4000015259;49.334564209;13;30.8411726952;6;33.4443054199;54.571685791;24;55.4662655592;
