Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;2;12.2999992371;8.625;3;18.25;1;6.0;14.0;4;20.0;
2;2;12.2999992371;8.625;3;18.3624999523;1;7.0;13.0;6;20.0;
3;2;12.3449993134;8.625;3;18.4864046574;1;8.0;12.0;5;20.0;
4;2;13.6418428421;8.625;3;18.6225773096;1;8.0;11.0;5;20.0;
5;2;14.7235460281;8.625;2;18.7718783617;1;8.0;10.0;5;20.0;
6;2;15.813126564;8.625;2;19.2953654528;1;9.0;10.0;5;20.0;
7;2;16.5772190094;8.79749965668;2;19.7829483747;1;9.5;10.0;5;20.0;
8;2;16.86977005;8.94309806824;2;20.8357114792;1;9.5;10.0;5;20.3999996185;
9;2;17.5014266968;9.3333568573;2;21.8100104332;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;19.5014266968;9.6677980423;2;22.7143921852;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;21.5014266968;9.94955635071;2;23.5604228973;2;9.72283363342;10.7951860428;3;23.0419120789;
12;2;23.1161308289;10.1834592819;1;24.3609085083;2;10.184431076;11.0209560394;3;24.0443505049;
13;2;23.6165466309;10.3752222061;1;25.1284193993;2;11.9770832062;11.4571752548;3;24.8968375921;
14;2;25.6401138306;10.5308046341;1;25.812277317;2;13.9770832062;11.8107032776;2;25.6209878922;
15;2;26.9373931885;10.625;1;26.3455038071;2;15.9770832062;12.0916318893;2;26.2409451008;
16;2;28.2573299408;10.625;1;26.9138817787;2;17.0869598389;12.3113050461;2;26.7804714441;
17;2;29.5983562469;10.625;1;27.513466835;2;18.1320438385;12.4808797836;2;27.0402543545;
18;2;30.5080795288;10.625;2;28.1389698982;2;19.1818904877;12.5;3;27.2842636108;
19;3;30.8833808899;10.625;1;28.7838482857;2;20.1389598846;12.5;3;27.5518820286;
20;3;31.2703094482;10.625;1;29.4405097961;2;20.1991729736;12.5;2;27.8440244198;
21;3;31.6643066406;10.625;1;30.1006231308;3;20.2649059296;12.5;1;28.1613030434;
22;3;32.0603752136;10.625;1;30.7555141449;3;20.3362922668;12.5;1;28.5039470196;
23;3;32.4533081055;10.625;1;31.3966121674;3;20.4133872986;12.5;2;28.871723175;
24;3;32.8379669189;10.625;1;32.0158996582;3;20.496137619;12.5;2;29.263862133;
25;3;33.2095413208;10.625;1;32.6063127518;3;20.5843696594;12.5;2;29.6789975166;
26;3;33.5637893677;10.625;1;33.1620550156;4;20.6777744293;12.5;1;30.1151270866;
27;3;33.8972320557;10.625;1;33.6787929535;4;20.7759037018;12.5;2;30.5695996284;
28;3;34.2072753906;10.625;1;34.1537227631;4;20.8781604767;12.5;2;31.0391392708;
29;3;34.4922332764;10.625;1;34.5855169296;4;18.9838066101;13.5;4;31.5199065208;
30;3;34.7513122559;10.625;1;34.9741783142;5;18.0919799805;14.5;2;39.679962635;
31;3;34.9845046997;10.625;1;35.3208265305;5;18.2017097473;15.5;2;40.6554408073;
32;3;35.1924972534;12.625;2;35.627453804;5;16.625;17.5;2;41.6195588112;
33;3;35.3764724731;14.625;2;35.8966779709;5;17.0;19.5;2;42.5631408691;
34;3;35.5380058289;16.625;2;36.1315116882;5;18.0;21.5;2;43.4776620865;
35;3;35.6789093018;18.625;2;36.3351631165;5;19.0;23.5;2;45.3555555344;
36;3;35.8010978699;20.625;2;36.5;5;21.0;25.5;4;46.2304496765;
37;3;35.9000015259;20.625;2;36.5;5;22.6668872833;27.5;4;47.0585064888;
38;3;35.9000015259;20.625;2;36.5;5;23.0795211792;29.5;5;47.8361237049;
39;3;35.9000015259;20.625;2;36.5;5;23.2463684082;30.9310283661;5;48.5611017942;
40;3;35.9000015259;20.625;2;36.5;5;23.4011383057;32.182510376;6;49.2325543165;
41;3;35.9000015259;20.625;2;36.5;5;23.5438289642;33.4149055481;5;49.850767374;
42;3;35.9000015259;20.625;3;36.5;6;23.6746749878;34.6280555725;4;67.4170205593;
43;3;35.9000015259;20.625;3;36.5;6;24.5005111694;36.7355651855;5;68.9533932209;
44;3;35.9000015259;20.625;3;36.5;6;25.598236084;37.9450073242;6;70.3199614286;
45;3;35.9000015259;20.625;3;36.5;6;28.6855392456;36.9450073242;7;71.5173529387;
46;3;35.9000015259;20.625;3;36.5;6;32.0900611877;37.9450073242;8;72.5534548759;
47;3;35.9000015259;20.625;3;37.5;6;32.1704063416;40.9450073242;8;73.3466215134;
48;3;36.9000015259;21.625;4;37.5399999619;6;34.2003135681;43.9450073242;9;73.9350667;
49;4;38.9000015259;23.625;4;39.9707335234;6;37.2123756409;42.9978866577;9;74.3469458818;
50;4;40.7212524414;26.0234375;4;41.1396383643;8;39.4749984741;42.5;8;84.6882846355;
51;4;42.4135932922;28.3489723206;5;42.1219599247;8;42.7871513367;41.5;8;85.1771013737;
52;4;43.9891433716;30.6102333069;6;42.9410892129;8;44.7998466492;41.5;8;85.6087757349;
53;4;45.4622039795;32.4699668884;7;43.6212409735;8;45.3999977112;42.5;8;86.0143841505;
54;5;46.344367981;32.6686096191;5;43.9789513946;8;46.7257957458;41.5;8;86.39328897;
55;5;46.5124473572;32.0;5;44.2561497688;8;46.2999992371;43.5;8;86.7454614639;
56;6;46.630279541;32.7695083618;1;59.3622109294;8;46.2999992371;44.9075202942;8;88.0713920593;
57;6;47.6434898376;33.8115310669;2;60.4755663872;8;47.7659378052;45.5;8;88.5019956827;
58;6;48.6291427612;34.8551673889;2;61.499489069;8;48.2999992371;48.5;9;88.9239419699;
59;6;48.6162261963;35.9004020691;2;62.4231487513;8;49.0803184509;49.5;10;89.3401265144;
60;6;48.6046066284;36.9472160339;3;63.242611587;8;48.6234855652;52.5;10;89.7536118031;
61;6;48.5941467285;37.9955749512;3;63.9598830938;8;48.2999992371;55.1212692261;10;92.6844034195;
62;6;48.5847320557;39.0454444885;3;64.581440866;8;49.4432411194;56.6972084045;10;95.1967358589;
63;6;48.5762557983;40.0967636108;3;65.116642952;8;50.098739624;58.1648635864;10;97.352298975;
64;6;48.5686340332;41.1494827271;2;65.5762729645;8;50.6488952637;59.5413627625;12;99.2148563862;
65;6;48.5617675781;42.2035179138;3;66.971393466;8;51.7342987061;58.5435409546;14;100.474202633;
