Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;2;8.0;10.3000001907;5;21.0;
6;1;13.8999996185;8.625;5;17.25;2;9.22500038147;10.0;5;21.0900000334;
7;2;15.5;8.625;4;18.5949993134;2;9.74524974823;10.0;5;21.1871190071;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;9.76710128784;10.0;5;21.7036092281;
9;2;16.3317184448;8.94309806824;4;19.7167136669;2;9.88331222534;10.1999998093;5;22.1564130783;
10;2;16.8300266266;9.3333568573;4;20.4375710487;2;9.98519229889;10.3632001877;5;22.557236433;
11;2;18.8300266266;9.6677980423;4;21.0550626516;2;10.075378418;10.4951858521;5;23.8035871983;
12;2;20.8300285339;9.94955635071;4;21.5788632631;2;10.3558073044;11.0209560394;5;24.8916251659;
13;2;21.9271945953;10.1834592819;4;22.0204176903;2;12.1677207947;11.4571752548;5;25.8364036083;
14;2;22.2000274658;10.6292171478;4;22.3916525841;2;14.1677207947;11.8107032776;5;26.6592981815;
15;2;23.2000274658;10.7968130112;5;22.6421557665;2;15.7228336334;12.8344421387;5;27.3839819431;
16;2;24.2000274658;11.0426464081;5;22.7063041925;2;16.7228336334;13.1397161484;5;28.0334718227;
17;2;25.2000274658;11.0618915558;5;22.7724741697;2;18.4139690399;12.4808797836;4;28.407397747;
18;2;26.2000274658;11.0817422867;5;22.8406432867;2;18.7228336334;13.5;5;28.7683298588;
19;2;26.75;11.1021928787;5;22.9107804298;2;19.625;13.6304988861;5;29.1538929939;
20;2;26.75;11.1232337952;5;22.9828453064;2;19.625;13.7461681366;5;29.562889576;
21;2;26.75;11.1448535919;6;23.0567884445;3;20.625;12.5;4;29.9934945107;
22;2;26.75;11.1670360565;6;23.1325509548;3;20.7485351562;12.5;4;30.4432339668;
23;2;27.75;10.625;6;23.2100640535;3;20.8497276306;12.5;5;30.9089989662;
24;2;27.9260387421;10.625;6;23.2892494202;4;20.9545249939;12.5;4;31.3870959282;
25;3;26.75;11.625;5;23.370018959;4;21.0620956421;12.5;4;31.8733391762;
26;3;26.75;11.6850090027;5;23.4522752762;4;21.1715011597;12.5;4;32.36317873;
27;3;26.75;11.7261371613;5;23.5359115601;4;19.625;13.5;4;32.8518595695;
28;3;26.75;11.76795578;5;23.6208124161;4;19.625;14.5;3;33.3346033096;
29;3;26.75;11.8104057312;5;23.7068536282;4;17.625;16.5;4;34.8067913055;
30;3;26.75;11.8534269333;6;23.7939035892;4;17.625;18.5;4;35.2841467857;
31;4;26.75;11.8969516754;5;23.8818233013;4;17.625;20.5;4;35.7430787086;
32;4;26.75;11.940911293;5;23.9704678059;4;16.8590431213;22.5;5;36.1804090738;
33;4;26.75;11.9852342606;5;24.0596864223;4;16.2386302948;24.5;4;36.5936449766;
34;4;26.75;12.0298433304;5;24.1493241787;4;16.2432594299;25.858745575;4;37.9810144901;
35;4;26.75;12.0746622086;5;24.239222765;4;17.247926712;27.1153831482;4;38.3814538717;
36;4;27.75;14.0746622086;5;25.329221487;4;18.2526321411;28.3530502319;5;38.7557458878;
37;4;29.5975322723;17.0746612549;5;25.459158659;4;18.5006427765;29.571472168;6;39.1040773392;
38;4;30.6514949799;20.0746612549;6;25.5900564194;5;18.5149517059;30.7707824707;5;39.4271284342;
39;4;31.3540344238;22.625;6;25.7217559814;5;18.5295619965;31.9514656067;6;39.7259731293;
40;4;31.4330539703;24.625;7;25.8540974855;5;19.5444660187;30.9514656067;7;40.0019782782;
41;4;31.5124588013;25.625;7;25.9869219065;5;20.5596675873;30.9514656067;8;40.256711483;
42;4;31.5921535492;25.625;7;26.1200711727;5;18.5751552582;32.9514656067;8;40.4918566942;
43;4;31.6720428467;25.625;9;26.2533898354;5;18.590927124;34.9514656067;8;40.6976774931;
44;4;31.7520332336;25.625;9;26.3867251873;5;19.6069774628;33.9514656067;9;40.770210743;
45;4;31.8320350647;25.625;9;26.5199280977;5;20.6232967377;33.9514656067;9;40.8439115286;
46;4;31.9119567871;25.625;11;26.6528538465;5;19.639881134;32.9514656067;11;40.918741107;
47;4;31.9917125702;25.625;11;26.7853627205;5;19.6567153931;31.9514656067;11;40.9946565628;
48;4;32.0712165833;25.625;10;26.9173202515;5;21.6737976074;32.9514656067;12;41.071611166;
49;4;31.2162227631;26.4034748077;10;27.0485973358;5;23.2414550781;34.5;12;41.149553895;
50;4;31.2628250122;26.4302787781;11;27.1790720224;5;24.3121528625;35.5;13;41.2284297943;
51;4;31.3083572388;26.457572937;11;27.3086268902;6;25.324848175;36.5;13;41.3081803322;
52;4;31.352771759;26.4853382111;12;27.4371521473;6;25.9249992371;37.5;14;41.3887429237;
53;4;31.396030426;26.5135498047;12;27.5645438433;6;26.9757995605;37.5;15;41.4700516462;
54;5;31.4381008148;26.5421886444;12;27.6907042265;6;26.8917293549;36.5;15;41.5520370007;
55;6;31.4789543152;26.5712223053;11;28.8463892937;6;26.5499992371;36.9075202942;16;41.6346262693;
56;6;29.9570808411;27.0234375;11;29.8621690273;6;27.3677921295;33.5;16;41.7177437544;
57;6;30.6187667847;26.3489723206;12;30.7539668083;6;26.5499992371;34.5;17;42.8013116121;
58;6;31.2749099731;27.6102333069;12;31.5396568775;6;27.9119491577;35.0348548889;17;42.9252488613;
59;6;31.5968513489;28.8168411255;12;32.236836195;6;29.0571975708;35.5;18;43.0506569147;
60;6;31.8669395447;29.8742637634;11;32.6548988819;6;28.9220085144;36.5;19;43.1774531603;
61;6;31.9715423584;30.0178337097;11;33.0285596848;7;28.9270172119;38.1647834778;17;58.3055503368;
62;6;32.0521736145;30.1374702454;11;33.3998861313;8;30.7437515259;38.5;16;59.1848577261;
63;6;32.1347236633;31.1374702454;12;33.7676024437;8;31.5001792908;39.5;17;59.9846549034;
64;6;32.2190093994;32.1374702454;12;34.130512476;8;31.8021869659;40.5;18;60.704010129;
65;6;32.3048362732;33.1374702454;12;34.487514019;9;30.8435821533;43.5;16;71.3453450203;
66;6;32.3919868469;34.1374702454;11;35.8376073837;9;31.5499992371;45.3832626343;17;72.3135675192;
67;7;34.4802322388;37.1374702454;10;37.2799042463;9;32.5499992371;49.4084205627;17;73.1896011829;
68;7;36.5693283081;39.7821807861;10;37.9025274515;9;34.2883911133;49.4700622559;17;74.9795324802;
69;7;37.3670196533;41.8742980957;10;38.555655241;9;36.5355567932;51.5;18;75.7203202248;
70;7;37.5832061768;43.9615249634;10;39.2435595989;10;38.3214263916;54.5;17;78.3721308708;
71;7;37.8201828003;46.0438041687;10;39.9708865881;10;39.4745407104;57.0;18;80.6388502121;
72;7;38.0804214478;46.9184303284;11;40.7425295115;10;40.1794090271;59.3899993896;18;82.5666103363;
73;8;38.3664932251;47.0658569336;10;41.563447237;10;40.0913887024;62.9618339539;19;84.2052457333;
74;8;37.1070594788;48.214225769;10;42.4384081364;11;40.3824996948;64.618888855;18;109.454678178;
75;8;37.1947174072;49.3638534546;10;43.3716645241;12;42.4945373535;64.0;17;111.90689373;
76;8;37.2811355591;50.515045166;10;44.3665425777;12;43.2046508789;66.0;18;114.947947383;
77;8;37.3660736084;51.6680793762;10;45.4249782562;12;40.0064926147;74.0;20;116.679683447;
78;8;37.4493179321;52.823184967;11;46.4814550877;12;40.0745544434;81.0255126953;21;118.107589722;
79;8;37.530670166;53.9477539062;11;47.580026865;12;40.2080612183;86.9225692749;22;119.22404778;
80;8;37.6099433899;52.0650863647;11;48.7416651249;13;40.2899856567;91.0840988159;21;120.162505507;
81;8;37.6869850159;51.1882553101;12;49.9577376842;13;39.5;94.087600708;23;120.733776093;
82;8;37.7616577148;50.3169631958;12;51.2165732384;14;40.7944297791;99.1692199707;24;121.297748446;
83;8;38.8338394165;51.2311210632;12;52.5037813187;14;41.2000007629;104.24949646;23;121.89474833;
84;8;37.9034423828;53.424987793;14;53.802898407;14;43.6473426819;102.24949646;25;122.526273131;
85;8;35.9034423828;56.6245117188;14;55.0963330269;14;43.0744247437;107.24949646;25;123.19341886;
86;8;37.9034423828;54.828742981;14;56.3665018082;14;44.1888465881;108.24949646;22;123.896722794;
87;8;37.9034423828;57.0366134644;15;57.5969953537;14;45.3578262329;108.039016724;23;124.635989904;
88;8;38.1548995972;59.2469596863;16;58.7736163139;14;42.4120407104;112.068328857;23;125.410122991;
89;9;39.2109184265;58.4585571289;14;59.8851265907;14;42.7744026184;114.097991943;24;126.216971159;
90;9;38.264213562;60.6701393127;15;60.9236359596;14;47.8797264099;119.127975464;24;127.053210258;
91;9;36.264213562;63.8804244995;15;61.8846120834;14;51.5317230225;123.58568573;25;127.914288521;
92;10;38.264213562;62.0881576538;14;62.7665758133;14;53.6946983337;126.763526917;25;128.794446945;
93;10;38.264213562;64.2921218872;15;63.5688409805;14;53.9664955139;129.938537598;26;129.68683815;
94;10;38.4500007629;66.4911956787;15;64.2305088043;14;54.244468689;128.05267334;27;130.583745241;
95;10;38.4500007629;68.484336853;9;67.129840374;14;54.5256462097;132.165863037;28;131.476889133;
96;10;38.7942504883;70.8820877075;9;70.0471901894;14;55.8068084717;133.277862549;29;132.357808352;
97;10;39.1425514221;73.323348999;9;72.9431552887;14;55.0846633911;136.605560303;29;133.218271971;
98;10;40.4909286499;72.7808380127;9;76.6661863327;14;55.3559913635;139.763046265;29;134.050680161;
99;10;40.8353347778;76.225112915;9;80.3719359636;14;56.6178283691;139.916534424;30;134.841804028;
100;10;43.1718406677;80.6267852783;7;84.0078001022;14;56.8669204712;140.061203003;31;135.539839268;
