Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.5;10.3000001907;3;21.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;9.72500038147;10.0;3;21.469999671;
9;2;16.3317184448;8.94309806824;3;19.6667137146;2;9.83075046539;10.1999998093;3;21.8705514669;
10;2;16.8000278473;9.3333568573;3;20.3755960464;2;9.92087364197;10.3632001877;3;22.2129640579;
11;2;18.8000278473;9.6677980423;3;20.9802966118;2;9.99791717529;10.4951858521;3;23.3718163967;
12;2;20.8000278473;9.94955635071;3;21.4904720783;2;10.2586593628;11.0209560394;3;24.3595588207;
13;2;21.8741588593;10.1834592819;3;21.9175518751;2;12.0480051041;11.4571752548;3;25.1902494431;
14;2;22.9002914429;10.3752222061;3;22.2734507322;2;14.0480051041;11.8107032776;3;25.884378314;
15;2;23.9271316528;10.5308046341;4;22.5077478886;2;16.0480060577;12.0916318893;3;26.4648982286;
16;2;24.9546756744;10.625;4;22.5548160076;2;17.137348175;12.3113050461;3;26.9543362856;
17;2;25.9829177856;10.625;4;22.6030313969;2;18.171163559;12.4808797836;2;27.1521308422;
18;2;27.0118465424;10.625;3;22.6523760557;2;19.2070636749;12.5;3;27.3210272789;
19;2;27.591424942;10.625;3;22.7028282881;2;20.1472320557;12.5;3;27.4992582798;
20;2;27.6216964722;10.625;3;22.7543625832;2;20.1873321533;12.5;3;27.6867210865;
21;2;27.6526184082;10.625;4;22.8069496155;2;20.229511261;12.5;3;27.8832085133;
22;2;27.6841697693;10.625;4;22.8605561256;2;20.2737216949;12.5;3;28.0884003639;
23;2;27.7163333893;10.625;4;22.9151450396;2;20.3198890686;12.5;4;28.3018581867;
24;2;27.74908638;10.625;4;22.97067523;3;20.3679180145;12.5;3;28.5230212212;
25;2;27.7824058533;10.625;4;23.0271017551;3;20.417678833;12.5;3;28.7512066364;
26;2;27.8162612915;10.625;4;23.0843759775;3;20.4690208435;12.5;3;28.9856116772;
27;3;27.8506259918;10.625;3;23.1424454451;3;20.5217628479;12.5;3;29.2253217697;
28;3;27.8854675293;10.625;3;23.2012542486;3;20.5756969452;12.5;3;29.4693202972;
29;3;27.920753479;10.625;3;23.2607431412;3;18.6305961609;13.5;3;29.716504097;
30;3;27.956445694;10.625;3;23.3208494186;3;17.686214447;14.5;4;29.9657006264;
31;3;27.9925098419;10.625;4;23.3815076351;3;16.7422828674;15.5;4;30.2156887054;
32;4;28.0289039612;10.625;3;23.4426498413;3;15.7985305786;16.5;4;30.4652233124;
33;4;28.0655899048;10.625;4;23.5042052269;3;15.229675293;17.5;5;30.7130589485;
34;4;28.1025238037;12.625;4;23.5661010742;3;15.2854385376;18.5;5;30.9579744339;
35;4;28.1396598816;14.625;4;23.6282629967;3;15.3405437469;19.5;5;31.198797226;
36;4;28.1769580841;16.625;5;23.6906147003;3;15.3947296143;20.5;5;31.4344263077;
37;4;28.2143688202;18.625;4;23.7530794144;3;15.4477462769;21.5;5;31.6638503075;
38;4;28.2518482208;20.625;4;23.8155794144;3;15.4993667603;22.5;6;32.8861660957;
39;4;28.2893486023;20.625;5;23.878036499;3;16.5493869781;23.5;7;33.1905897856;
40;4;28.3268222809;20.625;6;23.940372467;3;17.5976333618;24.5;7;33.493584156;
41;4;28.3642234802;20.625;6;24.0025100708;3;16.2671012878;26.5;7;33.7950056791;
42;4;28.401506424;20.625;7;24.0643725395;3;16.2906417847;28.5;8;34.0948300362;
43;4;28.4386234283;20.625;7;24.1258842945;3;16.3159503937;30.5;8;34.3931407928;
44;4;28.4755306244;20.625;7;24.186971426;3;16.3431091309;32.5;8;34.6901134253;
45;4;28.5121822357;20.625;8;24.2475619316;3;16.3721885681;34.5;11;34.9859977961;
46;4;28.548538208;20.625;9;24.3075861931;3;17.4032497406;33.2356414795;11;35.2810974121;
47;4;28.5845527649;20.625;9;24.3669772148;3;16.4363479614;34.3392410278;12;35.575745821;
48;4;28.6201858521;20.625;9;24.4256706238;3;16.4715213776;35.4360694885;13;35.8702824116;
49;4;28.6554031372;20.625;11;24.4836053848;3;17.5087909698;33.5262908936;13;36.1650292873;
50;4;28.6901626587;20.625;11;24.5407235622;3;18.0;34.5262908936;13;36.4602680206;
51;4;28.7244338989;20.625;12;24.596971035;3;19.5896263123;35.5262908936;14;36.7562177181;
52;4;28.7581825256;20.625;12;24.6522974968;3;20.0;36.5262908936;14;37.016159296;
53;4;28.7913780212;20.625;13;24.7066559792;3;22.6786365509;34.5262908936;15;37.2268030643;
54;4;28.8239936829;20.625;14;24.7600040436;3;23.625;33.5262908936;15;37.445360899;
55;4;28.8560028076;20.625;14;24.8123030663;3;23.6499996185;32.5262908936;15;37.6711919308;
56;4;28.8873825073;20.625;15;25.7583565712;3;24.4760169983;30.5;14;37.9035346508;
57;4;29.4550151825;21.0234375;15;26.5593168736;3;24.528295517;29.5;13;38.141512394;
58;4;29.9355888367;21.3489723206;15;27.2319893837;3;24.5818405151;28.5;13;38.3841423988;
59;4;30.3391914368;21.6102333069;15;27.7951750755;3;23.6499996185;28.5;14;38.6303496361;
60;4;30.67710495;21.8168411255;14;28.2674226761;3;24.6499996185;27.5;14;38.8789830208;
61;4;30.9604530334;21.9782962799;15;28.459086895;3;24.7477703094;27.5;15;39.1288366318;
62;4;31.0754547119;22.0;15;28.6058316231;3;24.8039875031;27.5;17;39.3786706924;
63;4;27.0754547119;24.0;13;28.7506465912;3;23.6499996185;28.5;16;39.6272368431;
64;4;27.4000015259;24.0;13;28.8931350708;3;23.6499996185;29.5;17;39.8733024597;
65;4;25.4000015259;25.4465675354;13;29.0329251289;3;24.6499996185;27.5;16;40.1156759262;
66;4;27.4000015259;22.4465675354;13;29.1696734428;3;23.6499996185;28.5;17;40.353228569;
67;4;29.4000015259;22.0;14;30.3030676842;3;23.6499996185;29.5;16;40.5849161148;
68;5;29.4000015259;24.0;13;30.3578303456;3;23.6499996185;30.5;16;40.8097963333;
69;5;30.4000015259;26.0;13;30.4162182212;3;22.6499996185;29.5;16;41.0270428658;
70;5;30.4000015259;28.0;13;30.4772753119;3;22.2310848236;29.5;16;41.2359538078;
71;5;30.4000015259;30.0;13;30.5401573777;3;21.2780895233;30.5;16;41.4359588623;
72;5;30.4000015259;32.0;13;30.6041238308;3;20.3230895996;31.5;16;41.6266198158;
73;5;30.4000015259;33.3464355469;13;30.6685297489;3;19.6499996185;30.5;16;41.8076286316;
74;5;30.4000015259;34.3242912292;14;30.732820034;5;20.6499996185;30.5;12;65.9788007736;
75;5;30.4000015259;35.304359436;14;30.7965194583;5;19.6499996185;33.5;13;67.3400688171;
76;5;30.4000015259;36.2864227295;14;30.8592280149;5;20.0249996185;36.5;13;70.214468956;
77;5;30.4000015259;37.2702827454;15;30.9206126928;5;19.0249996185;37.5;13;72.5381984711;
78;6;30.4000015259;38.2557525635;14;30.9804012179;5;20.0;40.3899993896;14;74.3791561127;
79;6;30.4000015259;39.2426795959;15;31.0383754969;5;21.0;42.8470344543;15;75.8193254471;
80;6;30.4000015259;40.2309112549;16;31.094365567;5;21.0;41.9825706482;16;76.7918710709;
81;6;30.4000015259;41.2203216553;14;31.1482447982;5;22.0;42.1088981628;15;77.2357959747;
82;6;30.6529464722;42.0;14;31.1544183791;5;23.2262611389;43.2261734009;15;77.4962463379;
83;6;30.6426525116;43.0;14;31.1389765441;5;24.25;44.3346328735;16;77.639046669;
84;6;30.6333885193;44.0;14;31.1250788867;5;25.25;45.4345932007;16;77.7702293396;
85;6;30.6250495911;45.0;14;31.1125710011;5;25.25;45.4345932007;16;78.8903808594;
86;6;29.6175441742;44.0;15;31.101313889;5;27.25;47.4345932007;18;79.1000000238;
87;6;27.6107902527;46.0;15;31.0911825001;5;30.25;50.4345932007;17;79.2088999748;
88;6;26.6047115326;48.0;15;31.0820642412;5;31.25;52.6872596741;17;79.3272645473;
89;7;26.5992393494;47.0;15;31.0738578141;6;32.25;55.6872596741;16;80.4556473494;
90;7;24.5943164825;49.0;15;31.0664720237;6;33.25;58.6872596741;17;80.7445794344;
91;7;23.5898857117;51.0;15;31.0598248243;6;33.5087509155;61.6872596741;18;81.0653313398;
92;7;22.4000015259;53.0;14;31.0538423359;6;31.25;65.6062698364;18;81.4206773043;
93;7;22.4000015259;52.0;14;31.0484580994;6;31.0;68.7838821411;18;81.8134133816;
94;7;20.4000015259;54.0;14;31.0436123013;6;31.0;70.9745483398;19;82.2462850809;
95;7;19.4000015259;56.0;13;31.0392510593;6;31.0;73.1785888672;19;82.72189188;
96;7;19.4000015259;55.0;8;31.0353259444;6;31.0;76.3962097168;19;83.2425720692;
97;8;17.4000015259;57.0;5;31.0317933559;6;31.0;79.4262313843;15;83.8102607727;
98;8;16.4000015259;59.0;5;31.0286140144;6;31.0;81.9126434326;13;84.4263296127;
99;8;17.0;58.0;4;31.025752604;6;32.0;80.4377593994;14;85.091407299;
100;8;16.0;60.0;5;32.0231773555;6;31.0;82.0018463135;15;85.8051941395;
101;8;17.0;63.0;7;31.970859617;6;31.0;83.6044616699;16;86.5662798882;
102;8;19.0;63.0;7;31.9237736464;6;32.0;82.2443008423;16;87.3719873428;
103;8;18.0;66.0;7;31.8813962936;6;31.0;83.9190673828;18;88.2182574272;
104;8;18.0;69.0;8;31.8432566822;6;31.0;85.6254806519;18;89.0996007919;
105;9;19.0;69.0;10;31.8089309931;6;32.0;84.3591156006;19;90.0091409683;
106;9;18.0;71.0;10;31.7780378759;6;31.0;86.1145782471;18;90.9387545586;
107;10;18.0;73.0;9;31.7502340972;6;31.0;87.8855133057;19;91.8793234825;
108;10;19.0;72.0;9;31.7252106667;6;32.0;86.6648178101;19;92.821079731;
109;10;18.0;74.0;10;31.7026895881;6;31.0;88.4449539185;20;93.7540278435;
110;10;18.0;76.0;10;31.6824206114;6;31.0;90.2181854248;20;94.6683979034;
111;10;18.0;77.7249984741;10;32.2964335382;6;30.0;89.9769439697;21;95.5550928116;
