Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;11.3000001907;10.0;4;21.0;1;7.0;11.6999998093;5;21.0;
3;2;11.3000001907;10.0;3;21.0599999428;1;8.0;10.6999998093;5;21.0;
4;2;11.3179998398;10.0;3;21.1229639053;1;8.14999961853;10.5;5;21.0;
5;2;12.5053339005;10.0;3;21.1889609098;2;8.14999961853;10.6999998093;4;22.0;
6;2;13.5350322723;10.0;3;21.2580518723;2;9.375;10.5;4;22.0900000334;
7;2;14.5661230087;10.0;3;21.7428686619;2;9.9702501297;10.5;4;22.1871190071;
8;2;14.7842912674;10.1999998093;3;22.1586660147;2;9.99210166931;10.5;4;22.7236096859;
9;2;14.9713993073;10.3632001877;3;23.3744058609;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;15.5184831619;10.9097137451;3;24.4179002047;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;17.5184822083;11.3658018112;3;25.3010519743;2;10.3025445938;11.0;4;25.3486820459;
12;2;19.5184822083;11.7372808456;3;26.0431767702;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;20.7078437805;12.0336990356;4;26.6668455601;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;21.7791862488;12.2662630081;4;27.194732666;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;22.8547325134;12.446267128;4;27.4794170856;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;23.9344806671;12.5;4;27.6658837795;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;25.0183906555;12.5;4;27.86140275;2;18.7531986237;13.879781723;5;32.049197197;
18;2;26.1063728333;12.5;4;28.0656666756;2;19.8610706329;14.0;5;32.573600769;
19;2;26.6295509338;12.5;5;28.2782502174;2;20.9790611267;14.0;5;33.1419348717;
20;2;26.7252120972;12.5;6;28.4986059666;2;21.4569339752;14.0;5;33.7516689301;
21;2;26.8243732452;12.5;7;28.7260642052;2;21.5941238403;14.0;5;34.3986358643;
22;2;26.9267292023;12.5;7;28.9598350525;2;21.739692688;14.0;5;35.0769786835;
23;2;27.0319252014;12.5;7;29.1990156174;2;21.8923187256;14.0;6;35.7792286873;
24;2;27.1395568848;12.5;7;29.4425997734;2;22.0503253937;14.0;6;36.4965333939;
25;2;25.25;13.5;7;29.6894927025;2;22.2117195129;14.0;6;37.2190332413;
26;2;25.25;14.3757972717;7;29.9385285378;2;22.3742828369;14.0;6;37.9363632202;
27;2;25.25;14.4754114151;7;30.1884908676;2;22.5356807709;14.0;6;38.6382322311;
28;2;25.25;14.5753965378;7;30.4381356239;2;22.6936016083;14.0;6;39.3150119781;
29;2;25.25;14.6752548218;7;30.6862158775;2;22.8458766937;14.0;6;39.9582691193;
30;2;25.25;14.7744865417;7;30.9315071106;2;20.9906101227;15.0;6;40.5611724854;
31;2;25.25;14.8726024628;7;31.1728301048;2;20.1262626648;16.0;6;41.1187410355;
32;2;25.25;14.9691314697;7;31.4090747833;2;19.2517166138;17.0;6;41.627913475;
33;2;25.25;15.0636301041;8;31.6392197609;2;18.3662796021;18.0;6;42.0874586105;
34;2;25.25;15.1556873322;8;31.8623495102;2;17.4696769714;19.0;6;42.4977617264;
35;2;25.25;15.2449398041;8;32.0776662827;2;17.2619972229;20.0;6;42.8605298996;
36;2;26.25;17.2449398041;9;32.2844991684;2;17.3436203003;21.0;7;43.1784667969;
37;2;27.25;19.2449398041;9;32.4823098183;2;17.4151554108;22.0;7;43.4549474716;
38;3;28.25;20.5;8;32.6706910133;2;17.4773635864;23.0;8;43.693734169;
39;3;28.7018108368;21.5;8;32.8493652344;2;17.5310897827;24.0;8;43.8987360001;
40;3;28.7822151184;22.5;8;33.0181760788;2;17.5772151947;25.0;8;44.0;
41;3;28.8581790924;22.5;9;33.1770820618;3;18.6000003815;26.5;8;45.0;
42;3;28.9296875;22.5;10;33.3261432648;3;19.6000003815;27.0;8;45.1599999666;
43;3;28.9967651367;22.5;10;33.465511322;3;20.6000003815;25.5799999237;9;45.3437439203;
44;3;29.0594787598;22.5;10;33.595413208;3;19.90234375;26.0;10;45.5541238785;
45;3;29.1179351807;22.5;10;33.7161436081;3;19.949678421;27.0;11;45.7941719294;
46;3;29.1722640991;22.5;10;34.8280467987;3;20.6000003815;27.0;11;46.0669906139;
47;3;30.2226219177;23.5;10;34.9815070629;3;21.6000003815;28.0;11;46.375654459;
48;3;31.2691783905;24.5;11;35.1019749641;3;23.1345214844;29.0;11;46.7230784893;
49;3;31.7958869934;25.5;11;35.1559499502;3;23.6000003815;30.0;10;47.1118502617;
50;3;31.8201789856;26.5;12;35.2119446993;3;24.6000003815;31.0;10;47.544028759;
51;3;31.845375061;27.5;12;35.269973278;3;25.6000003815;31.0;10;48.0209121704;
52;3;31.8714866638;27.5;13;35.3300433159;3;26.8047046661;29.0;11;48.5427899361;
53;4;31.8985214233;27.5;12;35.3921557665;3;26.92212677;29.0;12;49.1086950302;
54;4;31.9264717102;27.5;13;35.4563041925;3;27.0494556427;29.0;12;49.7161855698;
55;4;31.9553375244;27.5;13;35.5224741697;3;27.1861419678;29.0;12;50.3611893654;
56;4;31.9851150513;27.5;13;35.5906432867;4;28.3312683105;30.0;12;52.0379443169;
57;4;32.015789032;27.5;13;36.840780735;4;29.4835357666;31.0;12;52.8990679979;
58;4;32.5783538818;28.0;13;37.8599224091;4;29.6412887573;32.0;12;53.7995220423;
59;4;33.0369644165;28.3899993896;14;38.682882309;4;29.8025493622;33.0;13;54.7323827744;
60;6;33.4072952271;28.6872596741;12;40.3459861279;4;29.9651069641;34.0;15;55.6903301477;
61;6;34.705696106;29.9097423553;12;40.794790864;5;30.1266365051;34.8970870972;15;56.6661565304;
62;6;35.8806533813;31.0;12;41.0567073822;5;30.2848129272;34.0;15;57.6532557011;
63;6;36.4755172729;32.0;13;41.3089798689;5;30.9719829559;34.0;16;58.6460292339;
64;6;35.6350326538;33.8480072021;13;41.4603271484;5;30.5826644897;35.0;16;59.6401352882;
65;6;35.6661224365;34.8809089661;13;41.6162000895;5;30.7188644409;35.5559234619;16;60.632543087;
66;6;35.6986274719;34.9143638611;13;41.7765244246;5;30.84491539;35.7720146179;16;61.6213817596;
67;6;35.7325706482;34.9483261108;13;41.9412052631;5;31.8648109436;34.0;16;62.6056113243;
68;7;35.0999984741;36.9483261108;10;59.360126853;5;32.0862617493;34.0;16;64.58456707;
69;8;36.0999984741;39.9483261108;9;61.8700275421;5;33.3065261841;35.0;16;67.3491383791;
70;8;38.0999984741;43.9483261108;9;63.2989956141;5;32.7632026672;37.4199981689;16;69.8253136873;
71;8;39.0999984741;47.9483261108;9;64.5753704309;5;32.9499206543;38.7314720154;16;72.0587179661;
72;8;39.0999984741;51.9483261108;10;65.6973363161;5;32.1523666382;39.957901001;17;73.8497499228;
73;8;39.367515564;54.9300537109;11;66.6732263565;5;30.6993408203;43.0;17;75.4812481403;
74;8;39.3830604553;57.0051040649;12;67.5180827379;5;31.084487915;45.0;17;77.0154813528;
75;8;39.3993148804;58.0813827515;12;68.2503033876;5;29.152721405;48.0;19;78.310182929;
76;8;39.4162826538;59.158782959;12;68.8889665604;5;29.1789360046;48.0;20;79.5487986803;
77;8;37.0999984741;61.9793777466;14;69.3574546576;6;29.7999992371;50.9036865234;19;81.6163250208;
78;8;36.0999984741;64.0996017456;14;69.6426753998;6;27.7999992371;54.0;19;82.7345975637;
79;8;35.0999984741;66.2221984863;14;69.9326475859;6;30.0654983521;56.0;19;83.8325929642;
80;8;34.5999984741;68.3470306396;13;70.2269784212;6;31.7999992371;60.0;20;84.9071296453;
81;8;34.5999984741;70.4739074707;13;70.5252449512;7;33.7999992371;65.0;21;86.9586151838;
82;8;34.5999984741;71.6397705078;14;70.8269946575;7;34.7999992371;69.0;21;88.1706992388;
83;8;34.5999984741;73.7213821411;15;71.1317470074;7;35.0654983521;72.3444213867;21;89.3999009132;
84;8;34.5999984741;75.8030090332;15;71.4389967918;7;34.7999992371;75.4292678833;23;90.6584740877;
85;8;34.5999984741;77.884475708;16;71.7482161522;7;33.7999992371;76.5170440674;25;91.9597526789;
86;8;34.5999984741;79.965637207;16;72.0588572025;7;31.7999992371;79.6075515747;25;93.3170695305;
87;8;34.5999984741;82.046333313;15;72.3703556061;7;30.7999992371;82.7005462646;27;94.7426688671;
88;8;34.5999984741;84.1264038086;16;72.6821353436;7;31.75;82.7957611084;27;96.2067689896;
89;9;34.5999984741;87.4078216553;16;72.9936099052;7;30.75;85.8928833008;28;97.6227881908;
90;10;34.5999984741;89.5155639648;15;73.304189682;7;30.75;88.9915771484;28;99.1567587852;
91;10;34.5999984741;91.6218338013;17;73.613284111;7;32.75;86.0914916992;30;100.801954269;
92;10;35.5999984741;90.7264328003;18;73.920306921;7;30.75;89.1922454834;33;102.546929359;
93;10;34.5999984741;92.8291931152;19;74.2246799469;8;30.75;92.2934265137;32;104.375387192;
94;10;34.5999984741;94.9299316406;19;74.5258383751;8;32.75;89.3946380615;33;106.266444683;
95;10;35.5999984741;93.6285095215;19;75.8232343197;8;32.75;91.4954681396;33;108.195351601;
96;10;35.5999984741;95.7247695923;19;76.2963410616;8;33.75;93.5955200195;34;110.134629726;
97;10;36.5999984741;97.818611145;20;78.7924275398;8;32.75;94.6943817139;31;112.055549145;
98;9;36.2299995422;71.1136627197;22;56.9634445906;9;31.75;95.7916793823;23;137.929787159;
99;9;35.7062797546;73.8368453979;22;59.4259568453;9;32.75;97.8870620728;22;139.731082439;
100;9;36.0546417236;76.5872802734;23;61.7496540546;9;35.75;97.9801940918;22;142.436710358;
101;9;36.3030509949;78.2405700684;24;63.8173837662;9;37.75;100.299087524;23;144.208598256;
102;10;37.4000015259;76.7364883423;23;66.7452945709;9;40.75;102.421981812;24;145.884268761;
103;10;37.4000015259;79.132019043;24;69.8013932705;9;41.7999992371;104.540618896;27;147.460725188;
104;10;39.4000015259;82.5308074951;25;72.0087245703;9;42.5549278259;106.65473938;28;148.940450788;
105;10;41.4000015259;82.9284744263;25;74.2721627951;10;43.6417198181;105.764144897;27;150.330636263;
106;10;40.4000015259;86.3205032349;24;76.5029171705;10;42.7156982422;107.868675232;30;151.642113686;
107;10;41.4000015259;87.3627243042;23;78.7226220369;10;43.7782287598;106.968223572;31;152.888127804;
108;11;41.4000015259;88.4031066895;23;81.9632004499;10;43.8306999207;106.062744141;33;153.974321127;
109;11;41.4000015259;93.4416732788;23;84.2945468426;10;42.8499984741;109.152229309;33;154.971050262;
110;11;42.4000015259;98.4784393311;24;86.6130287647;10;43.8499984741;109.236709595;35;155.972080231;
111;12;44.4000015259;97.5134506226;23;88.8482962847;12;43.8499984741;109.316253662;34;156.983776569;
112;13;42.4000015259;102.519264221;22;91.0231209993;13;42.8499984741;112.390968323;33;157.901339054;
113;13;42.4000015259;107.519264221;21;93.1298424006;13;43.8499984741;112.460975647;34;159.405855179;
114;13;43.4000015259;108.519264221;21;96.1526151896;13;43.8499984741;112.963310242;34;160.962565422;
115;13;44.4000015259;110.22467041;21;98.2587394714;13;42.8499984741;116.469055176;35;162.550420761;
116;13;44.4000015259;114.353660583;22;103.761626601;13;43.8499984741;116.970962524;35;164.14590168;
117;13;46.1199989319;116.410057068;22;109.654864907;13;43.8499984741;117.46181488;36;165.724255562;
118;13;46.6340789795;122.249183655;21;115.176599026;13;42.8499984741;120.934913635;37;168.260951996;
119;13;49.987033844;125.277732849;24;119.408493996;13;44.8499984741;122.384384155;38;169.793208599;
120;14;50.2000007629;129.893417358;23;123.044012547;13;45.8499984741;123.805473328;40;171.244335175;
121;14;51.2000007629;131.286346436;23;126.575651169;13;44.8499984741;128.194732666;42;172.598944545;
122;14;50.2000007629;135.692108154;25;130.029603839;13;46.8499984741;127.194740295;43;173.846459389;
123;15;52.2000007629;134.0597229;26;133.416915894;13;45.8499984741;129.194732666;44;174.981241822;
124;15;53.2000007629;133.43963623;27;136.642793894;13;44.8499984741;134.194732666;44;176.00226295;
