Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;2;6.0;12.8999996185;3;22.0;
2;1;11.0;10.0;4;20.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;11.0;10.0;4;20.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;2;11.3000001907;10.0;3;21.0;2;8.32806777954;10.5;3;22.2917383909;
5;2;12.4499998093;10.0;3;21.0900000334;2;8.34376049042;10.5;3;22.4042263031;
6;2;13.4905004501;10.0;3;21.1980190277;2;9.46595096588;10.5;2;22.5249304771;
7;2;14.5391082764;10.0;3;21.7154482603;2;10.0681095123;10.5;2;22.6541694403;
8;2;14.7719516754;10.1999998093;3;22.2087078094;2;10.0971889496;10.5;2;23.2287653685;
9;2;14.9939174652;10.3632001877;3;23.487285614;2;10.2264719009;10.7100000381;2;23.7334493399;
10;2;15.569278717;10.9097137451;3;24.6051443815;2;10.3400268555;10.8792181015;2;24.1532578468;
11;2;17.569278717;11.3658018112;3;25.5752966404;2;10.4344825745;11.0;2;26.0129473209;
12;2;19.569278717;11.7372808456;3;26.4181051254;2;10.8529129028;11.7700004578;3;27.6574776173;
13;2;19.8187427521;12.3863048553;3;27.1570737362;2;12.5872430801;12.4126424789;3;29.0951218605;
14;2;20.8187427521;12.659945488;3;27.815636158;2;14.5872430801;12.9308347702;3;30.3518810272;
15;2;22.8187427521;12.446267128;4;28.2468910217;2;16.5872421265;13.3366470337;3;31.4625301361;
16;3;24.2798442841;12.5;3;28.5960328579;2;17.8879413605;13.6469516754;3;32.4630823135;
17;3;25.436958313;12.5;4;28.9701628685;2;19.0082912445;13.879781723;3;33.2818861008;
18;3;26.6053161621;12.5;4;29.3683638573;2;20.138425827;14.0;3;33.9008235931;
19;3;27.215763092;12.5;4;29.7891087532;2;21.2776870728;14.0;3;34.5557665825;
20;3;27.4050979614;12.5;4;30.2302284241;2;21.7750473022;14.0;3;35.2404661179;
21;3;27.603603363;12.5;5;30.6889076233;2;21.9291038513;14.0;3;35.9471020699;
22;4;27.8100090027;12.5;4;31.1617178917;2;22.0880966187;14.0;3;36.6665449142;
23;4;28.0227737427;12.5;3;31.6446905136;2;22.2499713898;14.0;4;37.3887672424;
24;4;28.2401103973;12.5;3;32.1334280968;2;22.4124717712;14.0;4;38.1033678055;
25;4;26.2401103973;13.5;3;32.6232500076;2;22.5732574463;14.0;4;38.8001594543;
26;4;25.25;14.5;3;33.1093654633;2;22.7300338745;14.0;4;39.4697523117;
27;4;25.25;15.5;3;33.587059021;2;22.8806934357;14.0;5;40.1040582657;
28;4;25.25;15.9348239899;3;34.0518712997;2;23.0234127045;14.0;5;40.6966657639;
29;4;25.25;16.1207485199;3;34.4997692108;2;23.1567497253;14.0;5;41.2430458069;
30;4;25.25;16.2999076843;3;34.927280426;3;22.2796840668;15.5;4;42.7405805588;
31;4;25.25;16.4709129333;4;35.3315906525;3;22.3916301727;16.5;4;43.3484441042;
32;4;25.25;16.6326370239;4;35.7105960846;3;21.4923992157;17.5799999237;4;43.9311043024;
33;4;25.25;16.7842388153;4;36.0629110336;3;20.8844985962;18.0;4;44.4934244156;
34;4;25.25;16.925163269;5;36.3878383636;3;19.6613426208;19.7770614624;4;45.0413261652;
35;4;25.25;17.0551357269;5;36.6853075027;3;19.4306106567;20.8970851898;5;45.5814034939;
36;4;26.25;18.5;5;36.955786705;3;19.4907436371;22.0334949493;5;46.120547533;
