Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;2;6.0;12.8999996185;3;22.0;
2;1;11.0;10.0;5;20.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;11.0;10.0;5;20.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;1;11.0;10.0;5;20.0;2;8.32806777954;10.5;3;22.2917383909;
5;1;12.0;10.0;5;20.0;2;8.34376049042;10.5;2;22.4042263031;
6;1;13.0;10.0;5;20.0;2;9.46595096588;10.5;2;22.5249304771;
7;1;14.0;10.0;5;20.3999996185;2;10.0681095123;10.5;2;22.6541694403;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;10.0971889496;10.5;2;23.2287653685;
9;2;14.7768793106;10.3632001877;4;22.8194274902;2;10.2264719009;10.7100000381;2;23.7334493399;
10;2;15.2687425613;10.9097137451;4;23.7316036224;2;10.3400268555;10.8792181015;2;24.1532578468;
11;2;17.268743515;11.3658018112;4;24.4745616913;2;10.4344825745;11.0;2;26.0129473209;
12;2;19.268743515;11.7372808456;4;25.0673980713;2;10.8529129028;11.7700004578;2;27.6574776173;
13;2;20.268743515;12.0336990356;4;25.5325260162;2;12.5872430801;12.4126424789;2;29.0951218605;
14;2;21.268743515;12.2662630081;4;25.892534256;2;14.5872430801;12.9308347702;2;30.3518810272;
15;2;22.268743515;12.446267128;4;26.0;2;16.5872421265;13.3366470337;3;31.4625301361;
16;2;23.268743515;12.5;4;26.0;3;17.8879413605;13.6469516754;3;32.4630823135;
17;2;24.268743515;12.5;4;26.0;3;19.0082912445;13.879781723;3;33.2818861008;
18;2;25.268743515;12.5;4;26.0;3;20.138425827;14.0;3;33.9008235931;
19;2;25.7000007629;12.5;5;26.0;3;21.2776870728;14.0;2;34.5557665825;
20;2;25.7000007629;12.5;4;26.0;3;21.7750473022;14.0;2;35.2404661179;
21;2;25.7000007629;12.5;4;26.0;3;21.9291038513;14.0;2;35.9471020699;
22;2;25.7000007629;12.5;4;26.0;3;22.0880966187;14.0;2;36.6665449142;
23;2;25.7000007629;12.5;4;26.0;3;22.2499713898;14.0;2;37.3887672424;
24;2;25.25;13.1000003815;4;26.0;3;22.4124717712;14.0;2;38.1033678055;
25;3;25.25;12.5;3;26.0;3;22.5732574463;14.0;2;38.8001594543;
26;3;25.25;12.5;3;26.0;3;22.7300338745;14.0;2;39.4697523117;
27;3;25.25;12.5;3;26.0;3;22.8806934357;14.0;3;40.1040582657;
28;3;25.25;12.5;3;26.0;3;23.0234127045;14.0;4;40.6966657639;
29;3;25.25;12.5;3;26.0;3;23.1567497253;14.0;5;41.2430458069;
30;3;25.25;12.5;3;26.0;3;21.2796840668;15.0;5;41.7405805588;
31;3;25.25;12.5;3;26.0;3;20.3916301727;16.0;5;42.1884441376;
32;3;25.25;12.5;3;26.0;3;19.4923992157;17.0;5;42.5873603821;
33;3;25.25;12.5;3;26.0;3;18.5821552277;18.0;5;42.9393005371;
34;3;25.25;12.5;3;26.0;3;17.6613426208;19.0;5;43.2471542358;
35;3;25.25;12.5;4;26.0;3;17.4306106567;20.0;5;43.5144128799;
36;3;25.25;12.5;4;26.0;3;17.4907436371;21.0;5;43.744893074;
37;3;25.25;14.5;4;26.0;3;17.5426006317;22.0;5;43.9425086975;
38;3;25.25;16.5;4;26.0;3;17.587064743;23.0;5;44.0;
39;3;25.25;18.5;5;26.0;3;17.6000003815;24.0;7;44.0;
40;3;25.25;20.5;5;26.0;3;17.6000003815;25.0;7;44.0;
41;3;25.25;22.5;6;26.0;3;17.6000003815;26.0;7;44.0;
42;3;25.25;22.5;7;26.0;3;17.6000003815;27.0;8;44.0;
43;3;25.25;22.5;8;26.0;3;18.6000003815;25.0;8;44.0;
44;3;25.25;22.5;9;26.0;3;17.6000003815;26.0;9;44.0;
45;3;25.25;23.1000003815;9;26.0;3;18.6000003815;25.0;9;44.0;
46;3;25.25;23.1000003815;9;26.0;3;19.6000003815;25.0;9;44.0;
47;3;25.25;23.1000003815;10;26.0;3;20.6000003815;25.0;10;44.0;
48;3;25.25;23.1000003815;10;26.0;3;21.6000003815;25.0;9;44.0;
49;3;25.25;23.1000003815;8;26.0;3;22.6000003815;25.0;9;44.0;
50;3;25.25;23.1000003815;8;26.0;3;23.6000003815;24.0;8;44.0;
51;3;25.25;23.1000003815;9;26.0;3;23.8999996185;24.0;8;44.0;
52;3;25.25;23.1000003815;9;26.0;3;23.8999996185;24.0;9;44.0;
53;3;25.25;23.1000003815;9;26.0;3;23.8999996185;24.0;9;44.0;
54;3;25.25;23.1000003815;9;26.0;3;23.8999996185;24.0;9;44.0;
55;3;25.25;23.1000003815;11;26.0;3;23.8999996185;24.0;9;44.0;
56;3;25.25;23.1000003815;11;26.0;4;24.8999996185;25.0;8;45.0;
57;3;25.25;23.1000003815;10;26.0;4;25.8999996185;26.0;7;45.1599999666;
