Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;2;6.0;12.8999996185;3;22.0;
2;1;11.0;10.0;5;20.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;11.0;10.0;6;20.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;1;11.0;10.0;6;20.0;2;8.32806777954;10.5;3;22.2917383909;
5;1;12.0;10.0;6;20.0;2;8.34376049042;10.5;3;22.4042263031;
6;1;13.0;10.0;6;20.0;2;9.46595096588;10.5;3;22.5249304771;
7;1;14.0;10.0;6;20.3999996185;2;10.0681095123;10.5;3;22.6541694403;
8;2;14.6300001144;10.1999998093;5;21.7264003754;2;10.0971889496;10.5;3;23.2287653685;
9;2;14.3268795013;10.3632001877;5;22.8694274426;2;10.2264719009;10.7100000381;3;23.7334493399;
10;2;14.8187427521;10.9097137451;5;24.7063565254;2;10.3400268555;10.8792181015;3;24.1532578468;
11;2;16.8187427521;11.8021907806;5;26.2699769735;2;10.4344825745;11.0;3;26.0129473209;
12;2;18.8187427521;12.5570135117;5;27.5530358553;2;10.8529129028;11.7700004578;3;27.6574776173;
13;2;19.8187427521;13.170545578;5;28.5748610497;2;12.5872430801;12.4126424789;3;29.0951218605;
14;2;20.8187427521;13.6524438858;5;29.3708281517;2;14.5872430801;12.9308347702;3;30.3518810272;
15;2;21.61835289;14.0203924179;5;29.9823199511;2;16.5872421265;13.3366470337;4;31.4625301361;
16;2;21.8655738831;14.2950820923;5;30.4495426416;3;17.8879413605;13.6469516754;3;32.4630823135;
17;2;23.61835289;14.4966192245;5;30.5224741697;3;19.0082912445;13.879781723;3;33.2818861008;
18;2;24.61835289;14.5;6;30.5906432867;3;20.138425827;14.0;3;33.9008235931;
19;2;25.61835289;14.5;6;30.6607804298;3;21.2776870728;14.0;3;34.5557665825;
20;2;26.61835289;14.5;6;30.7328453064;3;21.7750473022;14.0;3;35.2404661179;
21;2;27.0499992371;14.5;6;30.8067884445;3;21.9291038513;14.0;3;35.9471020699;
22;2;27.0499992371;14.5;6;30.8825509548;3;22.0880966187;14.0;3;36.6665449142;
23;2;27.0499992371;14.5;6;30.9600640535;3;22.2499713898;14.0;3;37.3887672424;
24;2;27.0499992371;14.5;6;31.0392494202;3;22.4124717712;14.0;3;38.1033678055;
25;2;27.0499992371;14.5;7;31.120018959;3;22.5732574463;14.0;3;38.8001594543;
26;2;27.0499992371;14.5;8;31.2022752762;3;22.7300338745;14.0;4;39.4697523117;
27;2;27.0499992371;14.5;8;31.2859115601;3;22.8806934357;14.0;4;40.1040582657;
28;2;27.0499992371;14.5;8;31.3708124161;3;23.0234127045;14.0;4;40.6966657639;
29;2;27.0499992371;14.5;8;31.4568536282;3;23.1567497253;14.0;4;41.2430458069;
30;2;27.0499992371;14.5;8;31.5439035892;3;23.2796840668;14.0;4;41.7405805588;
31;2;27.0499992371;14.5;8;31.6318233013;3;23.3916301727;14.0;4;42.1884441376;
32;2;27.0499992371;14.5;10;31.7204678059;3;23.4923992157;14.0;5;42.5873603821;
33;2;27.0499992371;14.5;10;31.8096864223;4;23.5821552277;14.0;4;42.9393005371;
34;2;27.0499992371;14.5;10;31.8993241787;4;23.6613426208;14.0;5;43.2471542358;
35;2;27.0499992371;14.5;10;31.989222765;4;23.7306098938;14.0;6;43.5144128799;
36;2;27.0499992371;14.5;10;32.079221487;4;23.7907428741;14.0;6;43.744893074;
37;2;27.0499992371;16.5;11;32.1691586971;4;23.8425998688;14.0;6;43.9425086975;
38;2;27.0499992371;18.5;11;32.258872509;4;23.8870639801;14.0;6;44.0;
39;2;27.0499992371;20.5;11;32.348202467;4;23.8999996185;14.0;6;44.0;
40;3;27.0499992371;22.5;11;49.6869900227;4;23.8999996185;14.0;6;44.0;
41;3;28.0499992371;25.5;13;50.6375796795;4;23.8999996185;14.0;6;44.0;
42;3;29.0499992371;26.5;13;51.4742274284;4;23.8999996185;16.0;6;44.0;
43;3;30.0499992371;27.5;13;52.1995370388;4;23.8999996185;18.0;7;44.0;
44;3;31.0499992371;28.5;14;52.820745945;4;23.8999996185;20.0;8;44.0;
45;4;32.0499992371;29.5;13;64.8480131626;4;23.8999996185;22.0;8;44.0;
46;6;34.0499992371;30.5;9;80.7528963089;4;23.8999996185;24.0;9;44.0;
47;6;37.0499992371;32.5;9;82.3005399704;4;23.8999996185;24.0;10;44.0;
48;6;41.0499992371;34.5;10;83.1490716934;4;23.8999996185;24.0;10;44.0;
49;6;41.7196655273;37.2999992371;10;83.8033461571;4;23.8999996185;24.0;10;44.0;
50;6;39.5926208496;40.1199989319;11;84.3766818047;5;21.8999996185;25.0;11;54.0;
51;7;39.4809646606;42.9580001831;10;84.8721094131;5;21.8999996185;27.0;12;54.3999996185;
52;7;39.3830566406;44.8122024536;11;86.2951278687;5;21.8999996185;29.0;12;54.7743997574;
