Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;2;6.0;12.8999996185;3;22.0;
2;1;11.0;10.0;5;20.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;2;11.3000001907;10.0;4;21.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;2;11.3000001907;10.0;4;21.0800000429;2;8.32806777954;10.5;3;22.2917383909;
5;2;12.486000061;10.0;4;21.165536046;2;8.34376049042;10.5;3;22.4042263031;
6;2;13.5244913101;10.0;4;21.2568495274;2;9.46595096588;10.5;3;22.5249304771;
7;2;14.5655822754;10.0;4;21.7667373419;2;10.0681095123;10.5;3;22.6541694403;
8;2;14.7950325012;10.1999998093;3;22.2111321688;2;10.0971889496;10.5;3;23.2287653685;
9;2;14.9950084686;10.3632001877;3;23.489977479;2;10.2264719009;10.7100000381;3;23.7334493399;
10;2;15.5704898834;10.9097137451;3;24.6081231833;2;10.3400268555;10.8792181015;3;24.1532578468;
11;2;17.5704898834;11.3658018112;3;25.5785806179;2;10.4344825745;11.0;3;26.0129473209;
12;2;19.5704898834;11.7372808456;3;26.4217107296;2;10.8529129028;11.7700004578;3;27.6574776173;
13;2;20.8781833649;12.0336990356;4;27.1610145569;2;12.5872430801;12.4126424789;3;29.0951218605;
14;2;22.0015621185;12.2662630081;4;27.8199217319;2;14.5872430801;12.9308347702;3;30.3518810272;
15;2;23.1360664368;12.446267128;4;28.2515256405;2;16.5872421265;13.3366470337;4;31.4625301361;
16;2;24.2819290161;12.5;4;28.6010150909;3;17.8879413605;13.6469516754;3;32.4630823135;
17;2;23.8187427521;13.5;4;28.9754841328;3;19.0082912445;13.879781723;3;33.2818861008;
18;2;25.8187427521;12.5;4;29.374007225;3;20.138425827;14.0;3;33.9008235931;
19;2;27.2183036804;12.5;5;29.7950487137;3;21.2776870728;14.0;3;34.5557665825;
20;2;27.4077720642;12.5;5;30.236430645;3;21.7750473022;14.0;4;35.2404661179;
21;2;27.6063938141;12.5;5;30.6953287125;3;21.9291038513;14.0;4;35.9471020699;
22;2;27.8128967285;12.5;5;31.1683068275;3;22.0880966187;14.0;4;36.6665449142;
23;2;25.8128967285;13.5;5;31.6513895988;3;22.2499713898;14.0;4;37.3887672424;
24;3;25.25;14.5;3;32.1401743889;3;22.4124717712;14.0;4;38.1033678055;
25;3;25.25;15.5;4;32.6299777031;3;22.5732574463;14.0;4;38.8001594543;
26;3;25.25;16.5;3;33.1160087585;3;22.7300338745;14.0;5;39.4697523117;
27;3;25.25;17.3696060181;3;33.5935535431;3;22.8806934357;14.0;6;40.1040582657;
28;3;25.25;17.6561317444;3;34.0581598282;3;23.0234127045;14.0;6;40.6966657639;
29;3;25.25;17.9348964691;3;34.5057992935;3;23.1567497253;14.0;6;41.2430458069;
30;4;25.25;18.2034797668;2;34.9330091476;3;23.2796840668;14.0;6;41.7405805588;
31;4;25.25;18.4598045349;3;36.3369836807;3;23.3916301727;14.0;6;42.1884441376;
32;4;26.25;19.1021900177;3;36.8456286192;3;23.4923992157;14.0;6;42.5873603821;
33;4;27.25;19.3813762665;3;37.3430007696;3;23.5821552277;14.0;6;42.9393005371;
34;4;27.25;19.6507148743;3;37.8298425674;3;23.6613426208;14.0;6;43.2471542358;
35;4;27.25;19.9103603363;3;38.307546854;3;23.7306098938;14.0;7;43.5144128799;
36;4;27.9782505035;22.9103603363;2;39.7780367136;3;23.7907428741;14.0;7;43.744893074;
37;4;29.0684204102;26.9103622437;3;40.3736301661;3;23.8425998688;14.0;7;43.9425086975;
38;4;30.1681137085;30.9103622437;3;40.9823192358;3;23.8870639801;14.0;7;44.0;
39;4;30.8518619537;34.910358429;3;41.6081821918;3;23.8999996185;14.0;7;44.0;
40;5;31.0453224182;38.335269928;3;42.2552518845;3;23.8999996185;14.0;7;44.0;
41;5;32.2580604553;37.335269928;5;42.92733109;3;23.8999996185;14.0;7;44.0;
42;5;31.4910068512;38.335269928;6;43.5442013741;3;23.8999996185;16.0;8;44.0;
43;5;31.744890213;39.335269928;6;44.1559867859;3;23.8999996185;18.0;8;44.0;
44;5;33.0201950073;37.335269928;7;44.8157441616;3;23.8999996185;20.0;9;44.0;
45;5;32.3170852661;38.335269928;8;45.5230219364;3;23.8999996185;22.0;9;44.0;
46;5;32.6353607178;39.335269928;8;46.27643013;3;23.8999996185;24.0;9;44.0;
47;5;33.974395752;37.335269928;9;48.073546648;3;23.8999996185;24.0;9;44.0;
48;5;34.3330955505;39.335269928;9;48.9508624077;3;23.8999996185;24.0;9;44.0;
49;5;35.7098884583;41.335269928;10;49.8649525642;3;23.8999996185;24.0;9;44.0;
50;5;37.1026954651;40.335269928;11;50.8101527691;3;23.8999996185;24.0;7;44.0;
51;5;36.5089683533;42.335269928;11;51.7798355818;3;23.8999996185;24.0;7;44.0;
