Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;11.3000001907;10.0;4;21.0;1;7.0;11.6999998093;5;21.0;
3;2;11.3000001907;10.0;4;21.0399999619;1;8.0;10.6999998093;5;21.0;
4;2;11.3120002747;10.0;4;21.0811839104;1;8.14999961853;10.5;5;21.0;
5;2;12.486533165;10.0;4;21.1235535145;1;8.14999961853;10.5;5;21.0;
6;2;13.5055990219;10.0;4;21.1671074629;1;9.14999961853;10.5;5;21.0;
7;2;14.5251979828;10.0;4;21.6235121489;1;9.72500038147;10.5;5;21.0;
8;2;14.7305812836;10.1999998093;4;22.0083538294;1;9.72500038147;10.5;5;21.4200000763;
9;2;14.9037590027;10.3632001877;4;23.1875032187;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;15.4343767166;10.9097137451;4;24.1904090643;1;9.8956489563;10.8792181015;5;22.0;
11;2;17.4343776703;11.3658018112;4;25.0287904739;1;9.94999980927;11.0;5;23.5400009155;
12;2;19.4343757629;11.7372808456;4;25.7218089104;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;20.5632286072;12.0336990356;5;26.291918993;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;21.6104698181;12.2662630081;5;26.7617239952;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;22.6598777771;12.446267128;5;26.9837862253;1;13.9499998093;13.3366470337;6;27.2939033508;
16;2;22.8187427521;13.39270401;5;27.1031351089;1;14.9499998093;13.6469516754;6;27.759563446;
17;2;24.7651538849;12.5;5;27.2271542549;1;15.9499998093;13.879781723;6;28.0;
18;2;25.8209629059;12.5;5;27.3557243347;1;16.9500007629;14.0;6;28.0;
19;2;26.3100757599;12.5;6;27.4886879921;1;17.9500007629;14.0;6;28.0;
20;2;26.3699092865;12.5;6;27.6258473396;1;18.2999992371;14.0;6;28.0;
21;2;26.4316310883;12.5;6;27.7669644356;1;18.2999992371;14.0;6;28.0;
22;2;25.25;13.5;6;27.9117605686;1;18.2999992371;14.0;6;28.0;
23;2;25.25;14.2470560074;6;28.0599179268;1;18.2999992371;14.0;7;28.0;
24;2;25.25;14.3359508514;6;28.2110803127;1;18.2999992371;14.0;7;28.0;
25;2;25.25;14.42664814;7;28.3648564816;1;18.2999992371;14.0;7;28.0;
26;2;25.25;14.5189142227;7;28.520822525;1;18.2999992371;14.0;8;28.0;
27;2;25.25;14.612493515;8;28.6785264015;1;18.2999992371;14.0;8;28.0;
28;3;25.25;14.7071151733;7;28.8374929428;1;18.2999992371;14.0;8;28.0;
29;3;25.25;14.8024959564;7;28.9972288609;1;18.2999992371;14.0;8;28.0;
30;3;25.25;14.8983373642;8;29.1572289467;1;18.2999992371;14.0;8;28.0;
31;3;25.25;14.9943370819;8;29.3169817924;1;18.2999992371;14.0;8;28.0;
32;3;25.25;15.0901889801;8;29.475976944;1;18.2999992371;14.0;8;28.0;
33;3;25.25;15.1855859756;8;29.633711338;1;18.2999992371;14.0;8;28.0;
34;3;25.25;15.2802267075;8;29.7896952629;1;18.2999992371;14.0;8;28.0;
35;3;25.25;15.3738174438;8;29.943459034;1;18.2999992371;14.0;8;28.0;
36;4;25.25;17.3738174438;6;46.0945577621;1;18.2999992371;14.0;8;28.0;
37;4;28.25;21.3738174438;6;47.0325770378;1;18.2999992371;14.0;8;28.0;
38;4;31.25;24.5;7;47.8876953125;1;18.2999992371;14.0;8;28.0;
39;5;32.1607437134;27.5;6;48.6587388515;1;18.2999992371;14.0;9;28.0;
40;5;31.7375526428;30.5;7;49.347927928;1;18.2999992371;14.0;9;28.0;
41;5;32.3242454529;32.5;7;49.960011363;1;18.2999992371;14.0;9;28.0;
42;5;32.4039077759;33.5;8;50.5013949871;1;18.2999992371;14.0;10;28.0;
43;5;32.4820365906;34.5;8;50.979351759;1;18.2999992371;14.0;10;28.0;
44;5;32.5585479736;35.5;8;51.4013888836;1;18.2999992371;14.0;10;28.0;
45;5;32.6333808899;36.5;9;51.6810725927;1;18.2999992371;14.0;11;28.0;
46;5;32.7064819336;37.5;10;51.8396004438;1;18.2999992371;14.0;11;28.0;
47;5;32.7778205872;38.5;10;52.9941678047;1;18.2999992371;14.0;11;28.0;
48;5;33.8473739624;40.5;11;53.194763422;1;18.2999992371;14.0;11;28.0;
49;5;34.9151420593;42.5;11;53.3933773041;1;18.2999992371;15.0;12;28.0;
50;5;35.4770202637;44.5;12;53.5900716782;1;18.2999992371;16.0;12;28.0;
51;6;35.5655288696;46.5;11;68.2849243879;1;18.2999992371;17.0;12;28.0;
52;6;36.6532173157;49.5;11;69.0580232143;1;18.2999992371;18.0;13;28.0;
53;6;37.74010849;51.5;10;69.7601548433;1;18.2999992371;19.0;13;28.0;
54;6;38.8239898682;53.5;10;70.333278656;1;18.2999992371;19.0;13;28.0;
55;6;39.8780708313;54.7999992371;9;71.8874887228;1;18.2999992371;19.0;14;28.0;
56;6;41.4004325867;56.2999992371;9;74.0075941086;1;18.2999992371;19.0;14;28.0;
57;6;42.9087219238;57.0890007019;9;75.7898893356;1;18.2999992371;19.0;15;28.0;
58;6;44.3345680237;57.7191467285;10;77.2867913246;1;18.2999992371;19.0;15;28.0;
59;7;44.9528923035;58.2158737183;10;78.4009296894;1;18.2999992371;19.0;15;28.0;
60;7;45.2718582153;58.5296897888;11;79.2160122395;1;18.2999992371;19.0;15;28.0;
61;7;45.4972038269;58.7000007629;12;79.5770123005;1;18.2999992371;19.0;16;28.0;
62;7;45.6596565247;58.7000007629;12;79.9402148724;1;18.2999992371;19.0;16;28.0;
63;7;45.8230934143;58.7000007629;12;80.3054990768;1;18.2999992371;19.0;16;28.0;
64;7;45.9874687195;58.7000007629;13;80.6647787094;1;18.2999992371;19.0;17;28.0;
65;7;46.1491470337;58.7000007629;13;80.9541728497;1;18.2999992371;19.0;17;28.0;
66;8;45.2793769836;60.7000007629;13;82.2505373955;1;18.2999992371;19.0;18;28.0;
67;8;47.4127426147;60.7000007629;13;82.5931887627;1;18.2999992371;19.0;18;28.0;
68;8;49.0169334412;61.7000007629;14;82.9425466061;1;18.2999992371;19.0;18;28.0;
69;8;49.1741447449;62.7000007629;13;83.2977719307;1;18.2999992371;19.0;19;28.0;
70;8;49.3339958191;63.7000007629;15;83.6579538584;1;18.2999992371;19.0;19;28.0;
71;9;49.4960784912;63.7000007629;14;84.0221184492;1;18.2999992371;19.0;19;28.0;
72;10;50.1146240234;65.6999969482;14;85.3892395496;1;18.2999992371;19.0;19;28.0;
73;10;51.2591667175;67.6999969482;15;85.8182508945;1;18.2999992371;19.0;20;28.0;
74;10;51.8810424805;69.6999969482;15;86.2510230541;1;18.2999992371;19.0;20;28.0;
75;10;50.0540962219;72.6999969482;15;86.6865212917;1;18.2999992371;19.0;21;28.0;
76;10;49.2278633118;75.6999969482;15;87.1237047911;1;18.2999992371;19.0;21;28.0;
77;10;48.8018913269;79.4990539551;17;87.5615440607;1;18.2999992371;19.0;21;28.0;
78;10;48.975730896;81.5274047852;17;87.9990314245;1;18.2999992371;19.0;21;28.0;
79;10;49.1489334106;83.5563201904;18;88.4351949692;1;18.2999992371;19.0;21;28.0;
80;10;50.3210868835;82.5858078003;19;88.8691112995;1;18.2999992371;19.0;21;28.0;
81;10;49.4917869568;84.6158294678;20;89.2999134064;1;18.2999992371;19.0;22;28.8400001526;
82;11;49.6606559753;85.9463729858;18;89.7268000841;1;18.4890003204;19.4200000763;22;29.4629440308;
83;11;50.0445175171;84.9342193604;19;90.149040699;1;18.6291618347;19.7314720154;22;29.9158058167;
84;13;49.9916000366;85.0089111328;19;90.5659793615;1;18.7310562134;19.9579029083;22;30.0;
85;14;49.2864761353;86.0408477783;18;90.9770361185;1;18.75;20.0;22;30.0;
86;14;51.3115997314;84.0731887817;20;91.3817064762;1;18.75;20.0;22;30.0;
87;16;51.4669303894;86.1059112549;17;92.7795600891;1;18.75;20.0;22;30.0;
88;16;52.6189155579;88.1389694214;17;94.3346576691;1;18.75;20.0;23;30.0;
89;16;54.227142334;87.2178878784;18;95.9424703121;1;18.75;20.0;23;30.0;
90;18;54.360042572;89.30052948;15;108.590193391;1;18.75;20.0;23;30.0;
91;18;57.0309104919;93.3868255615;15;110.883919597;1;18.75;20.0;23;30.0;
92;18;66.1105499268;94.4766693115;15;114.174825549;1;18.75;20.0;24;30.0;
93;18;64.3659210205;100.569923401;15;117.506723285;1;16.75;21.0;24;30.0;
94;18;66.3249969482;107.666404724;16;120.888228893;1;15.75;22.0;24;30.0;
95;18;68.2500305176;115.765892029;16;124.292898059;1;14.75;23.0;23;30.0;
96;18;71.59009552;120.868125916;17;127.714483976;1;13.75;24.0;23;30.0;
97;18;75.453666687;126.329032898;18;130.149341106;1;12.75;25.0;24;30.0;
98;18;77.8197860718;132.585845947;19;132.536239266;1;12.0;26.0;24;30.0;
99;19;79.1963653564;138.65953064;19;134.873063207;1;12.0;27.0;24;30.0;
100;19;80.5813522339;142.942352295;19;137.159286737;1;12.0;28.0;24;30.0;
