Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;11.0;10.0;5;20.0;2;7.0;11.8999996185;3;22.0;
3;1;11.0;10.0;5;20.0;2;8.14999961853;10.6999998093;3;22.0900000334;
4;1;11.0;10.0;5;20.0;2;8.31349945068;10.5;3;22.1871190071;
5;1;12.0;10.0;5;20.0;2;8.32806777954;10.5;3;22.2917383909;
6;1;13.0;10.0;5;20.0;2;9.44064044952;10.5;3;22.4042263031;
7;1;14.0;10.0;5;20.3999996185;2;10.0409517288;10.5;3;22.5249304771;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;10.0681095123;10.5;3;23.0894187689;
9;2;14.7768793106;10.3632001877;4;22.8494274616;2;10.1951189041;10.7100000381;3;23.5836213827;
10;2;15.282242775;10.9097137451;4;23.7921946049;2;10.3063154221;10.8792181015;3;23.9926425219;
11;2;17.2822418213;11.3658018112;4;24.5663278103;2;10.3983440399;11.0;3;25.8316864967;
12;2;19.2822418213;11.7372808456;4;25.1909153461;2;10.8121290207;11.7700004578;3;27.4540388584;
13;2;20.3243255615;12.0336990356;5;25.6883610487;2;12.541469574;12.4126424789;3;28.8682081699;
14;2;21.3388690948;12.2662630081;5;26.0812431574;2;14.541469574;12.9308347702;3;30.1005516052;
15;2;22.3536624908;12.446267128;5;26.2221269608;2;16.541469574;13.3366470337;4;31.1863336563;
16;2;23.3687000275;12.5;5;26.2560760975;3;17.8257961273;13.6469516754;3;32.1621966362;
17;2;24.3839759827;12.5;5;26.2905418873;3;18.9405918121;13.879781723;3;32.9572491646;
18;2;25.3994865417;12.5;5;26.3255085945;3;20.0653820038;14.0;3;33.5542383194;
19;2;25.8464794159;12.5;6;26.3609591722;3;21.1997051239;14.0;3;34.1899633408;
20;2;25.8624305725;12.5;6;26.3968753815;3;21.692741394;14.0;4;34.8591008186;
21;2;25.8785934448;12.5;6;26.4332377911;3;21.843296051;14.0;4;35.5546751022;
22;2;25.8949565887;12.5;6;26.4700255394;3;21.9998016357;14.0;4;36.2682390213;
23;2;25.9115104675;12.5;6;26.5072168112;3;22.1603527069;14.0;4;36.9902019501;
24;3;25.9282474518;12.5;5;26.5447884798;3;22.3227958679;14.0;4;37.7102985382;
25;3;23.25;14.1179151535;5;26.5827163458;3;22.4848175049;14.0;4;38.4181499481;
26;3;24.25;13.1330862045;6;26.6209751368;3;22.6440830231;14.0;5;39.1038570404;
27;3;22.25;14.1483898163;6;26.6595385075;3;22.7983665466;14.0;5;39.758556366;
28;3;21.25;15.1638154984;6;26.6983793974;3;22.9456748962;14.0;5;40.374874115;
29;3;20.25;16.1793518066;6;26.7374696732;3;23.0843467712;14.0;5;40.947227478;
30;3;19.25;17.1949882507;6;26.7767804861;3;23.2131252289;14.0;5;41.4719495773;
31;3;18.25;18.2107124329;7;26.8162822723;3;21.3311882019;15.0;5;41.9472465515;
32;4;17.25;19.2265129089;6;27.8559447527;3;20.438129425;16.0;5;42.3730211258;
33;4;17.25;20.6423778534;6;27.9857373238;3;19.5339279175;17.0;5;42.7505970001;
34;4;17.25;21.6942958832;6;28.1227475405;3;18.6188831329;18.0;5;43.0823974609;
35;4;16.25;22.7490997314;8;28.2673255205;3;17.6935386658;19.0;6;43.3716182709;
36;5;17.25;20.806930542;6;43.4198074341;3;17.4586143494;20.0;6;43.6219272614;
37;5;17.0;21.8679237366;5;44.3305091858;3;17.5149345398;21.0;5;43.8372087479;
38;5;18.0;22.9322032928;5;45.1690918207;3;17.5633716583;22.0;5;44.0;
39;5;20.0;20.9998855591;5;45.9349700212;3;17.6000003815;23.0;5;44.0;
40;5;20.0;22.0710735321;7;46.6308681965;3;17.6000003815;24.0;5;44.0;
41;6;23.851568222;23.0710716248;6;47.2619404793;3;17.6000003815;25.0;5;44.0;
42;6;24.9430408478;25.0710716248;6;47.8348894119;3;17.6000003815;26.0;6;44.0;
43;6;26.139377594;28.0710716248;9;48.3571646214;3;17.6000003815;27.0;8;44.0;
44;6;27.2874107361;31.0710716248;9;48.8363199234;3;18.6000003815;25.0;8;44.0;
45;6;28.4278755188;33.354183197;11;49.1858310699;4;20.6000003815;26.0;8;45.0;
46;6;29.5412769318;33.4487533569;12;49.4266600609;4;22.6000003815;27.0;8;45.1599999666;
47;6;30.632270813;33.4641990662;12;49.6756186485;4;23.6000003815;28.0;8;45.3437439203;
48;7;31.727060318;33.4795265198;10;78.6821620464;4;24.6000003815;29.0;9;45.5541238785;
49;7;34.8254127502;33.5;11;80.9581241608;4;25.6000003815;30.0;9;45.7941719294;
50;7;35.9270362854;35.5;12;82.761995554;4;25.8999996185;29.8970870972;9;46.0669906139;
51;7;38.0315895081;35.5;12;84.1520986557;4;25.8999996185;30.0334949493;9;46.375654459;
52;8;38.5580177307;36.5;12;100.212301016;4;26.4345226288;29.0;9;46.7230784893;
53;8;39.6835899353;38.5;13;101.776791096;4;25.8999996185;30.0;9;47.1118502617;
54;9;39.6086578369;40.5;13;124.504769087;4;25.8999996185;30.5559253693;8;47.544028759;
55;9;41.7205429077;42.5;14;126.465047598;4;25.8999996185;30.7720146179;8;48.0209121704;
56;9;43.0666160583;45.5;15;128.15188098;4;24.8047046661;30.0;9;48.5427899361;
57;9;44.194568634;48.5;15;129.585919619;4;23.92212677;31.0;9;49.1086950302;
58;9;45.3217163086;51.5;16;130.796103239;4;23.0494556427;32.0;9;49.7161855698;
59;11;46.4474906921;54.5;10;137.127011299;4;22.1861419678;33.0;10;50.3611893654;
60;11;48.5713577271;57.5;11;142.584440947;5;21.3312683105;34.0;9;51.0379443169;
61;11;51.3115158081;61.0;11;146.814055443;5;20.8999996185;33.0;9;51.7390680313;
62;11;52.929145813;64.3899993896;13;149.944515228;5;20.6000003815;33.0;12;52.4557781219;
63;11;54.4413909912;67.6872558594;14;152.131000519;5;21.5025501251;34.0;12;53.1782588959;
64;11;55.8662528992;70.9097442627;15;153.311404943;5;21.6651077271;35.0;11;53.8961582184;
65;11;56.2505531311;74.0;17;153.886872768;5;21.8266372681;36.0;11;54.5991659164;
