Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;11.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;11.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;12.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;2;13.4499998093;10.0;5;21.0;1;9.14999961853;10.5;5;21.0;
7;2;14.4499998093;10.0;5;21.3999996185;1;9.72500038147;10.5;5;21.0;
8;2;14.6300001144;10.1999998093;5;21.7264003754;1;9.72500038147;10.5;5;21.4200000763;
9;2;14.7768793106;10.3632001877;5;22.8494274616;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;15.282242775;10.9097137451;5;23.7921946049;1;9.8956489563;10.8792181015;5;22.0;
11;2;17.2822418213;11.3658018112;5;24.5663278103;1;9.94999980927;11.0;5;23.5400009155;
12;2;19.2822418213;11.7372808456;5;25.1909153461;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;20.3243255615;12.0336990356;5;25.6883610487;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;20.5597629547;12.2662630081;4;26.0812431574;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;20.7365608215;12.446267128;4;26.2221269608;1;13.9499998093;13.3366470337;6;27.2939033508;
16;2;20.7999572754;12.5;4;26.2560760975;1;14.9499998093;13.6469516754;6;27.759563446;
17;2;22.7668762207;12.5;4;26.2905418873;1;15.9499998093;13.879781723;6;28.0;
18;2;23.7823848724;12.5;4;26.3255085945;1;16.9500007629;14.0;6;28.0;
19;2;24.7981204987;12.5;5;26.3609591722;1;17.9500007629;14.0;6;28.0;
20;2;25.8140716553;12.5;6;26.3968753815;1;18.2999992371;14.0;6;28.0;
21;2;25.8785934448;12.5;7;26.4332377911;1;18.2999992371;14.0;6;28.0;
22;2;25.8949565887;12.5;7;26.4700255394;1;18.2999992371;14.0;6;28.0;
23;2;25.9115104675;12.5;6;26.5072168112;1;18.2999992371;14.0;7;28.0;
24;2;25.9282474518;12.5;6;26.5447884798;1;18.2999992371;14.0;7;28.0;
25;2;25.9451541901;12.5;6;26.5827163458;1;18.2999992371;14.0;7;28.0;
26;2;25.962223053;12.5;5;26.6209751368;1;18.2999992371;14.0;7;28.0;
27;2;25.9794387817;12.5;5;26.6595385075;1;18.2999992371;14.0;7;28.0;
28;2;25.9967918396;12.5;5;26.6983793974;1;18.2999992371;14.0;8;28.0;
29;2;26.0142707825;12.5;5;26.7374696732;1;18.2999992371;14.0;8;28.0;
30;2;25.25;13.1949882507;5;26.7767804861;1;18.2999992371;14.0;8;28.0;
31;2;25.25;13.2107124329;5;26.8162822723;1;18.2999992371;14.0;8;28.0;
32;3;25.25;13.2265129089;3;26.8559447527;1;18.2999992371;14.0;8;28.0;
