Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;11.0;10.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;11.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;11.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;2;12.4499998093;10.0;4;21.0;2;8.32806777954;10.5;4;22.2917383909;
6;2;13.4499998093;10.0;4;21.0900000334;2;9.44064044952;10.5;4;22.4042263031;
7;2;14.4905004501;10.0;4;21.5980186462;2;10.0409517288;10.5;4;22.5249304771;
8;2;14.7191085815;10.1999998093;4;22.0418490171;2;10.0681095123;10.5;4;23.0894187689;
9;2;14.9188308716;10.3632001877;4;23.3017349243;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;15.4857807159;10.9097137451;4;24.3994617462;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;17.4857807159;11.3658018112;4;25.3481024504;2;10.3983440399;11.0;4;25.8316864967;
12;2;19.4857807159;11.7372808456;4;26.1681330204;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;20.7640724182;12.0336990356;5;26.8832330704;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;21.8765602112;12.2662630081;5;27.5170819759;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;22.9997901917;12.446267128;5;27.923101902;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;24.1341381073;12.5;5;28.2468910217;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;25.2798442841;12.5;5;28.5960328579;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;26.436958313;12.5;5;28.9701628685;2;20.0653820038;14.0;5;33.5542383194;
19;2;27.03657341;12.5;5;29.3683638573;2;21.1997051239;14.0;5;34.1899633408;
20;2;27.215763092;12.5;5;29.7891087532;2;21.692741394;14.0;5;34.8591008186;
21;2;27.4050979614;12.5;7;30.2302284241;2;21.843296051;14.0;5;35.5546751022;
22;2;27.603603363;12.5;7;30.6889076233;2;21.9998016357;14.0;5;36.2682390213;
23;2;27.8100090027;12.5;7;31.1617178917;2;22.1603527069;14.0;6;36.9902019501;
24;2;28.0227737427;12.5;7;31.6446905136;2;22.3227958679;14.0;6;37.7102985382;
25;2;28.2401103973;12.5;7;32.1334280968;2;22.4848175049;14.0;6;38.4181499481;
26;2;28.4600429535;12.5;8;32.6232500076;2;22.6440830231;14.0;6;39.1038570404;
27;2;28.6804618835;12.5;9;33.1093654633;2;22.7983665466;14.0;6;39.758556366;
28;2;28.8992137909;12.5;9;33.587059021;2;22.9456748962;14.0;6;40.374874115;
29;2;29.1141777039;12.5;9;34.0518712997;2;23.0843467712;14.0;6;40.947227478;
30;2;29.3233413696;12.5;9;34.4997692108;2;23.2131252289;14.0;7;41.4719495773;
31;2;29.5248966217;12.5;9;34.927280426;2;23.3311882019;14.0;7;41.9472465515;
32;2;29.7172775269;12.5;9;35.3315906525;2;23.438129425;14.0;7;42.3730211258;
33;2;29.8992156982;12.5;10;35.7105960846;2;23.5339279175;14.0;7;42.7505970001;
34;2;30.0697689056;12.5;11;36.0629110336;2;23.6188831329;14.0;7;43.0823974609;
35;2;30.2283096313;14.5;11;36.3878383636;2;23.6935386658;14.0;7;43.3716182709;
36;2;30.3745269775;16.5;11;36.6853075027;2;23.7586135864;14.0;7;43.6219272614;
