Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;11.0;10.0;5;20.0;1;7.0;11.6999998093;4;21.0;
3;1;11.0;10.0;5;20.0;1;8.0;10.6999998093;4;21.0;
4;1;11.0;10.0;5;20.0;2;8.14999961853;10.6999998093;3;22.0;
5;1;12.0;10.0;4;20.0;2;8.29999923706;10.5;3;22.0900000334;
6;1;13.0;10.0;4;20.0;2;9.39524936676;10.5;3;22.1871190071;
7;1;14.0;10.0;4;20.3999996185;2;9.99210166931;10.5;3;22.2917383909;
8;2;15.1800003052;10.1999998093;3;21.7264003754;2;10.0156412125;10.5;3;22.8371437788;
9;2;16.3268795013;10.3632001877;3;22.8694274426;2;10.1383571625;10.7100000381;3;23.3113827705;
10;2;17.8187427521;10.9097137451;3;23.8335785866;2;10.2450618744;10.8792181015;3;23.6996542215;
11;2;19.8187427521;11.3658018112;2;24.6305116415;2;10.3324222565;11.0;3;25.4997080564;
12;2;21.8187427521;11.7372808456;2;25.2793427706;2;10.7374343872;11.7700004578;3;27.0797379017;
13;2;23.3641166687;12.0336990356;3;25.8024992943;2;12.4572515488;12.4126424789;3;28.4485538006;
14;2;24.3902301788;12.2662630081;3;26.2225775719;2;14.4572515488;12.9308347702;3;29.6330289841;
15;2;25.417263031;12.446267128;3;26.3921557665;2;16.4572525024;13.3366470337;4;30.669192791;
16;2;26.4452133179;12.5;3;26.4563041925;3;17.7094402313;13.6469516754;4;31.5947263241;
17;2;27.4740791321;12.5;3;26.5224741697;3;18.8129119873;13.879781723;4;32.3400559425;
18;2;28.5038566589;12.5;3;26.5906432867;3;19.9265136719;14.0;4;32.8895044327;
19;2;28.9657897949;12.5;4;26.6607804298;3;21.0501403809;14.0;4;33.4816474915;
20;2;28.9973506927;12.5;4;26.7328453064;3;21.5333709717;14.0;4;34.1130428314;
21;2;29.0297813416;12.5;4;26.8067884445;3;21.6754341125;14.0;4;34.7785673141;
22;2;29.0630550385;12.5;4;26.8825509548;3;21.825176239;14.0;4;35.4714341164;
23;2;29.0971488953;12.5;3;26.9600640535;3;21.9810714722;14.0;4;36.1833543777;
24;2;29.1320285797;12.5;4;27.0392494202;3;22.141254425;14.0;4;36.9048519135;
25;3;28.25;13.3156995773;3;27.120018959;3;22.3035907745;14.0;4;37.6257123947;
26;3;28.25;12.5;3;27.2022752762;3;22.4657840729;14.0;4;38.3355398178;
27;3;28.25;13.3809099197;3;27.2859115601;3;22.6254959106;14.0;5;39.0243473053;
28;3;28.25;13.4143648148;3;27.3708124161;3;22.7804775238;14.0;5;39.6831235886;
29;3;28.25;13.4483251572;3;27.4568536282;3;22.9287014008;14.0;5;40.3043012619;
30;3;28.25;13.4827413559;3;27.5439035892;3;23.0684661865;14.0;5;40.8820743561;
31;3;28.25;13.5175609589;3;27.6318233013;3;23.1984672546;14.0;5;41.4125490189;
32;3;28.25;13.5527296066;3;27.7204678059;3;23.3178215027;14.0;5;41.8937177658;
33;3;28.25;13.5881872177;3;27.8096864223;3;23.4260864258;14.0;5;42.3252954483;
34;3;29.25;15.5881872177;3;27.8993241787;3;23.523191452;14.0;5;42.7084550858;
35;3;29.5546951294;17.5881881714;2;27.989222765;3;23.6094017029;14.0;5;43.0455055237;
36;4;29.5951499939;19.5881881714;1;28.079221487;3;23.6852378845;14.0;5;43.3395690918;
37;4;29.6356506348;21.5;2;28.1691586971;4;24.7514019012;14.5;5;44.5942716599;
38;4;30.6761207581;23.5;1;29.258872509;4;25.8087100983;14.5;5;44.9734851122;
39;0;0;0;0;0;4;25.8580341339;14.5799999237;5;45.3437439203;
