Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;9.0;10.0;5;20.0;2;13.3999996185;10.0;3;21.1200000048;
3;1;9.0;10.0;5;20.0;2;13.4479999542;10.0;3;21.2530560493;
4;1;9.0;10.0;4;20.0;2;14.7518339157;10.0;3;21.4002518654;
5;1;10.0;10.0;4;20.0;2;15.8401508331;10.0;3;21.5626775026;
6;1;11.0;10.0;4;20.0;2;16.9376068115;10.0;3;22.1570323706;
7;1;11.0;10.0;4;20.3999996185;2;18.0542201996;10.1999998093;2;22.698546052;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;18.6191272736;10.3632001877;2;24.1076657772;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;19.4645996094;10.9097137451;2;25.3793644905;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;21.4645996094;11.3658018112;2;26.5288131237;
11;1;11.6125736237;11.0209560394;3;22.9143505096;2;23.4645996094;11.7372808456;2;27.5781302452;
12;1;11.8743057251;11.4571752548;3;23.6214065552;2;25.1980953217;12.0336990356;3;28.5519375801;
13;1;13.6125736237;11.8107032776;4;24.1832637787;2;26.5033035278;12.2662630081;3;29.473883152;
14;1;14.6125736237;12.0916318893;4;24.6226100922;2;27.8404655457;12.446267128;4;30.1961040497;
15;1;15.6125736237;12.3113050461;4;24.9617595673;2;29.209318161;12.5;5;30.8614077568;
16;1;16.6125736237;12.4808797836;4;25.0;2;30.6085014343;12.5;5;31.5729002953;
17;2;18.6125736237;12.5;3;26.0;2;32.0353965759;12.5;5;32.3239922523;
18;2;20.6125736237;12.5;3;26.0399999619;2;33.3943939209;12.5;5;33.1059026718;
19;2;22.5;12.5;4;26.0811839104;2;33.8635406494;12.5;5;33.9079084396;
20;2;23.5;12.5;4;26.1235535145;2;34.344745636;12.5;5;34.7178239822;
21;2;24.5;12.5;4;26.1671074629;2;34.830696106;12.5;5;35.5226716995;
22;2;24.8501319885;12.5;4;26.211841464;2;35.3136024475;12.5;5;36.3094863892;
23;2;24.8635520935;12.5;4;26.2577478886;2;35.7856903076;12.5;5;37.0661487579;
24;2;24.8773231506;12.5;4;26.3048160076;2;36.2396888733;12.5;5;37.7821359634;
25;2;24.8914451599;12.5;4;26.3530313969;2;36.6692810059;12.5;5;38.449090004;
26;2;24.9059104919;12.5;4;26.4023760557;2;37.0694541931;12.5;6;39.0611457825;
27;2;24.5;13.0609502792;4;26.4528282881;2;37.4366874695;12.5;6;39.6149940491;
28;2;24.5;13.0811309814;4;26.5043625832;2;37.7689971924;12.5;7;40.1097126007;
29;2;24.5;13.1017446518;4;26.5569496155;3;38.065826416;12.5;6;40.5464267731;
30;2;22.9670848846;13.5;4;26.6105561256;3;38.3278579712;14.5;6;40.9278697968;
31;2;23.5;13.1442222595;4;26.6651450396;3;38.5567207336;16.5;6;41.2579154968;
32;2;21.9995422363;13.5;4;26.72067523;3;38.7547492981;18.5;6;41.54114151;
33;2;21.0162029266;14.5;5;26.7771017551;3;38.9246826172;20.5;6;41.782453537;
34;2;20.0331306458;15.5;4;26.8343759775;3;39.0694732666;22.5;6;41.986787796;
35;2;18.5;17.233751297;4;26.8924454451;3;39.192073822;22.5;7;42.0;
36;2;17.5;18.2569789886;4;26.9512542486;3;37.192073822;23.5;7;42.0;
37;2;17.0;19.2805023193;4;27.0107431412;3;36.192073822;24.5;7;42.0;
38;2;17.0;20.3042964935;4;27.0708494186;3;35.192073822;25.5;7;42.0;
39;2;17.0;21.3283405304;5;27.1315076351;3;34.192073822;26.5;7;42.0;
40;2;17.0;22.3526039124;5;27.1926498413;3;33.192073822;27.5;7;43.0;
41;2;18.0;20.3770599365;5;27.2542052269;3;33.192073822;29.5;8;43.1000000238;
42;2;17.0;21.4016819;6;27.3161010742;3;33.192073822;31.5;8;43.2088999748;
43;2;17.0;22.4264411926;7;27.3782629967;3;32.9174118042;33.5;9;43.3272645473;
44;2;18.7134780884;21.4264411926;7;27.4406147003;3;31.9884319305;35.0;10;43.4556473494;
45;2;19.7321853638;21.4264411926;8;27.5030794144;3;31.8733882904;36.0;11;43.5945794582;
46;2;20.7509231567;21.4264411926;8;27.5655794144;4;31.9567470551;36.0;10;45.4564481974;
47;2;21.7696743011;22.4264411926;8;27.628036499;4;32.6658668518;36.8400001526;10;47.0228044987;
48;2;22.7884101868;22.5;8;27.690372467;4;33.2534980774;37.5234870911;10;48.3343808651;
49;4;24.8071117401;23.5;8;28.7525100708;4;33.7408981323;38.0703659058;10;49.4355983734;
50;4;26.0;24.5;8;28.9443725348;4;34.1501121521;38.5024490356;10;50.2211565971;
51;4;26.5;26.5;8;29.1513153315;4;34.412563324;38.7667732239;10;50.7847626209;
52;4;27.7453956604;26.5;12;29.3746955395;4;34.5788574219;38.9099998474;11;51.2622859478;
53;5;26.9313163757;28.5;8;49.1158969402;4;34.7573699951;39.0;12;51.579957962;
