Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;2;15.6000003815;10.0;4;21.0;
6;1;11.0;10.0;4;20.0;2;16.6000003815;10.0;4;21.4999996424;
7;1;11.0;10.0;4;20.3999996185;2;17.6599998474;10.1999998093;4;21.9353003502;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;18.1611804962;10.3632001877;4;23.1829590797;
9;2;11.5179204941;10.3632001877;3;21.9903717041;2;18.9097747803;10.9097137451;4;24.267437458;
10;2;11.597111702;10.4951858521;2;23.0619120598;2;20.9097747803;11.3658018112;4;25.2018244267;
11;2;11.9185733795;11.0209560394;2;23.9545464516;2;22.9097747803;11.7372808456;4;26.0066431761;
12;2;13.9185733795;11.4571752548;2;24.6819883585;2;24.2552032471;12.0336990356;4;26.7056586742;
13;2;15.9185733795;11.8107032776;2;25.2644146681;2;25.3955345154;12.2662630081;4;27.3226804733;
14;2;16.5793247223;12.0916318893;2;25.7245066166;2;26.5497436523;12.446267128;4;27.7113106251;
15;2;16.7173519135;12.3113050461;2;26.0845712423;2;27.7184410095;12.5;4;28.0173821449;
16;2;16.8253707886;12.4808797836;2;26.1438889503;2;28.9020843506;12.5;3;28.3487696648;
17;2;18.7299499512;12.5;2;26.1651208401;2;30.1009178162;12.5;3;28.7054548264;
18;2;19.7363204956;12.5;2;26.1864993572;2;31.2232723236;12.5;3;29.0869145393;
19;2;20.7427330017;12.5;3;26.2080165148;2;31.4521484375;12.5;4;29.4920539856;
20;2;21.7491874695;12.5;3;26.2296639681;2;31.6952323914;12.5;4;29.9191560745;
21;2;21.8688983917;12.5;3;26.2514331341;2;31.9514942169;12.5;4;30.3658571243;
22;2;21.8754291534;12.5;3;26.2733153105;2;32.2195129395;12.5;4;30.8291530609;
23;2;21.8819942474;12.5;3;26.2953014374;2;32.4974899292;12.5;4;31.3054442406;
24;2;21.888589859;12.5;4;26.3173824549;2;32.7832679749;12.5;4;31.790620327;
25;3;21.8952140808;12.5;4;26.3395489454;2;33.0743713379;12.5;4;32.2801818848;
26;4;21.9018650055;12.5;3;26.3617914915;2;33.3681106567;12.5;5;32.7693967819;
27;4;21.5;12.5;3;26.3841004372;3;33.6616363525;12.5;4;33.2534770966;
28;4;21.5;13.0536403656;3;26.4064661264;3;33.9520874023;12.5;4;33.7277650833;
29;4;21.9219398499;12.5;3;26.428878665;3;34.2366600037;12.5;4;34.187912941;
30;4;19.9286632538;13.5;2;26.4513280392;3;34.5127487183;12.5;4;34.6300430298;
31;4;18.9353981018;14.5;2;26.4738043547;3;34.7780265808;14.5;4;35.0508718491;
32;4;17.9421405792;15.5;2;26.4962974787;3;35.0305252075;16.5;4;35.4477939606;
33;4;16.9488887787;16.5;2;26.5187973976;4;35.2686767578;18.5;4;35.8189210892;
34;4;15.9556388855;17.5;2;26.5412938595;4;35.4913520813;20.5;4;36.1630792618;
35;4;14.9623880386;18.5;2;26.5637768507;4;35.697845459;22.5;3;36.4797668457;
36;4;14.4691333771;19.5;3;26.5862361193;4;35.8878593445;22.5;3;36.7690839767;
37;4;14.4758710861;20.5;3;26.6086617708;4;36.0614509583;22.5;3;37.0316419601;
38;4;14.4825983047;21.5;3;26.6310436726;4;36.2189865112;22.5;3;37.2684679031;
