Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;9.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;10.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.0;10.0;5;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;11.1199998856;10.3999996185;4;21.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.5179204941;10.3632001877;4;21.9903717041;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;11.597111702;10.4951858521;4;23.0819120407;
12;2;14.4463853836;12.6000003815;5;27.3551003933;2;11.9245738983;11.0209560394;4;23.99553442;
13;2;16.4463844299;13.0788002014;5;28.3327451944;2;13.9245738983;11.4571752548;4;24.7449600697;
14;2;18.4463844299;13.4505519867;4;29.173941493;2;15.9245738983;11.8107032776;4;25.3503712416;
15;2;19.6588478088;13.7328653336;4;29.9206135273;2;16.6051120758;12.0916318893;4;25.8344515562;
16;2;20.7564315796;13.943564415;4;30.4140822887;2;16.7503356934;12.3113050461;4;26.2195074558;
17;2;21.8706092834;14.0;4;30.856726408;2;16.865852356;12.4808797836;4;26.3048160076;
18;2;23.00340271;14.0;4;31.3678882122;2;16.8914451599;12.5;4;26.3530313969;
19;2;23.4103660583;14.0;6;31.9532983303;2;18.8944358826;12.5;5;26.4023760557;
20;2;23.5859889984;14.0;6;32.6173219681;2;19.9092407227;12.5;5;26.4528282881;
21;2;23.7851963043;14.0;6;33.3622198105;2;20.488527298;12.9358482361;5;26.5043625832;
22;2;24.0086650848;14.0;6;34.1873464584;2;21.488527298;12.9513092041;5;26.5569496155;
23;2;24.2562026978;14.0;8;35.088388443;2;21.9670848846;12.5;5;26.6105561256;
24;2;22.3999996185;15.0;8;36.0567770004;2;21.9831676483;12.5;5;26.6651450396;
25;2;22.3999996185;16.0;9;37.0794420242;3;21.5;12.99954319;4;26.72067523;
26;2;21.3999996185;15.0;9;38.1390638351;3;21.5;13.0162029266;4;26.7771017551;
27;3;21.3999996185;16.0;8;39.2149133682;3;22.0331306458;12.5;4;26.8343759775;
28;3;21.3999996185;17.0;8;40.2842655182;3;21.5;13.4171876907;6;26.8924454451;
29;3;21.0852794647;18.0;8;41.32421875;3;22.0677337646;12.5;7;26.9512542486;
30;3;20.3972663879;19.0;8;42.3136463165;3;21.5;13.4756269455;8;27.0107431412;
31;3;19.6940937042;20.0;8;43.2349233627;3;21.5;13.5053710938;8;27.0708494186;
32;3;18.9704761505;21.0;8;44.0751419067;3;22.1212539673;12.5;8;27.1315076351;
33;3;18.8225421906;22.0;9;44.826631546;3;21.5;13.5;9;27.1926498413;
34;3;19.0479888916;23.0;9;45.4868030548;3;21.5;13.5963249207;9;26.7542052269;
35;4;19.2460403442;24.0;5;51.0574321747;3;21.5;13.3771028519;9;26.8111431599;
36;4;20.4172286987;25.0;5;51.6936402321;3;22.0433425903;12.5;9;26.8688979149;
37;4;21.5630912781;26.0;5;52.2495546341;3;22.0606689453;12.5;11;26.9274150133;
38;4;22.6858329773;27.0;6;52.7333621979;3;21.5;13.4637079239;11;26.4866365194;
39;4;24.420009613;25.0;8;53.1536540985;3;21.9459915161;12.5;9;26.0388674736;
40;4;23.5460968018;26.0;8;53.4642839432;3;21.8116607666;12.5;8;26.0800184011;
41;4;23.6392841339;27.0;8;53.5948963165;3;21.824005127;12.5;9;26.1223548651;
42;4;24.6784687042;27.0;9;53.7208600044;3;21.5;13.0611772537;9;26.1658757925;
43;4;25.7162570953;28.0;9;53.8420171738;3;21.5;13.0829381943;9;26.2105768919;
44;5;26.7526054382;29.0;9;53.9582519531;3;21.8631725311;15.0829381943;9;26.2564507723;
45;5;27.7874755859;30.0;10;54.0694880486;3;21.8769359589;17.0829372406;9;26.3034865856;
46;5;28.8208465576;31.0;9;54.1756877899;3;21.5;19.0829372406;9;26.351670146;
47;5;29.8527050018;30.0;12;54.2768483162;3;21.905500412;21.0829391479;10;26.400983572;
48;5;30.8830528259;29.0;12;54.3729987144;3;19.9202957153;22.5;11;26.4514051676;
49;5;28.9118995667;30.0;13;54.4641976357;3;18.93542099;23.5;11;26.5029096603;
50;5;27.9392585754;31.0;13;54.5505290031;3;17.9508724213;24.5;11;26.5554677248;
51;5;26.9651584625;32.0;13;54.6320991516;3;16.9666404724;25.5;11;26.60904634;
52;5;25.9896278381;33.0;15;55.7090339661;3;15.9827136993;26.5;12;26.6636083126;
53;5;26.0127105713;35.0;15;55.7799999714;3;14.9990825653;27.5;12;26.7191127539;
54;5;26.0249996185;37.0;17;55.8105909824;3;14.5157337189;28.5;12;26.7755149603;
55;5;26.0249996185;39.0;17;55.841766119;3;14.5326547623;29.5;13;26.8327661753;
56;5;26.0249996185;41.0;17;55.8735172749;4;14.549829483;30.5;13;26.8908141851;
57;5;26.0249996185;43.0;17;55.9058350325;4;14.0;31.5;13;26.9496030807;
58;5;26.0249996185;44.5779190063;19;55.9387089014;4;14.5848808289;32.5;13;27.0090737343;
59;6;26.0249996185;45.5943527222;18;55.9721269608;4;14.602722168;33.5;13;27.0691635609;
60;6;26.0249996185;46.6110649109;19;56.0060760975;4;14.6207485199;34.5;13;27.1298074722;
61;6;26.0249996185;47.628036499;20;56.0405418873;4;15.6389427185;32.5;13;27.1909370422;
62;6;27.0249996185;45.6452713013;19;56.0755085945;4;14.6572809219;33.5;16;28.2524819374;
63;7;26.0249996185;46.6627540588;18;56.1109591722;4;16.6757450104;32.5;16;28.3543691635;
64;7;26.0249996185;47.680480957;17;56.1468753815;4;18.0;33.5;17;28.4577085972;
65;7;27.0249996185;45.6984367371;18;58.3378314972;5;19.0;33.6882629395;17;28.5624258518;
66;7;26.2471885681;46.7236022949;19;60.0642870665;5;20.0;32.5;17;28.6684423685;
67;7;25.2471885681;45.7493133545;15;61.395932436;5;21.0;33.5;17;28.7756763697;
68;7;27.2471885681;43.7755470276;15;62.4094272852;5;22.0;33.387840271;18;28.8840420246;
69;7;29.2471885681;42.8022956848;17;64.005192399;5;23.7878875732;31.1288738251;18;28.9934506416;
70;7;31.8038368225;42.829536438;17;65.3945018053;5;23.5;31.1524085999;18;29.1038103104;
71;7;32.8038368225;44.8572502136;15;65.6786078215;5;23.5;30.5519046783;18;29.215026021;
72;7;33.8038368225;46.8854141235;15;65.9982429743;5;24.3437957764;28.2011871338;18;29.3270007372;
73;7;34.2943649292;48.9140090942;16;66.3579118252;5;24.3622512817;28.2264137268;19;30.4396350384;
74;7;34.1197013855;50.9430007935;17;66.7622998953;5;25.3805809021;29.2521820068;20;30.612827301;
75;7;34.4778823853;51.972366333;16;67.2161113024;5;25.5;31.2784748077;21;30.7894387245;
76;7;34.4869689941;53.5464401245;16;67.7238404751;5;26.4167747498;31.3052787781;21;32.1076822281;
77;7;34.615852356;55.555480957;16;68.2894692421;5;26.7529335022;32.8486785889;21;33.2196428776;
78;8;34.0375022888;58.0020751953;16;68.9160883427;5;27.0233707428;34.2836799622;22;34.16005826;
79;9;33.7000007629;61.0020751953;15;69.6054569483;5;26.2123565674;36.3700332642;22;34.9650341272;
80;9;33.7000007629;63.3502807617;15;70.3575253487;5;27.3458442688;35.7113037109;23;35.5197761059;
81;9;33.7000007629;66.2762069702;14;71.1699675322;6;27.4994716644;35.9274330139;22;35.9082534313;
82;9;32.7000007629;66.4690933228;14;72.0377935171;6;26.3999996185;35.0;22;36.3109230995;
83;9;34.7000007629;67.8069152832;15;72.9531211853;6;26.3999996185;37.9544067383;22;36.7276210785;
84;10;33.7000007629;70.838142395;14;73.90518713;6;24.3999996185;39.3638076782;22;37.1580607891;
85;10;33.7000007629;73.869392395;15;74.8806678057;6;23.3999996185;40.5790328979;23;37.601817131;
86;10;33.7000007629;76.9006271362;16;75.8643220663;7;22.3999996185;41.8009109497;22;38.0583100319;
87;10;33.7000007629;79.9318008423;17;76.839925766;7;21.3999996185;40.1921157837;22;38.5267913342;
88;10;33.7000007629;82.9628829956;17;77.7913874388;7;20.3999996185;43.2494544983;22;39.0063331127;
89;10;33.7000007629;85.9938278198;17;78.7038918734;7;19.3999996185;45.5031700134;22;40.4958205223;
90;10;33.7000007629;88.517616272;17;80.5649049282;7;19.3999996185;49.6365737915;22;41.0139484406;
91;10;35.7000007629;89.5481872559;18;81.3398861885;7;20.0;52.8318481445;23;41.53942132;
92;10;36.7000007629;88.6817398071;19;82.0501363873;7;20.0;56.0320739746;23;42.070563674;
93;10;35.7000007629;90.7212371826;21;82.6925177574;7;20.0;59.2364845276;24;42.6055408716;
94;10;35.7000007629;92.7604217529;21;83.2668855786;8;20.0;62.4442329407;24;43.1423830986;
95;11;35.7000007629;90.7992477417;16;88.7755357623;8;20.0;63.8082427979;25;43.6790155172;
96;11;35.7000007629;93.2864990234;17;89.3725612164;8;20.0;67.9587631226;25;44.213299036;
97;11;36.7000007629;95.8757095337;16;89.9099884629;8;21.0;69.0779495239;25;44.7430684566;
98;11;39.7000007629;96.3480682373;17;90.3933041692;8;20.0;72.2892532349;25;45.2661798;
99;11;38.1812744141;96.933303833;18;90.8281852007;8;20.0;75.0398406982;26;45.7805553675;
100;11;38.8553237915;98.5773239136;20;91.111436367;8;21.0;73.8902740479;26;46.2842279673;
101;11;40.1368637085;98.0350036621;20;91.3043277264;8;20.0;75.1421127319;25;46.775380373;
102;12;42.1636352539;98.0847015381;19;91.4922910929;8;20.0;76.3876953125;24;47.252379775;
