Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;2;9.60000038147;11.6999998093;5;24.0;1;9.0;10.0;5;20.0;
6;2;10.9000005722;11.5;5;24.0750000477;1;10.0;10.0;5;20.0;
7;2;11.9225006104;11.5;5;24.1548187733;1;11.0;10.0;4;20.0;
8;2;12.2464456558;11.5;5;24.7111896276;2;11.0;10.1999998093;3;21.3999996185;
9;2;12.4133577347;11.7299995422;5;25.1756821871;2;11.4200000763;10.1999998093;3;21.7964004278;
10;2;12.5527048111;11.9106416702;5;25.4647227526;2;11.5389204025;10.3632001877;3;22.1345227957;
11;2;12.6394176483;12.0;5;26.8117125034;2;11.6403570175;10.4951858521;3;23.2873874903;
12;2;14.629899025;12.6000003815;5;27.9286828041;2;11.9862165451;11.0209560394;3;24.268861413;
13;2;16.6298980713;13.0788002014;5;28.8444935083;2;13.9862165451;11.4571752548;4;25.093021512;
14;2;18.6298980713;13.4505519867;5;29.5948424339;2;15.9862165451;11.8107032776;4;25.7803837061;
15;2;19.785118103;13.7328653336;5;30.21575737;2;17.091709137;12.0916318893;4;26.3539340496;
16;2;20.8449745178;13.943564415;5;30.542195797;2;18.1319713593;12.3113050461;4;26.8362411261;
17;2;21.9090442657;14.0;6;30.769920826;2;19.1749191284;12.4808797836;4;27.0267930031;
18;2;22.9773616791;14.0;6;31.0117371082;2;20.2206115723;12.5;4;27.1883933544;
19;2;22.3999996185;14.9035215378;6;31.2673811913;2;21.2690925598;12.5;4;27.3593420982;
20;2;23.3802146912;14.0;7;31.5363721848;2;22.2078018188;12.5;5;27.5396113396;
21;2;23.4609107971;14.0;7;31.8179957867;2;22.261882782;12.5;5;27.7290761471;
22;2;22.3999996185;15.0;7;32.1112942696;2;22.3187217712;12.5;5;27.9275052547;
23;3;23.3999996185;14.0;6;32.4150657654;2;22.3782520294;12.5;5;28.1345529556;
24;3;22.3999996185;15.0;6;32.7278704643;2;22.4403648376;12.5;5;28.3497540951;
25;3;23.3999996185;14.0;6;33.0480480194;2;22.5049266815;12.5;6;28.5725209713;
26;3;21.9144134521;15.0;6;33.3737454414;3;22.5717563629;12.5;5;28.8021440506;
27;3;21.0121231079;16.0;6;33.7029547691;3;21.5;13.5;5;29.0377955437;
28;3;20.1108856201;17.0;6;34.033557415;3;21.5;14.5;5;29.2785372734;
29;3;19.210067749;18.0;6;34.3633785248;3;22.5;12.5;5;29.523332119;
30;3;18.3090133667;19.0;6;34.6902413368;3;21.5;13.5;5;29.7710599899;
31;3;17.4070720673;20.0;6;35.0120258331;3;20.5;13.5;5;30.0205359459;
32;3;16.5036067963;21.0;7;35.3267235756;3;20.5;13.5;5;30.2705316544;
33;3;16.1980171204;22.0;7;35.6324877739;3;19.5;13.5;5;30.5197997093;
34;3;16.2897453308;23.0;7;35.9276752472;3;19.1559410095;14.5;5;30.76709795;
35;3;16.3783035278;24.0;7;36.2108774185;3;18.5;13.5;5;31.0112137794;
36;3;16.4632644653;25.0;8;36.4809436798;3;17.5;13.5;5;31.2509884834;
37;3;15.4632635117;24.0;8;36.7369880676;3;17.3752975464;14.5;5;31.4853386879;
38;4;16.4632644653;24.5;6;37.9783916473;3;16.5;13.5;5;31.7132763863;
39;4;18.4632644653;25.5;6;38.3397910595;3;17.5;14.5;6;31.9339232445;
40;4;18.7614364624;26.5674991608;6;38.7027531862;3;16.5;13.5;6;32.146522522;
41;4;18.8248176575;27.6433467865;6;39.0689929724;3;16.5;13.5;6;32.350446701;
42;4;20.3206977844;25.0;6;39.4404482841;3;17.5;14.5;6;32.5452008247;
43;4;19.4321346283;26.0;14;39.8192113638;3;16.5;13.5;6;32.7304205894;
44;5;18.9882545471;27.92918396;8;60.2074518204;3;16.5;13.5;6;32.9058685303;
45;5;21.66223526;28.92918396;8;61.8073277473;4;18.5;16.5;7;34.0714273453;
46;5;23.7821998596;30.92918396;8;63.2384822369;5;21.5;19.5;6;34.2770907879;
47;5;25.9062652588;32.92918396;12;64.5079014301;5;23.5;22.5;6;34.4749245644;
48;5;26.0349845886;34.92918396;12;65.5290329456;5;25.0118846893;25.5;7;34.6651319265;
49;5;27.1378097534;36.0;12;66.4353671074;5;26.0527534485;27.5;8;34.8479834795;
50;5;27.1499996185;37.0;14;67.2512831688;5;24.0527534485;28.5;8;35.0238041878;
51;5;29.1499996185;36.0;14;67.982363224;5;25.0527534485;27.5;8;35.1929621696;
52;5;30.4947090149;37.0;14;68.4313902855;5;23.5;28.5;10;35.3558532;
53;5;31.029417038;38.0;14;68.9032559395;5;24.5;27.5;10;35.4563041925;
54;5;31.1709766388;39.0;13;69.3947763443;5;23.5;28.5;10;35.5224741697;
55;5;31.3184318542;40.0;13;70.9020352364;6;23.5;29.5;8;50.5906432867;
56;5;32.4706115723;42.0;14;71.4704697132;6;24.5;31.5;8;51.4107804298;
57;5;33.6261405945;44.0;15;72.0469837189;6;25.5;33.5;8;52.1522197723;
58;5;31.6261405945;47.0;15;72.6262034178;6;26.5;35.0;8;52.814078331;
59;7;32.6261405945;47.2029724121;9;82.2594243288;5;25.5;31.0;8;51.5162696838;
60;7;33.6261405945;52.0297355652;10;83.1209475994;5;26.5;32.0;9;51.9513263702;
61;7;35.2502746582;56.8618927002;11;83.9612814188;5;27.5;32.0;10;52.3190898895;
62;7;36.2487678528;60.8484382629;12;84.7753802538;5;27.6217956543;32.0;11;52.6270179749;
63;8;37.3913230896;64.838180542;13;85.5590282679;5;27.691078186;32.0;12;52.8827629089;
64;9;38.9448127747;64.0061035156;12;86.3089331388;5;27.7486209869;32.0;12;53.0;
65;9;39.1252555847;63.9459533691;14;87.0227731466;5;27.7749996185;32.0;12;53.0;
66;9;38.2938652039;65.9897613525;14;90.5779008865;5;27.7749996185;32.0;12;53.0;
67;9;39.91456604;65.6649475098;15;93.5113596916;5;27.7749996185;32.0;13;53.0;
68;9;39.4187316895;68.1751708984;15;95.9131352901;5;27.7749996185;32.0;12;53.0;
69;9;39.6857528687;65.5950088501;16;98.8810415268;6;27.0249996185;31.6399993896;9;70.25;
70;9;39.8835525513;67.8184280396;16;100.226782918;6;29.0249996185;30.6399993896;9;73.3368759155;
71;9;41.9779090881;70.9252700806;17;101.0436306;6;31.4232501984;31.1399993896;10;75.9515037537;
72;11;42.9827461243;69.9711608887;16;102.796937227;6;32.2645606995;31.5299987793;10;78.1249818802;
73;11;42.9827461243;73.0196228027;16;103.503509283;6;30.5132312775;33.8272590637;10;79.9033727646;
74;11;42.9827461243;75.068977356;17;104.094447851;6;30.1815185547;36.0497436523;10;81.1771450043;
75;11;44.5827445984;75.6129837036;17;104.661850572;6;31.2849998474;35.1399993896;11;81.8788328171;
76;11;42.9174079895;76.5753173828;17;105.192876816;6;32.2849998474;36.0;11;82.4476261139;
77;11;43.2468299866;78.6464233398;18;106.571685553;6;28.2849998474;39.0;11;82.8116207123;
78;11;45.8999977112;76.1174316406;18;108.013989091;6;27.2849998474;42.0;13;83.0;
79;11;46.8999977112;79.2118759155;19;108.436755657;6;26.2849998474;45.0;11;83.0;
80;12;45.8999977112;84.3077011108;19;108.866545498;6;25.2849998474;48.0;12;83.0;
81;13;44.2984657288;86.7406921387;18;109.302163243;6;24.2849998474;50.5999984741;12;83.0;
82;13;42.8999977112;91.8207626343;19;109.74244529;6;25.2849998474;50.5999984741;13;83.0;
83;13;43.8999977112;94.5134353638;20;110.186269939;6;26.2849998474;51.5999984741;14;83.0;
84;13;44.647857666;100.788482666;21;110.632564068;6;27.2849998474;52.5999984741;14;83.0;
85;14;44.8898162842;106.872703552;20;111.080312073;6;28.2849998474;53.5999984741;14;83.0;
86;14;46.931930542;106.803634644;21;111.528561175;7;29.2849998474;55.5999984741;14;83.0;
87;15;45.7741165161;114.825416565;20;111.976424575;7;30.2849998474;56.5999984741;14;83.0;
88;15;46.8162918091;114.935249329;21;112.42308557;7;30.2849998474;57.5999984741;15;83.0;
89;16;47.8583755493;110.994026184;20;112.86779654;7;28.2849998474;59.5999984741;15;83.0;
90;16;45.9002990723;114.504165649;21;113.309878469;7;27.2849998474;61.5999984741;15;83.0;
91;16;46.9420013428;116.846679688;21;113.74872005;7;26.2849998474;63.5999984741;17;83.0;
92;16;46.9834136963;114.912002563;16;114.18377161;7;25.2849998474;65.5999984741;17;84.0;
93;16;46.0244979858;118.979301453;15;114.614541411;7;25.2849998474;68.5999984741;22;84.0599999428;
94;16;47.0651931763;120.048439026;16;115.040591061;7;25.2849998474;70.8000030518;23;84.1229639053;
95;16;47.10546875;124.127433777;18;115.46152854;7;24.7250003815;72.8000030518;23;84.1889609098;
96;16;46.1452713013;131.207870483;18;115.877002895;7;24.7250003815;74.8000030518;24;84.2580518723;
97;16;47.1845779419;126.289604187;22;116.286699355;8;24.7250003815;76.8000030518;23;84.3302885294;
98;16;47.2233581543;130.372512817;24;116.69033277;8;24.7250003815;77.8000030518;24;84.4057120085;
99;16;46.2615737915;137.45640564;27;117.087643683;8;24.7250003815;78.8000030518;24;84.484351635;
100;16;47.2992095947;131.781295776;27;117.458306491;8;24.7250003815;79.8000030518;23;84.5662232637;
