Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;2;7.0;13.3000001907;5;24.0;2;7.0;11.1999998093;4;21.0;
3;2;8.19999980927;12.1000003815;5;24.0750000477;2;8.19999980927;10.0;4;21.0900000334;
4;2;9.21500015259;11.5;5;24.1548187733;2;9.21800041199;10.0;4;21.1871190071;
5;2;9.83096408844;11.5;5;24.2396422625;2;9.23742389679;10.0;4;21.2917383909;
6;2;10.9718933105;11.5;5;24.32964468;2;10.3875217438;10.0;4;21.4042263031;
7;2;11.9988937378;11.5;5;24.4249849319;2;11.4212675095;10.0;3;21.5249304771;
8;2;12.327495575;11.5;4;25.0000517368;2;11.4574794769;10.0;3;22.0694183111;
9;2;12.5000162125;11.7299995422;4;25.483923316;2;11.6208257675;10.1999998093;3;22.5515855551;
10;2;12.6451768875;11.9106416702;4;26.8811200857;2;11.7654762268;10.3632001877;3;22.983014226;
11;2;13.0643358231;12.5274600983;4;28.0462188721;2;11.8949041367;10.4951858521;3;24.2738182545;
12;2;14.7472438812;13.0216779709;4;29.0064435005;2;12.2821455002;11.0209560394;3;25.4089095592;
13;2;16.7472438812;13.4066829681;4;29.7968609333;2;14.2821455002;11.4571752548;4;26.4029755592;
14;2;18.7472438812;13.6998376846;4;30.4535565376;2;16.2821464539;11.8107032776;4;27.276881218;
15;2;19.9310035706;13.9190797806;4;30.8477647305;2;17.5406589508;12.0916318893;4;28.0536293983;
16;2;21.0007152557;14.0;4;31.09416008;2;18.6418800354;12.3113050461;4;28.755402565;
17;2;22.0746326447;14.0;5;31.3542501926;2;19.750667572;12.4808797836;4;29.1808357239;
18;2;23.1526603699;14.0;5;31.6274790764;2;20.8668251038;12.5;4;29.5913586617;
19;3;23.488243103;14.0;4;31.9130530357;2;21.9899806976;12.5;4;30.0233430862;
20;3;23.5739154816;14.0;4;32.2099342346;2;23.0070037842;12.5;4;30.4742712975;
21;3;23.662979126;14.0;5;32.5168414116;2;23.1422805786;12.5;5;30.9409928322;
