Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;9.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;10.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.0;10.0;5;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.2179203033;10.5631999969;4;21.9903717041;
11;1;12.2000007629;12.0;6;25.2000007629;2;11.597111702;10.4951858521;4;23.0719120502;
12;2;14.1463851929;12.8000001907;5;27.1576004028;2;11.9215736389;11.0209560394;4;23.9749414921;
13;2;16.1463851929;13.0788002014;5;27.9411039352;2;13.9215736389;11.4571752548;5;24.7131726742;
14;2;18.1463851929;13.4505519867;5;28.5469145775;2;15.9215736389;11.8107032776;5;25.3067810535;
15;2;19.470741272;13.7328653336;5;29.0106823444;2;16.94962883;12.0916318893;5;25.7784451246;
16;2;20.4834518433;13.943564415;5;29.1671074629;2;17.9593238831;12.3113050461;5;26.1504684687;
17;2;21.4965171814;14.0;6;29.211841464;2;18.9691867828;12.4808797836;5;26.2221269608;
18;2;22.5099372864;14.0;6;29.2577478886;2;19.9792118073;12.5;5;26.2560760975;
19;2;22.3999996185;14.3773241043;6;29.3048160076;2;20.989397049;12.5;5;26.2905418873;
20;2;22.3999996185;14.3914451599;7;29.3530313969;2;21.8871631622;12.5;5;26.3255085945;
21;2;22.8059082031;14.0;7;29.4023760557;2;21.8976516724;12.5;5;26.3609591722;
22;2;22.3999996185;14.420712471;7;29.4528282881;2;21.9082870483;12.5;7;26.3968753815;
23;2;22.3999996185;14.4358482361;8;29.5043625832;2;21.9190635681;12.5;7;26.4332377911;
24;2;22.3999996185;14.4513092041;8;29.5569496155;2;21.5;12.9299716949;8;26.4700255394;
25;2;22.3999996185;14.4670848846;8;29.6105561256;3;21.5;12.9410076141;7;26.5072168112;
26;2;22.3999996185;14.4831666946;8;29.6651450396;3;21.5;12.5;7;26.5447884798;
27;2;20.8995437622;15.0;8;29.72067523;3;21.5;12.9634361267;8;26.5827163458;
28;2;19.9162025452;16.0;8;29.7771017551;3;21.5;13.2913579941;8;26.6209751368;
29;2;18.9331302643;17.0;8;29.8343759775;3;21.9862918854;12.5;6;26.6595385075;
30;2;17.9503116608;18.0;8;29.8924454451;3;19.5;13.5;6;26.6983793974;
31;2;16.9677333832;19.0;9;29.9512542486;3;18.5;15.3491897583;7;26.7374696732;
32;2;15.985376358;20.0;9;30.0107431412;4;17.5;16.2992362976;6;41.7767804861;
33;2;15.0032224655;21.0;9;30.0708494186;4;17.5;17.5;6;42.5662822723;
34;2;14.621254921;22.0;9;30.1315076351;4;17.5;20.3354892731;6;43.2753192186;
35;2;14.6394519806;23.0;9;30.1926498413;4;17.5;19.3537349701;6;43.9030271769;
36;2;14.6577949524;24.0;9;30.2542052269;4;18.0;20.3720397949;6;44.4518982172;
37;2;14.6762619019;25.0;10;30.3161010742;4;19.0;21.3903884888;6;45.9269134998;
38;2;14.6948299408;26.0;10;30.3782629967;4;18.0;23.868768692;6;46.3746709824;
39;2;14.7134790421;27.0;10;30.4406147003;4;18.0;25.9055671692;6;46.7637805939;
40;2;15.7321844101;25.0;12;30.5030794144;4;19.0;24.9429111481;6;47.1018643379;
41;2;14.7509241104;26.0;12;30.5655794144;4;21.0;22.9807853699;7;47.3025640249;
42;2;14.7696743011;27.0;13;30.628036499;4;21.0;24.0191783905;7;47.3871146441;
43;2;15.7884111404;25.0;15;30.690372467;4;22.0;25.0580730438;7;47.4727139473;
44;2;14.8071117401;26.0;15;30.7525100708;4;24.0;23.097448349;8;47.559319973;
45;2;14.825753212;27.0;15;30.8143725395;5;26.6610183716;25.097448349;7;47.6468875408;
46;2;15.8443117142;25.0;16;30.8758842945;5;26.7000007629;27.097448349;7;47.7353686094;
47;2;16.8627662659;25.0;16;30.936971426;5;28.7085494995;29.097448349;9;47.8247119188;
48;2;17.0;25.0;16;30.9975619316;5;29.3404083252;30.1785640717;9;47.914863348;
49;2;18.0;25.0;16;31.0575861931;5;30.7570114136;30.6000003815;9;48.0057651997;
50;2;19.0;25.0;17;31.1169772148;5;27.7000007629;33.3161964417;10;48.0973572731;
51;2;20.0;25.0;16;31.1756706238;5;26.7000007629;34.4847831726;10;48.1895765066;
52;2;21.0;25.0;17;31.2336053848;5;25.7000007629;35.5272026062;11;48.2823565006;
53;2;22.0;25.6168022156;16;31.2907235622;5;27.8562355042;31.6000003815;11;48.375628233;
54;2;22.3999996185;24.0;16;31.346971035;6;28.4016036987;31.4174671173;11;48.469320178;
55;3;22.3999996185;25.0;16;31.4022974968;6;28.7000007629;30.6000003815;11;48.5633581877;
56;3;22.3999996185;24.0;16;31.4566559792;6;30.9321060181;30.6000003815;12;48.6576658487;
57;3;23.3999996185;24.0;17;31.5100040436;7;30.9768371582;31.6000003815;11;48.7521646023;
58;3;23.4530010223;24.0;18;31.5623030663;7;30.4500007629;30.6000003815;11;48.8467738628;
59;4;22.3999996185;25.0;17;31.6135182381;7;31.1995010376;31.5525913239;11;48.9414114952;
60;4;23.3999996185;24.0;17;31.6636190414;7;31.7841835022;30.6000003815;11;49.0359942913;
61;4;23.4990844727;24.0;17;31.7125790119;7;31.0420150757;31.6000003815;11;50.1304373741;
62;4;23.5137729645;24.0;18;31.7603754997;7;32.8352165222;31.6000003815;11;50.2646553516;
63;4;23.5281124115;24.0;18;32.8069901466;7;33.2353096008;33.5999984741;11;50.399746418;
64;4;24.5420970917;25.0;18;32.8724079132;7;34.886013031;33.5999984741;11;50.535626173;
65;4;25.555721283;26.0;19;32.9368138313;7;32.4500007629;37.5999984741;11;51.6701868773;
66;4;26.5689849854;27.0;19;33.0001941919;7;33.4500007629;41.1314163208;12;51.8174208403;
67;4;27.5818824768;28.0;19;33.0625385046;8;33.4500007629;43.7660865784;11;53.6933163404;
68;4;27.3999996185;30.0;19;34.1018965244;8;32.6209983826;43.7754974365;12;55.2622972727;
69;4;29.3999996185;30.5509490967;20;34.1628116369;8;31.763666153;47.4588432312;12;56.5693622828;
70;5;30.6000003815;31.5614051819;18;34.2250728607;8;31.1311988831;49.9738769531;12;57.6615759134;
71;5;30.6000003815;32.5719451904;20;34.2886743546;8;31.2270107269;51.7163238525;13;58.4201155901;
72;5;30.6000003815;33.5825614929;20;34.3536068201;8;31.2999992371;52.8522567749;13;58.7613880634;
73;5;30.6000003815;34.5932502747;20;34.4198579788;9;29.2999992371;55.0157928467;12;81.8588730097;
74;5;30.6000003815;35.2099304199;21;36.061648488;9;30.2999992371;59.1824493408;13;83.631575346;
75;5;31.0649986267;34.7000007629;21;37.3645211458;9;31.2999992371;63.3520431519;14;85.1834977865;
76;5;30.1375198364;36.2291984558;21;39.385392189;10;31.2999992371;67.1004333496;13;86.524769783;
77;5;32.369758606;37.9688186646;22;40.2260041237;10;31.2999992371;65.7852935791;13;87.6786828041;
78;6;33.9137573242;39.2956848145;19;40.7326505184;10;32.0;71.7604522705;14;88.6748270988;
79;6;32.5999984741;40.6586914062;19;41.0260570049;10;34.0;73.0790481567;15;89.543679595;
80;6;30.6000003815;44.5101051331;19;41.3212635517;10;34.0;77.1579208374;16;90.1642007828;
81;6;29.6000003815;47.0770797729;15;41.6178731918;11;35.0;80.3123092651;16;90.6271375418;
82;6;28.6000003815;48.8089370728;14;41.9154980183;12;36.0;80.4363021851;15;91.0950374603;
83;6;27.6000003815;49.9577484131;8;42.2137614489;12;37.0;82.7061233521;16;91.5672572851;
84;6;26.6000003815;48.7115020752;8;43.512298584;12;37.0999984741;88.6279220581;16;92.0431200266;
85;7;26.6000003815;50.774597168;6;43.7607569098;12;37.0999984741;95.9894790649;17;92.5219180584;
86;7;26.6000003815;52.8356628418;6;44.0137951374;13;39.0999984741;97.7061233521;16;92.9793584347;
87;7;26.6000003815;54.8946075439;7;44.2705845237;13;40.1800003052;101.706123352;17;93.4225039482;
88;7;27.0;56.9513626099;7;44.53035748;13;41.1800003052;105.706123352;18;93.8675179482;
89;7;28.0;59.0058822632;8;44.7924010158;13;42.1800003052;109.309120178;19;94.3135933876;
90;7;28.0;60.0581321716;8;45.056052804;13;42.0999984741;113.3695755;19;94.7599096298;
91;7;28.0;61.1080932617;9;45.3206946254;13;43.0999984741;117.43044281;22;95.2056355476;
92;8;28.0;62.1557655334;8;45.5857491493;13;44.3999977112;118.491569519;23;95.6499354839;
93;8;28.0;61.1557655334;9;45.8506754637;13;43.3999977112;122.552810669;23;96.0919759274;
94;8;28.0;61.1557655334;10;46.1149653196;13;43.3999977112;126.114784241;24;96.5309298038;
95;8;29.0;59.0;10;46.3781417012;13;44.3999977112;125.662971497;24;96.9659831524;
96;8;28.0;60.0;10;46.6397548914;13;43.3999977112;126.954154968;26;97.3963401318;
97;8;28.0;61.0;11;46.8590165973;13;43.3999977112;131.529785156;26;97.8212308884;
98;8;29.0;59.0;11;47.0510941744;13;43.3999977112;133.823028564;28;98.2399153709;
99;8;28.0;60.0;11;47.2442529202;14;43.3999977112;136.112106323;27;98.6516878605;
100;8;28.0;61.0;12;47.4379922152;14;43.3999977112;138.396530151;29;99.0016012192;
