Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;9.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;10.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
8;1;11.8999996185;11.5;5;23.4599990845;1;11.0;10.0;5;20.3999996185;
9;1;12.0380001068;11.7299995422;5;23.8212833405;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;12.1463851929;11.9106416702;5;24.0;1;11.2179203033;10.3632001877;5;20.9903717041;
11;1;12.2000007629;12.0;5;25.2000007629;1;11.2971115112;10.4951858521;5;22.0419120789;
12;1;14.1463851929;12.6000003815;5;26.1576004028;1;11.6125736237;11.0209560394;5;22.9143505096;
13;1;15.1463851929;13.0788002014;5;26.9011039734;1;12.6125736237;11.4571752548;5;23.6214065552;
14;1;16.1463851929;13.4505519867;5;27.4657306671;1;13.6125736237;11.8107032776;5;24.1832637787;
15;1;17.1463851929;13.7328653336;5;27.88712883;1;14.2549791336;12.0916318893;5;24.6226100922;
16;1;18.1463851929;13.943564415;6;28.0;1;14.3867835999;12.3113050461;5;24.9617595673;
17;1;19.1463851929;14.0;6;28.0;1;14.488527298;12.4808797836;5;25.0;
18;1;20.1463851929;14.0;6;28.0;1;16.3867835999;12.5;5;25.0;
19;1;20.3999996185;14.0;6;28.0;1;17.3867835999;12.5;6;25.0;
20;1;20.3999996185;14.0;7;28.0;1;18.3867835999;12.5;6;25.0;
21;1;20.3999996185;14.0;7;28.0;2;19.3867835999;12.5;5;25.0;
22;1;20.3999996185;14.0;8;28.0;2;19.5;12.5;5;25.0;
23;1;20.3999996185;14.0;8;28.0;2;19.5;12.5;5;25.0;
24;1;20.3999996185;14.0;8;28.0;2;19.5;12.5;5;25.0;
25;1;20.3999996185;14.0;8;28.0;2;19.5;12.5;6;25.0;
26;1;20.3999996185;14.0;8;28.0;2;19.5;12.5;6;25.0;
27;1;18.3999996185;15.0;8;28.0;2;19.5;12.5;6;25.0;
28;1;17.3999996185;16.0;8;28.0;2;19.5;12.5;5;25.0;
29;1;16.3999996185;17.0;9;28.0;2;19.5;12.5;5;25.0;
30;1;15.3999996185;18.0;9;28.0;2;19.5;12.5;5;25.0;
31;1;14.3999996185;19.0;9;28.0;2;19.5;12.5;5;26.0;
32;1;13.3999996185;20.0;9;28.0;2;20.5;13.0;5;26.0299999714;
33;1;12.3999996185;21.0;10;28.0;3;22.5;13.0;4;27.0605909824;
34;1;12.0;22.0;11;28.0;3;23.5;13.0;4;27.1217660904;
35;1;12.0;23.0;11;28.0;3;24.1365299225;12.5;4;27.1841082573;
36;1;12.0;24.0;12;28.0;3;23.8370552063;13.030295372;4;27.2476011515;
37;1;12.0;25.0;13;28.0;3;23.8275299072;13.077917099;3;27.3122261763;
38;1;12.0;26.0;14;28.0;3;24.1936683655;12.5;4;27.3779619932;
39;2;12.0;27.0;12;43.0;3;23.8666381836;13.077917099;4;27.4447849989;
40;2;14.0;25.0;12;43.75;3;24.2334365845;12.5;4;27.512668848;
41;2;14.0;26.0;14;44.4193744659;3;24.2538013458;12.5;4;27.581584692;
42;2;15.0;27.0;14;45.0072898865;3;24.2744750977;12.5;4;27.6515010595;
43;2;17.0;25.0;15;45.5162696838;3;24.2954502106;12.5;4;27.722383976;
44;2;17.0;26.0;16;45.9513263702;3;24.3167152405;12.5;3;27.7941969633;
45;2;18.0;27.0;16;46.3190898895;3;23.9082870483;15.5;3;27.8669009209;
46;3;20.0;25.0;11;61.6270179749;3;23.9190635681;18.5;4;27.9404546022;
47;3;21.0;26.0;11;62.6327629089;4;23.9521656036;21.5;4;28.0148140192;
48;3;23.0;27.0;12;63.4193744659;4;23.5;24.5;5;28.089933157;
49;3;26.0;25.0;12;64.0072898865;4;24.4269809723;27.5;5;28.1657636166;
50;3;28.5499992371;26.0;13;64.5162696838;4;23.9634361267;28.3104877472;5;28.2422548532;
51;3;30.5499992371;27.0;13;64.9513263702;4;24.4726772308;27.5;5;28.3193545341;
52;3;32.5499992371;28.0;14;65.3190898895;4;24.009513855;28.3104877472;5;28.3970081806;
53;3;33.6717948914;29.0;14;65.6270179749;4;24.5191020966;27.5;5;29.4751598835;
54;3;34.7410774231;30.0;17;65.8827629089;4;25.542547226;28.5;5;29.5937519073;
55;3;35.7986221313;29.0;17;66.0;4;26.5661239624;29.5;5;29.7139091492;
56;3;36.8249969482;29.0;17;66.0;4;26.5898170471;30.5;5;29.8355730772;
57;3;37.2249984741;29.0;19;66.0;4;26.9506721497;31.5;5;29.9586807489;
58;3;37.2249984741;29.0;19;66.0;4;26.0567836761;33.4678153992;5;30.083165884;
59;3;37.2249984741;29.0;20;66.0;4;27.0249500275;32.5;6;30.2089575529;
60;3;37.2249984741;29.0;21;66.0;4;26.482000351;33.4678153992;7;30.3359818459;
61;3;37.2249984741;29.0;21;66.0;4;26.7093486786;33.1524085999;7;30.4641604424;
62;3;35.2249984741;30.0;21;66.0;4;27.1392478943;32.5;10;30.5934113264;
63;3;34.2249984741;31.0;21;66.0;5;26.75730896;33.2011871338;9;30.7236493826;
64;3;33.2249984741;32.0;21;66.0;5;26.1525821686;32.5;9;30.8547852039;
65;3;32.2249984741;33.0;21;66.0;5;27.2564353943;32.5;10;30.9867267609;
66;3;31.2249984741;34.0;22;66.0;5;26.6196670532;33.5;11;31.1193783283;
67;3;30.2249984741;35.0;22;66.0;5;27.3358135223;32.5;11;31.2526415586;
68;3;29.2249984741;36.0;22;68.5399990082;6;26.1998977661;34.2659683228;10;51.3864150047;
69;3;29.2097492218;37.0;22;70.5495014191;6;27.2115650177;35.3466835022;10;55.4016653299;
70;3;29.53074646;38.0;23;72.1071949005;6;29.5302658081;37.9170265198;10;58.0300064087;
71;3;29.7952003479;39.0;23;73.2979564667;6;31.0340003967;41.0419540405;11;60.2252979279;
72;3;30.0107727051;40.0;23;74.0;6;30.0340003967;43.2633361816;12;62.0263775587;
73;3;30.1750011444;41.0;24;74.0;6;30.0340003967;45.2628479004;13;63.3405587673;
74;3;30.1750011444;42.0;24;74.0;6;30.0340003967;47.2864532471;13;64.2845765352;
75;3;30.1750011444;43.0;24;74.0;6;30.0340003967;48.9958763123;13;65.0747777224;
76;3;30.1750011444;44.0;24;74.0;6;30.0340003967;50.0947723389;14;65.6767437458;
77;3;30.1750011444;45.0;25;74.0;6;29.3339996338;51.2154579163;14;65.9944976568;
78;3;30.1750011444;46.0;25;74.0;7;28.3339996338;52.3673477173;14;66.3166623116;
79;3;31.1750011444;44.0;24;74.0;7;28.2999992371;50.9113540649;14;66.6428560019;
80;3;30.1750011444;45.0;26;74.0;7;28.2999992371;53.9855613708;15;66.9726663828;
81;3;30.1750011444;46.0;25;74.0;7;28.2999992371;55.8351097107;15;67.3056542873;
82;3;30.1750011444;47.0;25;74.0;7;28.2999992371;56.9944229126;16;67.6413528919;
83;3;30.1750011444;47.0;26;74.0;7;28.2999992371;58.1550750732;17;67.9792714119;
84;3;30.1750011444;47.0;27;74.0;7;28.2999992371;59.3168296814;17;68.3188970089;
85;3;30.1750011444;47.0;27;74.0;7;28.2999992371;60.4794540405;18;69.6596970558;
86;3;30.1750011444;47.0;26;74.0;7;30.2999992371;59.6426925659;17;70.0611226559;
87;3;30.1750011444;47.0;27;74.0;7;30.2999992371;61.8062820435;17;70.465575695;
88;3;30.1750011444;47.0;29;74.0;7;30.2999992371;63.969959259;17;70.8725537062;
89;3;30.1750011444;47.0;29;74.0;7;31.2999992371;59.7024536133;17;71.2815406322;
90;3;30.1750011444;47.0;28;74.0;7;30.2999992371;61.7859077454;16;71.6920098066;
91;3;30.1750011444;47.0;28;74.0;7;30.2999992371;63.481628418;14;72.1034263372;
92;3;30.1750011444;47.0;29;74.0;7;31.2999992371;61.6003189087;13;72.5152494907;
93;4;30.1750011444;46.0;26;75.484351635;6;28.2999992371;57.0377464294;14;71.3607132435;
94;4;30.1750011444;46.0;26;75.5662232637;6;28.2999992371;58.1217155457;14;71.6866168976;
95;4;31.1750011444;47.0;26;75.6513283253;6;29.2999992371;56.2054519653;15;72.0080835819;
96;4;31.1750011444;48.0;27;75.7396525145;6;28.2999992371;57.2887992859;15;72.3246102333;
97;4;31.1750011444;49.0;28;75.8311642408;6;28.2999992371;58.3716125488;15;72.635720253;
98;4;31.1750011444;50.0;28;75.9258141518;6;29.2999992371;56.4537315369;15;72.9231221676;
99;4;31.1750011444;50.0;28;76.0235335827;6;28.2999992371;57.5260848999;16;73.175096035;
100;4;31.1750011444;50.0;28;76.1242339611;6;28.2999992371;58.586643219;16;73.389377594;
101;4;31.1750011444;49.2999992371;28;76.2278065681;6;29.2999992371;56.6466751099;17;73.5990729332;
102;4;31.7250003815;48.2999992371;28;76.3341217041;6;28.2999992371;57.7060432434;17;73.8038568497;
103;4;29.7250003815;51.2999992371;29;76.4430289268;6;28.2999992371;58.7646141052;17;74.0034394264;
104;4;28.7250003815;53.2999992371;29;76.5543570518;6;28.2999992371;61.5151596069;17;74.1975646019;
105;4;28.7250003815;52.2999992371;29;76.667914629;6;28.2999992371;62.5943984985;18;74.3860120773;
106;4;26.7250003815;54.2999992371;29;76.7834908962;6;28.2999992371;63.6720161438;18;74.5685977936;
107;4;25.7250003815;56.2999992371;31;76.9008569717;6;28.2999992371;64.7478790283;18;74.7451734543;
108;4;25.7250003815;55.2999992371;31;77.0197672844;6;28.2999992371;65.8218536377;20;74.9156250954;
109;4;23.7250003815;57.2999992371;20;77.1399610043;6;28.2999992371;66.8938293457;14;75.0798721313;
110;4;22.7250003815;59.2999992371;18;77.2611646652;6;29.2999992371;64.9637145996;11;75.2020397186;
111;4;23.7250003815;58.2999992371;19;77.3830943108;6;28.2999992371;66.0314254761;12;75.2955703735;
112;4;22.7250003815;60.2999992371;16;77.5054576397;6;28.2999992371;67.0968933105;10;75.3858294487;
113;4;22.7250003815;62.2999992371;17;77.6279573441;6;28.2999992371;63.3068962097;11;75.4727659225;
114;4;23.7250003815;61.2999992371;19;77.7502937317;6;29.2999992371;63.3068962097;11;75.556347847;
115;4;22.7250003815;63.2999992371;20;77.8721673489;6;30.2999992371;64.306892395;12;75.6365623474;
116;4;22.7250003815;65.3000030518;20;77.9932823181;6;31.2999992371;63.5455932617;12;75.7134132385;
117;4;23.7250003815;64.3000030518;21;78.3529458046;6;32.2999992371;62.5993881226;13;75.7869210243;
118;4;22.7250003815;66.3000030518;21;78.729347229;6;33.2999992371;61.650844574;14;75.8571209908;
119;5;23.7250003815;65.3000030518;20;79.1204953194;6;34.2999992371;60.6999855042;15;77.0954875946;
120;5;23.7250003815;64.3000030518;21;79.5239648819;6;35.2999992371;60.1328392029;15;78.3431200981;
121;5;22.7250003815;66.3000030518;21;79.9369382858;6;33.2999992371;61.569355011;15;79.5913639069;
122;5;23.7250003815;65.3000030518;22;80.3562679291;6;32.2999992371;63.0065155029;16;80.831474781;
123;5;23.7250003815;64.3000030518;22;80.7785611153;6;31.2999992371;64.4412536621;16;82.0548834801;
124;5;22.7250003815;66.3000030518;21;81.2002849579;6;30.2999992371;65.870552063;17;83.25344944;
125;5;23.7250003815;65.3000030518;22;81.6178808212;6;29.2999992371;67.2915267944;17;84.4196977615;
126;5;23.7250003815;64.3000030518;23;82.0278844833;6;28.2999992371;68.7015228271;17;85.5470066071;
127;5;22.7250003815;66.3000030518;23;82.4270401001;6;28.2999992371;70.0981750488;17;86.6297569275;
128;5;23.7250003815;65.3000030518;24;82.8124055862;6;29.2999992371;68.4794464111;17;87.6634140015;
129;5;23.7250003815;64.3000030518;26;83.1814336777;6;28.2999992371;69.8437042236;18;88.6445608139;
130;5;22.7250003815;66.3000030518;22;83.5320329666;6;28.2999992371;71.1896896362;11;89.5708808899;
131;5;23.7250003815;65.3000030518;22;83.8626003265;6;28.2999992371;68.1896896362;12;90.4410924911;
132;5;23.7250003815;64.3000030518;23;84.1720294952;6;29.2999992371;68.1896896362;12;91.2548522949;
133;5;22.7250003815;66.3000030518;23;84.4596910477;6;30.2999992371;69.1896896362;13;92.0126390457;
134;5;23.7250003815;65.3000030518;23;84.725399971;6;31.2999992371;69.3788757324;13;92.7156229019;
135;5;23.7250003815;64.3000030518;24;84.9693603516;6;32.2999992371;68.6273117065;14;93.3655328751;
136;5;22.7250003815;66.3000030518;23;85.1921081543;6;33.2999992371;67.8570480347;15;93.9645328522;
137;5;23.7250003815;65.3000030518;23;85.394449234;6;34.2999992371;67.0688171387;15;94.5150995255;
138;5;23.7250003815;64.3000030518;25;85.5773925781;6;35.2999992371;66.2634735107;16;94.9794511795;
139;5;22.7250003815;66.3000030518;25;85.7420930862;6;33.2999992371;67.4419784546;16;95.207906723;
140;5;23.7250003815;65.3000030518;28;85.8897972107;6;32.2999992371;68.5227661133;17;95.4202165604;
141;5;23.7250003815;64.3000030518;28;86.0;6;31.2999992371;69.5970687866;17;95.6191205978;
142;5;22.7250003815;66.3000030518;28;86.0;6;30.2999992371;70.6666870117;16;95.805056572;
143;5;23.7250003815;65.3000030518;28;86.0;6;29.2999992371;71.7317657471;18;95.978512764;
144;5;23.7250003815;64.3000030518;28;86.0;6;28.2999992371;72.7924728394;19;96.0;
145;5;22.7250003815;66.3000030518;29;86.0;6;28.2999992371;73.7999954224;19;96.0;
146;5;23.7250003815;65.3000030518;29;86.0;6;29.2999992371;71.7999954224;20;96.0;
147;5;23.7250003815;64.3000030518;30;86.0;6;28.2999992371;72.7999954224;21;96.0;
148;5;22.7250003815;66.3000030518;30;86.0;6;28.2999992371;73.7999954224;21;96.0;
149;5;23.7250003815;65.3000030518;31;86.0;6;29.2999992371;71.7999954224;22;96.0;
