Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;9.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;10.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;2;11.0;10.1999998093;4;21.0;
8;1;11.8999996185;11.5;6;23.4599990845;2;11.3000001907;10.0;4;21.4999996424;
9;2;12.0380001068;11.9299993515;5;24.8212833405;2;11.4499998093;10.1999998093;4;21.9353003502;
10;2;12.4463853836;11.9106416702;5;25.1224999428;2;11.5805902481;10.3632001877;3;22.3176362514;
11;2;12.5367507935;12.0;5;26.4923068285;2;11.6952905655;10.4951858521;3;23.5373773575;
12;2;14.5340766907;12.6000003815;5;27.6432056427;2;12.0612134933;11.0209560394;3;24.5968167782;
13;2;16.5340766907;13.0788002014;5;28.6060497761;2;14.0612134933;11.4571752548;4;25.5111111403;
14;2;18.5340766907;13.4505519867;5;29.4186617136;2;16.0612125397;11.8107032776;4;26.3018171787;
15;2;19.7322654724;13.7328653336;5;30.1192717552;2;17.2481403351;12.0916318893;4;26.9928781986;
16;2;20.816028595;13.943564415;5;30.5450415611;2;18.3236541748;12.3113050461;4;27.6076834202;
17;2;21.9098968506;14.0;5;30.8938384056;2;19.4063510895;12.4808797836;4;27.9463441372;
18;2;23.0145359039;14.0;5;31.2803442478;2;20.4964771271;12.5;4;28.2720229626;
19;2;22.3999996185;14.9841032028;7;31.7057936192;2;21.5941810608;12.5;4;28.6230447292;
20;2;23.3999996185;14.0;7;32.1706562042;2;22.5869140625;12.5;5;28.9990065098;
21;2;23.6511955261;14.0;8;32.6744441986;2;21.5;13.5;5;29.3989467621;
22;2;23.8023338318;14.0;8;33.2155370712;2;22.5;12.5;5;29.8212919235;
23;2;22.3999996185;15.0;8;33.7910437584;2;22.9463882446;12.5;5;30.2638244629;
24;3;23.3999996185;14.0;8;34.3967266083;3;23.0791473389;12.5;4;30.7236814499;
25;3;20.3999996185;16.0;8;35.0270137787;3;23.2171039581;12.5;5;31.19739151;
26;3;20.3999996185;16.0;8;35.6751141548;4;23.3592185974;12.5;4;31.680949688;
27;3;20.3999996185;17.0;8;36.3332462311;4;23.504283905;12.5;4;32.1699318886;
28;3;19.8999729156;18.0;8;36.9929685593;4;21.504283905;13.5;4;32.6596431732;
29;3;19.0978889465;19.0;8;37.6455907822;4;22.504283905;12.5;4;33.1452922821;
30;3;18.2936763763;20.0;8;38.2826251984;4;21.504283905;13.5;4;33.6221752167;
31;3;17.4847869873;21.0;8;38.8962278366;4;21.0866527557;14.5;4;34.0858602524;
32;3;17.2688674927;22.0;8;39.4795866013;4;20.2257575989;15.5;4;34.5323524475;
33;3;17.4438762665;23.0;8;40.0272102356;4;19.3597068787;16.5;4;34.9582242966;
34;3;17.6081619263;24.0;8;40.5350942612;4;18.4874668121;17.5;4;35.3607130051;
35;3;17.7605285645;25.0;9;41.0007610321;4;17.6082134247;18.5;4;35.7377691269;
36;3;17.9002285004;26.0;10;41.4231872559;4;16.6082134247;17.5;4;36.088060379;
37;3;18.0269565582;27.0;11;41.8026351929;4;16.6082134247;17.5;4;36.4109382629;
38;3;19.1407909393;25.0;11;42.1404361725;4;15.6082134247;16.5;5;36.7063741684;
39;3;18.2421302795;26.0;12;42.4387378693;4;16.1082134247;17.5;5;36.9748744965;
40;3;18.33162117;27.0;13;42.700261116;4;17.1082134247;18.5;5;37.2173805237;
41;3;19.4100780487;25.0;13;42.9280767441;4;17.6652145386;19.5;5;37.4351701736;
42;3;18.4784240723;26.0;14;43.1254148483;4;16.6652145386;18.5;5;37.6297597885;
43;3;18.5376243591;27.0;15;43.25;4;16.6652145386;18.5;6;38.8028182983;
44;3;18.5750007629;29.0;15;43.25;5;17.6652145386;18.0;5;39.9560909271;
45;3;18.5750007629;31.0;15;43.25;5;19.6652145386;18.0;5;40.0299999714;
46;3;18.5750007629;33.0;16;43.25;5;19.3090000153;21.0;6;40.0605909824;
47;3;18.5750007629;35.0;17;43.25;5;20.0;24.0;7;40.091766119;
48;3;18.5750007629;37.0;18;43.25;5;21.0;27.0;7;40.1235172749;
49;3;19.5750007629;35.0;19;43.25;5;22.3370552063;30.0;8;40.1558350325;
50;3;18.5750007629;36.0;18;43.25;5;23.0;32.5;7;40.1887089014;
51;3;18.5750007629;37.0;19;43.25;5;24.0;32.5;7;40.2221269608;
52;3;19.5750007629;35.0;19;43.25;5;25.0;32.5;7;40.2560760975;
53;3;18.5750007629;36.0;19;43.25;6;25.5;32.5;6;40.2905418873;
54;3;18.5750007629;37.0;19;43.25;7;24.75;33.1399993896;4;55.3255085945;
55;3;19.5750007629;35.0;20;43.25;7;25.75;34.1399993896;4;56.1109591722;
56;3;18.5750007629;36.0;23;43.25;7;26.75;35.1399993896;5;56.8162498474;
57;3;18.5750007629;37.0;23;43.25;7;26.75;36.1399993896;5;57.4405276775;
58;3;19.5750007629;35.0;23;43.25;7;27.75;36.4392700195;5;57.9862952232;
59;3;18.5750007629;36.0;26;43.25;7;28.75;36.3883743286;5;59.4585431814;
60;3;18.5750007629;37.0;26;43.25;7;27.75;37.3448677063;6;59.9038783312;
61;3;19.5750007629;35.0;26;43.25;7;28.75;38.30809021;6;60.290918231;
62;3;18.5750007629;36.0;27;43.25;7;28.75;39.2772979736;6;60.6272915602;
63;3;18.5750007629;37.0;27;43.25;7;28.75;40.6117248535;6;60.8266459703;
64;3;19.5750007629;35.0;27;43.25;7;29.75;42.5999984741;7;60.9102208614;
65;3;18.5750007629;36.0;28;43.25;7;30.75;43.5999984741;9;60.9952175617;
66;3;18.5750007629;37.0;29;43.25;7;31.2600002289;44.5999984741;9;61.0815964937;
67;3;19.5750007629;35.0;29;43.25;7;31.2600002289;45.5999984741;12;61.1693136692;
68;3;18.5750007629;36.0;29;43.25;8;31.7003955841;47.9165153503;11;61.2583208084;
69;3;18.5750007629;37.0;29;43.25;8;31.7111053467;48.3011856079;13;61.3485655785;
70;4;19.5750007629;35.0;26;43.25;8;31.2099990845;50.8384552002;12;63.4780050516;
71;4;18.5750007629;36.0;26;43.25;8;30.3810005188;48.2021980286;13;65.2569777966;
72;4;18.5750007629;37.0;25;43.25;9;30.5236663818;48.1742248535;12;81.2322261333;
73;4;19.5750007629;35.0;25;43.25;9;29.6411991119;52.9612998962;13;83.1057226658;
74;4;18.5750007629;36.0;26;43.25;10;30.2270107269;56.0227279663;12;84.539495945;
75;3;18.5750007629;37.0;25;45.2218742371;11;31.2999992371;59.0939254761;12;85.4532732964;
76;3;18.7465629578;38.0;25;46.7831115723;11;32.2999992371;59.5358543396;12;86.2763557434;
77;3;17.7465629578;37.0;23;47.993976593;11;31.2999992371;62.5125465393;12;86.9051220417;
78;3;17.7465629578;37.0;24;48.9212150574;11;31.2999992371;65.495803833;13;87.4350063801;
79;3;18.7465629578;38.0;24;49.4559745789;11;32.2999992371;65.4850769043;14;87.9173789024;
80;3;17.7465629578;37.0;24;49.7255001068;11;31.6056976318;67.4797592163;15;89.3581689596;
81;3;17.7465629578;37.0;24;49.9514122009;11;32.6754341125;70.4792022705;16;90.8511228561;
82;3;17.7465629578;37.0;23;50.0;11;32.6999969482;77.4940032959;17;91.3522154093;
83;3;18.0;34.0;23;50.0;12;34.4000015259;81.5172805786;17;91.9010170698;
84;3;19.0;32.0;25;50.0;12;33.4000015259;87.6000061035;17;92.5037674904;
85;4;20.0;31.0;22;50.0;12;33.7467842102;95.5646209717;18;93.1670567989;
86;3;21.0;30.0;20;50.0;13;34.4000015259;98.4347763062;18;93.8975747824;
87;3;19.0;31.0;21;50.0;14;34.4000015259;97.1559143066;17;94.7017356157;
88;3;18.0;32.0;21;50.0;14;33.4000015259;101.928115845;17;95.5851584673;
89;3;17.0;33.0;21;50.0;14;34.4000015259;102.961708069;18;97.5520009995;
90;3;16.0;34.0;22;50.0;16;36.4000015259;102.100761414;16;113.754167318;
91;3;15.0;35.0;22;50.0;16;36.4000015259;107.479225159;16;116.111228704;
92;3;14.0;36.0;22;50.0;17;39.4000015259;110.585227966;16;118.47536695;
93;3;14.0;37.0;22;50.0;17;41.4000015259;113.358451843;17;122.828793645;
94;3;15.0;38.0;22;50.0;17;44.4000015259;121.687942505;19;125.335875154;
95;3;16.0;39.0;23;50.0;19;48.4000015259;125.734420776;17;131.915787101;
96;3;17.0;40.0;23;50.0;19;48.4000015259;129.802154541;18;137.924057364;
97;3;18.0;41.0;23;51.0;19;50.2116279602;135.67098999;19;143.39643991;
98;3;21.0;40.0;24;50.9499999881;19;51.3438796997;141.888748169;20;148.382173181;
99;3;21.3999996185;42.0;24;50.9049999714;20;52.4000015259;143.655059814;19;152.760971427;
100;3;21.3999996185;44.0;21;50.8644999862;20;53.4000015259;144.760864258;19;157.511870146;
