Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;2;8.0;13.3000001907;5;24.0;1;7.0;11.0;5;20.0;
3;2;10.0;12.1000003815;5;24.1349999905;1;8.0;10.0;5;20.0;
4;2;12.0;11.5;5;24.2866927385;1;9.0;10.0;5;20.0;
5;2;12.8573389053;11.5;5;24.4567073584;1;9.0;10.0;5;20.0;
6;2;14.0370121002;11.5;5;24.646709919;1;10.0;10.0;5;20.0;
7;2;15.0940132141;11.5;5;25.3348325491;1;11.0;10.0;5;20.0;
8;2;15.6004505157;11.7299995422;5;25.9515659809;1;11.0;10.0;5;20.3999996185;
9;2;15.7854700089;11.9106416702;5;27.5126211643;2;11.1199998856;10.3999996185;4;21.7264003754;
10;2;16.253786087;12.5274600983;5;28.8707516193;2;11.5179204941;10.3632001877;4;22.0603717566;
11;2;16.6612262726;13.0216779709;5;30.055614233;2;11.6181116104;10.4951858521;4;23.2074631453;
12;2;19.3646945953;13.4066829681;5;31.1041953564;2;11.9622392654;11.0209560394;4;24.1828715801;
13;2;21.3646945953;13.6998376846;5;32.053735733;2;13.9622392654;11.4571752548;5;25.0006883144;
14;2;22.7811489105;13.9190797806;5;32.7755913734;2;15.9622383118;11.8107032776;5;25.6814495325;
15;2;23.9491539001;14.0;5;33.3832569122;2;17.0620288849;12.0916318893;5;26.2481688261;
16;2;25.1314525604;14.0;6;34.0355324745;2;18.1002407074;12.3113050461;5;26.723449707;
17;2;26.3271350861;14.0;6;34.7274742126;2;19.1410808563;12.4808797836;5;26.9068236351;
18;2;27.4182415009;14.0;6;35.4521932602;2;20.1846199036;12.5;5;27.0611462593;
19;2;25.4182415009;15.0;6;36.2009754181;2;21.2309169769;12.5;5;27.2247776985;
20;2;26.4182415009;14.0;6;36.9635858536;2;21.5;13.1674337387;6;27.3977591991;
21;3;25.3999996185;15.0;6;37.7287549973;2;21.5;13.2193279266;5;27.5800426006;
22;4;26.3999996185;14.0;5;38.4848003387;2;22.2740135193;12.5;5;27.7714805603;
23;4;27.3999996185;14.0;5;39.2203302383;3;22.3314437866;12.5;3;27.9718174934;
24;4;28.3999996185;14.0;5;39.9249296188;3;22.391544342;12.5;4;28.1806821823;
25;4;26.3999996185;15.0;5;40.5897531509;4;21.5;13.4542045593;3;28.3975830078;
26;4;25.3999996185;15.0;5;41.2079410553;4;22.5;12.5;3;28.6219055653;
27;4;25.3999996185;16.0;5;41.7748336792;4;21.5;13.5;4;28.8529140949;
28;4;25.3999996185;17.0;5;42.2879695892;4;20.5;13.5;4;29.089756012;
29;4;24.3999996185;16.0;6;42.7469034195;4;19.7269268036;14.5;4;29.3314704895;
30;4;24.3999996185;16.0;6;43.1528997421;4;17.5;16.5;4;29.5770010948;
31;4;23.3999996185;15.0;6;43.5085535049;4;16.5;18.5;4;29.8252120018;
32;4;23.3999996185;16.0;6;43.8173980713;4;16.5;17.5;4;30.0749063492;
33;4;23.3999996185;17.0;6;44.0835418701;4;16.0224723816;18.5;4;31.3248500824;
34;4;23.225063324;18.0;7;44.3113594055;4;15.0;21.0;4;31.6037948132;
35;5;22.2934074402;19.0;6;44.5;4;16.0;23.0149993896;5;31.8810932636;
36;5;21.9500007629;20.0;6;44.5;4;16.0;24.9405479431;5;33.1555359364;
37;5;22.9500007629;20.0;6;44.5;4;17.0;26.5777683258;5;33.4559707642;
38;5;23.9500007629;21.0;6;44.5;4;18.3370552063;26.6512260437;5;33.7519155741;
39;5;24.9500007629;22.0;6;45.5;4;19.0;26.7594394684;5;34.0423873663;
40;5;26.9500007629;24.0;6;45.5900000334;4;19.0;25.7914638519;6;34.326513052;
41;5;28.9500007629;26.0;6;46.6871190071;5;18.7036933899;26.6512260437;5;34.6035414934;
42;5;31.306137085;28.0;7;46.8117383718;5;18.0;28.7238540649;6;34.8728488684;
43;5;32.9500007629;30.0;8;46.944422245;5;19.0;27.4364242554;6;35.1339406967;
44;5;34.6833267212;32.0;8;47.0855122805;5;18.0;27.9559059143;6;35.3864506483;
