Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;4;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;4;23.0;1;9.0;10.0;5;20.0;
6;1;10.6000003815;11.5;4;23.0;1;10.0;10.0;5;20.0;
7;1;11.6000003815;11.5;4;23.0;1;11.0;10.0;5;20.0;
8;1;11.8999996185;11.5;4;23.4599990845;1;11.0;10.0;5;20.3999996185;
9;1;12.0380001068;11.7299995422;4;23.8212833405;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;12.1463851929;11.9106416702;4;24.0;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;12.2000007629;12.1999998093;4;26.2000007629;2;11.2971115112;10.6951856613;4;23.0419120789;
12;2;14.4463853836;12.6000003815;4;27.3576004505;2;11.9125738144;11.0209560394;4;23.944350481;
13;2;16.4463844299;13.0788002014;5;28.33870399;2;13.9125738144;11.4571752548;5;24.6819975376;
14;2;18.4463844299;13.4505519867;5;29.1845597029;2;15.9125738144;11.8107032776;5;25.2750298977;
15;2;19.6620330811;13.7328653336;6;29.9373681545;2;16.9401035309;12.0916318893;5;25.746127367;
16;2;20.7614574432;13.943564415;5;30.438754797;2;17.94962883;12.3113050461;5;26.1175945997;
17;2;21.8780117035;14.0;5;30.8914179802;2;18.9593238831;12.4808797836;5;26.1887089014;
18;2;23.0138111115;14.0;5;31.4150128365;2;19.9691867828;12.5;5;26.2221269608;
19;2;22.3999996185;15.0;5;32.0155425072;2;20.9792118073;12.5;5;26.2560760975;
20;2;23.3999996185;14.0;6;32.6975607872;2;21.8768234253;12.5;6;26.2905418873;
21;2;23.8092689514;14.0;7;33.4633779526;2;21.8871631622;12.5;6;26.3255085945;
22;2;24.0390129089;14.0;7;34.3122024536;2;21.8976516724;12.5;6;26.3609591722;
23;2;24.2936592102;14.0;6;35.2393260002;2;21.9082870483;12.5;6;26.3968753815;
24;2;24.5717964172;14.0;6;36.2355060577;2;21.9190635681;12.5;6;26.4332377911;
25;2;22.5717964172;15.0;6;37.2867269516;2;21.9299716949;12.5;6;26.4700255394;
26;2;21.5717964172;15.0;6;38.3745069504;2;21.9410076141;12.5;6;26.5072168112;
27;3;21.5717964172;16.0;6;39.476849556;2;21.9521656036;12.5;6;26.5447884798;
28;3;21.5717964172;17.0;6;40.5698070526;2;21.9634361267;12.5;6;26.5827163458;
29;3;20.5717964172;16.0;6;41.6294660568;2;21.9748153687;12.5;6;26.6209751368;
30;3;19.5717964172;16.0;7;42.6340303421;2;21.9862918854;12.5;6;26.6595385075;
31;3;19.5717964172;17.0;7;43.5656280518;2;21.9978618622;12.5;6;26.6983793974;
32;3;19.5717964172;18.0;7;44.4115219116;2;22.009513855;12.5;6;26.7374696732;
33;3;19.3234558105;19.0;7;45.164560318;2;22.0212402344;12.5;6;26.7767804861;
34;3;19.1493682861;20.0;8;45.8228969574;2;21.5;13.3883905411;6;26.8162822723;
35;3;19.346868515;21.0;9;46.3891487122;2;22.044883728;12.5;6;26.8559447527;
36;3;19.5167446136;22.0;9;46.8692626953;2;22.0567836761;12.5;6;26.8957372904;
37;3;19.6607780457;23.0;10;47.2713165283;2;22.0687217712;12.5;8;26.9356285334;
38;3;19.7813949585;24.0;11;47.6044559479;2;21.5;13.4678144455;8;26.9755871296;
39;3;19.8813362122;25.0;11;47.8780441284;2;22.0926761627;12.5;8;27.015581131;
