Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;11.0;5;20.0;
3;2;9.0;12.3000001907;3;24.0;1;8.0;10.0;5;20.0;
4;2;11.0;11.5;3;24.1499999762;1;9.0;10.0;5;20.0;
5;2;12.6000003815;11.5;3;24.320775032;1;9.0;10.0;5;20.0;
6;2;13.9962329865;11.5;3;24.5146545172;1;10.0;10.0;5;20.0;
7;2;15.0543966293;11.5;3;25.209203124;1;11.0;10.0;5;20.0;
8;2;15.5627613068;11.7299995422;3;25.8372550011;1;11.0;10.0;5;20.3999996185;
9;2;15.7511768341;11.9106416702;3;27.4536044598;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;16.2360801697;12.5274600983;3;28.8882269859;2;11.2179203033;10.5631999969;4;21.9903717041;
11;2;16.666469574;13.0216779709;4;30.174726963;2;11.2971115112;10.4951858521;4;23.0919120312;
12;2;19.3699378967;13.4066829681;4;31.3539347649;2;11.6125736237;11.0209560394;2;24.0163254738;
13;2;21.3699378967;13.6998376846;5;32.4664516449;2;13.6125736237;11.4571752548;3;25.6939309835;
14;2;22.904964447;13.9190797806;6;33.3860225677;2;15.6125736237;12.2689905167;3;27.0901948214;
15;2;24.1322822571;14.0;6;34.2269949913;2;16.6125736237;12.939125061;3;28.2148604393;
16;2;25.3845748901;14.0;6;35.1469092369;2;17.6125736237;13.4724435806;3;29.0981268883;
17;2;24.5164756775;15.0;6;36.1369771957;2;18.6125736237;13.8840417862;3;29.7799998522;
18;2;26.3999996185;14.0;4;37.1836385727;2;19.6125736237;14.1939220428;3;30.3018051386;
19;2;27.3999996185;14.0;5;38.2688102722;2;20.6125736237;14.422750473;4;30.5224741697;
20;3;25.3999996185;15.0;5;39.3707761765;2;21.6125736237;14.5;5;30.5906432867;
21;3;26.3999996185;14.0;6;40.4656934738;2;22.6125736237;14.5;5;30.6607804298;
22;3;25.3999996185;15.0;6;41.5295543671;3;22.7000007629;14.5;3;30.7328453064;
23;3;24.3999996185;15.0;6;42.5402727127;3;22.7000007629;14.5;3;30.8067884445;
24;3;24.3999996185;15.0;6;43.4795351028;3;22.7000007629;14.5;3;30.8825509548;
25;3;23.3999996185;15.0;6;44.3340778351;3;22.7000007629;14.5;4;30.9600640535;
26;3;23.3999996185;16.0;5;45.0962123871;3;22.7000007629;14.5;4;31.0392494202;
27;3;23.3999996185;17.0;6;45.7636127472;3;22.7000007629;14.5;4;31.120018959;
28;3;23.3999996185;18.0;6;46.3385124207;3;22.7000007629;14.5;5;31.2022752762;
29;3;23.3999996185;19.0;6;46.8265895844;3;22.7000007629;14.5;4;31.2859115601;
30;4;23.0479774475;20.0;4;47.2357692719;3;20.7000007629;15.5;4;31.3708124161;
31;4;22.7707309723;21.0;4;47.57513237;3;19.7000007629;16.5;4;31.4568536282;
32;4;22.8725395203;22.0;4;48.85405159;3;18.7000007629;17.5;4;31.5439035892;
33;4;23.9562149048;23.5;3;49.0199999809;3;17.7000007629;18.5;3;31.6318233013;
34;4;25.0;24.0;3;49.0401959419;3;16.7000007629;19.5;3;32.7204678059;
35;4;25.0;25.5200977325;3;49.0605818033;3;16.7000007629;21.0;4;32.8596863747;
36;4;25.3181743622;26.0;3;49.0811508894;3;16.7000007629;22.0249996185;4;33.0012991428;
37;4;25.324344635;29.0;3;49.1018965244;3;16.3305931091;22.5;4;33.1451727152;
38;4;26.3305683136;29.0;4;49.1228116751;3;16.3467845917;23.5;5;33.2911661863;
39;4;27.3368434906;30.0;4;49.1438889503;3;16.3635826111;24.5;5;33.4391319752;
