Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;9.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;10.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.0;10.0;5;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;11.1199998856;10.1999998093;5;20.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;1;11.2179203033;10.3632001877;5;20.9903717041;
11;1;12.2000007629;12.0;6;25.2000007629;1;11.2971115112;10.4951858521;5;22.0419120789;
12;1;14.1463851929;12.6000003815;5;26.1576004028;2;11.6125736237;11.2209558487;5;23.9143505096;
13;1;15.1463851929;13.0788002014;5;26.9011039734;2;14.2971115112;11.4571752548;5;24.8314065933;
14;1;16.1463851929;13.4505519867;5;27.4657306671;2;16.2971115112;11.8107032776;5;25.6448228359;
15;1;17.1463851929;13.7328653336;5;27.88712883;2;17.735578537;12.0916318893;5;26.3843505383;
16;1;18.1463851929;13.943564415;5;28.0;2;18.8256340027;12.3113050461;5;27.0800457001;
17;1;19.1463851929;14.0;5;28.0;2;19.932598114;12.4808797836;5;27.5394377708;
18;1;20.1463851929;14.0;6;28.0;2;21.0589427948;12.5;3;28.0336265564;
19;1;20.3999996185;14.0;7;28.0;2;22.2071990967;12.5;4;28.6089954376;
20;1;20.3999996185;14.0;7;28.0;2;22.582698822;12.5;5;29.272726059;
21;1;20.3999996185;14.0;8;28.0;2;22.7818183899;12.5;6;30.030163765;
22;1;20.3999996185;14.0;8;28.0;2;23.0090484619;12.5;6;30.8837742805;
23;1;20.3999996185;14.0;8;28.0;3;23.2651329041;12.5;4;31.832016468;
24;1;20.3999996185;14.0;8;28.0;3;23.5496044159;12.5;3;32.8682956696;
25;1;20.3999996185;14.0;8;28.0;3;23.8604888916;12.5;3;33.980219841;
26;1;20.3999996185;14.0;8;28.0;3;24.194065094;12.5;3;35.1494245529;
27;1;20.3999996185;14.0;8;28.0;3;24.5448265076;12.5;4;36.3521900177;
28;1;20.3999996185;14.0;7;28.0;3;24.9056568146;12.5;3;37.5609493256;
29;1;20.3999996185;14.0;7;28.0;3;25.268283844;12.5;3;38.7465839386;
30;1;20.3999996185;14.0;7;28.0;3;23.6239757538;13.5;2;39.881146431;
31;1;20.3999996185;14.0;7;28.0;3;22.9643440247;14.5;2;40.9405136108;
32;1;20.3999996185;14.0;7;28.0;3;22.2821540833;15.5;2;41.9064273834;
33;1;20.3999996185;14.0;7;28.0;3;21.2821540833;14.5;2;43.7675685883;
34;1;20.3999996185;14.0;7;28.0;3;21.2821540833;15.0;2;44.5395693779;
35;1;20.3999996185;14.0;7;28.0;3;22.2821540833;16.0100002289;2;45.2043251991;
36;1;20.3999996185;14.0;7;28.0;3;22.2492389679;17.0200977325;2;45.7681814432;
37;1;20.3999996185;14.0;7;28.0;3;22.2304553986;17.5;2;46.2405270338;
38;1;20.3999996185;14.0;7;28.0;3;22.3721580505;18.5;2;46.6323301792;
39;1;20.3999996185;14.0;7;28.0;3;22.48969841;19.5;2;46.9549535513;
40;1;20.3999996185;14.0;7;28.0;3;22.2496433258;21.0614051819;2;47.1438889503;
41;1;20.3999996185;14.0;7;28.0;3;21.2496433258;20.0719451904;2;47.1651208401;
42;1;20.3999996185;14.0;7;28.0;3;20.2496433258;21.0719451904;2;47.1864993572;
43;1;20.3999996185;14.0;8;28.0;3;20.6055927277;23.0719451904;2;47.2080165148;
44;1;20.3999996185;14.0;9;28.0;3;20.2496433258;25.0719451904;2;47.2296639681;
45;1;20.3999996185;15.0;8;28.0;3;21.0;27.0719451904;3;47.2514331341;
46;1;20.3999996185;16.0;9;28.0;4;23.0;28.0719451904;2;47.2733153105;
47;1;20.3999996185;17.0;10;28.0;4;23.0;28.1366577148;2;47.2953014374;
48;1;20.3999996185;18.0;10;28.0;4;23.5;28.1476516724;3;47.3173824549;
49;1;20.3999996185;19.0;10;28.0;4;23.5;28.1586914062;3;47.3395489454;
50;1;20.3999996185;19.0;10;28.0;4;23.9018650055;27.5;3;47.3617914915;
51;1;20.3999996185;19.0;10;28.0;4;23.5;28.180896759;3;47.3841004372;
52;2;20.3999996185;19.0;5;56.75;4;23.9152297974;27.5;3;47.4064661264;
53;2;21.3999996185;20.0;5;58.7625007629;4;23.5;28.2032337189;4;47.428878665;
54;2;22.3999996185;21.0;5;60.2967796326;4;23.5;28.2144393921;4;47.4513280392;
55;2;23.3999996185;22.0;6;61.4120597839;5;24.5;28.2256641388;3;47.4738043547;
56;2;24.3999996185;23.0;6;62.1932144165;5;25.9421405792;27.5;4;47.4962974787;
57;2;25.3999996185;24.0;6;62.725528717;5;26.5;28.2481498718;5;47.5187973976;
58;2;26.3999996185;24.0;6;62.75;5;27.9556388855;27.5;5;47.5412938595;
59;2;27.3999996185;24.0;6;62.75;5;28.5;28.270647049;6;47.5637768507;
60;2;28.3999996185;24.0;6;62.75;5;29.9691333771;27.5;6;47.5862361193;
61;2;29.3999996185;24.0;6;62.75;5;30.2758693695;27.5;6;47.6086617708;
62;2;30.3999996185;24.0;8;62.75;5;30.2825984955;27.5;8;47.6310436726;
63;2;31.3999996185;24.0;8;62.25;5;30.2893123627;27.5;9;47.6533719301;
64;2;32.4000015259;24.0;8;62.75;6;30.2960109711;27.5;8;47.6756366491;
65;2;32.8250007629;24.0;9;62.75;6;30.302690506;27.5;9;47.6978281736;
66;2;32.8250007629;24.0;8;62.75;6;29.7999992371;28.3489151001;9;47.7199368477;
67;2;32.8250007629;24.0;8;62.75;6;30.3159809113;27.5;7;49.7919523716;
68;2;32.8250007629;24.0;8;62.75;6;30.9375839233;28.0;8;51.464843154;
69;2;32.8250007629;24.0;8;62.75;6;30.9102935791;29.2719326019;8;52.7869055271;
70;2;32.8250007629;24.0;7;66.3218746185;6;31.8360729218;28.6872596741;7;53.8142848015;
71;2;33.8965606689;24.7000007629;7;68.8859958649;6;32.1442832947;28.9097423553;6;54.454767108;
72;2;34.6657981873;25.2291984558;7;70.6486415863;7;31.7877559662;29.9144554138;5;54.8145794868;
73;2;35.1945915222;25.6162643433;8;71.7845554352;7;29.8892745972;30.925163269;5;54.8716015816;
74;2;35.5353660583;25.8922767639;8;72.0;7;29.461479187;31.0;5;54.8927206993;
75;2;33.5999984741;27.0;9;72.0;7;27.8999996185;32.9463615417;5;54.9136784077;
76;2;32.5999984741;28.0;8;72.0;7;27.4741039276;33.0;5;54.9344670773;
77;2;31.6000003815;29.0;9;72.0;7;25.8999996185;34.9672317505;6;54.9550794363;
78;2;30.6000003815;30.0;9;72.0;7;26.8999996185;33.9672317505;6;54.9755084515;
79;2;29.6000003815;31.0;10;72.0;7;27.8999996185;33.9672317505;7;56.9957473278;
80;2;28.6000003815;32.0;10;72.0;7;30.8999996185;35.9672317505;7;57.0999999046;
81;2;27.6000003815;33.0;10;72.0;7;33.9000015259;37.9672317505;7;57.2041478157;
82;2;26.6000003815;34.0;11;72.0;7;35.2368888855;40.9672317505;7;57.3125144243;
83;3;25.6000003815;35.0;10;72.0;7;35.9000015259;43.0;7;57.4251593351;
84;3;24.6000003815;36.0;11;72.0;7;35.9000015259;45.0;7;57.5421299934;
85;3;23.6000003815;37.0;11;72.0;7;35.9000015259;46.6059188843;8;57.663459897;
86;3;23.6000003815;38.0;12;72.0;7;35.9000015259;47.6288757324;8;57.7891676426;
87;3;23.6000003815;39.0;12;72.0;7;35.9000015259;48.6524085999;9;57.9192546606;
88;3;23.6000003815;40.0;12;72.0;7;35.9000015259;49.6765136719;11;58.053704381;
89;4;23.6000003815;41.0;13;72.0;8;35.9000015259;51.6765136719;10;58.1924808025;
90;4;23.6000003815;42.0;12;72.0;8;35.9000015259;53.6765136719;11;58.335526824;
91;4;23.6000003815;43.0;12;72.0;8;33.9000015259;56.6765136719;11;58.4827637672;
92;4;23.6000003815;44.0;13;72.0;8;32.9000015259;59.6765136719;11;58.6340897083;
93;4;23.6000003815;45.0;14;72.0;8;31.8999996185;62.6765136719;12;58.7893790007;
94;4;24.6000003815;43.0;14;72.0;8;30.8999996185;64.832572937;12;58.9484817982;
95;4;23.6000003815;44.0;14;72.0;9;29.8999996185;66.8603363037;12;59.1112234592;
96;4;23.6000003815;45.0;14;72.0;9;28.8999996185;68.0556106567;11;59.2774049044;
97;4;24.6000003815;43.0;14;72.0;9;27.8999996185;69.1387023926;11;59.4468024969;
98;4;23.6000003815;44.0;14;72.0;9;27.5;70.2234039307;11;59.6191688776;
99;4;23.6000003815;45.0;14;72.0;9;27.5;71.3095855713;11;59.7942340374;
100;4;24.6000003815;43.0;14;72.0;9;26.5;71.7559661865;12;59.9717063904;
