Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;10.0;4;20.0;
4;1;9.0;11.5;4;23.0;1;9.0;10.0;4;20.0;
5;1;9.60000038147;11.5;4;23.0;1;9.0;10.0;4;20.0;
6;1;10.6000003815;11.5;4;23.0;1;10.0;10.0;5;20.0;
7;1;11.6000003815;11.5;4;23.0;3;11.0;10.1999998093;3;21.0;
8;1;11.8999996185;11.5;4;23.4599990845;3;11.3000001907;10.0;3;21.469999671;
9;1;12.0380001068;11.7299995422;4;23.8212833405;3;11.4409999847;10.1999998093;3;21.8705514669;
10;1;12.1463851929;11.9106416702;4;24.0;3;11.5611658096;10.3632001877;3;22.2129640579;
11;1;12.2000007629;12.0;4;25.2000007629;3;11.6638889313;10.4951858521;3;23.3718163967;
12;1;14.1463851929;12.6000003815;4;26.1576004028;3;12.0115451813;11.0209560394;3;24.3595588207;
13;1;15.1463851929;13.0788002014;4;26.9011039734;3;14.0115451813;11.4571752548;3;25.1902494431;
14;1;16.1463851929;13.4505519867;5;27.4657306671;3;16.0115451813;11.8107032776;3;25.884378314;
15;2;17.1463851929;13.7328653336;5;27.88712883;3;16.7653141022;12.0916318893;3;26.4648982286;
16;2;18.1463851929;13.943564415;6;28.0;3;16.9394702911;12.3113050461;3;26.9543362856;
17;2;19.1463851929;14.0;6;28.0;3;17.0862998962;12.4808797836;3;27.1521308422;
18;2;20.1463851929;14.0;6;28.0;3;19.0324230194;12.5;4;27.3210272789;
