Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;2;8.0;10.1999998093;4;21.0;
4;1;9.0;11.5;6;23.0;2;9.19999980927;10.0;4;21.0299999714;
5;1;9.60000038147;11.5;6;23.0;2;9.20600032806;10.0;4;21.0605909824;
6;2;10.6000003815;11.6999998093;5;24.0;2;10.3181772232;10.0;4;21.091766119;
7;2;11.9000005722;11.5;5;24.0375000238;2;11.3275299072;10.0;4;21.1235172749;
8;2;12.2112493515;11.5;5;24.5463912487;2;11.3370552063;10.0;4;21.5670698881;
9;2;12.3639173508;11.7299995422;5;24.9583405256;2;11.4701213837;10.1999998093;4;21.9382035732;
10;2;12.4875020981;11.9106416702;5;25.1895090342;2;11.5814609528;10.3632001877;4;22.2480803728;
11;2;12.5568532944;12.0;5;26.4556523561;2;11.6744241714;10.4951858521;4;23.3592649698;
12;2;14.5230808258;12.6000003815;5;27.482241869;2;12.0077791214;11.0209560394;4;24.2933903933;
13;2;16.5230808258;13.0788002014;5;28.2976119518;2;14.0077791214;11.4571752548;5;25.0641713142;
14;2;18.5230808258;13.4505519867;5;28.9370006323;2;16.0077800751;11.8107032776;5;25.691778779;
15;2;19.5877666473;13.7328653336;5;29.4360631704;2;17.0651283264;12.0916318893;5;26.198879838;
16;2;20.6110649109;13.943564415;5;29.6294953823;2;18.0854549408;12.3113050461;5;26.6077592373;
17;2;21.6352348328;14.0;6;29.7129337788;2;19.1063728333;12.4808797836;5;26.7176665068;
18;2;22.6602649689;14.0;6;29.799215436;2;20.1278743744;12.5;5;26.7912226915;
19;2;22.9397640228;14.0;6;29.8882907629;2;21.1499404907;12.5;5;26.8666112423;
20;2;22.9664878845;14.0;6;29.980093956;2;21.5;13.0599832535;5;26.943765521;
21;2;22.9940280914;14.0;6;30.0745425224;2;22.0831298828;12.5;4;27.0226092339;
22;4;22.3999996185;14.6223630905;4;30.1715369225;2;22.1067829132;12.5;4;27.1030561924;
23;4;23.0514602661;14.0;4;30.2709598541;3;22.1309165955;12.5;3;27.1850111485;
24;4;23.081287384;14.0;4;30.3726770878;3;21.5;12.5;3;27.2683691978;
25;4;23.1118030548;14.0;4;30.4765367508;3;22.1805114746;12.5;3;27.3530163765;
26;4;21.1429595947;15.0;4;30.5823705196;3;22.2059059143;12.5;3;27.4388306141;
27;4;20.1747112274;16.0;4;30.6899940968;3;22.2316493988;12.5;3;27.5256814957;
28;4;19.2069969177;17.0;5;30.7992079258;3;22.2577037811;12.5;5;27.6134316921;
29;4;18.2397613525;18.0;5;30.9097988605;4;21.5;13.5;4;27.7019374371;
30;4;17.272939682;19.0;5;31.0215408802;4;20.3105812073;13.5;4;27.7910490036;
31;4;16.3064613342;20.0;5;31.1341977119;4;19.3373146057;14.5;4;27.8806123734;
32;4;15.3402585983;21.0;5;31.2475240231;4;18.3641834259;15.5;4;27.9704699516;
33;4;14.9742574692;22.0;5;31.3612678051;4;17.3911399841;16.5;4;28.0604612827;
34;4;15.0083808899;23.0;5;31.4751722813;4;16.418138504;17.5;4;28.1504247189;
35;4;15.0425510406;24.0;5;31.5889782906;4;15.4451274872;18.5;4;29.2401983738;
36;4;15.0766935349;25.0;6;32.702426672;4;15.0;21.0;5;29.3696212769;
37;5;16.1107273102;26.0;5;32.855260849;4;16.0;22.6848106384;5;29.4997186661;
38;5;17.1445789337;27.0;5;33.008412838;4;17.0;23.7498588562;5;29.6303365231;
39;5;18.1781692505;25.5405921936;7;33.1616389751;4;18.0;24.8151683807;6;29.7613221407;
40;5;17.5484924316;26.0;7;33.3147023916;5;19.0;25.8806610107;5;29.8925253153;
41;5;17.5944099426;27.0;7;33.4673737288;5;19.0;24.5;7;30.0237984657;
42;5;18.6402111053;25.0;7;33.6194331646;5;20.0;24.1288738251;7;30.1549983025;
43;6;17.6858291626;26.0;6;49.7706720829;5;19.0;26.0774993896;7;30.2859857082;
44;6;17.0;28.6524085999;8;50.880892992;5;19.0;27.1429920197;7;30.4166263342;
45;6;19.0;27.6765155792;8;51.8846987486;5;20.0;25.2083129883;7;30.5467914343;
46;7;22.0;29.6765155792;7;52.7779368162;5;21.0;26.2083129883;8;30.676358223;
47;7;24.4294223785;31.6765155792;10;53.5624723434;5;23.4513092041;27.2083129883;8;31.8052096367;
48;7;26.9091091156;33.6765136719;11;54.2447328568;5;24.4670848846;29.2083129883;8;31.963234663;
49;7;28.9524459839;34.6765136719;11;54.8341236115;5;26.483165741;31.2083129883;9;32.1209195852;
50;7;29.4831676483;36.0;13;55.3415580988;6;29.0;31.2011871338;8;32.2781596184;
51;8;32.0;34.832572937;9;84.5283005238;6;30.0;32.5;9;32.4348540306;
52;8;32.5629005432;36.8603363037;9;86.8295218945;6;32.0331306458;34.5;9;32.5909070969;
53;8;34.1201057434;38.0;9;88.4983121157;6;32.0503120422;35.3782653809;9;32.7462282181;
54;8;33.0;41.9171905518;10;89.7458809614;6;33.0677337646;33.3947029114;9;32.9007304907;
55;9;35.0177345276;42.0;9;90.6570514441;6;32.4520149231;33.8003463745;9;33.0543310642;
56;9;33.4500007629;45.0;10;91.3170681;6;31.8768234253;35.8003463745;10;34.2069513798;
57;9;33.4500007629;48.0;10;91.466896534;7;34.5084190369;33.8003463745;9;34.3785154819;
58;9;35.0712547302;48.8230247498;11;92.5898845196;7;34.970451355;35.5;7;34.5491472483;
59;9;36.4500007629;51.8541870117;11;92.7126498222;7;36.3647460938;35.5;7;34.7116624117;
60;9;38.4500007629;53.9713249207;12;92.7944011688;7;33.5;39.1984367371;7;34.8304897547;
61;9;39.4500007629;56.0021018982;13;92.8766828775;7;34.5191764832;40.2166213989;9;34.9501850605;
62;10;41.1448287964;56.875;12;93.9594138861;7;34.5440483093;40.7350120544;9;35.0706431866;
63;10;42.4500007629;60.875;12;94.0825111866;7;33.021194458;41.0;10;35.1917568445;
64;10;43.875;63.6462554932;16;94.2070749998;7;31.7143592834;42.5719451904;11;35.3134166002;
65;10;45.6259231567;61.4364051819;17;98.9072300196;7;30.7444896698;43.5825614929;12;35.435510993;
66;10;46.6948852539;61.4469451904;17;102.453129172;7;29.7747039795;44.5932502747;12;36.6266981363;
67;10;44.2151260376;63.4575614929;18;105.067060113;7;29.0027236938;44.6040077209;14;37.6008210182;
68;10;46.3376693726;61.2344436646;19;107.924518704;7;28.5;44.9104118347;14;38.3921004534;
69;10;46.4643173218;62.2818603516;20;108.787702322;7;30.3934307098;43.5197410583;13;39.0361573696;
70;10;46.6201324463;62.9265480042;21;109.223059773;7;32.0536422729;41.0464019775;14;39.4177577496;
71;10;47.6765632629;62.3817024231;22;109.541174889;7;31.5367393494;40.5573921204;14;39.6204921007;
72;11;42.921749115;66.4341278076;21;109.867086768;7;31.5887908936;40.6586914062;14;39.824516654;
73;11;41.8765640259;68.0;21;110.200391054;7;30.0085411072;41.7313575745;14;40.0294629335;
74;11;40.8765640259;71.5562133789;23;111.540641904;7;30.0;42.4734992981;12;40.2349560261;
75;11;41.8765640259;75.6689605713;24;112.044855237;8;26.5;44.3280792236;9;57.4406176805;
76;11;42.8765640259;83.5562210083;24;112.577994823;8;27.0;47.4226837158;9;59.0060702562;
77;12;43.2779579163;89.5562210083;24;131.502253413;8;26.0;48.1649932861;8;55.8509366512;
78;12;45.263256073;96.5562210083;25;133.319024205;8;27.0;52.2071914673;8;57.1048496962;
79;12;47.3336982727;103.2706604;25;135.013786912;8;28.0;56.2495346069;8;58.2624253035;
80;12;45.7999992371;110.467414856;22;136.585021138;8;29.0;60.2919692993;9;59.3127686977;
81;12;45.7999992371;116.706581116;23;138.041765571;8;30.0;63.5490188599;8;60.2518911362;
82;12;45.7999992371;121.942840576;23;139.400102854;8;31.0;66.5174942017;8;61.0817583799;
83;12;48.8509635925;127.199996948;23;140.679552078;8;32.0;67.8182067871;9;61.8088279963;
84;12;50.1306190491;132.478897095;24;141.900047421;8;32.446182251;68.8575515747;10;62.4424623251;
85;12;51.2146453857;137.073242188;27;143.030142903;8;32.5457420349;69.9046096802;9;62.9934766293;
86;13;52.3030128479;140.515075684;27;143.955601096;8;32.6274147034;70.9581680298;9;63.4729949236;
87;13;51.3955612183;141.977798462;29;144.919979334;8;32.6937599182;72.0169754028;12;63.7929316759;
88;13;51.4919967651;144.459991455;29;145.918879867;8;33.7249984741;70.0897216797;13;63.9702666998;
89;13;52.591884613;143.959442139;29;146.94634521;8;32.7249984741;69.1746063232;15;64.1436913013;
90;14;52.0946311951;147.473175049;30;147.994915366;8;32.7249984741;69.2576599121;13;64.3130702972;
91;14;53.1994934082;150.997467041;33;149.055818081;8;33.7249984741;66.3388214111;13;64.4782925844;
92;14;55.3055801392;151.527908325;32;150.119297981;8;32.7249984741;66.4180450439;13;64.6392688751;
93;16;55.4119262695;155.059646606;31;151.175060153;8;32.7249984741;68.4952774048;15;64.7959311008;
94;16;56.5175056458;158.587524414;32;152.212792873;8;33.7249984741;64.5704879761;18;64.9482325315;
95;16;59.2212791443;156.106384277;34;153.222716331;8;32.7249984741;62.0503578186;18;65.0961441994;
96;16;58.3222732544;162.385055542;34;155.196086287;8;32.7249984741;60.5503578186;17;65.2396557331;
97;16;60.4196090698;165.622970581;33;156.245601058;8;32.7249984741;60.5503578186;18;65.378772974;
98;16;63.4529151917;165.856109619;28;158.718842149;8;33.7249984741;59.5503578186;19;65.4859118462;
99;16;63.7518806458;169.26625061;27;161.863630295;8;34.7249984741;59.5503578186;20;65.5577037334;
100;16;65.8706054688;173.638168335;27;164.716718614;8;35.7249984741;59.5503578186;21;65.6281994581;
