Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;5;20.0;
7;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;5;20.0;
8;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;5;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;1;9.66343975067;10.3632001877;5;20.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;9.72283363342;10.7951860428;4;23.0419120789;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.184431076;11.0209560394;4;23.9343504906;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;11.9523334503;11.4571752548;4;24.6616024971;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;13.9523334503;11.8107032776;4;25.243845582;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;15.9523334503;12.0916318893;4;25.7037609816;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;16.9660930634;12.3113050461;4;26.0636560917;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;17.9707603455;12.4808797836;4;26.1228116751;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;18.9754657745;12.5;5;26.1438889503;
19;1;16.0206890106;10.9637317657;6;22.0;2;19.8823757172;12.5;5;26.1651208401;
20;1;16.9500007629;11.0;7;22.0;2;19.8871517181;12.5;5;26.1864993572;
21;1;16.9500007629;11.0;7;22.0;2;19.8919620514;12.5;5;26.2080165148;
22;1;16.9500007629;11.0;7;22.0;2;19.8968029022;12.5;5;26.2296639681;
23;1;16.9500007629;11.0;7;22.0;3;19.9016742706;12.5;5;26.2514331341;
24;1;16.9500007629;11.0;7;22.0;4;19.625;12.5;4;26.2733153105;
25;1;16.9500007629;11.0;8;22.0;4;19.625;12.5;4;26.2953014374;
26;1;16.9500007629;11.0;8;22.0;4;19.9164428711;12.5;4;26.3173824549;
27;1;16.9500007629;11.0;8;22.0;4;19.9214115143;12.5;4;26.3395489454;
28;1;16.9500007629;11.0;8;22.0;4;19.625;13.0358200073;4;26.3617914915;
29;1;16.9500007629;11.0;8;22.0;4;19.9314041138;12.5;4;26.3841004372;
30;1;16.9500007629;11.0;8;22.0;4;17.936422348;13.5;4;26.4064661264;
31;1;16.9500007629;11.0;8;22.0;4;16.9414558411;14.5;4;26.428878665;
32;1;16.9500007629;11.0;8;22.0;4;15.9464979172;15.5;4;26.4513280392;
33;1;14.9500007629;12.0;8;22.0;4;14.9515485764;16.5;4;26.4738043547;
34;1;13.9500007629;13.0;8;22.0;4;14.3316059113;17.5;4;26.4962974787;
35;1;12.9500007629;14.0;9;22.0;4;14.3366670609;18.5;4;26.5187973976;
36;1;12.0;15.0;9;22.0;4;14.3417291641;19.5;4;26.5412938595;
37;1;12.0;16.0;9;22.0;4;14.3467912674;20.5;5;26.5637768507;
38;1;12.0;17.0;9;22.0;4;14.351849556;21.5;5;26.5862361193;
39;1;12.0;18.0;9;22.0;4;14.3569030762;22.5;5;26.6086617708;
40;1;12.0;19.0;8;22.0;4;14.361948967;23.5;5;26.6310436726;
41;1;12.0;20.0;8;22.0;4;14.366985321;24.5;5;26.6533719301;
42;1;12.0;21.0;9;22.0;4;14.3720092773;25.5;5;27.6756366491;
43;1;12.0;22.0;10;22.0;4;15.3770179749;26.5;5;27.7378281355;
44;1;12.0;23.0;10;22.0;4;16.3820114136;27.5;5;27.8011207581;
45;1;12.0;24.0;10;22.0;4;16.6302528381;28.5;5;27.865506649;
46;1;12.0;25.0;12;22.0;5;17.644739151;30.2000007629;4;28.9309751987;
47;1;12.0;26.0;12;22.0;5;19.0;30.0169754028;6;29.1275129318;
48;1;12.0;27.0;12;22.0;5;18.0;31.3892593384;7;29.3405343294;
49;1;12.0;28.0;13;22.0;5;18.0;32.5383720398;8;29.5714508295;
50;1;12.0;29.0;14;22.0;5;20.0285758972;33.5383720398;8;29.8216953278;
51;1;12.0;30.0;13;22.0;5;20.7207565308;35.5383720398;9;30.0926895142;
52;1;13.0;28.0;14;22.0;5;21.4211101532;37.5383720398;10;30.3858033419;
53;1;12.0;29.0;15;22.0;5;22.785943985;39.5383720398;12;30.7023046017;
54;1;12.0;30.0;16;22.0;5;24.2830200195;38.5;12;31.0432987213;
55;1;13.0;28.0;17;22.0;5;24.5494861603;38.5;12;31.4096599817;
56;1;12.0;29.0;18;22.0;5;23.9873752594;38.8685569763;15;31.8019565344;
57;1;12.0;30.0;18;22.0;5;24.0694885254;38.5;16;32.2203695774;
58;1;13.0;28.0;19;22.0;5;25.2495822906;34.5;16;32.6488249302;
59;1;12.0;29.0;19;22.0;5;24.4748497009;34.5;17;33.0982381105;
60;1;12.0;30.0;20;22.0;5;25.0343704224;33.5;18;33.5714429617;
61;1;12.0;31.0;20;22.0;6;25.5535755157;32.5;16;34.0663813353;
62;1;12.0;32.0;21;22.0;6;24.0750007629;34.5;17;34.5803427696;
63;1;12.0;33.0;22;22.0;6;25.0750007629;33.9075202942;17;35.1099886894;
64;1;12.0;34.0;21;22.0;6;24.5409412384;33.5;15;35.651414156;
65;1;12.0;35.0;21;22.0;6;25.0750007629;33.5;13;36.2002515793;
66;1;13.0;33.0;21;22.0;6;26.1450576782;32.5;12;36.7518062592;
67;1;12.0;34.0;22;22.0;6;25.7619609833;33.5;12;38.3012261391;
68;1;12.0;35.0;24;22.0;6;25.0750007629;36.1212692261;13;38.8836836815;
69;1;13.0;33.0;25;22.0;6;26.0750007629;38.1647834778;13;39.4557452202;
70;1;12.0;34.0;26;22.0;6;27.8674068451;35.5;14;40.0131781101;
71;1;12.0;35.0;24;22.0;6;28.3278007507;37.5;14;40.5522764921;
72;1;13.0;33.0;26;22.0;6;28.5470085144;39.2959060669;13;41.0699671507;
73;1;12.0;34.0;26;22.0;7;28.6494350433;39.3396263123;13;41.5638744831;
74;2;12.0;35.0;25;22.0;7;25.9267692566;38.5;14;42.032343626;
75;2;13.0;33.0;26;22.0;7;26.3685836792;40.5;14;42.4744136333;
76;2;12.0;34.0;27;22.0;7;26.3794326782;42.4700622559;14;44.1992547512;
77;2;12.0;35.0;27;22.0;8;26.17162323;45.052520752;14;45.6708832979;
78;2;13.0;33.0;27;22.0;8;26.0255012512;46.9260139465;14;46.9212281704;
79;2;12.0;34.0;27;22.0;8;26.5174503326;48.3076171875;15;47.9849551916;
80;2;12.0;35.0;28;22.0;8;28.8279457092;43.1301002502;15;49.7470617294;
81;2;13.0;33.0;28;23.0;8;30.9161205292;43.0;15;50.3523535728;
82;2;15.0;33.0;28;23.0700000525;8;32.9644737244;43.0;16;50.9259269238;
83;2;17.0;33.0;28;23.1441510916;9;28.2999992371;48.9776992798;15;51.4699920416;
