Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;5;20.0;
6;2;8.55000019073;8.89999961853;4;18.0;1;9.0;10.0;5;20.0;
7;2;9.05000019073;8.5;4;18.0225000381;1;9.5;10.0;5;20.0;
8;2;9.05506229401;8.5;4;18.0452762842;1;9.5;10.0;5;20.3999996185;
9;2;9.06018733978;8.5;4;18.4187746048;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;9.14422512054;8.67000007629;3;18.7408286333;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;9.21668624878;8.81392192841;3;19.0176254511;2;9.94783401489;10.4951858521;3;23.0719120502;
12;2;9.27896595001;8.93486309052;3;19.9814786911;2;10.1911802292;11.0209560394;3;23.9749414921;
13;2;9.49583244324;9.39324569702;4;20.8215062618;2;11.9614667892;11.4571752548;3;24.7131726742;
14;2;11.3004636765;9.78903102875;4;21.5412740707;2;13.9614667892;11.8107032776;3;25.3067810535;
15;2;13.3004636765;10.6413106918;4;22.1496675014;2;15.9614667892;12.0916318893;3;25.7784451246;
16;2;15.3004636765;10.4026165009;4;22.6588021517;2;16.9828968048;12.3113050461;3;26.1504684687;
17;2;16.3350009918;10.6309299469;4;23.0821874142;2;17.9902935028;12.4808797836;2;26.2221269608;
18;2;17.3471107483;10.8157100677;4;23.4333488941;2;18.7228336334;12.5;3;26.2560760975;
19;2;18.3595123291;10.9637317657;4;23.5622674227;2;19.625;12.5;3;26.2905418873;
20;2;19.3015098572;11.0;3;23.6198797226;2;19.625;12.5;3;26.3255085945;
21;2;18.9500007629;11.0;4;23.6786832809;2;19.625;12.5;3;26.3609591722;
22;2;18.9500007629;11.0;4;23.7386343479;2;19.625;12.5;3;26.3968753815;
23;2;18.9500007629;11.0;4;23.7996841669;2;19.625;12.5;3;26.4332377911;
24;2;18.9500007629;11.0;4;23.8617789745;2;19.625;12.5;3;26.4700255394;
25;2;16.9500007629;12.0;4;23.9248601198;2;19.625;12.5;3;26.5072168112;
26;2;15.9500007629;13.0;5;23.9888644218;2;19.625;12.5;3;26.5447884798;
27;3;14.9500007629;14.0;4;24.0537240505;2;19.625;12.5;3;26.5827163458;
28;3;14.0;15.0;4;24.1193666458;2;19.625;12.5;3;26.6209751368;
29;3;14.0;16.0;4;24.1857161522;2;19.625;12.5;3;26.6595385075;
30;3;14.0;17.0;4;24.2526926994;2;17.625;13.5;3;26.6983793974;
31;3;14.0;18.0;4;24.320212841;2;16.625;14.5;3;26.7374696732;
32;3;14.0;19.0;3;24.3881900311;2;15.625;15.5;4;26.7767804861;
33;4;14.0;20.0;2;24.4565355778;2;14.625;16.5;4;26.8162822723;
34;4;14.0;21.0;2;24.5251579285;2;14.0;17.5;5;26.8559447527;
35;4;14.0;22.0;2;24.5939645767;2;14.0;18.5;5;26.8957372904;
36;4;14.0;23.0;2;24.6628611088;2;14.0;19.5;5;26.9356285334;
37;4;14.0;24.0;3;24.7317531109;2;14.0;20.5;5;26.9755871296;
38;4;14.0;25.0;4;24.800545454;2;14.0;21.5;5;27.015581131;
39;4;14.0;26.0;4;24.869143486;2;14.0;22.5;5;27.0555787086;
40;4;14.0;27.0;4;24.9374537468;2;14.0;23.5;4;27.0955479145;
41;4;14.0;28.0;5;25.0053837299;2;14.0;24.5;4;27.135456562;
42;4;14.0;29.0;6;25.0728430748;2;14.0;25.5;5;27.17527318;
43;4;14.0;30.0;6;26.1397438049;2;14.0;26.5;5;27.2149660587;
44;4;16.0;28.0;6;26.2810003757;2;14.0;27.5;6;27.2545039654;
45;4;16.7213497162;29.0;5;26.4263496399;2;14.0;28.5;7;27.293856144;
46;4;16.0;30.0;6;26.5758992434;2;14.0;29.5;7;27.3329925537;
47;4;17.0;28.0;6;26.7297489643;2;15.0;27.5;8;27.3718836308;
48;4;16.0;29.0;6;26.8879876137;2;14.0;28.5;8;27.4105007648;
49;5;17.0;31.0;7;28.0506892204;2;14.0;29.5;9;27.4488155842;
50;5;19.0;28.0;7;28.3254098892;2;15.0;27.5;11;27.4868011475;
51;5;19.0559692383;29.0;8;28.6150494814;2;14.0;28.5;12;27.5244314671;
52;5;18.8202095032;30.0;9;28.9203495979;2;15.0;27.5;12;27.5616812706;
53;5;19.8333702087;28.0;10;29.2420148849;2;16.0;27.5;13;27.5985264778;
54;5;20.8462543488;30.0;11;29.5806933641;2;17.0;27.5;14;27.6349442005;
55;5;21.8588542938;32.0;10;29.9369541407;2;18.0;27.5;13;27.6709127426;
56;5;22.8711605072;34.0;11;30.3112636805;2;19.0;27.5;14;27.7064116001;
57;5;23.8331680298;36.0;11;30.7039577961;2;19.625;26.5;15;27.7414214611;
58;5;23.8448677063;38.0;10;31.1152141094;2;19.625;25.5;11;27.7759244442;
59;5;23.8562583923;37.0;11;31.5450220108;2;19.625;24.5;9;27.8099038601;
60;6;23.8673343658;36.0;10;31.99315238;2;19.625;23.5;10;27.84334445;
61;6;23.8780937195;35.0;12;32.4591319561;2;19.625;22.5;10;27.8762321472;
62;7;23.8885364532;34.0;11;32.9422156811;2;19.625;22.5;11;27.9085543156;
63;7;23.8986606598;33.0;9;33.4315168858;2;19.625;22.5;11;27.940299511;
64;7;23.90625;32.0;9;33.9032201767;2;19.625;22.5;12;27.9714579582;
65;7;23.90625;31.0;8;34.3894021511;2;19.625;22.5;13;28.0;
66;7;23.90625;31.0;8;35.8880996704;2;19.625;22.5;13;28.0;
67;7;26.7562503815;32.0;8;36.5045617819;2;19.625;22.5;13;28.0;
68;7;28.7562503815;33.0;8;37.1391468048;2;19.625;22.5;14;28.0;
69;7;30.2770309448;34.0;8;38.7898672819;2;19.625;22.5;13;28.0;
70;7;32.3318405151;37.0;9;39.5045695305;2;19.625;22.5;13;28.0;
71;7;33.7916755676;40.0;9;40.2329560518;2;19.625;22.5;14;28.0;
72;7;33.8568382263;42.0;10;40.972714901;2;19.625;22.5;14;28.0;
73;8;33.92760849;44.0;9;41.7215168476;2;19.625;22.5;14;28.0;
74;8;34.0042457581;46.0;9;42.4770615101;2;19.625;22.5;14;28.0;
75;8;34.0869636536;47.0;10;43.2371222973;2;19.625;22.5;15;28.0;
76;8;34.1759414673;48.0;9;43.9995740652;2;19.625;22.5;15;28.0;
77;8;34.2712898254;49.0;10;44.7624136209;2;19.625;22.5;16;28.0;
78;8;34.3730506897;50.0;9;46.3419393301;2;19.625;22.5;16;28.0;
79;8;33.9706497192;49.3300018311;8;48.7968964577;2;19.625;22.5;17;28.0;
80;8;35.3279647827;50.595123291;10;50.2030141354;2;19.625;22.5;17;28.0;
81;8;35.6467132568;53.8049659729;11;51.5614084005;2;19.625;22.5;18;28.0;
82;8;36.4299201965;56.9690628052;11;52.6579722166;2;19.625;22.5;18;28.0;
83;8;36.116897583;60.0;14;53.6946634054;2;19.625;22.5;18;29.0599999428;
