Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;4;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;5;20.0;
8;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;5;20.3999996185;
9;1;8.82499980927;8.5;4;17.3400001526;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;8.9015007019;8.67000007629;3;17.6278438568;1;9.66343975067;10.3632001877;5;20.9903717041;
11;1;8.96626472473;8.81392192841;3;17.869726181;1;9.72283363342;10.4951858521;5;22.0419120789;
12;1;9.02068901062;8.93486309052;3;18.786491394;1;9.95943069458;11.0209560394;5;22.9143505096;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;11.7228336334;11.7571754456;4;24.6214065552;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;13.7228336334;11.8107032776;4;25.2132637501;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;15.7228336334;12.0916318893;4;25.6832010746;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;16.9614658356;12.3113050461;4;26.0535256863;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;17.9684810638;12.4808797836;4;26.1235172749;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;18.9756240845;12.5;3;26.1558350325;
19;1;16.0206890106;10.9637317657;4;22.0;2;19.8850631714;12.5;3;26.1887089014;
20;1;16.9500007629;11.0;4;22.0;2;19.8924598694;12.5;4;26.2221269608;
21;1;16.9500007629;11.0;4;22.0;2;19.8999786377;12.5;5;26.2560760975;
22;1;16.9500007629;11.0;5;22.0;2;19.907617569;12.5;5;26.2905418873;
23;1;16.9500007629;11.0;5;22.0;2;19.9153709412;12.5;6;26.3255085945;
24;1;16.9500007629;11.0;5;22.0;2;19.9232387543;12.5;6;26.3609591722;
25;1;16.9500007629;11.0;5;22.0;2;19.9312152863;12.5;6;26.3968753815;
26;1;16.9500007629;11.0;6;22.0;2;19.9392967224;12.5;6;26.4332377911;
27;1;16.9500007629;11.0;7;22.0;2;19.947479248;12.5;7;26.4700255394;
28;1;16.9500007629;11.0;7;22.0;2;19.625;13.0880098343;7;26.5072168112;
29;1;16.9500007629;11.0;7;22.0;2;19.625;13.1028871536;7;26.5447884798;
30;2;16.9500007629;11.0;6;25.6090192795;3;17.9725780487;13.5;6;26.5827163458;
31;2;15.9500007629;12.0;6;25.7674906254;3;16.625;14.5;6;26.6209751368;
32;2;15.9500007629;13.0;6;25.9269499779;3;15.625;15.5;8;26.6595385075;
33;3;14.9500007629;14.0;5;26.0868964195;3;14.625;16.5;8;26.6983793974;
34;4;14.0;15.0;4;38.9968209267;3;14.0;17.5;7;26.7374696732;
35;4;15.0;16.0;4;39.7937116623;3;14.0;18.5;8;26.7767804861;
36;4;16.0;18.0;5;40.5360918045;3;14.3997755051;19.5;8;26.8162822723;
37;3;15.0;18.0;5;36.4994401932;4;14.4086637497;20.5;6;31.4205065966;
38;3;16.0;19.0;5;36.9707527161;4;15.0;21.5;6;31.6171118021;
39;3;17.0;20.0;6;37.3868265152;4;16.4265403748;22.5;6;31.8117991686;
40;3;18.0;21.0;7;37.7504434586;4;16.4355163574;23.5;7;32.0040810108;
41;3;19.0;22.0;9;38.0653820038;4;16.4445075989;24.5;6;32.1934971809;
42;3;20.0;23.0;9;38.3360214233;4;16.4535064697;25.5;5;32.3796200752;
43;3;21.0;24.0;9;38.5670089722;4;16.4625053406;26.5;6;32.5620582104;
44;3;22.0;25.0;10;38.75;4;16.4714984894;27.5;6;32.7404603958;
45;3;23.0;26.0;10;38.75;4;16.4804782867;28.5;7;32.9145166874;
46;3;24.0;27.0;10;38.75;4;16.4894371033;29.5;7;34.0839598179;
47;3;25.0;28.0;10;38.75;4;18.0;28.5;8;34.4185663462;
48;3;26.0;29.0;11;38.75;4;18.5072631836;28.5;8;34.7750668526;
49;3;27.0;30.0;11;38.75;4;18.5161170959;29.5;9;35.1568601131;
50;3;28.0;32.0;11;38.75;4;19.5249233246;30.5;9;35.5675920248;
51;3;29.0;34.0;12;38.75;4;20.5336742401;32.5;10;36.0110657215;
52;3;29.0750007629;36.0;12;38.75;5;21.0;34.5;10;36.4911122322;
53;3;29.0750007629;38.0;12;38.75;6;22.0;36.5;9;37.011412859;
54;3;29.0750007629;40.0;12;38.75;6;23.5595302582;38.5;10;37.5752692223;
55;3;30.0750007629;38.0;12;38.75;6;23.625;38.5;10;38.1853206158;
56;3;29.0750007629;39.0;12;38.75;6;24.2013778687;36.5;11;38.8432192802;
57;3;29.0750007629;40.0;12;38.75;6;23.625;36.5;11;39.5492794514;
58;3;30.0750007629;38.0;13;38.75;6;23.625;34.5;12;41.2574944496;
59;3;29.0750007629;39.0;12;38.75;6;24.625;34.5;12;42.1164790392;
60;3;29.0750007629;40.0;10;38.75;6;25.625;35.5;12;43.0329395533;
61;3;30.0750007629;38.0;9;38.75;6;26.6244487762;35.5;12;44.0003764629;
62;3;29.0750007629;39.0;10;38.75;6;26.0563163757;37.5;10;46.0102462769;
63;3;29.0750007629;40.0;11;38.75;7;27.1105003357;38.5;9;47.1823170185;
64;3;30.0750007629;38.0;11;38.75;7;28.2647514343;39.5;10;48.3906556368;
65;3;29.0750007629;39.0;11;38.75;7;28.8842277527;40.5;10;49.624910593;
66;3;29.0750007629;40.0;11;38.75;7;28.9647045135;41.5;11;50.8751096725;
67;3;30.0750007629;38.0;12;38.75;7;29.0521316528;42.5;11;52.1323574781;
68;3;29.0750007629;39.0;12;38.75;7;28.4782066345;42.5;11;53.3873493671;
69;3;29.0750007629;40.0;12;38.75;7;28.5733909607;42.5;12;55.6087939739;
70;3;30.0750007629;38.0;13;38.75;8;29.6761837006;43.5;11;56.8618080616;
71;3;29.0750007629;39.0;13;38.75;8;30.7865161896;44.5;10;58.1058671474;
72;3;29.0750007629;40.0;13;39.7868747711;8;31.1474266052;45.5;11;59.3405659199;
73;3;29.414188385;41.0;13;40.637928009;8;31.2814998627;46.5;11;60.5662690401;
74;3;29.7029151917;42.0;12;41.328458786;8;31.4221382141;47.5;12;61.7835563421;
75;3;29.9466743469;43.0;12;41.8837108612;8;32.5685462952;47.5;12;64.7496910095;
76;3;31.1510276794;41.0;12;42.0;8;33.9836044312;48.0;12;67.4651576281;
77;3;30.2000007629;42.0;12;42.0;8;34.4573364258;48.3899993896;12;69.957428813;
78;3;30.2000007629;43.0;12;42.0;8;35.5107345581;48.6872596741;11;72.2569224834;
79;3;30.2000007629;43.5999984741;12;42.0;8;35.8326683044;48.9097442627;12;74.2437995672;
80;3;30.2000007629;43.5999984741;12;42.0;8;33.3558654785;50.0;12;76.9969116449;
81;3;30.2000007629;43.5999984741;12;42.0;8;29.8971061707;52.8403320312;11;78.7911809683;
