Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;6;20.0;
8;1;8.82499980927;8.5;5;17.0;2;10.5;10.3000001907;5;21.3999996185;
9;1;8.82499980927;8.5;4;17.3400001526;2;11.5900001526;10.1999998093;5;21.7264003754;
10;2;8.9015007019;9.06999969482;3;18.6278438568;2;12.6634397507;10.3632001877;5;21.9903717041;
11;2;9.1912651062;8.81392192841;3;18.9472261667;2;12.9478340149;10.4951858521;5;23.0719120502;
12;2;9.26312637329;8.93486309052;3;19.9789875746;2;13.1911811829;11.0209560394;5;23.9749414921;
13;2;9.49527168274;9.39324569702;4;20.8964561224;2;15.9545841217;11.4571752548;5;24.7131726742;
14;2;11.3173274994;9.78903102875;4;21.7039344311;2;17.9545841217;11.8107032776;4;25.3067810535;
15;2;13.3173274994;10.1240053177;4;22.4110306501;2;18.7228336334;12.4286870956;4;25.7784451246;
16;2;15.3173274994;10.4026165009;4;23.0305528641;2;19.9828968048;12.3113050461;4;26.1504684687;
17;2;16.4186439514;10.6309299469;4;23.5766518116;2;20.7228336334;12.8374919891;4;26.2221269608;
18;2;17.458366394;10.8157100677;4;24.0634207726;2;21.9978122711;12.5;5;26.2560760975;
19;2;18.5012798309;10.9637317657;4;24.3413090706;2;22.625;12.8768224716;5;26.2905418873;
20;2;18.9500007629;11.9365234375;4;24.5615956783;2;22.625;13.0162162781;5;26.3255085945;
21;2;19.5263595581;11.0;4;24.7969653606;2;22.9232406616;12.5;5;26.3609591722;
22;2;18.9500007629;12.0;4;25.04737854;2;22.625;13.0443840027;5;26.3968753815;
23;2;18.9500007629;12.52368927;6;25.3125803471;2;22.625;13.0587501526;6;26.4332377911;
24;2;18.9500007629;12.6562900543;6;25.59207654;3;22.625;13.0732955933;5;26.4700255394;
25;2;17.7582187653;12.0;6;25.8851153851;4;22.625;13.0880098343;5;26.5072168112;
26;2;16.8241519928;13.0;7;26.1906752586;4;22.625;13.1028871536;5;26.5447884798;
27;2;15.8929023743;14.0;8;26.5074620247;4;20.9725761414;13.5;5;26.5827163458;
28;2;15.9500007629;13.0;9;26.8339166641;4;19.9811115265;14.5;5;26.6209751368;
29;2;16.9500007629;13.0;9;27.1682343483;4;18.9897193909;15.5;5;26.6595385075;
30;2;17.9500007629;13.5841169357;9;27.508395195;4;17.9983959198;16.5;6;26.6983793974;
31;2;18.9500007629;13.7541980743;10;27.8522076607;5;17.3821353912;17.5;5;26.7374696732;
32;3;16.9500007629;15.7541980743;8;48.1973586082;5;17.3909301758;18.5;6;26.7767804861;
33;3;16.9500007629;17.7541980743;8;49.7414765358;5;17.3997764587;19.5;5;26.8162822723;
34;3;16.9500007629;19.7541980743;8;51.0997900963;5;17.0;21.5;5;26.8559447527;
35;3;17.0;21.1939716339;8;52.2751607895;5;17.0;22.799161911;5;26.8957372904;
36;3;18.0;22.4954814911;8;53.2806773186;5;17.0;23.8270168304;5;26.9356285334;
37;3;19.0;23.7899093628;8;54.1352782249;5;17.0;24.8549404144;6;26.9755871296;
38;3;20.0;25.0754699707;8;54.8600158691;5;17.0;25.8829116821;7;28.015581131;
39;3;21.0;26.3505897522;9;55.4599313736;5;18.0;27.6109085083;7;28.0755786896;
40;3;21.625;27.6139373779;9;55.7382688522;5;19.0;28.6529064178;9;28.1357438564;
41;3;21.625;28.864440918;10;56.0014419556;5;19.0;29.6950206757;9;28.1960383654;
42;3;21.625;30.1012992859;10;56.2488517761;5;19.0;30.7372264862;9;28.2564240694;
43;3;21.625;31.32396698;11;56.480178833;5;19.0;31.7794971466;9;28.3168625832;
44;3;21.625;32.5321617126;11;56.6953620911;5;20.0;29.8218040466;9;28.3773156404;
45;3;21.625;33.7258262634;12;56.8945665359;5;21.0;30.8218040466;10;28.4377450943;
46;3;21.625;34.9051094055;12;57.0781536102;6;22.2573757172;31.8218040466;8;48.4981133938;
47;3;21.625;36.0703392029;12;57.2466449738;6;21.0;35.8218040466;9;49.7583837509;
48;3;22.625;36.0703392029;13;57.4006881714;6;23.0;36.8218040466;10;50.8361171484;
49;3;23.625;37.0703392029;13;57.5410261154;6;24.0;38.8218040466;11;51.7364381552;
50;3;24.625;38.0703392029;14;57.6684646606;6;25.0;39.0749359131;11;52.4745681286;
51;4;26.625;40.0703392029;13;58.75;6;24.0;41.1167640686;12;53.0713921785;
52;4;28.5750007629;42.0703392029;13;58.8250000477;6;24.0;42.1584205627;11;53.5496764183;
53;4;28.5750007629;42.6749992371;14;58.9048187733;6;24.0;43.199886322;14;53.9159089327;
54;4;28.5750007629;42.6749992371;15;58.9896422625;6;25.0;44.2411384583;14;53.9744931459;
55;4;28.5750007629;42.6749992371;16;59.07964468;6;26.0;45.2821426392;14;54.0327042341;
56;4;28.5750007629;41.6749992371;17;59.1749849319;6;27.0;46.32289505;16;54.0905120373;
57;4;28.5750007629;40.6749992371;17;59.2758028507;6;28.0;47.3633575439;16;54.1478875875;
58;4;28.5750007629;40.6749992371;18;59.3822153807;6;29.0;48.4035224915;16;54.2048031092;
59;4;28.5750007629;41.6749992371;19;59.4943124056;6;30.0;49.443359375;14;54.2612318993;
60;4;28.9674720764;40.6749992371;19;59.6121526957;6;31.0;50.4828643799;14;54.3171488047;
61;4;28.5750007629;41.6749992371;20;59.7357594967;6;32.0;51.5220031738;15;54.3725296259;
62;4;28.5750007629;42.462184906;21;59.8651165962;6;32.25;52.5607719421;16;54.4273517132;
63;4;28.5750007629;40.6749992371;21;60.0001642704;6;33.25;50.5991439819;18;54.4815933704;
64;5;28.5750007629;40.6749992371;19;85.1407959461;5;19.0;46.6371154785;18;29.5352348089;
65;5;27.5750007629;42.6749992371;19;85.2868545055;5;21.0204296112;41.5582084656;19;29.5862361193;
66;5;27.5750007629;44.6749992371;20;85.4381308556;6;21.6749992371;41.5;17;29.6086617708;
67;5;27.5750007629;46.6749992371;21;85.5943615437;6;23.0369491577;39.5;15;29.6310436726;
68;5;27.625;48.6749992371;18;85.755228281;6;23.6749992371;39.5;15;29.6533719301;
69;5;28.625;50.6749992371;17;85.9203586578;6;25.0470085144;37.5;12;30.7356365919;
70;5;29.625;51.6749992371;17;87.1051793098;6;24.8500003815;38.5;11;31.5971928835;
71;5;30.625;52.6749992371;17;89.9764482975;6;25.4075126648;37.5;12;32.2724821568;
72;5;31.8500003815;53.8926887512;17;92.2953128815;6;25.8743247986;35.5;12;32.7973685265;
73;5;33.0255012512;55.0913467407;17;94.1515905857;6;26.3794078827;33.5;13;33.0568825006;
74;5;34.1592674255;56.2717170715;17;95.4856934547;7;25.2999992371;34.5;13;33.1348974705;
75;5;35.2593841553;57.4347267151;15;96.0922403336;7;25.7017745972;33.5;13;33.2118694782;
