Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;6;20.0;
5;2;7.55000019073;9.69999980927;4;18.0;1;8.0;10.0;6;20.0;
6;2;8.7750005722;8.5;4;18.0449999571;1;9.0;10.0;6;20.0;
7;2;9.06012439728;8.5;4;18.0915547609;1;9.5;10.0;6;20.0;
8;2;9.07059955597;8.5;4;18.1396753788;1;9.5;10.0;6;20.3999996185;
9;2;9.08142662048;8.5;4;18.5407658815;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;9.17167282104;8.67000007629;4;18.8922410011;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;9.25075435638;8.81392192841;4;19.2003221512;2;9.94783401489;10.4951858521;5;23.0819120407;
12;2;9.32007312775;8.93486309052;4;20.2124831676;2;10.1934309006;11.0209560394;5;23.99553442;
13;2;9.54780864716;9.39324569702;5;21.1049286127;2;11.9660997391;11.4571752548;5;24.7449600697;
14;2;11.3642339706;9.78903102875;5;21.8813476562;2;13.9660997391;11.8107032776;5;25.3503712416;
15;2;13.3642339706;10.1240053177;4;22.5507258177;2;15.9660997391;12.0916318893;5;25.8344515562;
16;2;15.3642339706;10.4026165009;4;23.1252521276;2;16.7228336334;12.6748571396;5;26.2195074558;
17;2;16.4399528503;10.6309299469;4;23.6184784174;2;18.0058269501;12.4808797836;4;26.3048160076;
18;2;17.4677772522;10.8157100677;4;24.0439376831;2;19.0164165497;12.5;5;26.3530313969;
19;2;18.4968948364;10.9637317657;4;24.2515797615;2;19.9294319153;12.5;5;26.4023760557;
20;2;18.9500007629;11.9006319046;4;24.3922679424;2;19.625;12.920712471;5;26.4528282881;
21;2;18.9500007629;11.9569072723;5;24.5383813381;3;19.9518871307;12.5;4;26.5043625832;
22;2;18.9500007629;12.2691907883;5;24.6897099018;3;19.9634819031;12.5;5;26.5569496155;
23;2;18.9500007629;12.3448553085;5;24.8459899426;3;19.9753131866;12.5;5;26.6105561256;
24;2;18.9500007629;12.4229946136;5;25.0069024563;3;19.9873752594;12.5;5;26.6651450396;
25;2;17.6265544891;12.0;5;25.1720745564;3;19.9996566772;12.5;5;26.72067523;
26;2;16.6637172699;13.0;5;25.3410804272;3;20.0121517181;12.5;5;26.7771017551;
27;2;15.7017440796;14.0;5;25.5134441853;3;20.024848938;12.5;5;26.8343759775;
28;2;14.7905254364;15.0;7;25.6886439323;3;19.625;13.2337503433;5;27.8924454451;
29;3;14.8299446106;16.0;6;25.8661177158;3;19.0508003235;13.5;4;28.0012542009;
30;3;14.8698768616;17.0;7;26.0452690125;3;19.064031601;15.2349996567;4;28.1127181053;
31;3;14.9101858139;18.0;7;26.2254748344;3;17.8729438782;16.5;4;28.2267993689;
32;3;14.9507312775;19.0;8;26.4060935974;3;17.0909423828;17.3091659546;4;28.3434523344;
33;3;14.9913711548;20.0;7;26.5864748955;3;16.4795894623;18.348361969;4;28.4626231194;
34;3;15.0319566727;21.0;8;26.7659678459;3;16.493347168;19.3889808655;4;28.5842485428;
35;4;15.0723428726;22.0;8;39.6939306259;3;16.5071964264;20.4310302734;4;28.7082568407;
36;4;15.0;24.0;8;40.5072398186;3;16.3132343292;21.5;3;28.8345671892;
37;4;16.0;26.0;9;41.2643303871;3;16.3276691437;23.1647834778;3;28.96308887;
38;4;17.0;28.0;9;41.9619913101;3;16.3425559998;24.2084312439;4;29.0937227011;
39;5;18.0;30.0;9;58.5992259979;3;16.5631923676;24.5;4;29.2263598442;
40;5;20.0;32.0;10;60.1369218826;3;16.3736763;25.5;4;29.3608818054;
41;5;22.0;33.2110862732;10;61.5122289658;3;16.3898906708;27.3396263123;6;29.4971609116;
42;5;24.0;34.3523025513;12;62.7245807648;4;16.4065284729;28.3832607269;5;29.6350610256;
43;5;26.0;35.4889450073;12;63.7800722122;4;16.4235744476;29.4267578125;5;29.7744365931;
44;6;29.0;33.6207466125;11;72.6896734238;4;16.633234024;29.5;6;29.9151337147;
45;6;31.0;34.7474784851;12;73.7743825912;4;16.6470737457;30.9274749756;7;30.0569903851;
46;6;33.5412445068;35.8689727783;13;74.5762763023;5;18.0;30.6840133667;6;31.1998372078;
47;6;35.6237411499;36.785118103;13;75.2883081436;5;18.0;32.7415924072;7;31.4734977484;
48;6;37.690788269;41.785118103;14;75.8322172165;5;18.0;34.0314483643;9;31.7632206678;
49;7;39.4826316833;46.785118103;13;96.2012448311;5;20.5217247009;35.0314483643;9;32.0702483654;
50;7;41.5600624084;52.785118103;14;97.7471489906;5;21.0380134583;37.0314483643;11;32.3958439827;
51;8;43.6323509216;58.785118103;14;99.0875601768;5;21.7275619507;38.8911399841;12;32.7412587404;
52;8;45.6994743347;61.785118103;15;100.227955341;5;22.0;40.8911399841;12;33.1076931953;
53;8;45.8365020752;64.3685073853;16;101.184151649;5;24.8242301941;38.5;15;33.49624753;
54;8;46.893535614;66.4474411011;18;101.977826118;6;25.536655426;37.5;11;60.9078621864;
55;9;48.9457626343;64.521484375;18;105.139209032;5;23.2773475647;32.5;11;60.1192276478;
56;9;49.9933929443;66.5500030518;20;105.882931471;5;25.0873260498;32.5;12;61.5150806904;
57;9;52.0366706848;68.5500030518;21;106.330873966;5;25.119342804;32.5;13;62.5902121067;
58;9;53.7008705139;67.5500030518;22;106.75394702;6;25.151102066;32.5;12;63.4054703712;
59;9;50.7250022888;70.5500030518;23;107.121723175;6;25.182559967;32.5;12;64.021364212;
60;9;49.7250022888;73.5500030518;24;107.513862133;6;25.2136764526;33.5;12;64.1973655224;
61;9;49.7250022888;72.5500030518;23;107.928997517;6;25.2444076538;34.5;12;64.3320705891;
62;9;47.7250022888;74.5500030518;23;111.668082237;6;25.2747154236;35.5;12;64.4647312164;
63;9;47.6941871643;76.6512527466;26;114.856705666;6;25.3045635223;36.5;12;64.5951917171;
64;11;48.1981124878;78.7463150024;24;117.567921638;6;25.3339195251;37.5;13;64.723306179;
65;11;48.6212120056;80.835357666;24;119.877872467;7;25.362745285;38.5;12;65.8489396572;
66;11;48.9736709595;82.9185791016;25;121.382216454;7;26.3910121918;40.5;14;65.9800255299;
67;11;50.1442184448;81.9962081909;26;122.242147446;7;27.4137554169;42.5;14;66.0915911198;
68;11;49.1999969482;84.0;26;122.881561279;7;27.6706066132;44.5;14;66.202136755;
69;11;49.1999969482;86.0;27;123.513790131;7;27.6954803467;46.5;15;66.311558485;
70;11;50.1999969482;85.0;27;125.130874634;8;27.7201004028;48.5;14;66.4197620153;
71;11;50.1999969482;88.0;27;126.765468597;8;27.4843826294;49.5;15;66.5266605616;
72;11;59.0;92.0;28;127.43237114;9;27.7684993744;50.5;14;67.6321773529;
73;11;64.2372360229;95.8000030518;28;128.069385767;9;28.7922401428;52.5;14;67.7762439251;
74;11;66.6069412231;98.8000030518;30;128.67279315;9;29.8156547546;54.5;14;70.8077487946;
75;11;67.6672821045;101.800003052;30;129.240277171;9;30.3717422485;57.0;15;73.1641405821;
