Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;12.0;6;20.0;
4;2;7.55000019073;10.9000005722;3;18.0;1;8.0;11.0;6;20.0;
5;2;7.7000002861;9.30000019073;3;18.0499999523;1;8.0;10.0;6;20.0;
6;2;8.55000019073;9.13000011444;3;18.1019749641;1;9.0;10.0;6;20.0;
7;2;8.82499980927;9.16118526459;3;18.1559499502;1;9.5;10.0;6;20.0;
8;2;8.82499980927;9.19357013702;3;18.2119446993;1;9.5;10.0;6;20.3999996185;
9;2;8.82499980927;9.22716712952;3;18.6220928431;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;8.9015007019;9.43925571442;2;18.9832453728;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;8.96626472473;9.62716293335;2;19.3016346693;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;9.02068901062;9.794008255;2;20.3554061651;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;9.22696018219;10.3345947266;2;21.2949424982;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;11.0206890106;10.8191595078;2;22.1242711544;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;13.0206890106;11.2497615814;2;22.8526785374;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;15.0206890106;11.6310834885;2;23.4926040173;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;16.0206890106;11.969376564;2;24.0577838421;1;15.7228336334;12.4808797836;5;25.0;
18;2;17.0206890106;12.271528244;4;24.5618548393;1;16.7228336334;12.5;6;25.0;
19;3;18.0206890106;12.5443668365;3;24.8547742367;1;17.625;12.5;6;25.0;
20;3;18.9500007629;11.0;3;25.0873019695;1;17.625;12.5;6;25.0;
21;3;18.9500007629;12.0;3;25.3315908909;1;17.625;12.5;6;25.0;
22;3;18.9500007629;13.0;3;25.5870709419;1;17.625;12.5;6;25.0;
23;3;18.9500007629;13.5109500885;5;25.8529779911;1;17.625;12.5;7;25.0;
24;3;18.9500007629;13.6970844269;5;26.1283512115;2;17.625;12.5;5;25.0;
25;3;18.9500007629;13.8898458481;5;26.4120368958;2;17.625;12.5;5;25.0;
26;3;18.9500007629;14.0884256363;6;26.7027001381;2;17.625;12.5;5;25.0;
27;3;18.9500007629;14.2918901443;6;26.9988431931;2;17.625;12.5;5;25.0;
28;3;18.9500007629;14.4991903305;6;27.2988314629;2;17.625;12.5;5;25.0;
29;3;18.9500007629;14.7091817856;6;27.6009268761;2;17.625;12.5;5;25.0;
30;3;16.9500007629;15.9206485748;5;27.9033250809;2;17.625;12.5;6;25.0;
31;3;15.9500007629;17.9206485748;5;28.2041983604;2;15.625;13.5;6;25.0;
32;3;14.9500007629;19.9206485748;5;28.501739502;2;14.625;14.5;6;25.0;
33;3;14.0;21.9206485748;6;28.7942047119;2;13.625;15.5;6;25.0;
34;3;14.0;23.4736251831;7;29.079955101;2;12.625;16.5;7;25.0;
35;3;14.0;24.7879505157;7;29.3574924469;2;12.0;17.5;8;25.0;
36;3;14.0;26.0932426453;7;29.6254897118;2;12.0;18.5;8;25.0;
37;3;14.0;27.3880386353;6;29.8828125;2;12.0;19.5;9;25.0;
38;3;14.0;28.6710929871;6;30.128534317;2;12.0;20.5;9;25.0;
39;3;14.0;29.9413871765;7;30.3619422913;2;12.0;21.5;10;25.0;
40;3;14.0;31.198135376;7;30.58253479;2;12.0;22.5;10;25.0;
41;3;15.0;29.440788269;8;30.790014267;3;12.0;23.5;8;45.0;
42;3;16.0;28.6690158844;8;30.9842720032;3;13.0;24.5;8;46.2000007629;
43;3;17.0;27.8826980591;9;31.1653709412;3;14.0;25.5;9;47.2175998688;
44;3;18.0;27.0819091797;10;31.333521843;3;15.0;26.5;10;48.0579586029;
45;3;18.9500007629;26.2668743134;10;31.4890632629;3;16.0;27.5;11;48.736333847;
46;3;18.9500007629;25.4379692078;10;31.6324367523;3;17.0;28.5;11;49.273645401;
47;3;18.9500007629;24.5956802368;10;31.764166832;3;18.0;29.5;13;49.6926937103;
48;3;18.9500007629;23.7405834198;10;31.8848352432;3;20.0;27.5;13;50.0;
49;3;18.9500007629;22.8733177185;10;31.9950675964;3;20.0;28.5;14;50.0;
50;4;18.9500007629;21.9945755005;9;64.0;3;21.0;29.5;14;50.0;
51;4;17.9500007629;23.0;9;65.9199981689;3;23.0;27.5;15;50.0;
52;4;19.9500007629;26.0;9;67.3039360046;3;23.0;28.5;16;50.0;
53;4;21.9500007629;29.0;9;68.2557525635;3;25.0;27.5;16;50.0;
54;4;22.9500007629;32.0;10;68.8881416321;3;27.0;27.5;16;50.0;
55;4;23.9500007629;35.0;10;69.0;3;28.25;27.5;17;50.0;
56;4;24.9500007629;37.0;10;69.0;3;29.25;27.5;17;50.0;
57;4;25.9500007629;37.0;11;69.0;3;30.25;27.5;19;50.0;
58;4;26.9500007629;37.0;11;69.0;3;30.875;26.5;19;50.0;
59;4;27.9500007629;37.0;11;69.0;3;30.875;25.5;19;50.0;
60;4;28.9500007629;37.0;11;69.0;3;30.875;24.5;20;50.0;
61;4;29.9500007629;37.0;11;69.0;4;31.875;24.5;19;51.0;
62;4;30.9500007629;37.0;14;69.0;4;32.875;24.5;20;51.1299999952;
63;4;31.9500007629;37.0;14;69.0;4;32.875;25.5;21;51.2754310369;
64;4;30.9500007629;38.0;14;69.0;4;30.875;27.5;21;51.4377241135;
65;4;30.9500007629;39.0;15;69.0;4;29.875;29.5;21;51.6183350086;
66;4;30.9500007629;40.0;15;69.0;4;28.875;30.5;22;51.8187118769;
67;4;31.0;41.0;13;69.0;4;27.875;31.5;23;52.0402543545;
68;4;32.0;42.0;14;69.0;4;27.25;32.5;23;52.2842636108;
69;4;32.6500015259;43.0;14;69.0;4;27.25;33.5;23;52.5518820286;
70;4;32.6500015259;44.0;15;69.0;4;27.25;34.5;24;52.8440244198;
71;4;32.6500015259;45.0;15;69.0;4;27.25;35.5;23;53.1613030434;
72;4;32.6500015259;46.0;16;69.0;4;27.25;36.5;23;53.5039470196;
73;4;32.6500015259;47.0;17;69.0;4;27.25;37.5;24;53.871723175;
74;4;32.6500015259;48.0;18;71.4399995804;4;27.25;38.5;25;54.263862133;
75;4;33.3160018921;49.3300018311;18;73.2180404663;4;27.25;39.5;25;56.764275074;
76;4;33.7523651123;50.6359100342;18;74.4442234039;4;27.7000007629;40.5;24;58.859577179;
77;4;34.0;51.9177207947;19;75.0070562363;4;28.0510005951;41.5;25;60.6156878471;
78;4;34.0;53.1758232117;19;75.2826795578;4;28.3185329437;42.5;25;62.1001105309;
79;4;34.0;54.410949707;19;75.476439476;4;28.5187683105;43.5;26;63.077460289;
80;4;34.0;55.6240844727;20;75.6512899399;4;28.5999984741;44.5;27;63.7089495659;
81;4;34.0;56.8164176941;20;75.8084316254;4;28.5999984741;45.5;27;64.3481025696;
82;4;34.0;57.9892730713;21;75.949136734;4;26.5999984741;47.5;28;64.9868907928;
83;4;34.0;59.1440505981;21;76.0;4;27.5999984741;47.5;29;65.6171512604;
84;4;34.0;60.2000007629;21;76.0;4;25.5999984741;49.5;29;66.2309999466;
85;4;34.0;61.2000007629;23;76.0;4;25.5999984741;48.5;30;66.82122612;
