Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;5;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;5;20.0;
7;1;8.82499980927;8.5;5;17.0;2;9.5;10.3000001907;4;21.0;
8;1;8.82499980927;8.5;5;17.0;2;9.72500038147;10.0;4;21.4999996424;
9;1;8.82499980927;8.5;5;17.3400001526;2;9.8375005722;10.1999998093;3;21.9353003502;
10;2;8.9015007019;9.06999969482;4;18.6278438568;2;9.93544197083;10.3632001877;3;22.3176362514;
11;2;9.1912651062;8.81392192841;4;18.9472261667;2;10.0214681625;10.4951858521;2;23.5373773575;
12;2;9.26312637329;8.93486309052;3;19.9789875746;2;10.2959108353;11.0209560394;2;24.5968167782;
13;2;9.49527168274;9.39324569702;4;20.8964561224;2;12.1013889313;11.4571752548;2;25.5111111403;
14;2;11.3173274994;9.78903102875;4;21.7039344311;2;14.1013889313;11.8107032776;2;26.3018171787;
15;2;13.3173274994;10.1240053177;4;22.4110306501;2;16.1013889313;12.0916318893;2;26.9928781986;
16;2;15.3173274994;10.4026165009;4;23.0305528641;2;17.2561435699;12.3113050461;2;27.6076834202;
17;2;16.4186439514;10.6309299469;4;23.5766518116;2;18.3181667328;12.4808797836;2;27.9463441372;
18;2;17.458366394;10.8157100677;3;24.0634207726;2;19.385761261;12.5;3;28.2720229626;
19;2;18.5012798309;10.9637317657;3;24.3413090706;2;20.3612060547;12.5;3;28.6230447292;
20;2;19.4767951965;11.0;3;24.5615956783;2;20.4401855469;12.5;3;28.9990065098;
21;2;19.5263595581;11.0;4;24.7969653606;2;20.5247764587;12.5;3;29.3989467621;
22;3;18.9500007629;12.0;4;37.79737854;2;20.6147632599;12.5;3;29.8212919235;
23;3;19.9500007629;12.52368927;4;38.7000801563;2;20.7097911835;12.5;4;30.2638244629;
24;3;20.9500007629;12.6562900543;4;39.5636065006;4;20.8093605042;12.5;2;30.7236814499;
25;3;21.9500007629;12.7960386276;4;40.3845555782;4;20.9128284454;12.5;2;31.19739151;
26;3;22.9500007629;12.9425573349;4;41.1614279747;4;21.0194129944;12.5;2;31.680949688;
27;4;24.8929023743;11.0;3;41.8942885399;4;21.1282138824;12.5;2;32.1699318886;
28;4;24.9500007629;12.0;4;42.5843601227;4;21.2382354736;12.5;2;32.6596431732;
29;4;25.9500007629;13.0;3;43.2336163521;4;17.625;14.5;2;33.1452922821;
30;4;25.9500007629;12.0;3;43.8444166183;4;16.625;16.5;2;33.6221752167;
31;4;26.1893901825;13.0;3;44.4192166328;4;15.625;18.5;2;34.0858602524;
32;4;24.4051551819;15.0;3;44.9473586082;4;14.625;20.5;2;34.5323524475;
33;4;23.5375003815;17.0;2;45.2914757729;4;14.0;22.5;2;34.9582242966;
34;4;23.5375003815;19.0;3;45.6321902275;4;14.0;24.5;2;35.3607130051;
35;4;23.5375003815;21.0;3;45.9672021866;4;14.0;26.5;2;35.7377691269;
36;4;23.5375003815;23.0;3;46.2943434715;4;14.0;28.0164375305;2;36.088060379;
37;4;23.5375003815;25.0;3;47.6116328239;4;14.0;29.2616424561;2;36.4109382629;
38;4;24.5375003815;27.0;5;48.0248221159;4;14.0;30.487657547;2;36.7063741684;
39;4;25.5375003815;28.3505897522;5;48.4352970123;4;14.0;31.6944618225;2;36.9748744965;
40;4;26.0889148712;29.6139373779;6;48.8425997496;4;14.0;32.8824119568;3;38.2173805237;
41;4;26.1469497681;30.864440918;7;49.2465646267;4;15.0;34.0521659851;3;38.4951701164;
42;4;26.2103061676;32.1012992859;7;49.6472975016;4;16.0;35.2046203613;5;38.7527236938;
43;4;26.2793006897;33.32396698;7;50.0451432467;4;16.2526664734;36.3408317566;5;38.9917792082;
44;5;28.3542346954;31.32396698;6;65.4406439066;4;16.2675170898;37.461971283;6;39.2141427994;
45;5;31.435377121;32.32396698;6;66.5844824314;4;16.2830619812;38.5692634583;8;39.3302885294;
46;5;33.7492408752;34.0;6;67.6468017101;4;17.2993144989;36.5999984741;9;39.4057120085;
47;5;35.8847579956;36.0;6;68.6275579929;4;17.3162841797;35.5999984741;10;39.484351635;
48;5;37.9736251831;38.0;7;69.5300226212;4;18.333978653;35.5999984741;12;39.5662232637;
49;5;37.0813751221;39.0;7;70.3598558903;4;17.352399826;34.5999984741;13;39.6513283253;
50;5;37.8903770447;39.0;8;71.1241762638;4;17.371547699;33.5999984741;13;39.7396525145;
51;6;39.0114822388;39.0;7;71.7968757153;4;19.0;32.5;13;39.8311642408;
52;6;39.7270431519;40.0;7;72.3491504192;4;20.9249992371;32.5;14;39.9258141518;
53;6;39.9372024536;41.0;8;72.7751159668;4;21.9249992371;32.5;15;40.0235335827;
54;6;40.1113014221;42.0;8;73.0946760178;5;23.3802947998;32.5;13;56.1242339611;
