Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;2;6.0;13.6999998093;3;18.0;1;6.0;14.0;4;20.0;
2;2;7.15000009537;12.3000001907;3;18.0674999952;1;7.0;13.0;6;20.0;
3;2;7.71012496948;11.3000001907;3;18.1388356686;1;8.0;12.0;6;20.0;
4;2;7.72082567215;10.3000001907;2;18.2141259909;1;8.0;11.0;6;20.0;
5;2;7.7321190834;9.30000019073;2;18.293479681;1;8.0;10.0;6;20.0;
6;2;8.84103298187;8.5;2;18.3769934177;1;9.0;10.0;6;20.0;
7;2;9.13482284546;8.5;2;18.4647493362;1;9.5;10.0;5;20.0;
8;2;9.15456867218;8.5;2;18.9114601612;1;9.5;10.0;5;20.3999996185;
9;2;9.25507926941;8.67000007629;2;19.3121117353;2;9.59000015259;10.5;4;21.7264003754;
10;2;9.34522533417;8.81392192841;2;19.6729998589;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;9.42642593384;8.93486309052;2;20.7691317797;2;9.94783401489;10.4951858521;4;23.0619120598;
12;2;9.67305469513;9.39324569702;2;21.7543540001;2;10.1889305115;11.0209560394;4;23.9545464516;
13;2;9.89472961426;9.78903102875;2;22.6326544285;2;11.9568777084;11.4571752548;4;24.6819883585;
14;2;11.763504982;10.1240053177;2;23.4132072926;2;13.9568777084;11.8107032776;4;25.2644146681;
15;2;13.763504982;10.4026165009;2;24.1082558632;2;15.9568777084;12.0916318893;4;25.7245066166;
16;2;15.763504982;10.6309299469;3;24.7312479019;2;16.9707603455;12.3113050461;4;26.0845712423;
17;2;16.9244213104;10.8157100677;3;25.2954318523;2;17.9754657745;12.4808797836;4;26.1438889503;
18;2;17.2269592285;10.9637317657;3;25.6502726078;2;18.9802093506;12.5;5;26.1651208401;
19;2;18.2269592285;11.0;3;25.9459347725;2;19.8871517181;12.5;5;26.1864993572;
20;2;19.8378353119;11.0;3;26.2538781166;2;19.8919620514;12.5;5;26.2080165148;
21;2;18.9500007629;12.0;3;26.5727539062;2;19.8968029022;12.5;5;26.2296639681;
22;2;18.9500007629;13.0;3;26.9009518623;2;19.9016742706;12.5;6;26.2514331341;
23;2;18.9500007629;13.4504756927;3;27.2366204262;2;19.9065723419;12.5;7;26.2733153105;
24;2;18.9500007629;13.6183099747;3;27.5777015686;2;19.9114952087;12.5;7;26.2953014374;
25;2;18.9500007629;13.7888507843;3;27.9219741821;2;19.9164428711;12.5;7;26.3173824549;
26;2;18.9500007629;13.9609870911;3;28.2671084404;3;19.9214115143;12.5;6;26.3395489454;
27;2;18.9500007629;14.1335544586;3;28.6107273102;3;19.926399231;12.5;7;26.3617914915;
28;2;18.9500007629;14.3053636551;3;28.9504704475;3;19.9314041138;12.5;7;26.3841004372;
29;2;18.9500007629;14.4752349854;4;29.2840604782;3;17.936422348;13.5;7;26.4064661264;
30;2;16.9500007629;16.4752349854;4;29.6093621254;3;16.9414558411;14.5;7;26.428878665;
31;2;15.9500007629;18.4752349854;4;29.9244384766;3;15.9464979172;15.5;7;26.4513280392;
32;2;14.9500007629;20.4752349854;4;30.2275924683;3;14.9515485764;16.5;7;26.4738043547;
33;2;14.0;22.40483284;4;30.5174016953;3;14.3316059113;17.5;7;27.4962974787;
34;2;14.0;23.6656608582;4;30.7927350998;3;15.3366670609;18.5;7;27.608797431;
35;2;14.0;24.9134616852;4;31.0527591705;3;16.3417282104;19.5;7;27.7284128666;
36;2;14.0;26.1474838257;4;31.2969341278;3;16.6138935089;20.5;7;27.8555152416;
37;2;14.0;27.3672409058;4;31.5249938965;3;16.642490387;21.5;7;27.9904624224;
38;2;14.0;28.5724945068;5;31.7369251251;3;16.6728534698;22.5;7;28.133592248;
39;2;14.0;29.7632331848;6;31.9329366684;3;16.7050590515;23.5;8;28.2852131128;
40;2;14.0;30.9396438599;7;32.1134243011;3;16.7391738892;24.5;8;28.4455955029;
41;2;14.0;32.1020812988;8;32.2789382935;3;16.7752590179;25.5;8;28.6149619818;
42;2;15.0;31.1020812988;8;32.4301481247;3;16.8133659363;26.5;8;28.7934762239;
43;2;15.0;30.1020812988;9;32.5678110123;3;16.8535327911;27.5;8;28.9812324047;
44;2;16.0;30.1020812988;10;32.6927423477;3;16.8957767487;28.5;8;29.1782436371;
45;3;18.0;30.6234664917;11;33.75;3;16.9401054382;29.5;9;29.3844321966;
46;3;20.0;29.7749996185;11;33.8899999857;3;17.9864959717;27.5;10;29.5996189117;
47;3;21.2065010071;27.6749992371;9;34.0480040312;3;17.0349140167;28.5;10;29.8235146999;
48;3;20.9500007629;26.6749992371;10;34.2258565426;3;17.0852909088;29.5;10;30.0557137728;
49;3;21.2820682526;25.6749992371;11;34.4254535437;3;17.4115047455;29.5;11;30.2956898212;
50;3;20.9500007629;25.6749992371;11;34.6487001181;3;18.0;30.5;12;30.5427935123;
51;3;20.9500007629;28.6749992371;12;34.8974545002;4;20.247127533;31.5;11;30.7962553501;
52;3;20.9500007629;30.6749992371;10;35.1734571457;4;20.0;32.5;12;31.0551908016;
53;3;20.9500007629;32.6749992371;11;35.4782443047;4;22.3624191284;33.5;13;31.3186094761;
54;3;20.9500007629;34.6749992371;11;35.8130478859;4;21.625;34.5;14;31.5854290724;
55;3;20.9500007629;36.6749992371;11;36.1786823273;4;22.625;32.8685531616;13;31.8544914722;
