Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;4;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;4;20.0;
6;1;8.55000019073;8.5;4;17.0;1;9.0;10.0;4;20.0;
7;2;8.82499980927;8.89999961853;3;18.0;1;9.5;10.0;4;20.0;
8;2;9.05000019073;8.5;3;18.0449999571;1;9.5;10.0;4;20.3999996185;
9;2;9.06012439728;8.5;3;18.4420047998;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;9.14945220947;8.67000007629;3;18.7893346548;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;9.22760009766;8.81392192841;3;19.0932232141;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;9.29597568512;8.93486309052;3;20.0990161896;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;9.52227783203;9.39324569702;4;20.9849241972;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;11.3372325897;9.78903102875;4;21.7546634674;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;13.3372325897;10.1240053177;4;22.4172513485;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;15.0206890106;11.0474243164;4;22.984913826;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;16.4083766937;10.6309299469;4;23.4712444544;1;15.7228336334;12.4808797836;4;25.0;
18;2;17.0206890106;11.5516395569;4;23.8898234367;1;16.7228336334;12.5;5;25.0;
19;2;18.4622192383;10.9637317657;4;24.090651989;1;17.625;12.5;5;25.0;
20;2;18.9500007629;11.8362607956;4;24.2246491909;1;17.625;12.5;6;25.0;
21;2;19.4505462646;11.0;4;24.3642537594;1;17.625;12.5;6;25.0;
22;2;18.9500007629;12.0;4;24.5093183517;1;17.625;12.5;6;25.0;
23;2;18.9500007629;12.2546596527;4;24.6596436501;1;17.625;12.5;6;25.0;
24;2;18.9500007629;12.3298215866;5;24.8149762154;1;17.625;12.5;6;25.0;
25;2;18.9500007629;12.4074878693;5;24.9750082493;1;17.625;12.5;7;25.0;
26;2;18.9500007629;12.4875040054;5;25.1393771172;1;17.625;12.5;7;25.0;
27;3;18.9500007629;12.569688797;4;25.3076672554;1;17.625;12.5;7;25.0;
28;3;18.9500007629;12.6538333893;5;25.4794123173;1;17.625;12.5;6;25.0;
29;3;19.7328681946;11.0;5;25.654099226;1;17.625;12.5;6;25.0;
30;3;18.9500007629;12.0;5;25.8311731815;1;17.625;12.5;6;25.0;
31;3;17.8120155334;12.0;5;26.0100440979;2;16.625;14.1999998093;5;26.0;
32;3;16.8522605896;13.0;5;26.1900935173;2;16.625;14.5;5;26.0399999619;
33;3;15.8927717209;14.0;5;26.3706827164;2;15.859000206;15.5;5;26.0811839104;
34;3;14.9834041595;15.0;5;27.5511622429;2;14.8682661057;16.5;5;26.1235535145;
35;3;16.0240116119;16.0;6;27.8708802462;2;14.2527999878;17.5;5;26.1671074629;
36;3;17.064447403;17.0;6;28.2071970701;2;14.2625989914;18.5;5;26.211841464;
37;3;17.3966197968;18.0;6;28.5613291264;2;14.2726640701;19.5;4;26.2577478886;
38;3;17.4762992859;19.0;6;28.934571147;2;14.2829933167;20.5;5;26.3048160076;
39;3;17.5602779388;20.0;6;29.3282593489;2;14.2935838699;21.5;5;26.3530313969;
40;3;17.648859024;21.0;6;29.7437250614;2;14.3044319153;22.5;5;26.4023760557;
41;3;16.4831771851;23.0;7;30.1822280884;2;14.3155345917;23.5;6;26.4528282881;
42;3;16.5452766418;25.0;7;30.6448764801;2;14.3268861771;24.5;7;26.5043625832;
43;3;16.6138553619;27.0;7;31.1325283051;3;14.3384819031;25.5;6;26.5569496155;
44;3;16.6891860962;29.0;7;31.6456828117;3;14.3503131866;26.5;7;26.6105561256;
45;3;16.7714538574;31.0;7;32.1843605042;3;14.3623752594;27.5;7;26.6651450396;
46;3;16.8607215881;32.7230415344;8;32.7479844093;3;14.3746576309;28.5;8;26.72067523;
47;3;17.0;31.8455753326;9;33.3352689743;3;14.3871517181;29.5;8;26.7771017551;
48;4;18.0;31.9627742767;8;33.9441299438;3;15.3998479843;27.5;8;26.8343759775;
49;4;19.0;32.0745582581;9;34.5716319084;4;14.4127349854;28.5;8;38.3924454451;
50;4;18.0;32.0745582581;11;35.2139782906;4;15.0;30.5;8;38.9112542868;
51;4;20.5704460144;32.0;11;35.8665652275;4;17.0;28.8658771515;9;39.3941268921;
52;4;22.1199760437;31.0;11;36.5240945816;4;17.0;29.9075202942;9;39.8401756287;
53;4;23.2679214478;30.0;12;37.1807518005;4;19.4659404755;29.9075202942;9;40.2495229244;
54;4;24.3656692505;29.0;13;37.8304357529;4;21.0;30.9075202942;11;40.623134613;
55;4;24.5118484497;28.0;13;38.4670233727;5;23.493347168;31.9075202942;11;40.9626355171;
56;4;22.9782447815;28.0;15;39.0539827347;5;24.1125297546;32.9075202942;11;41.2701272964;
57;4;21.9782447815;27.0;15;39.5742940903;5;25.1862068176;33.9075202942;12;41.5480151176;
58;4;23.6657447815;26.0;15;40.0705242157;5;25.8759250641;33.1647834778;12;41.7988595963;
59;4;24.6657447815;26.0;16;40.5387430191;6;26.4816131592;30.5;11;42.0030794144;
60;4;22.6657447815;27.0;16;40.9760160446;6;25.9750003815;30.5;11;42.0655794144;
61;4;23.6657447815;26.0;16;41.3804292679;6;25.9750003815;30.2959060669;12;42.128036499;
62;4;24.6657447815;26.0;17;41.7510480881;7;25.9750003815;29.3396263123;13;42.190372467;
63;4;25.3939857483;26.0;18;42.0878238678;7;26.5803337097;27.5;13;42.2525100708;
64;5;25.4697608948;26.0;17;42.3914642334;7;25.9750003815;28.5;13;42.3143725395;
65;5;25.5380802155;26.0;17;42.6632852554;7;25.9750003815;29.4700603485;13;43.3758842945;
66;5;25.5992393494;26.0;17;42.9050569534;7;27.6220741272;28.5;14;44.5269714594;
67;5;25.6536388397;26.0;18;43.1188602448;7;28.9750003815;31.5;14;45.1496813297;
68;5;25.7017440796;26.0;18;43.3069553375;7;30.1054992676;34.5;14;45.7279983759;
69;5;25.7440662384;26.0;18;43.4716787338;7;30.4590568542;36.6403121948;15;46.2652800083;
70;5;23.7440662384;27.0;18;43.5;7;31.2676620483;36.6403121948;16;46.765635252;
71;5;24.7440662384;26.0;18;43.5;7;31.1219806671;37.5;16;47.2335722446;
72;6;25.7440662384;26.0;17;53.5;7;31.4696140289;37.5;16;47.6737136841;
73;6;26.7875003815;27.0;16;54.8999996185;7;30.5456161499;39.3320960999;16;48.0084233284;
74;6;28.7875003815;29.0;17;55.3043997288;7;32.1848449707;37.5;17;48.2540216446;
75;6;30.7875003815;31.0;17;55.6825296879;7;31.969209671;38.3792533875;17;48.3084926605;
76;6;32.0261306763;33.0;18;57.3481262922;7;31.1933879852;39.4033813477;18;48.3918020725;
77;6;31.1553478241;36.0;19;58.79720819;7;31.4901237488;39.5;18;49.8327332735;
78;7;31.1887798309;37.595123291;19;60.0509289503;8;31.4978046417;41.5047035217;18;51.0807311535;
