Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;3;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;3;17.0;1;9.5;10.0;6;20.0;
8;1;8.82499980927;8.5;3;17.0;1;9.5;10.0;5;20.3999996185;
9;1;8.82499980927;8.5;3;17.3400001526;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;8.9015007019;8.67000007629;3;17.6278438568;1;9.66343975067;10.3632001877;5;20.9903717041;
11;1;8.96626472473;8.81392192841;3;17.869726181;1;9.72283363342;10.4951858521;5;22.0419120789;
12;1;9.02068901062;8.93486309052;3;18.786491394;2;9.95943069458;11.3209562302;4;23.9143505096;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;11.9478340149;11.4571752548;4;24.6414065361;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;13.9478340149;11.8107032776;4;25.2234597206;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;15.9478340149;12.0916318893;4;25.6831918955;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;16.9614639282;12.3113050461;4;26.0429104567;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;17.9660930634;12.4808797836;4;26.1018965244;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;18.9707603455;12.5;5;26.1228116751;
19;1;16.0206890106;10.9637317657;4;22.0;2;19.8776321411;12.5;5;26.1438889503;
20;1;16.9500007629;11.0;5;22.0;2;19.8823757172;12.5;6;26.1651208401;
21;1;16.9500007629;11.0;5;22.0;2;19.8871517181;12.5;6;26.1864993572;
22;1;16.9500007629;11.0;5;22.0;2;19.8919620514;12.5;6;26.2080165148;
23;1;16.9500007629;11.0;5;22.0;2;19.8968029022;12.5;7;26.2296639681;
24;1;16.9500007629;11.0;5;22.0;3;19.9016742706;12.5;6;26.2514331341;
25;1;14.9500007629;12.0;5;22.0;3;19.625;13.0005731583;6;26.2733153105;
26;1;13.9500007629;13.0;5;22.0;3;19.625;13.0093259811;6;26.2953014374;
27;1;12.9500007629;14.0;5;22.0;3;19.9164428711;12.5;6;26.3173824549;
28;1;12.0;15.0;5;22.0;3;19.625;13.0269527435;6;26.3395489454;
29;1;12.0;16.0;7;22.0;3;19.625;13.0358200073;6;26.3617914915;
30;1;12.0;17.0;8;22.0;3;17.9314041138;13.5;7;26.3841004372;
31;1;12.0;18.0;8;22.0;3;16.936422348;14.5;7;26.4064661264;
32;1;12.0;19.0;9;22.0;3;15.9414548874;15.5;7;26.428878665;
33;1;12.0;20.0;10;22.0;3;14.9464979172;16.5;7;26.4513280392;
34;1;12.0;21.0;10;22.0;3;14.3265485764;17.5;7;26.4738043547;
35;1;12.0;22.0;10;22.0;3;14.3316059113;18.5;7;26.4962974787;
36;1;12.0;23.0;10;22.0;3;14.3366670609;19.5;7;27.5187973976;
37;1;12.0;24.0;10;22.0;3;15.3417291641;21.2000007629;7;27.6712938547;
38;1;12.0;25.0;11;22.0;3;16.0;22.5;7;27.8392078876;
39;1;12.0;26.0;11;22.0;3;16.2869720459;23.5946445465;7;28.0239602327;
40;1;12.0;27.0;11;22.0;3;16.3234882355;24.6103649139;7;28.2269967794;
41;1;12.0;28.0;11;22.0;3;16.3619499207;25.5;8;28.4497555494;
42;2;12.0;29.0;11;22.0;3;16.7761955261;25.5;7;28.6936262846;
43;2;12.0;30.0;10;22.0;3;16.4590568542;26.5;7;28.95990026;
44;4;14.0;28.8999996185;9;23.0;3;16.5139598846;27.5;7;29.2497102022;
45;4;14.0;29.0;10;23.1399999857;3;16.5741729736;28.5;7;29.5639612675;
46;4;14.2565002441;30.0;10;23.2980040312;3;16.6399059296;29.5;8;29.9032561779;
47;4;15.2920513153;28.0;11;23.4758565426;3;17.0;28.5;8;30.2678147554;
48;4;14.3320674896;29.0;11;23.6754535437;3;16.7883872986;28.5;9;30.6573946476;
49;4;14.3769769669;30.0;13;23.8987001181;3;16.871137619;29.5;9;31.0712175369;
50;4;15.4272079468;28.0;13;24.1474545002;4;17.9593696594;29.5;9;31.5079082251;
51;4;14.4831771851;29.0;14;24.4234571457;4;19.0527744293;30.5;9;31.9654560089;
52;4;14.5452775955;30.0;15;24.7282443047;5;20.1509037018;31.5;8;47.44120121;
53;4;15.6138553619;28.0;15;25.0630478859;5;22.2531604767;33.5;9;48.6818599701;
54;4;14.6891860962;29.0;17;25.4286823273;5;23.0;35.5;9;49.8529593945;
55;4;14.7714538574;30.0;17;25.8254261017;5;25.625;35.5;10;50.9493587017;
56;4;15.8607206345;28.0;18;26.2529010773;5;27.2017097473;35.5;11;51.9689501524;
57;4;14.956902504;29.0;18;26.7099647522;5;28.3119602203;35.5;11;53.9119598866;
58;4;15.0597419739;30.0;19;27.194621563;5;28.625;36.5;12;54.8102579117;
59;4;16.1687889099;28.0;19;27.7039737701;5;30.625;35.5;13;55.6215555668;
60;4;17.2833938599;28.0;21;28.2342166901;5;31.4517364502;35.5;14;56.3610742092;
61;5;18.4026985168;28.0;20;47.6634573936;4;23.8706474304;31.5;14;37.9431068897;
62;5;17.5256557465;31.0;20;48.3380203247;4;23.625;32.5;15;38.3859242201;
63;5;19.6510543823;31.0;22;48.9002580643;4;23.8850631714;32.5;15;38.8044630289;
64;5;20.777557373;32.0;22;49.4611558914;4;23.625;33.3320960999;16;39.1971445084;
65;5;21.9037590027;32.0;22;50.0144176483;4;24.3499794006;32.5;17;39.5630857944;
66;5;23.9782447815;32.0;23;50.5539827347;4;24.0750007629;33.3792533875;18;39.9020483494;
67;5;22.9782447815;32.0;23;51.0742940903;4;24.0750007629;33.4033813477;18;40.2143549919;
68;5;24.9782447815;30.0;23;51.5705242157;4;24.3732395172;32.5;19;40.5007973909;
69;5;26.9782447815;29.0;24;52.0387430191;4;24.0750007629;33.452671051;19;40.7625341415;
70;5;25.9782447815;29.0;24;52.4760160446;4;24.3892974854;32.5;20;41.0009934902;
71;5;27.6782455444;27.0;24;52.8804292679;4;24.397480011;32.5;20;41.2177824974;
72;5;26.6782455444;28.0;25;53.2510480881;5;24.0750007629;33.5;19;41.414606452;
73;5;26.4064865112;29.0;25;53.5878238678;5;24.0750007629;32.5;20;41.5447884798;
74;5;25.4822616577;30.0;25;54.8914642334;5;24.0750007629;33.5;21;41.5827163458;
75;5;25.6005802155;32.0;25;55.1932852268;5;24.0750007629;32.5;21;43.0268025398;
76;5;26.6617393494;34.0;26;55.4656479359;5;23.8500003815;34.0;21;44.2113308907;
77;5;26.9547710419;36.0;26;55.7106263638;5;24.0255012512;34.7900009155;21;45.172400713;
78;5;27.00989151;38.0;27;55.9304726124;5;24.1592674255;35.0872573853;21;46.9481779337;
79;5;27.0593585968;40.0;27;56.1275137663;5;25.7093849182;34.9097442627;22;47.4664248228;
80;6;26.0666294098;39.0;24;70.7528063059;4;24.75;31.0;22;33.001945138;
