Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;6.0;12.3999996185;3;21.0;1;9.0;10.0;4;20.0;
2;2;7.19999980927;11.0;3;21.0399999619;1;9.0;10.0;5;20.0;
3;2;8.20800018311;10.0;3;21.0811839104;1;9.0;10.0;5;20.0;
4;2;9.21623706818;10.0;3;21.1235535145;1;9.0;10.0;5;20.0;
5;2;9.22471046448;10.0;3;21.1671074629;1;10.0;10.0;5;20.0;
6;2;10.3501319885;10.0;3;21.211841464;1;11.0;10.0;4;20.0;
7;2;11.3635520935;10.0;3;21.2577478886;1;11.0;10.0;4;20.3999996185;
8;2;11.3773241043;10.0;3;21.7173930407;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;11.5152177811;10.1999998093;3;22.1054821014;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;11.6316452026;10.3632001877;3;22.4331796169;2;11.597111702;10.4951858521;3;23.0719120502;
11;2;11.7299537659;10.4951858521;3;23.5793277025;2;11.9215736389;11.0209560394;2;23.9749414921;
12;2;12.0737981796;11.0209560394;3;24.5511229038;2;13.9215736389;11.4571752548;2;24.7131726742;
13;2;14.7583360672;12.1118841171;3;25.3623305559;2;15.9215736389;11.8107032776;3;25.3067810535;
14;2;16.2971115112;12.5070724487;3;26.0331535339;2;16.94962883;12.0916318893;3;25.7784451246;
15;2;17.8520774841;12.0916318893;3;26.5862700939;2;17.9593238831;12.3113050461;3;26.1504684687;
16;2;18.8862094879;12.3113050461;4;27.0439527035;2;18.9691867828;12.4808797836;3;26.2221269608;
17;3;19.9217700958;12.4808797836;3;27.2054133415;2;19.9792118073;12.5;2;26.2560760975;
18;3;20.9587364197;12.5;4;27.3332078457;2;20.989397049;12.5;2;26.2905418873;
19;3;21.9970741272;12.5;4;27.4654259682;2;21.8871631622;12.5;3;26.3255085945;
20;3;22.2396278381;12.5;4;27.6018767357;2;21.8976516724;12.5;3;26.3609591722;
21;3;22.2805633545;12.5;4;27.7423293591;2;21.9082870483;12.5;3;26.3968753815;
22;3;22.3226985931;12.5;4;27.8865120411;2;21.9190635681;12.5;3;26.4332377911;
23;3;22.3659534454;12.5;5;28.0341134071;2;21.9299716949;12.5;3;26.4700255394;
24;3;22.4102344513;12.5;5;28.1847839355;2;21.9410076141;12.5;4;26.5072168112;
25;3;21.5;13.5;5;28.3381381035;3;21.9521656036;12.5;4;26.5447884798;
26;3;21.5;14.1690692902;5;28.4937574863;3;21.9634361267;12.5;5;26.5827163458;
27;4;21.5;14.9456300735;4;28.6511945724;3;21.9748153687;12.5;5;26.6209751368;
28;4;21.5;15.0558357239;4;28.8099780083;3;21.9862918854;12.5;5;26.6595385075;
29;4;21.5;15.1669845581;4;28.96961689;3;21.9978618622;12.5;5;26.6983793974;
30;4;21.5;15.2787322998;5;29.1296076775;3;22.009513855;12.5;5;26.7374696732;
31;4;21.5;15.3907251358;5;29.2894396782;3;22.0212402344;12.5;5;26.7767804861;
32;4;21.5;15.5026073456;5;29.4486017227;3;21.5;13.3883905411;5;26.8162822723;
33;5;21.5;15.6140213013;4;29.6065893173;3;22.044883728;12.5;5;26.8559447527;
34;5;21.5;15.7246131897;4;29.7629098892;3;22.0567836761;12.5;5;27.8957372904;
35;5;21.5;15.8340368271;4;29.9170894623;3;23.0687217712;13.0;6;27.9756284952;
36;5;21.5;15.9419631958;4;31.0686788559;3;23.5;13.4678144455;6;28.05677104;
37;5;22.5;16.5480747223;4;31.2572579384;3;24.0926761627;13.0405921936;6;28.1391346455;
